Mixture,Central_venous_LSECs,Cholangiocytes,Other,Hepatocyte,Portal_endothelial_Cells,Periportal_LSECs,Hepatic_Stellate_Cells,Erythroid_Cells,P-value,Correlation,RMSE
301N,0.0485924617380918,0.00951362071155642,0.0718767783972065,0.773906269291719,0.00610554932514266,0.0508617279123367,0.0142796875381058,0.0248639050858407,0,0.799057134668907,0.61805819030819
302N,0.0510021387453536,0.010290089082478,0.0817368401187079,0.75281892105863,0,0.0435877143196682,0.0138495116238481,0.0467147850513145,0,0.796520774732919,0.618765885967142
355N,0.0399849678584703,0.0125165533570313,0.00561442386621257,0.865001823400604,0,0.0323642499911386,0.00903565063583458,0.035482330890709,0,0.741651695202322,0.734886371765499
356N,0.053294561896737,0.0226277641693228,0.121904983807831,0.675649884222611,0.021032435643308,0.0537942203790012,0.0185654281840938,0.033130721697096,0,0.789476623397614,0.617751616733223
304T,0.0520803889870417,0.0237600984525632,0.111469098880296,0.763778663289602,0.00219092877061484,0.0135377676838408,0.00898624073027501,0.0241968132057669,0,0.815949552818348,0.591178461879355
305T,0.0932509832728811,0.101708032678034,0.400548944348935,0.222738919737554,0.0180728844794704,0.062396076138725,0.0755285739634145,0.0257555853809871,0,0.703841614937605,0.742080994305331
353N,0.0223924455272003,9.16674515240725e-06,0.0200495201068812,0.851680888724496,0.00641649456866795,0.0553647938745961,0.0116747479006077,0.0324119425523981,0,0.826100804249741,0.596689269554678
307T,0.0662236894889025,0.0233599238353257,0.406619336477043,0.427619143728483,0.0224130014085297,0.00656468681966668,0.0182127532780671,0.0289874649639821,0,0.658242881074996,0.758808575138676
308T,0.0613890059558728,0.0293986763158379,0.192645307193867,0.658547387308501,0.0167138224630527,0.0220777215701135,0.00770451718245269,0.0115235620103019,0,0.672529209715696,0.75342452173225
309T,0.0449147036290763,0.0391220963304459,0.358625433766738,0.487853602568107,0.0238152222945476,0.0127810245210603,0.0112394120387056,0.0216485048513196,0,0.733715066958701,0.686294371243694
310T,0.0453542776669472,0.0660451968342762,0.270578291681118,0.505473366828838,0.0153983311136204,0.0515273059172838,0.0186632493591919,0.0269599805987246,0,0.891692031931011,0.493378734782076
311T,0.0803257857620956,0.0783774495257046,0.366274964779101,0.425272893333469,0,0.0223733825537595,0.00949343502327245,0.0178820890225978,0,0.846647284866007,0.57989779436606
312T,0.0360133906489838,0.0354296576586413,0.220755157715805,0.633371445602584,0.00200034453271708,0.0445140696895203,0.0130049954051057,0.0149109387466426,0,0.866236842848359,0.506716269523375
314T,0.0388596534031735,0.011519774585449,0.234413060759896,0.640772427494584,0.0322170956945052,0.0117607899432072,0.00273626399524721,0.0277209341239379,0,0.83636407729872,0.553144360945518
315T,0.0746091959920518,0.0302388090950991,0.238803143465304,0.614507507879471,0.0069696514492689,0,0.00441802268381479,0.0304536694349909,0,0.836993433728239,0.553287710192462
316T,0.0807922543442039,0.0155267713262501,0.364009580787493,0.478881800989605,0.00505432697180665,0.0341302074170675,0.00417744128144809,0.0174276168821253,0,0.671322160765511,0.744122668618705
317T,0.0529156651567914,0.0132211495499343,0.335633856083744,0.418212709796865,0.0463468587442843,0.0653008661181976,0.0470150560335942,0.021353838516589,0,0.867413748278452,0.584721793538474
319T,0.126473576633398,0.0406259279463775,0.241521165237169,0.481066968730122,0.0215048270651716,0.0354422242673955,0.0305387760570339,0.0228265340633319,0,0.782756394620554,0.637454501460171
320T,0.12815483669489,0.0548699778377049,0.343954748223872,0.255860543146438,0.0353127492108063,0.0923311042625797,0.0665094899901842,0.0230065506335239,0,0.791031007390159,0.690315983617093
321T,0.106035978533649,0.0940020353401626,0.373823733832606,0.236996605371143,0.0297509463045033,0.0689852590288303,0.0551816819928238,0.0352237595962823,0,0.486403358395347,0.87363805919482
322T,0.0782111358485342,0.0514693461477344,0.250684748451385,0.516539989528775,0.00359129896189031,0.0396290571419866,0.0158739381713902,0.0440004857483047,0,0.739296882771042,0.67509552743799
323T,0.0503889878965844,0.0455522247944345,0.4306821277439,0.401225143381279,0.0148678716518663,0.0283624344581218,0.00464587715662018,0.0242753329171939,0,0.708828368869166,0.721611345789354
325T,0.0877479632300422,0.0177909889125959,0.204719881339284,0.572770787329593,0.0351350858162215,0.040423066541059,0.025294103944982,0.0161181228862221,0,0.870719586796924,0.517227889977979
326T,0.0621424204668391,0.0495739949218576,0.435678432673596,0.381030076190959,0.0252443847480358,0,0.0054171701208864,0.0409135208778261,0,0.724616833196486,0.712800306597915
327T,0.0416118281139816,0.0510206849239237,0.220750640036322,0.64979506615157,0.00285289978262281,0.0125127070680326,0.00364782716278609,0.0178083467607605,0,0.876525004385369,0.486561849354668
328T,0.0402130241273686,0.0337873474233588,0.158119170345114,0.649529858229552,0.0631536710422828,0.00798471448962867,0.010352842991227,0.0368593713514684,0,0.872108433738429,0.495267209675344
329T,0.0453237123427559,0.0429405114660615,0.45005843625604,0.36995412584085,0.00984690710011628,0.0321023020487547,0.00473603229211634,0.0450379726533056,0,0.713187121600011,0.724355169269607
330T,0.0510593943955012,0.0602884329861079,0.501368180351481,0.28742803779494,0.00130326436777102,0.0394586313209696,0.00537895102720414,0.0537151077560259,0,0.784030798449592,0.694199442960182
