Mixture,Central_venous_LSECs,Cholangiocytes,Other,Hepatocyte,Portal_endothelial_Cells,Periportal_LSECs,Hepatic_Stellate_Cells,Erythroid_Cells,P-value,Correlation,RMSE
S1N,0.0708592031884737,0.0111974208874213,0.237353629345615,0.61917113731083,0.0177055081674925,0.0200983011915711,0.0101970311200525,0.0134177687885442,0,0.794470783215105,0.693935612929637
S1T,0.00677748742854653,0.00880362417520583,0.284855396082745,0.620290417079252,0.0347110736487266,0.00850413458075779,0.00716688423470141,0.0288909827700644,0,0.7234278133107,0.738532991184654
S2N,0.0518632713324914,0.0407813707140522,0.328630873046798,0.434825447339726,0.0468329736675051,0.0517530709464714,0.029692752957552,0.0156202399954039,0,0.8080583490381,0.735757393614951
S2T,0.0147723370024732,0.0056245847483063,0.303890063032242,0.539182353526991,0.0461991055936817,0.0414336250331298,0.00480292651228144,0.0440950045508948,0,0.730033235190556,0.752991157636559
S3N,0.0301648698198846,0.0172121961342359,0.252399172504156,0.560181314091114,0.0334042192152459,0.06711081333249,0.0287570567661407,0.0107703581367327,0,0.781910474499826,0.716833193723297
S3T,0.00730370147136556,0.0125325351432906,0.419049728138012,0.464789508498497,0.0397413992419004,0.0119777404417776,0.0154596729642274,0.0291457141009291,0,0.669491317801282,0.797441571182641
S4N,0.0524793344781512,0.00725106033895062,0.320816303898482,0.534047309543484,0.0192751742178934,0.0314392044183981,0.0118681373106077,0.0228234757940329,0,0.780058632803006,0.726505304893482
S4T,0.0057031667192856,0.0129738280198967,0.72565815701587,0.0719947648498973,0.0484728881738018,0.0645760081538845,0.0553798625071351,0.0152413245602287,0,0.604471838100756,0.85116970130267
S5N,0.0644240616844562,0.0143076113798668,0.311591999854762,0.531811678560396,0.012483923467072,0.0339544402368345,0.0077510634200121,0.0236752213966002,0,0.800611681628593,0.714831048708925
S5T,0.00395246229994156,0.0377412988843797,0.591873021592301,0.27724372114961,0.0345909049871652,0.0055585602496584,0.00514278528701909,0.0438972455499256,0,0.592462489025121,0.852078415688591
S6N,0.0388973245464923,0.0201633207737221,0.250327000403267,0.560315475304174,0.0357640527792515,0.0432153699949393,0.021372931499177,0.0299445246989774,0,0.78448402586465,0.716472309499043
S6T,0.0057874046829588,0.0192819244715204,0.400756491800441,0.403969524487248,0.0268876742892149,0.0854064664956843,0.0261169661576525,0.0317935476152799,0,0.66728492832083,0.808394144537776
S7N,0.058208225545938,0.0143917074477412,0.303106926790068,0.527607564498741,0.0336405920915047,0.0338350436945617,0.0178794535056904,0.0113304864257554,0,0.786502587930224,0.724184667987244
S7T,0.00753987749414677,0.0396873245891503,0.389056399112471,0.449502334033159,0.062199967539918,0,0.00262345506099017,0.0493906421701649,0,0.654804287859871,0.806051881507156
S8N,0.074949388708214,0.0121686881989409,0.233314276946124,0.56808516612523,0.0135791710415646,0.0487451664958552,0.0180328589663962,0.0311252835176752,0,0.784724335049646,0.714466117597014
S8T,0.00554346555747488,0.0169108149187637,0.356179054741642,0.518674042059984,0.0424409670335223,0.0189764970128722,0.003492592764921,0.0377825659108201,0,0.675889473334546,0.7846441719697
S9N,0.0290708695076887,0.0233809929724857,0.205766716357322,0.60179028917498,0.0184652022748396,0.0771023516013306,0.0424018718373938,0.00202170627395977,0,0.781311521643126,0.703959326213868
S9T,0.00674115211508825,0.0201778808937861,0.415916829690841,0.441778494192612,0.0345286844551673,0.0189521898200515,0.00571378640232298,0.0561909824301317,0,0.657093120335307,0.806594254324278
S10N,0.0245488131590976,0.0744741070092985,0.31917792178452,0.391871339123977,0.0697107049984968,0.0575953834733489,0.0566092613054585,0.00601246914580318,0,0.702718256765869,0.786895745993239
S10T,0.00440272387925042,0.00650886461241178,0.233123569313989,0.700819930387695,0.0341511224230035,0.00646538392082856,0.0024222526463558,0.0121061528164653,0,0.714916958241403,0.72892461568784
S11N,0.045561357356559,0.0126741156866086,0.223809545706228,0.599655300641044,0.021344211618402,0.0595025296330257,0.0178431635201051,0.0196097758380276,0,0.794531266176238,0.69939918325074
S11T,0.0146627845046882,0.0170047150030375,0.435393853268336,0.390630020482845,0.0300967532939349,0.053636852962069,0.0276066523662483,0.0309683681188417,0,0.7236415570618,0.786736158144622
S12N,0.0382640890092639,0.0170935498104923,0.313558591820781,0.500533646134933,0.0326406905321563,0.059967297706644,0.0277857145996104,0.0101564203861191,0,0.792629710113489,0.727281253564652
S12T,0.00877776622997515,0.0103820297215526,0.554538345007412,0.38147358711235,0.015138630629969,0.00726848693403493,0.00243800756329878,0.0199831468014074,0,0.690139391370487,0.799558632301057
S13N,0.0406046775327339,0.0169845339364698,0.201698690394057,0.624900018005194,0.0289479550033966,0.0573486275081696,0.00784457558526794,0.021670922034711,0,0.779125639608293,0.702311136156557
