Mixture,Immune cluster,Hepatocytes,Fibroblasts,Endothelial Cells,Bi-Potent Cells,P-value,Correlation,RMSE
TCGA-FV-A495-01,0.0927094818905058,0.722062932795988,0.0712028883649962,0.113611159756592,0.000413537191917195,0,0.934386161141527,0.706663287199683
TCGA-G3-A3CH-11,0.0481577662935529,0.854675673246159,0.013160726765921,0.0838575100873808,0.000148323606986361,0,0.841027546968349,0.709516012065558
TCGA-CC-A3MB-01,0.240361420890387,0.464779335635206,0.0978025082853529,0.196933527740601,0.00012320744845337,0,0.847103501950535,0.828111500839257
TCGA-BC-A3KF-01,0.107524805647749,0.691628788630214,0.0470428024960322,0.153733702694884,6.99005311214225e-05,0,0.888611025276285,0.737730631771379
TCGA-DD-A4NV-01,0.0704431827118003,0.654255970266462,0.0771099776714088,0.198084680765499,0.000106188584829537,0,0.893132722493929,0.748995135527363
TCGA-CC-A1HT-01,0.452147516001906,0.0350189472616875,0.152631659059885,0.355294703098866,0.0049071745776565,0,0.584952449834624,0.978668204779563
TCGA-BD-A3EP-01,0.219467213182894,0.430477202685525,0.108180266698807,0.240702674354232,0.00117264307854142,0,0.677601040728604,0.878486593041587
TCGA-FV-A3R2-11,0.0655992646370108,0.823028698005031,0.018725990219834,0.0925184494647626,0.00012759767336134,0,0.849254919180357,0.714266597488714
TCGA-CC-A3MA-01,0.303120188591842,0.0715211385037466,0.237432853325135,0.331330724317148,0.0565950952621275,0,0.753622468393184,0.904230127840391
TCGA-ZP-A9CV-01,0.171852499114376,0.600811018928667,0.0495429822253414,0.176859646461513,0.000933853270103137,0,0.881884335775078,0.771436001948121
TCGA-DD-AACY-01,0.0932571423910616,0.734414825253484,0.0440903426705902,0.128081105810787,0.00015658387407741,0,0.862279293496146,0.735065845060784
TCGA-XR-A8TG-01,0.144308153934414,0.601879036476007,0.0589460405599632,0.194220599748105,0.000646169281511367,0,0.798371068705285,0.80001234308077
TCGA-CC-A9FW-01,0.24643769134336,0.552393985696487,0.0671367889837697,0.131443532958603,0.0025880010177796,0,0.828630083688629,0.804705089719315
TCGA-BC-A10Y-01,0.121491344871009,0.709974308035748,0.0278557232176176,0.140569179624153,0.000109444251472587,0,0.865702144540474,0.741306083996646
TCGA-KR-A7K7-01,0.220401032386538,0.653631947013546,0.0230491682196674,0.101236036807651,0.00168181557259726,0,0.874221275286799,0.755974476328826
TCGA-ED-A459-01,0.252247087607818,0.47510003562632,0.0807511401210074,0.190719879874819,0.00118185677003641,0,0.782532400571784,0.841364350420208
TCGA-PD-A5DF-01,0.197517818243679,0.511052303441035,0.0989840696492368,0.191520311345417,0.000925497320632457,0,0.777979193861164,0.832263864032902
TCGA-ED-A5KG-01,0.503656549653956,0.113676641462089,0.122149828396836,0.258954031917704,0.00156294856941488,0,0.788200091344595,0.951669346150656
TCGA-DD-AAVX-01,0.183793941522749,0.528799719471879,0.0523199243400494,0.230180020106979,0.00490639455834377,0,0.537599567782214,0.894019693132135
TCGA-ED-A7PY-01,0.110790025923893,0.771579733579185,0.029541360396283,0.0880267661476353,6.21139530037084e-05,0,0.860810462513237,0.723966062066946
TCGA-RC-A7SF-01,0.0524381046383111,0.814865976527276,0.0275479432560021,0.104997501102181,0.000150474476229225,0,0.875937931441602,0.703029390428546
TCGA-DD-AAW0-01,0.119217562155865,0.617050455541622,0.0756376700451694,0.187794888066571,0.000299424190772913,0,0.908832322542565,0.756166563824287
TCGA-ED-A66X-01,0.212975308467351,0.381145324052817,0.175742488962026,0.228603797559088,0.00153308095871753,0,0.850507362684215,0.855612563345516
TCGA-DD-AAC8-01,0.348675502556172,0.300755225858869,0.0884508114877339,0.256412744490572,0.00570571560665264,0,0.599769132063592,0.922046256682716
TCGA-FV-A3I1-01,0.175194608361904,0.573282153334369,0.0853031153888658,0.159157585342648,0.00706253757221274,0,0.893683049543829,0.776595504405777
TCGA-RC-A7S9-01,0.151602620860596,0.729784246699639,0.0185941774155785,0.0999372318456039,8.17231785825747e-05,0,0.853811484792704,0.740069743520029
TCGA-ZP-A9D2-01,0.338844882403843,0.138598763216362,0.208474954979415,0.305180842370198,0.00890055703018285,0,0.757008341210563,0.944082291274877
TCGA-G3-A5SL-01,0.09870961343397,0.71353833451821,0.0444964156002316,0.143031211303775,0.0002244251438135,0,0.884371068349529,0.732114179211377
TCGA-DD-A3A2-11,0.00168106080012956,0.920129673726935,0.0140222553898939,0.0641218438067089,4.51662763322973e-05,0,0.822043399773114,0.70269090851456
TCGA-CC-A3M9-01,0.541762639524401,0,0.185785662536811,0.269281783689607,0.00316991424918132,0,0.488608534386199,0.98625645101179
TCGA-BC-A216-01,0.211672888645148,0.568444267508629,0.052773922838745,0.166836621276261,0.000272299731216911,0,0.910364841488252,0.773179066578078
TCGA-ED-A7XP-01,0.178152708096027,0.547857730692661,0.108241475972875,0.165266877924174,0.000481207314263422,0,0.817566077651602,0.809799586106696
TCGA-BC-A10T-11,0.0268287370155249,0.838283473419554,0.00667824434215462,0.128129225391487,8.03198312791271e-05,0,0.847029126044065,0.711119684103689
TCGA-DD-A11A-01,0.125591455924322,0.668380425824964,0.0322370167446689,0.173308653420294,0.000482448085750249,0,0.861010665331834,0.756716483959664
TCGA-DD-A73B-01,0.107057608601816,0.752670292896184,0.0268527190409186,0.113271118983752,0.000148260477329432,0,0.91625005597411,0.703818178593533
TCGA-DD-AACA-02,0.146613131086982,0.639668173342499,0.0377123773522259,0.175367436921398,0.000638881296895073,0,0.868153071280851,0.763318648631045
