Mixture,Other,Hepatocytes,Proliferation,vSMC,Stellate cells,CAFs,Pericytes,P-value,Correlation,RMSE
GSM2053444,0.200426014677362,0.589059044188857,0.0127159401199962,0.0560432909567809,0.0750019022463197,0.00929903497083736,0.0574547728398466,0,0.983929700521095,0.599083637755228
GSM2053438,0.34123054871122,0.358499257481718,0.0437396487332195,0.0384126828679916,0.0747985488656948,0.0486606913910095,0.0946586219491462,0,0.975746414423307,0.222846662929485
GSM2053485,0.565924986727724,0.00217398518780403,0.124658553967504,0.00400524648386284,0.00685064918287986,0.20234231960565,0.0940442588445765,0,0.450204394503139,0.965611660873018
GSM2053456,0.616126330450556,0.136975217784991,0.13091839470324,0.00431907734884786,0.00678676465346657,0,0.104874215058898,0,0.856547591895239,0.700126227827565
GSM2053473,0.432698358462033,0.0575194007441693,0.227041185407098,0.0109563154934244,0.0103358267420059,0.0696511964791351,0.191797716672134,0,0.44355024003492,0.93471878385714
GSM2053478,0.512844949710784,0.21215411097552,0.0683687661119009,0.0259436188730767,0.0198990910248063,0.0103217380608229,0.150467725243089,0,0.795080815417854,0.645419622590716
GSM2053460,0.52083586259128,0.0678971165350343,0.0800605106603191,0.0263028975560918,0.0378366519275795,0.182026717302139,0.085040243427556,0,0.744717449640297,0.857531284157751
GSM2053466,0.40248198105632,0.0800220614110242,0.0173657752890313,0.0320894264248463,0.15545765286771,0.295322936358586,0.017260166592483,0,0.926148225964789,0.786894391203216
GSM2053484,0.471463925830929,0.132993301932441,0.0886492663485524,0.0331887954291795,0.0263448390202882,0.151538140080668,0.0958217313579422,0,0.898535039194252,0.688376136167801
GSM2053454,0.269840270843202,0.422280510151754,0.0283303833731636,0.0424789291446594,0.145680922993351,0,0.0913889834938708,0,0.987708772212135,0.207401442103494
GSM2053479,0.512845959162913,0,0.286592173480914,0.0485920832675281,0.00564966589768142,0.0435997925664235,0.10272032562454,0,0.693868722167917,0.948084020513181
GSM2053448,0.218568742117881,0.496655872293843,0.035806846691476,0.0421712727171416,0.101433368192203,0.0152524651538987,0.0901114328335575,0,0.990412493732989,0.352480899790624
GSM2053435,0.327304578160736,0.176729319892006,0.0269400051117222,0.0629936489987653,0.229697303385005,0.081772120074393,0.0945630243773734,0,0.953770609548335,0.562945068730243
GSM2053464,0.564200304465947,0.147608455097361,0.0702231546777533,0.0169066013053482,0.0379099321795532,0.0837827336301605,0.0793688186438767,0,0.885248008300984,0.665854449103849
GSM2053459,0.486075583052393,0.000799130233406556,0.261092730991455,0.0590810193043835,0.00726762695132046,0.0610646429753593,0.124619266491682,0,0.565209054349933,0.959175007206979
GSM2053489,0.509837800550531,0.196818087242315,0.085359368333942,0.0186941232052214,0.011571481742252,0.0725487565792465,0.105170382346492,0,0.902013171973854,0.567068034921792
GSM2053439,0.406728368420603,0.239559365550219,0.0193188161892228,0.0305439935268196,0.123829019513013,0.121505741588389,0.0585146952117343,0,0.876148715476437,0.535669391529562
GSM2053457,0.491356214386772,0.0844605184919196,0.0804261298344475,0.0119094233235114,0.046903535750269,0.231958067857315,0.0529861103557653,0,0.935683823552875,0.77415045462286
GSM2053492,0.563193140022075,0.189792077955345,0.055775605187403,0.0250068159974066,0.0077427973226512,0.0595339183723115,0.0989556451428078,0,0.845637150529566,0.626381370770614
GSM2053491,0.35630011625865,0.0736149531457431,0.126542848532766,0.0403304243977394,0.00760989346809549,0.259686629496228,0.135915134700779,0,0.675545027848448,0.868707679444004
GSM2053451,0.266150056012731,0.442241232985623,0.0217421743529386,0.0717736799148261,0.133221546500369,0.0170167662393591,0.0478545439941534,0,0.974561040561818,0.300205884273064
GSM2053471,0.33028592173547,0.115776442293876,0.196927180724206,0.0404188699509593,0.0033188794622327,0.109751105080965,0.203521600752291,0,0.784128470195294,0.775024591251952
GSM2053443,0.4097480120119,0.408877305133652,0.00982576851167054,0.0228103039937888,0.109140872835178,0,0.0395977375138112,0,0.94896434216628,0.346020256143303
