Mixture,Other,Hepatocytes,Proliferation,vSMC,Stellate cells,CAFs,Pericytes,P-value,Correlation,RMSE
301N,0.186100107660079,0.529528611898749,0.0473593501381508,0.0870195856153479,0.106083275224041,0,0.0439090694636317,0,0.850802750754926,0.758819015357106
302N,0.18758765106424,0.57867136148799,0.03035485382425,0.0794940208798531,0.08825325699281,0,0.0356388557508564,0,0.911035527735015,0.740123549564197
355N,0.102216709661442,0.708898958902251,0.0294597263235939,0.0790559130775936,0.0481821450113867,0,0.0321865470237331,0,0.854248205389866,1.12862279508921
356N,0.289149842762877,0.47825948102441,0.0188593529060847,0.0806281150012351,0.0967223313733219,0,0.0363808769320714,0,0.837196136105641,0.698882779154222
304T,0.414972527138899,0.447685984064081,0.0214441095653924,0.0411196707247776,0.0185908642462904,0.00363761236714917,0.0525492318934108,0,0.871163208263037,0.5928244122504
305T,0.276484463245021,0.193462121406164,0.0656267605874336,0.0323108972830771,0.0778756135763191,0.269319955798539,0.0849201881034459,0,0.748442586374874,0.695946631516313
353N,0.121414155619962,0.647259190936356,0.00632308324792623,0.116378705829162,0.098645958708685,0,0.00997890565790904,0,0.863931429715425,0.974169900226611
307T,0.681466593615301,0.135792698500508,0.0679860082112861,0.0465165739801149,0.0135501890045584,0.0373356882736973,0.0173522484145342,0,0.769443973305149,0.716572987710503
308T,0.490454167817243,0.328397472361571,0.0342912252508113,0.00373279495987797,0.0291873100818661,0.0143867631207425,0.0995502664078888,0,0.623860453926387,0.828748555454542
309T,0.631198401204266,0.23289796035033,0.045872773067697,0.00129601529632139,0.0532301761875336,0,0.0355046738938522,0,0.670204544504804,0.742257193207621
310T,0.551926314546258,0.254058685734667,0.0338135713658647,0.0163499849885861,0.030545643232709,0.0406387464999942,0.0726670536319218,0,0.758361894628397,0.653608680127142
311T,0.690564223964925,0.191322588273377,0.000366617680091575,0.00716279737989326,0.00368048122427136,0,0.106903291477442,0,0.821994377506193,0.621288208940181
312T,0.60752828159437,0.228693488834387,0.05153073715209,0,0.0576007893569671,0,0.0546467030621862,0,0.739478440858372,0.678093766231154
314T,0.321873294923721,0.357950892428608,0.211988579178274,0.0257838114053923,0.000817839363064786,0,0.0815855827009403,0,0.688619443227134,0.777026909220247
315T,0.525046571551867,0.258119230164752,0.0824562346820546,0.0129041415376537,0.0661060968873802,0,0.0553677251762925,0,0.87887321022409,0.501934868376175
316T,0.711317201436064,0.138158810673776,0.0532429847028687,0.000720517702151733,0.0147500614204694,0,0.0818104240646703,0,0.596292388587616,0.815243720185407
317T,0.447659462227573,0.171093476405224,0.0776071070679002,0.0403980565376261,0.09006127593124,0.0541966513239122,0.118983970506524,0,0.7377453909712,0.715934728413202
319T,0.395003869665584,0.265716583590146,0.0723687763032572,0.0152964077979743,0.0732010993141602,0.0877117078145128,0.0907015555143651,0,0.749837093510188,0.662369721636971
320T,0.439237498723141,0.117271755702453,0.0341925756514764,0.0490295514597477,0.126751811313607,0.166768077065253,0.0667487300843227,0,0.67022263279596,0.801369665403797
321T,0.3572331112888,0.101786246217276,0.0649410103195643,0.038427330721699,0.210565131167889,0.0722209699561758,0.154826200328596,0,0.599825783124334,0.846204212018187
322T,0.48870285741234,0.298767068056744,0.0642272473500431,0,0.0509788639273167,0.008137976109202,0.0891859871443549,0,0.886180664614454,0.469009763695597
323T,0.698644222193272,0.138455945859674,0.0434536832784055,0,0.0326694850408292,0,0.0867766636278187,0,0.75885682371037,0.720038507951158
325T,0.413215643970542,0.31968504342276,0.0326091276686691,0.0559972517918161,0.142422889736906,0.0211297013491328,0.0149403420601739,0,0.902686465324265,0.433650960676745
326T,0.755400503195631,0.16780714532094,0.0229541616871383,0,0.00817489991389319,0,0.0456632898823976,0,0.772912162652953,0.680208941309528
327T,0.618054139843552,0.261036416004664,0.050539256034274,0,0.0034422310260632,0.00666461852317838,0.0602633385682684,0,0.769207442109987,0.640051626780147
328T,0.285749667590903,0.41541313186541,0.0729021421892845,0.0217197344109008,0.0204055313744338,0.00431610837945031,0.179493684189617,0,0.778149919395521,0.709859745677736
329T,0.630828964817628,0.17599741241689,0.105131005144228,0.0203117842990673,0.00248549853852521,0,0.0652453347836616,0,0.606582820697711,0.798090200674244
330T,0.680067447076253,0.0798401215211715,0.123971776472752,0.0123585793826434,0.0183604434146516,0.012332398172761,0.0730692339597683,0,0.789843249157725,0.769384511301052
332T,0.69067931162769,0.152046126485307,0.0877832891331632,0.0074313619743548,0.00917564025409172,0,0.0528842705253937,0,0.651578775862153,0.77649930752
333T,0.321751389799724,0.392935117645779,0.0588693135290528,0.0245722629296863,0.0644328235845922,0.0514333449992632,0.0860057475119025,0,0.746847001520976,0.732396610741853
334T,0.541929119332028,0,0.219590812403499,0.00776523441004775,0.016186348235083,0.131249703894253,0.0832787817250881,0,0.686304996855556,0.880820808159032
335T,0.592308480486476,0.266878667825879,0.057905565289879,0.00905630875298385,0.0219939638594164,0.00924304723719496,0.0426139665481708,0,0.666609942876367,0.750696708153277
336T,0.486801318197515,0.362765397653571,0.0343445024917643,0.0454632793245978,0.00424903808179729,0,0.0663764642507549,0,0.713005718434869,0.753426761217629
337T,0.706453171828712,0.174418131778212,0.0606045656879086,0,0.0265013262675345,0,0.0320228044376323,0,0.636936133775863,0.776948262496216
339T,0.268253169513994,0.416688749388257,0.134354089135268,0.00888452438017717,0.0386618405036176,0.028058877765284,0.105098749313403,0,0.719564559296977,0.797755973081705
342T,0.352312598376283,0.276259080846016,0.058113056685165,0.0491750686925443,0.138503271091111,0,0.125636924308881,0,0.756134170172861,0.655052541159728
345T,0.621393028181494,0.224817846229898,0.0444658206467661,0.0229735957083248,0.00751082255402378,0.000149790390375443,0.078689096289118,0,0.763281125685587,0.656026617847981
346T,0.737112191549193,0.0771326960069535,0.0650283495743693,0,0.0567869222060883,0.0204370160795338,0.0435028245838616,0,0.878565545123521,0.730285180216799
347T,0.508136735538283,0.240206428044842,0.0153731166394441,0.040117151198254,0.0653131322203232,0.0964604755863286,0.0343929607725247,0,0.709453185624722,0.705750287691154
348T,0.255226246116249,0.317587358964951,0.13219122313492,0,0.0991523987479174,0,0.195842773035962,0,0.776931866092212,0.635277934182999
349T,0.485517954826084,0.309835417127419,0.0527748514798704,0,0.0134169039101254,0,0.138454872656502,0,0.793447577134683,0.612304438348463
350T,0.462323352297502,0.422400488476009,0,0.0443147754801132,0.048990656047702,0.00532719377988412,0.0166435339187898,0,0.879553953201763,0.543742912313161
351T,0.604475953387154,0.287483505496672,0.0152797229951709,0,0.022767750373448,0,0.0699930677475544,0,0.819843127872054,0.573636798912992
352T,0.563639423091939,0.00880387021251974,0.200616291191925,0.063275553114462,0.0101902533971004,0.100103053540123,0.0533715554519305,0,0.78977891827457,0.853026144553693
353T,0.552447101603926,0.135902261863807,0.094648074458795,0,0.107514235612813,0,0.109488326460659,0,0.683242115810272,0.773183504144275
354T,0.787695683913987,0.0426613160695685,0.0684121536419503,0.0201771250982256,0.0183764928867554,0.00651963917336899,0.0561575892161444,0,0.705213838007146,0.829929271998259
355T,0.447668680360774,0.326179165001132,0.0408294791698288,0.0342981927539575,0.0264924502987621,0.0328793264397553,0.09165270597579,0,0.708995765424594,0.728517118050353
356T,0.667668056560528,0.189326516692218,0.0385194562727559,0.0245674989695139,0.0117324864826715,0,0.0681859850223123,0,0.681734550828321,0.740251365435766
357T,0.438095593951796,0.259799009279349,0.078828835464183,0.0430071699687837,0.0504679689907108,0,0.129801422345177,0,0.574825804766946,0.831158163714288
358T,0.282813839125547,0.390871692211096,0.0927766120536308,0.056960703528306,0.0891822896362857,0.0201160961326186,0.0672787673125161,0,0.680711720514162,0.818519930066124
359T,0.666980867894957,0.155734176066378,0.0327770624183232,0.00136910996407753,0.0772057202875178,0.0314389682481212,0.0344940951206254,0,0.709083880327899,0.738904375781265
360T,0.695189880726177,0.165945038527006,0.0883463022606423,0.000673456130564842,0.0117317484610362,0,0.0381135738945735,0,0.846519751640952,0.625143730579049
361T,0.555720802839624,0,0.286941515727097,0.030262432054611,0,0.041869085252598,0.08520616412607,0,0.613570022975295,0.892164241392718
362T,0.397171504656454,0.296564479636835,0.173811795851122,0.00378884808175244,0.0104354605742585,0,0.118227911199578,0,0.847576092972046,0.532998908237538
363T,0.674475342775005,0.127029806580433,0.0875197061557258,0.0169159660393807,0.0238846739163728,0.00400766719511834,0.0661668373379648,0,0.733471749493833,0.746594528907343
