Mixture,CD8+ Cells,Tregs,Non-immune cluster,Nk Cells,CD4+ Cells,B Cells,Myeloid,Mast Cells,P-value,Correlation,RMSE,,T_Cell
GSM2053444,0.124118728344759,0,0.731524784843318,0,0.105039716912593,0.01422124083029,0.022387934902315,0.002707594166725,0,0.838384993781114,0.6445488732147,,0.229158445257352
GSM2053438,0.129822988177577,0.03776705368257,0.5612735095673,0.04421538172198,0.097676885467786,0.026927066812334,0.093461817123733,0.008855297446721,0,0.815998057412378,0.588776379159848,,0.265266927327932
GSM2053485,0.145029777006008,0.083259161112391,0.210721236715027,0.133330827298369,0.086309167595775,0.119452579565512,0.205948422779888,0.015948827927029,0,0.561303252067967,0.836106599504819,,0.314598105714174
GSM2053456,0.147732761712628,0.113187616850814,0.35203135269138,0.069495062374077,0.052296869884691,0.098056469366264,0.149307851126075,0.017892015994071,0,0.641040785566693,0.767494509681573,,0.313217248448133
GSM2053473,0.154638048813063,0.072001386936511,0.208254429951608,0.123533777220786,0.107148932296219,0.139768725153086,0.169755517089708,0.024899182539018,0,0.525326940484564,0.855487654407165,,0.333788368045793
GSM2053478,0.211241604065947,0.067929760413791,0.433489162776503,0.06903542284575,0.055760249883233,0.063952921045058,0.085707325841816,0.012883553127903,0,0.710052995616347,0.704300443577636,,0.33493161436297
GSM2053460,0.118354054373223,0.077869812091544,0.333644600815699,0.162282856171444,0.082603546085656,0.036917052780729,0.174963646586994,0.013364431094712,0,0.633456415602228,0.774753717245993,,0.278827412550423
GSM2053466,0.080994538344325,0.047407980667509,0.341910841084682,0.134690466834738,0.113925662499617,0.056659840558015,0.220977576977587,0.003433093033526,0,0.707015424536239,0.711951187604384,,0.242328181511451
GSM2053484,0.121937967219681,0.057670105674748,0.428748214660617,0.125117142965906,0.073474917501851,0.092559195215511,0.090310497580639,0.010181959181048,0,0.729048682746791,0.684277493639982,,0.25308299039628
GSM2053454,0.131829404912736,0.024568931185005,0.609107733154285,0.084843170438223,0.072279300569384,0.028432213098671,0.044580059572201,0.004359187069495,0,0.860785389664587,0.526343338903941,,0.228677636667125
GSM2053479,0.214723095445704,0.133451172920336,0.057644687849819,0.170661430216207,0.140062446147811,0.093897379353748,0.167703579207743,0.02185620885863,0,0.651682720583888,0.84941242800775,,0.488236714513851
GSM2053448,0.102031718437645,0.009135566497219,0.674537785078507,0.027463269362874,0.107655305030145,0.035489368981754,0.041520328806326,0.002166657805529,0,0.862368986540002,0.558768095359639,,0.218822589965009
GSM2053435,0.188230606993452,0.005693023152091,0.435252696605481,0.092157176988528,0.121466321531326,0.029203242085764,0.126446273883543,0.001550658759816,0,0.769004891407791,0.639895672600477,,0.315389951676869
GSM2053464,0.134921593042606,0.039096059694561,0.472522446132213,0.091518818760541,0.087938250104239,0.088530782142523,0.075321294511509,0.010150755611808,0,0.751518232127512,0.660925942720192,,0.261955902841406
GSM2053459,0.187079377698264,0.167679382318045,0.098279919774987,0.148378855260831,0.149863993736952,0.095918829882264,0.129940322264209,0.022859319064448,0,0.580247424822001,0.863887011996551,,0.504622753753261
GSM2053489,0.142345664349741,0.059896524494647,0.476377941174819,0.089575836301103,0.083575118316443,0.044669717608187,0.08918612418493,0.01437307357013,0,0.72124919467117,0.696670450567683,,0.285817307160831
GSM2053439,0.097013405790209,0.049184339466212,0.499124543113723,0.084221026194503,0.122680201036238,0.033022134984596,0.105782881198706,0.008971468215811,0,0.76459539542831,0.648228470662363,,0.26887794629266
GSM2053457,0.184812086642716,0.04681855296043,0.380534587432769,0.067281360363055,0.091948126527715,0.046191849270005,0.171669048756631,0.010744388046679,0,0.771767877014846,0.644190900440758,,0.323578766130861
GSM2053492,0.061398560815979,0.067555236887475,0.39808826062256,0.125083689266826,0.135991414223529,0.082859953147106,0.115943020540335,0.013079864496189,0,0.687141748381293,0.726391778112955,,0.264945211926983
GSM2053491,0.214017989481027,0.085946984730084,0.307148876354061,0.117020545759012,0.026614413562994,0.071922806299065,0.167552721088565,0.009775662725192,0,0.585013914354556,0.811873259143397,,0.326579387774106
GSM2053451,0.179051097561325,0.000729630747833,0.661913828785519,0.024365598302798,0.084137166933824,0.018673044586176,0.027810963754894,0.00331866932763,0,0.799344101741948,0.659811850073709,,0.263917895242982
GSM2053471,0.173752208412694,0.112937565591601,0.287821927214397,0.123316814578128,0.06584136408995,0.102035160218924,0.120584651455324,0.013710308438981,0,0.632198301816604,0.782116995444014,,0.352531138094245
GSM2053443,0.06715805600179,0.03316340797918,0.690275305630918,0.000316862033792,0.122933174858872,0.029387346591934,0.052824512278721,0.003941334624793,0,0.815952344565274,0.655336068219887,,0.223254638839842
GSM2053483,0.076034957726978,0.027621282146082,0.667085207131284,0.004863229938946,0.139862398107253,0.026708967846905,0.054692039484361,0.003131917618192,0,0.811300224991375,0.646762777458589,,0.243518637980313
GSM2053450,0.117634083062315,0.009192848898217,0.702993902372352,0.025013684414742,0.069410506048705,0.031053707647967,0.03838719208377,0.006314075471933,0,0.84109789545812,0.619048469650876,,0.196237438009237
GSM2053472,0.093256901051643,0.052070556602034,0.392529352252561,0.108779304656388,0.126335924803579,0.07795444877219,0.13947710318591,0.009596408675694,0,0.631454616801892,0.777216061170411,,0.271663382457256
GSM2053441,0.077041384853201,0.031608403885741,0.493792909428503,0.081294501743037,0.088630495749839,0.059567418256571,0.162204295060392,0.005860591022716,0,0.77988874489235,0.628851399200477,,0.197280284488781
