Mixture,CD8+ Cells,Tregs,Non-immune cluster,Nk Cells,CD4+ Cells,B Cells,Myeloid,Mast Cells,P-value,Correlation,RMSE,,T_Cell
301N,0.130113259413778,0,0.758024953346419,0.02163815292452,0,0.011880241355764,0.02139684260643,0.056946550353089,0,0.905015484198488,0.429586540081048,,0.130113259413778
302N,0.087482058874268,0,0.811521090093347,0.009445283251134,0,0.008589823663368,0.016089847005517,0.066871897112365,0,0.883595611166103,0.484974973343498,,0.087482058874268
355N,0.09470953530756,0,0.836363197464543,0,0.058321625498169,0,0.000909544728768,0.009696097000961,0,0.796847280791588,0.613709729298565,,0.153031160805728
356N,0.111863908810019,0,0.746884231659081,0.041514045670783,0,0.009628865994757,0.035048099076413,0.055060848788947,0,0.848496499163946,0.534425794297259,,0.111863908810019
304T,0.104779590310173,0,0.863436666195783,0.024953129755128,0.000299401560204,0.000216314041916,0,0.006314898136797,0,0.920622895556807,0.393345410000332,,0.105078991870377
305T,0.111538029944301,0.078269430558483,0.481771719759969,0.119074640906977,0.045667404724492,0.064972014344377,0.09390489569643,0.004801864064971,0,0.702828614747775,0.729394337700123,,0.235474865227276
353N,0.104833017972603,0,0.82403691267156,0,0.049338452402748,0,0.011496668025529,0.010294948927561,0,0.797528822720953,0.61102123036251,,0.154171470375351
307T,0.159249835933115,0.071644872917679,0.453066853713162,0.081195359309075,0.063105972497787,0.040969424110842,0.127034889991107,0.003732791527233,0,0.665187090296077,0.762601845850086,,0.294000681348581
308T,0.13171747068437,0.012489647742665,0.718037877782818,0.027555101812466,0.063153356746524,0.016030473096461,0.031016072134697,0,0,0.833114250979182,0.558066953364557,,0.207360475173559
309T,0.136017749020933,0,0.58932507088568,0.086020595484958,0.090977640478851,0.023647159922774,0.070748586707118,0.003263197499685,0,0.842854244107657,0.57498012067452,,0.226995389499784
310T,0.102063144651831,0.008499908288476,0.715888604083146,0.047170811406725,0.026603335033996,0.011413259772248,0.080124900876989,0.008236035886589,0,0.875277889749145,0.493696338923116,,0.137166387974304
311T,0.12624365496561,0.020813896983014,0.543973413895235,0.075104695787466,0.085680219257379,0.042309763423918,0.105874355687377,0,0,0.66955509365043,0.746372099971636,,0.232737771206002
312T,0.198249702053542,0.04350841114672,0.610847319056036,0.068583808096512,0,0.043410376042893,0.031965353180731,0.003435030423566,0,0.64338648235447,0.765506708198879,,0.241758113200262
314T,0.167272436177093,0.013934669848715,0.669383481183953,0.064148838802508,0,0.050190779075592,0.025017465289987,0.010052329622152,0,0.739690443877107,0.673090449304285,,0.181207106025808
315T,0.164302627761304,0.011259436525427,0.661142456145932,0.068857497676152,0,0.042756492008898,0.04047031008731,0.011211179794978,0,0.800204978813323,0.604267959924224,,0.175562064286731
