Mixture,CD8+ Cells,Tregs,Non-immune cluster,Nk Cells,CD4+ Cells,B Cells,Myeloid,Mast Cells,P-value,Correlation,RMSE,,T_Cell
GSM3536106,0.078485257361001,0.033909353080078,0.747462149844236,0.032755731522824,0.049453551788173,0.019672154532765,0.038261801870923,0,0,0.865978041212229,0.698658842776427,,0.161848162229253
GSM3536087,0.122806297038065,0,0.744854242588437,0,0.072404761523105,0.00098380857831,0.058950890272084,0,0,0.840379585180526,0.712879279154461,,0.19521105856117
GSM3536053,0.092636191221737,0,0.771048282600617,0.027377890038831,0.047878507550605,0,0.053107964757275,0.007951163830935,0,0.936723116611331,0.64844480519768,,0.140514698772342
GSM3536098,0.128481010493805,0.033307961049033,0.706081986173995,0.04678881358582,0.02392772176337,0.014108826946602,0.047303679987374,0,0,0.760127278146211,0.764070646817065,,0.185716693306208
GSM3536115,0.118073029783744,0.023966843824058,0.609116078398074,0.056884402693478,0.058772684424737,0.033802211995714,0.099214817905069,0.000169930975126,0,0.708880037214377,0.807954197997905,,0.200812558032539
GSM3536084,0.156381221478439,0.028834773104294,0.56090725652245,0.085298504254799,0,0.010989111482857,0.131530055932825,0.026059077224336,0,0.766816354125894,0.79201729257587,,0.185215994582733
GSM3536074,0.049497919097377,0,0.77703016095805,0.054511949454541,0.047951010148549,0.016542495019111,0.051574781020348,0.002891684302024,0,0.85494755902199,0.694016323238122,,0.097448929245926
GSM3536095,0.100560397462618,0.019261007358606,0.50239328281726,0.079061367472226,0.05094282939561,0.041439773760056,0.203211640457628,0.003129701275995,0,0.777486073603699,0.808269945700756,,0.170764234216834
GSM3536073,0.060758049438542,0.001755009532141,0.820465703469458,0.030439283494232,0.039415617813719,0.018032202139404,0.029134134112505,0,0,0.850531669042627,0.684026374148706,,0.101928676784401
GSM3536081,0.063579434316358,0,0.814425120313877,0.044629942040456,0.052338699887674,0.003299633329698,0.019946483818488,0.001780686293448,0,0.886122650390339,0.664575023819135,,0.115918134204032
GSM3536069,0.116672611936498,0,0.771361480748316,0.047246933557417,0.018927714163063,0.009936726044535,0.020657582666656,0.015196950883515,0,0.914859483934362,0.660748162635375,,0.135600326099561
GSM3536060,0.045419270471905,0,0.851119640862938,0.060171726101973,0.011528940335363,0.01705139438502,0.014511623310226,0.000197404532576,0,0.94815695210114,0.610012902591193,,0.056948210807268
GSM3536096,0.083703507122596,0,0.815627058635225,0.014113462080054,0.066053262143151,0.00745064215383,0.013052067865144,0,0,0.828478516572707,0.699257030796506,,0.149756769265747
GSM3536112,0.081253779208617,0.019452767902857,0.702458174201364,0.074801417857598,0.041285611848329,0.011353520035263,0.066005761997601,0.003388966948371,0,0.943867101416075,0.672399411626186,,0.141992158959803
GSM3536097,0.109076598745505,0.046857509839019,0.570053984900851,0.060504483520621,0.075761197255312,0.013582655998029,0.124163569740664,0,0,0.752729222882914,0.800976941939125,,0.231695305839835
GSM3536100,0.100914114493363,0.021719973063915,0.616087858641214,0.062224020228656,0.056315352829585,0.029917108477237,0.105697138992725,0.007124433273305,0,0.809936657761891,0.764305843547361,,0.178949440386863
GSM3536094,0.108228683679016,0,0.701664908415611,0.071638388970217,0.03575391285784,0.013928255988717,0.044143352193007,0.024642497895592,0,0.876438920739288,0.702637168737546,,0.143982596536856
GSM3536076,0.065850692032023,0,0.781792218551252,0.028092025007383,0.066632354500658,0.010289540163226,0.044940914045423,0.002402255700035,0,0.906246636907401,0.663080933790986,,0.132483046532681
GSM3536067,0.088306345901017,0,0.797068996148036,0.05351985972849,0.026255753407187,0.006306279513333,0.026205960402278,0.00233680489966,0,0.926395868505712,0.64587950438476,,0.114562099308204
GSM3536079,0.069201172980138,0,0.804138131418915,0.062279803847311,0.038379704929345,0.008418451513981,0.015604768416132,0.001977966894178,0,0.902572422847919,0.658114809742183,,0.107580877909483
GSM3536116,0.091315072861967,0,0.693213972269884,0.059389574379243,0.043090639957473,0.019167374076869,0.090022630485519,0.003800735969045,0,0.889753652826094,0.702880163712615,,0.13440571281944
GSM3536114,0.134800053970863,0.034109960662888,0.552149632490314,0.061241231637671,0.089694198296039,0.044589592421745,0.083415330520481,0,0,0.775926497800908,0.798298003871235,,0.258604212929789
GSM3536055,0.071459837609942,0,0.814440331901441,0.032482584077218,0.044085006540454,0.000923308184341,0.031580443658359,0.005028488028244,0,0.879171584008767,0.66838706968176,,0.115544844150396
GSM3536102,0.092706323148984,0.13199956279918,0.43257278808249,0.072856968907008,0.035425045837786,0.055671810363078,0.178767500861475,0,0,0.526359713889153,0.899142869263851,,0.26013093178595
GSM3536072,0.109237910601082,0,0.739206359746709,0.037229779122435,0.056768107417463,0.004557982955874,0.024760439559017,0.028239420597421,0,0.912112603476084,0.669447976336863,,0.166006018018545
GSM3536118,0.149459448438084,0.053996097650235,0.44592664899792,0.054735390617371,0.109225489995674,0.048919475753109,0.136928396696861,0.000809051850747,0,0.699659650771785,0.850500121064839,,0.312681036083993
