Mixture,CD8+ Cells,Tregs,Non-immune cluster,Nk Cells,CD4+ Cells,B Cells,Myeloid,Mast Cells,P-value,Correlation,RMSE,,T_Cell
S1N,0.108356741245171,0.067293260256423,0.489246957829628,0.086294625050959,0.0568492329992,0.061796211548527,0.119412964594643,0.01075000647545,0,0.807968080972984,0.736170774225877,,0.232499234500793
S1T,0.097420497401683,0.043275104769961,0.507613045667194,0.108703080543023,0.101142560679143,0.058322781613419,0.076893316161467,0.006629613164109,0,0.768802925191122,0.753786113919921,,0.241838162850787
S2N,0.109727231080112,0.050079724143017,0.472913917756993,0.088957509532948,0.085415455622878,0.036606210980485,0.150340842195509,0.005959108688059,0,0.850782909728476,0.722252829132359,,0.245222410846007
S2T,0.128608113038608,0.086559826087303,0.448461084969842,0.120463621759709,0.072133317674111,0.047343256791632,0.086367794107311,0.010062985571483,0,0.787699159312239,0.76390564663522,,0.287301256800022
S3N,0.084963762331253,0.034527522059247,0.495254686670241,0.13012117327266,0.112197217131038,0.043900032627804,0.092797801809217,0.00623780409854,0,0.809761880446009,0.738998717242465,,0.231688501521538
S3T,0.109959819588098,0.055925382261939,0.458675954632402,0.149647700445032,0.062910792000486,0.074572020610455,0.082111645749373,0.006196684712214,0,0.763598902571221,0.765783300274261,,0.228795993850523
S4N,0.09768362376752,0.082887529037458,0.453882824677571,0.115618172558379,0.061208117671479,0.050887270594144,0.129876990409859,0.00795547128359,0,0.813140782463146,0.746330961856348,,0.241779270476456
S4T,0,0.117506691276302,0.245229017451356,0.191276854239252,0.068761408052087,0.036295288645576,0.340930740335427,0,0,0.649843017662914,0.832138211206864,,0.186268099328389
S5N,0.099742532515051,0.039352332313611,0.455423336487755,0.133739530620525,0.081744865672927,0.050290238031107,0.131140277936906,0.008566886422119,0,0.817964895059599,0.743959662284675,,0.220839730501588
S5T,0.113152457491206,0.129649866743255,0.374445121089964,0.164536156269415,0.041717837871724,0.06623290544085,0.0991332354083,0.011132419685285,0,0.691715684816679,0.816274714189728,,0.284520162106185
S6N,0.090475985590126,0.077840868271032,0.482560406468098,0.119145908895767,0.068125312528247,0.056804637879696,0.094275000680501,0.010771879686533,0,0.826998760224023,0.732096605743969,,0.236442166389404
S6T,0.09875240910434,0.111510817904272,0.445362570952817,0.142182897876998,0.059890303590369,0.048422303002627,0.084255613318504,0.009623084250073,0,0.775470847131366,0.769612963175844,,0.270153530598981
S7N,0.152503140184775,0.043819600176422,0.461439376496079,0.064034829893876,0.089806925420008,0.039791370246856,0.138924285583956,0.009680471998029,0,0.820774250045199,0.741943618909957,,0.286129665781204
S7T,0.153261221907268,0.105616530487183,0.48231773915606,0.084004812667656,0.031897580960039,0.037798466600996,0.094494458357496,0.010609189863301,0,0.759568039174407,0.767287784936961,,0.29077533335449
S8N,0.096287483926649,0.055718283241316,0.497864248084025,0.086615164256949,0.061198723854379,0.051247084759471,0.145132681011838,0.005936330865373,0,0.809726722613621,0.732064046245024,,0.213204491022344
S8T,0.114777008464995,0.076608149234664,0.479071388172179,0.120365736213371,0.067159553798457,0.042951250027676,0.088300510590962,0.010766403497696,0,0.768702521757829,0.764067067278234,,0.258544711498116
S9N,0.151373495740729,0.023570044635641,0.538710254291322,0.034891464281202,0.104858057986776,0.026221420418772,0.115387143456911,0.004988119188646,0,0.808288753686385,0.725546894482412,,0.279801598363146
S9T,0.131890225954391,0.113982438933669,0.395462380467702,0.170528013525675,0.029288159147605,0.062796111034648,0.083627447228596,0.012425223707713,0,0.737155159515189,0.795717414026252,,0.275160824035665
S10N,0.091179585881699,0.03395248554598,0.45915156379651,0.16198011824213,0.1300977537036,0.022240872441626,0.098634277365462,0.002763343022994,0,0.767909475795351,0.771499700702088,,0.255229825131278
S10T,0.157596737456951,0.045551790284265,0.50568436009044,0.125868002835472,0.062141848490575,0.041578590780926,0.05417644808479,0.007402221976582,0,0.742346228287531,0.771023317526557,,0.26529037623179
S11N,0.090515166693733,0.068015821009038,0.520470928938174,0.108007379604116,0.075818916093031,0.058581711356259,0.069947380504289,0.00864269580136,0,0.814768792569534,0.726806345038166,,0.234349903795801
S11T,0.130692748553978,0.069777794718951,0.462327602421493,0.122657938044184,0.072729245291214,0.047239872218418,0.086458908383772,0.00811589036799,0,0.814750526060116,0.747517466889559,,0.273199788564143
S12N,0.114711884202136,0.056709242848984,0.450656434543624,0.13391328289714,0.087845218087116,0.026333892395128,0.124146558419216,0.005683486606656,0,0.828794977438789,0.74476437149753,,0.259266345138236
S12T,0.175747115520645,0.059462500493831,0.390799785694527,0.154989785889695,0.076380208617854,0.044481472212574,0.090529350544506,0.007609781026368,0,0.764866659961022,0.790310847489961,,0.31158982463233
S13N,0.11946175167694,0.065307936338976,0.489914069630947,0.125114747951116,0.052981920049302,0.055959066755005,0.082363970199172,0.008896537398543,0,0.803174294727438,0.742545369555066,,0.237751608065218
S13T,0.136466395332512,0.12314272802069,0.366088866860257,0.186140504073743,0.067553543462476,0.045350537861589,0.067637022120344,0.00762040226839,0,0.643014449583549,0.841100249615408,,0.327162666815678
S14N,0.072302352580554,0.051186489218554,0.521003879625898,0.103652673541023,0.081565672008019,0.023312497843376,0.142052488436984,0.004923946745593,0,0.806837608859399,0.729392014348738,,0.205054513807126
S14T,0.156083034687152,0.04132892662673,0.499291927952206,0.105700567757412,0.046341753002606,0.044971656944169,0.096186925313174,0.010095207716551,0,0.814783887748378,0.735177050195227,,0.243753714316488
S15N,0.091282218043138,0.043472615429802,0.498535495787456,0.129847156390136,0.085543017650998,0.024779646446804,0.121481949474056,0.00505790077761,0,0.79889693033971,0.742982520030651,,0.220297851123938
S15T,0.135486440197974,0.065973060377178,0.471928419841556,0.119887574326124,0.021547942090985,0.069235670063968,0.109423564445854,0.006517328656362,0,0.764990548224359,0.761111800589535,,0.223007442666136
S16N,0.130068244400444,0.010602973439568,0.460392593738824,0.089642406503472,0.090554616057461,0.049981143777377,0.166567737838957,0.002190284243897,0,0.834450648704041,0.7303212444979,,0.231225833897473
S16T,0.16870431970246,0.091071687646319,0.468070362702077,0.067361085327157,0.044886417892045,0.055703399275194,0.097684310991961,0.006518416462787,0,0.722941685877398,0.784920841111926,,0.304662425240824
S17N,0.123327406103427,0.03795609968416,0.4968482604452,0.105923219122185,0.099347343229329,0.045830463122854,0.085289923090851,0.005477285201994,0,0.788318545684536,0.74933425166523,,0.260630849016916
S17T,0.137234577936911,0.091982808408955,0.473589515670753,0.117144185882581,0.034542493923362,0.066554517848667,0.069606875605913,0.009345024722857,0,0.74680322485699,0.772024707205627,,0.263759880269228
S18N,0.076460501831852,0.056116864852501,0.484677110729531,0.102199674706891,0.07834524463799,0.045832191093273,0.147350318831223,0.009018093316738,0,0.816736210293248,0.733644182620976,,0.210922611322343
S18T,0.101992505707241,0.074266609835581,0.453822906437533,0.144523546122124,0.066540655098758,0.077451663402303,0.072612770607423,0.008789342789039,0,0.777803293443095,0.760140759387039,,0.24279977064158
S19N,0.112420115042134,0.023225325732318,0.481184425867202,0.129004493325137,0.090286987638616,0.027487517568878,0.131169614787602,0.005221520038113,0,0.75041764904072,0.770470809050425,,0.225932428413068
S19T,0.106216557602811,0.0488164292639,0.402716511411839,0.132428998628073,0.132005799274502,0.049502183363806,0.123767113567825,0.004546406887244,0,0.781767838199748,0.776786263935909,,0.287038786141213
S20N,0.108589907472482,0.042589038077472,0.443918706575718,0.146418267991973,0.050460761769749,0.039076852962402,0.163153369958555,0.005793095191649,0,0.812232449157275,0.748680558553082,,0.201639707319703
S20T,0.133466086349082,0.064279267273588,0.432310663901243,0.142415960758533,0.022120025069457,0.060873205745484,0.136992283854907,0.007542507047707,0,0.745495795807448,0.78046857313823,,0.219865378692127
S21N,0.142365239754488,0.02278192416004,0.381851356748512,0.169681486834471,0.101434834976718,0.01744652585335,0.164438631672423,0,0,0.717036178247251,0.808012565494568,,0.266581998891246
S21T,0.152783856725671,0.12572345043482,0.455556832831091,0.087177290802223,0.022026979082124,0.048211716382193,0.092709746924807,0.015810126817071,0,0.725719439898933,0.787908040803107,,0.300534286242615
