Mixture,CD8+ Cells,Tregs,Non-immune cluster,Nk Cells,CD4+ Cells,B Cells,Myeloid,Mast Cells,P-value,Correlation,RMSE,,T_Cell
GSM2480457,0.09954005078543,0,0.718747699833169,0,0.022408298302924,0.076519427461863,0.065850557345626,0.016933966270989,0,0.642615161983415,0.766937664021413,,0.121948349088353
GSM2480458,0.104400691131961,0.060995117209154,0.637332995740611,0,0,0.049829343550834,0.139743557909483,0.007698294457957,0,0.628280220415758,0.781099751889445,,0.165395808341115
GSM2480459,0.095140414372455,0.00610743378532,0.708422014721296,0,0,0.079710880170046,0.095323846624766,0.015295410326117,0,0.641287004972828,0.768259512178401,,0.101247848157775
GSM2480460,0.14884391705605,0,0.606977065106513,0,0.005418044427081,0.051507992629208,0.177588968540083,0.009664012241065,0,0.636520036414482,0.777285332985244,,0.154261961483131
GSM2480461,0.129718641569461,0,0.694203065995495,0,0,0.063557189090666,0.096249968833794,0.016271134510584,0,0.6159821889841,0.788240792094915,,0.129718641569461
GSM2480462,0.111196545664564,0.043515983801872,0.683189004638789,0,0,0.062673014168787,0.087284136284347,0.012141315441642,0,0.592550415190271,0.80574181239702,,0.154712529466436
GSM2480463,0.096667931705365,0.002877844679575,0.75788524662839,0,0.010736062452791,0.04962069215928,0.069305165951601,0.012907056422998,0,0.64224384779892,0.767165902083863,,0.110281838837732
GSM2480464,0.104813437626627,0.080621138849517,0.678067385351312,0,0,0.073529198708553,0.051528509135228,0.011440330328764,0,0.552198558740558,0.834591789731321,,0.185434576476144
GSM2480465,0.105312293905977,0.020584536770556,0.755634003189883,0,0.007099482702765,0.048784700825342,0.048154196702026,0.014430785903451,0,0.624593011756433,0.781819800950569,,0.132996313379298
GSM2480466,0.170214895001743,0.044230064488562,0.386809282803738,0.015579767767528,0.105703283487573,0.089172990727838,0.179678629585046,0.008611086137972,0,0.599016550192859,0.828789324295491,,0.320148242977878
GSM2480467,0.133495910971111,0,0.630054936830537,0,0.004762492563412,0.057888691837087,0.16148798929488,0.012309978502974,0,0.643614546934129,0.770366698691847,,0.138258403534523
GSM2480468,0.090085145688696,0.054780219727382,0.696222915553461,0,0.004438955119929,0.059482817948747,0.086384115560507,0.008605830401279,0,0.620440298260706,0.784636025399221,,0.149304320536006
GSM2480469,0.133157155935446,0,0.627368973931589,0,0.046513783594984,0.05929617506951,0.119731156963926,0.013932754504544,0,0.626620046475582,0.782996131157341,,0.17967093953043
GSM2480470,0.141199454022172,0.079098901613124,0.530646358996029,0,0.011906729297228,0.09297163236731,0.133969173609799,0.010207750094339,0,0.525874317758103,0.851652181785114,,0.232205084932524
GSM2480471,0.152384300880503,0,0.679915601409556,0,0,0.050860831837746,0.102340910192869,0.014498355679326,0,0.667395656583526,0.748917330526994,,0.152384300880503
GSM2480472,0.123145656934902,0.055618567485445,0.691473592143511,0,0,0.054152013321282,0.06749501471509,0.008115155399771,0,0.605529050703752,0.795935787263394,,0.178764224420347
GSM2480473,0.116673190911491,0.013702044182053,0.71720549023943,0,0,0.062441438913738,0.071564785822259,0.018413049931028,0,0.633509552315121,0.774333360202574,,0.130375235093544
GSM2480474,0.124537890694509,0,0.582140266288684,0,0.072226372371019,0.070015142254214,0.138520408285021,0.012559920106553,0,0.686025387180078,0.746383856857885,,0.196764263065528
GSM2480475,0.116646348738265,0.006080715408175,0.713224890976903,0,0,0.06661286129841,0.081893690274246,0.015541493304002,0,0.648664110581599,0.762138969791642,,0.12272706414644
GSM2480476,0.123559104355964,0.051083707407696,0.605032835895503,0,0.026696266036986,0.054877690617628,0.128831470609226,0.009918925076997,0,0.617810681086904,0.790869148164272,,0.201339077800646
GSM2480477,0.109758656283148,0.007399501396801,0.685397534243551,0,0.000623091624073,0.059058337709469,0.123599035701068,0.014163843041891,0,0.604871693904239,0.796730475462456,,0.117781249304022
