Mixture,Other,Non-inflammatory_Macrophage,alpha-beta_T_Cells,Inflammatory_Macrophage,NK-like_Cells,gamma-delta_T_Cells,Mature_B_Cells,Plasma_Cells,P-value,Correlation,RMSE
GSM3536106,0.379011542640055,0.103100123112522,0.329535180683017,0.069987913369647,0,0.0996951919854824,0,0.0186700482092769,0,0.855346160131934,0.560727387389116
GSM3536087,0.641391188363657,0.0376196781772954,0.188499161960957,0.0101905101459324,0.0808437529924249,0,0.0414557083597331,0,0,0.70634036395542,0.727379695703563
GSM3536053,0.662622994409933,0.0917218318559637,0.051771220994739,0.0179656044460156,0.0530817781204257,0.0179299977763695,0.0654458305798425,0.0394607418167116,0,0.883986692242769,0.486042778122255
GSM3536098,0.592396650925672,0.0575575326078487,0.264409137952806,0.00960053685477674,0,0.0726792516109658,0,0.00335689004793098,0,0.817074995619097,0.585745329442916
GSM3536115,0.297517385386813,0.065687740289815,0.36877940214519,0.0845459010879174,0.00806598074776741,0.12149168556541,0,0.0539119047770872,0,0.722386753845333,0.712008186977512
GSM3536084,0.33824217388312,0.066813228627559,0.170642955015948,0.152322505111052,0.0169963548500547,0.0640667734650126,0.0516736348312775,0.139242374215976,0,0.793535257701612,0.624848478460291
GSM3536074,0.735954543057549,0.0444129773687243,0.0359080638650074,0.00622819756374965,0.0644722347484892,0.0198467741755291,0.0502352987648441,0.0429419104561069,0,0.906186484802734,0.449075819356532
GSM3536095,0.26568159888956,0.0490632081079847,0.14200789254581,0.255542185185553,0.0148585725423275,0.170437173215736,0.00743429839386725,0.0949750711191623,0,0.869640756953914,0.558621051292961
GSM3536073,0.763722514066936,0.027515025544586,0.0435176826079249,0.0094480547275292,0.0720155141967692,0.0311868641005418,0.0383384781560515,0.0142558665996611,0,0.921852611845559,0.416807527526918
GSM3536081,0.653374463092157,0.0318356493176465,0.0396642840068003,0.041854861782137,0.102222279335762,0.0394158022312622,0.0488630348319341,0.0427696254023018,0,0.900587470151145,0.454105725365326
GSM3536069,0.632972411836899,0.0483671395766256,0.0503702873916674,0.028998413654964,0.085601063050873,0.0251944733465767,0.0438832054376078,0.084613005704787,0,0.871973340344922,0.505553096936517
GSM3536060,0.715360791461163,0.0246346989420215,0.0591987784679991,0.00424835086746405,0.0359783244247253,0.0551085409164989,0.0835529625295614,0.0219175523905667,0,0.934761182698517,0.380823748015914
GSM3536096,0.577462253980529,0.0559168712432385,0.127195890693558,0.0318801102680064,0.0274549035172323,0.131019905783709,0.038008702308143,0.0110613622055834,0,0.876347591759028,0.499960720933331
GSM3536112,0.390262101975521,0.0194417972615626,0.196438916745895,0.151273915350937,0.0215758918943639,0.0913511947841312,0.042661855178197,0.0869943268093923,0,0.841855726681231,0.580295407887966
GSM3536097,0.373938026249128,0.087077970347862,0.129537740903058,0.117836063874498,0.119832283646167,0.107743044652487,0.0559267464225366,0.00810812390426299,0,0.831372739732372,0.589492359525061
GSM3536100,0.289195790025569,0.0404662717434913,0.215456591065528,0.175004344702016,0.0716805580352506,0.05268955160492,0.012648518423431,0.142858374399793,0,0.787911099103263,0.643576901180732
GSM3536094,0.527310490943023,0.0414185628856665,0.0960871932060215,0.0372117677769919,0.068276245244832,0.0353181720838188,0.093531102263595,0.100846465596052,0,0.865863396943531,0.52177346988771
GSM3536076,0.521511537458424,0.0675541523849353,0.24686931474742,0.0142082126705677,0.0203607006854262,0.057193436298035,0.017367579146762,0.0549350666084305,0,0.896433999471613,0.478471464942875
GSM3536067,0.627919720076118,0.035472550307609,0.114900076393821,0.0172298474234326,0.130301467690626,0.0215982915459689,0.0146382914652301,0.0379397550971943,0,0.867641628784034,0.512289408673262
GSM3536079,0.542330189023181,0.0736200556425229,0.0650789610780637,0.0714964102570061,0.118285178395858,0.0478047729340651,0.0371855900680751,0.0441988426012278,0,0.852296905018518,0.537552240154279
GSM3536116,0.385941164742539,0.0644677600201896,0.22662035152395,0.0701175128024972,0.0626267936906575,0.0191437889648307,0.0499325188570416,0.121150109398294,0,0.703080972292433,0.715388606944711
GSM3536114,0.388463243242948,0.0313171917591299,0.297887950772622,0.108619025797002,0.015162731711499,0.111325584727589,0.00616491634874064,0.0410593556404688,0,0.722208786762519,0.702224783422357
GSM3536055,0.661761959722329,0.0198355687397503,0.0119032249244302,0.0147779196552362,0.106170025557434,0,0.120047214631728,0.0655040867690924,0,0.931612904090171,0.390900383964085
GSM3536102,0.325597213017861,0.0936306001082031,0.0702200828335903,0.132905015024212,0.0969338070255178,0.21211280426483,0.011703948604713,0.056896529121072,0,0.862329854567049,0.561113860707355
GSM3536072,0.520293990453251,0.0625802534036536,0.0540680333564798,0.034714269152338,0.0911129648958178,0.002205077915704,0.110027928617343,0.124997482205414,0,0.8848462055984,0.489879534025572
GSM3536118,0.247183430496934,0.0728898281070906,0.324724359716186,0.107889250279439,0,0.152373947878935,0.0188291184016504,0.0761100651197649,0,0.758650047073232,0.686619989455287
GSM3536105,0.281483816003592,0.0303995891514118,0.152204566562433,0.201441612057378,0.0483213957569592,0.0583994786242919,0.0294855202162829,0.198264021627652,0,0.872436933728671,0.540023843130085
GSM3536083,0.661833110220707,0.0288220170168934,0.0943288693833337,0.0448155874726709,0.0470710504228352,0.0583026241160166,0.0511948011687749,0.0136319401987684,0,0.89904800997105,0.455950887672371
GSM3536063,0.711620946357868,0.0446206213175223,0,0.00272701445145772,0.0708990082109029,0.0802360842600118,0.0807559387721647,0.00914038663007266,0,0.908285273472724,0.439619220684714
