Mixture,Other,Non-inflammatory_Macrophage,alpha-beta_T_Cells,Inflammatory_Macrophage,NK-like_Cells,gamma-delta_T_Cells,Mature_B_Cells,Plasma_Cells,P-value,Correlation,RMSE
RK228_Liver,0.696302587471941,0.0889156854914698,0.052437082657787,0.0300518419739838,0.0453887863064886,0.0415202563159042,0.0351472196646011,0.0102365401178244,0,0.88472511281452,0.483895899385099
RK014_Liver,0.707375897522646,0.0468837676153386,0.030120511587,0.0217866610087399,0.0878241333222355,0.0436293024446653,0.0623797264993747,0,0,0.848396206421569,0.544346776724035
RK177_Liver,0.545294363873221,0.090630107247406,0.115179548605775,0.0749011536510856,0.0622184125395936,0.0482685655192322,0.0449451375662642,0.0185627109974226,0,0.886797042034219,0.501600537962432
RK228_Cancer,0.284812088779578,0.0769591359715856,0.219576666314238,0.0969498813797522,0.0855268950064646,0,0.0319611073493519,0.20421422519903,0,0.827303822417481,0.640396470740567
RK037_Cancer,0.426025895939944,0.0502525773490961,0.073864212119173,0.150041759311211,0.0661031339816474,0.0179063500356875,0.111004097889554,0.104801973373686,0,0.875806406435954,0.549273370563791
RK309_Cancer,0.015423937998042,0,0.259719207221511,0.34160964637933,0.00913668000667627,0.153025637852002,0.0149719921659644,0.206112898376474,0,0.466193763764977,0.885227608136933
RK155_Cancer,0.481070163484833,0.0658996670868695,0.176563510627468,0.0293794820228922,0.136311577669666,0,0.0553493409017197,0.0554262582065522,0,0.808425741607215,0.628534553040314
RK151_Liver,0.627468368354943,0.0357593306091708,0.0928047639791211,0.0602438129723164,0.0943610069178193,0.0358702799258259,0.0518165738388296,0.00167586340197355,0,0.886156771302098,0.504859817332267
RK106_Liver,0.801456502567789,0.0599752948837826,0.0321890704351697,0.00332291856872237,0.0105419973553911,0.0499776492933826,0.0425365668957627,0,0,0.910504083931091,0.434989793219872
RK200_Liver,0.781384783750371,0.0520680357955903,0.0213647023027841,0.0223892970201859,0.0356696323823169,0.0386954783384334,0.0484280704103183,0,0,0.92248061031637,0.411138041310836
RK245_Cancer,0.305925426183691,0.0691443126501865,0.0661471452486704,0.204524169623668,0.104306432231748,0.0173871450493192,0.109757308588589,0.122808060424127,0,0.888640944741779,0.542040938388132
RK257_Cancer,0.462853393632815,0.0571378651617783,0.116516872605752,0.149044786969296,0.0779380765243805,0.0121809972748879,0.0349988137750212,0.0893291940560692,0,0.817284689650806,0.605425044287724
RK003_Liver,0.867532709497409,0.0221726923873,0.026066456123323,0.00997151471208,0.014106028236858,0.0300272380450105,0.0301233609980196,0,0,0.898150823236911,0.462047544888201
RK164_Cancer,0.536463844440781,0.102388182386898,0.102867849179428,0.0220173560453497,0.0584225865863045,0.0115662702411979,0.0992221365464031,0.0670517745736376,0,0.798044919488607,0.615018610327695
RK124_Liver,0.667111127131863,0.0718646089853808,0.0994152620554764,0.0471199463983154,0.0263210165036438,0.0474734401944303,0.0406945987308905,0,0,0.91163158296174,0.443871729299431
RK064_Liver,0.74582655174835,0.0322936294310024,0.0775629776350111,0.0289613058220672,0.0250603755487498,0.0509930033844904,0.0346299709871937,0.00467218544313546,0,0.934975191467733,0.39484783857139
RK095_Liver,0.793705879628431,0.0326517906521614,0.0501736123341754,0.0122490123909232,0.0275280236580926,0.0447368559113646,0.0389548254248515,0,0,0.920010768244477,0.417877251187339
RK109_Cancer,0.414129600936243,0.000956840949958099,0.170715092823089,0.157740159058184,0.0412935507632376,0.0670403268486628,0.0284966350492348,0.11962779357139,0,0.815697969627307,0.646750800979795
RK002_Cancer,0.303114227580862,0.135498172987155,0.156331985500426,0.147305261377523,0.0904489264236684,0,0.0078074592323834,0.159493966897981,0,0.890253858171759,0.509630216702672
RK020_Cancer,0.583470294895674,0.113055189562077,0.0710031387996092,0.0277086683631698,0.0773872132286605,0,0.0463491755490667,0.0810263196017437,0,0.885449969598582,0.49076872329243
RK062_Liver,0.684403728512639,0.0446027697135969,0.0997254235390248,0.0228355318381513,0.0245873725152777,0.0546860752079431,0.0691590986733674,0,0,0.878374485905526,0.503163741776205
RK023_Liver,0.630429570452838,0.108200675822279,0.0588859744423561,0.0420596605474874,0.0404170840218928,0.0679144653116701,0.0184685626798465,0.0336240067216306,0,0.886094430170872,0.484191272624007
RK054_Liver,0.731703343675881,0.0697702511181593,0.0498451938415258,0.0192683343648838,0.0337060227177497,0.0502211509316588,0.0454857033501417,0,0,0.872613535780225,0.504287146349966
RK312_Liver,0.796518194370862,0.026614180342952,0.0349311916040585,0.0201298051610523,0.0474850962983556,0.0320559977146445,0.0422655345080751,0,0,0.902568249840512,0.45186860299132
RK267_Liver,0.693748315679778,0.0938920838871606,0.0629288993874971,0.00925534851605592,0.0349249250519396,0.0657358702929739,0.0395145571845945,0,0,0.882736610044547,0.487836456231842
RK163_Cancer,0.201217122536613,0.0479492078054106,0.16467370995195,0.24280550958494,0.0407272743763697,0.0379669745908961,0.0636257387478581,0.201034462405962,0,0.876265284035841,0.590491666647392
RK143_Liver,0.632638861285117,0.0257441381333766,0.100118578027072,0.0817891381857161,0.0410975867027697,0.0568737959220312,0.0548906365801936,0.00684726516372407,0,0.925760718420417,0.443520898285119
RK305_Liver,0.71425761695112,0.0513381670999842,0.058514079548891,0.0371988699483031,0.0457894070025544,0.0289763067732484,0.0351625391987097,0.0287630134771894,0,0.892558379936071,0.474006867398968
RK022_Liver,0.694071754292834,0.0340865668388469,0.0871840224083594,0.0499111044208014,0.0382528780287405,0.0350539417655946,0.0452677846100426,0.0161719476347808,0,0.898572300404026,0.470008365063204
RK230_Cancer,0.639896601854239,0.0622770666490434,0.0872003092483421,0.0362254023382652,0.081518853416819,0.0279383338801462,0.0221383740906827,0.0428050585224625,0,0.828169343568537,0.57586509688572
RK186_Liver,0.807693521991153,0.0184590826691838,0.0607263133553151,0.00461730693216956,0.0288780260667234,0.051086620677689,0.0285391283077657,0,0,0.885688529044691,0.482797511584584
RK169_Liver,0.197213355498522,0.162232995231137,0.107851284168264,0.134310851354393,0.0959354273483832,0.0362980745413618,0.0647856300637444,0.201372381794194,0,0.902886200215399,0.490860338949765
RK035_Cancer,0.692952225925461,0.0447115822475615,0.0727237157467125,0.0331520262502062,0.0390822147423111,0.0257680294105018,0.0377636314223715,0.0538465742548738,0,0.825058402348264,0.577612039091565
RK006_Cancer2,0.659811566503857,0.0526232805923686,0.0807433647038532,0.00696009330681325,0.0442911721643147,0.0360429864728792,0.0155371372160095,0.103990399039904,0,0.799459435570445,0.612219386566671
RK337_Cancer,0.54158755049583,0.0763791577908035,0.160177739640884,0,0.0702102014010091,0,0.0659679708981683,0.0856773797733049,0,0.807840690185232,0.612888098196781
RK259_Cancer,0.437365146348201,0.108685941799167,0.212822017917101,0.0224817243251788,0.0863476290087847,0,0,0.132297540601568,0,0.746353225991181,0.67998368522026
RK006_Cancer,0.659811566503857,0.0526232805923686,0.0807433647038532,0.00696009330681325,0.0442911721643147,0.0360429864728792,0.0155371372160095,0.103990399039904,0,0.799459435570445,0.612219386566671
RK085_Liver,0.66203350865328,0.0662890477758905,0.068079950480457,0.0653343182106533,0.0209954824033421,0.0666705349697429,0.0505971575066343,0,0,0.922697246724704,0.424106692882284
RK226_Liver,0.830530191076116,0.0400880553255526,0.00961710832091487,0.00956780740238107,0.0156892628971942,0.0479429404428948,0.0465646345349463,0,0,0.90974508222687,0.437129623529371
RK148_Cancer,0.577692763489503,0.0661240438551954,0.132764638236704,0.0427341934300435,0.0441841390401723,0.0255859206043696,0.0482977463775874,0.0626165549664247,0,0.877433904267893,0.520111665708532
RK182_Liver,0.384737523541566,0.171235079906505,0.096394085071758,0.0716502890050481,0.0510933863336916,0.120876890134573,0.0812004575346394,0.0228122884722191,0,0.937697966839686,0.415438473640998
RK184_Cancer,0,0.0596269388123216,0.204446854157574,0.437350431035573,0.0195344718953057,0.109402672993485,0.0474614174954115,0.122177213610329,0,0.826867254424111,0.596920808573153
RK257_Liver,0.667834793190186,0.0626959221979115,0.0959720023547199,0.0520070396649121,0.023099943589979,0.0492115965379892,0.0491787024643025,0,0,0.917808000185934,0.434812012259865
RK222_Cancer,0.571392324150254,0.0819837507722938,0.116890961852665,0.0981448473603343,0.010960409220931,0.0302915707516241,0.0498120929259341,0.0405240429659638,0,0.900647984926736,0.471670533678778
RK269_Cancer,0,0.0950830031178303,0.189413304840022,0.313597563676517,0.0318561080875464,0.175522345753189,0.0591557878233901,0.135371886701505,0,0.778589483995124,0.65511373074167
RK149_Cancer,0.525558497064894,0.0657625383809425,0.136385580794303,0.0950469748844683,0.0487088098575109,0.0510264928104453,0.0322230929156512,0.0452880132917851,0,0.864435919413437,0.544183638790001
