Mixture,LVECt,Other,LSEC,Hepatocytes,LVEC,Carcinoma,P-value,Correlation,RMSE
301N,0.018189111076189,0.295121887776223,0.119178533233192,0.378179465449205,0.0947539771215429,0.0945770253436487,0,0.873224630271987,0.495199415957293
302N,0.0124798361126502,0.307328390922599,0.103905694832554,0.403346359893962,0.0622743866374069,0.110665331600828,0,0.871929920076873,0.509295264090336
355N,0,0.183655385946058,0.168260718147268,0.426538799214636,0.167103095865056,0.0544420008269812,0,0.772816521381057,0.694971959775036
356N,0,0.234822826140712,0.1145891056611,0.330626929723203,0.202879044754626,0.117082093720359,0,0.804039827508069,0.596803302456318
304T,0.0119514590417413,0.388071598562748,0.096174985029063,0.277896781520878,0.0478805049717787,0.178024670873792,0,0.925034308509732,0.445963953220929
305T,0.127076534670698,0.370079284758805,0.0363646251603182,0.0746779678082068,0.0796246671291573,0.312176920472815,0,0.658699962873787,0.868917778450794
353N,0.00406988793927165,0.225752080148274,0.102525613957881,0.480057535064978,0.101565583757104,0.0860292991324917,0,0.824780932748493,0.670189364424019
307T,0.0622771674949346,0.436563493593886,0.0978354992622734,0.117947419803806,0.0328420806439979,0.252534339201102,0,0.761047001025813,0.779889360304018
308T,0.016875061962967,0.205234656554044,0.0924774041346338,0.225290501491299,0.0922379788893384,0.367884396967717,0,0.878112041178344,0.574119323009418
309T,0.0331146260578369,0.457372083061704,0.0463452580172975,0.164171867460341,0.0814339235819754,0.217562241820845,0,0.825830108163161,0.688615881858703
310T,0.0405699505703086,0.450364348761259,0.0574840142710697,0.140455924656185,0.0506617026517884,0.260464059089389,0,0.872458323888355,0.695681193700112
311T,0.0232240101005275,0.435641999564509,0.0557544708579502,0.0958209737701923,0.0443375454978329,0.345221000208988,0,0.804302425562327,0.792868704566078
312T,0.0159189184650345,0.500937257331739,0.0375007443263445,0.175407444841532,0.0540170492556395,0.216218585779711,0,0.724361382240078,0.738382912537414
314T,0.0189332077509059,0.296707836787898,0.140875287818605,0.224232782633997,0.0674042639354944,0.2518466210731,0,0.824963133297293,0.622179084875554
315T,0.05430627909045,0.450736924653958,0.0554783119964592,0.173797988260096,0.0342576001621373,0.2314228958369,0,0.85265041660698,0.658049792591162
316T,0.0205983820361213,0.461378872463969,0.0582381194891506,0.0968841217435609,0.0742129819699595,0.288687522297239,0,0.743620059442959,0.811344324225251
317T,0.087727373423582,0.500137833257756,0.0662658882464566,0.110773189838955,0.0703865894722298,0.164709125761021,0,0.835345728516588,0.755964045345829
319T,0.111286645879908,0.352408787905562,0.0981519375960981,0.17348078593649,0.0419756415332133,0.222696201148729,0,0.794874375347018,0.699749412826991
320T,0.131330571623677,0.403281931719559,0.0742381057918574,0.080392894309206,0.0313944652713896,0.279362031284311,0,0.796862534851529,0.820414405513112
321T,0.158985328237993,0.34354342497406,0.0687064751982282,0.065826734389275,0.0645215517694618,0.298416485430983,0,0.645326651274737,0.882234346000647
322T,0.0583974575039765,0.405040567436433,0.0728989690865501,0.118439784535877,0.065501560275587,0.279721661161577,0,0.766231177202095,0.779622639219674
323T,0.019380126408899,0.437950297476215,0.050441937491992,0.0858620806790834,0.0920249811225524,0.314340576821258,0,0.880232157267418,0.78249483281477
325T,0.0299948868401627,0.477071648996363,0.0988691977889563,0.225997185267236,0.060423658115402,0.107643422991881,0,0.882965175175622,0.560399723847092
326T,0,0.574225421984371,0.0558361492777611,0.0869157493506792,0.0676709578455849,0.215351721541604,0,0.796164299230125,0.796459466320777
327T,0.0056610474461563,0.481095314175636,0.0592850127457373,0.165591811191808,0.0552512993375755,0.233115515103086,0,0.87508074384259,0.652672448918015
328T,0,0.150300456620897,0.0981133266755051,0.251451696266669,0.170312615474597,0.329821904962332,0,0.869007275460135,0.554116323980309
329T,0,0.50943681115996,0.048630056602199,0.0913052643031826,0.102391645019561,0.248236222915098,0,0.743399257866185,0.814955160841637
330T,0.0337104585601019,0.495309237845819,0.0711769478061073,0.0580899422687639,0.0374457558741397,0.304267657645068,0,0.815038413487098,0.834860669460043
332T,0.00943289859511546,0.475711684425754,0.0546140432693653,0.0896402100112309,0.0846208116524493,0.285980352046085,0,0.789655656065023,0.803616460394145
333T,0.0536666109268069,0.392087638380436,0.0695876911894276,0.265326728768395,0.0774841779257762,0.141847152809158,0,0.848925443509294,0.561250183730153
334T,0.0673692449894797,0.760563326441744,0.0214914959380146,0.000193844593546652,0.0924743098764031,0.0579077781608121,0,0.768566778498858,0.853362078197007
335T,0.0199906241184909,0.45436822207555,0.0714955032083041,0.208078401898421,0.074942353383858,0.171124895315376,0,0.822469011762418,0.638386798184068
336T,0.0147280629713167,0.386717494526871,0.0762028370298707,0.234455044703474,0.0584846131697148,0.229411947598753,0,0.8137138384664,0.622882546549022
337T,0.0140281993932654,0.474695465176676,0.0808136238407068,0.0910893474200737,0.0616585002866488,0.277714863882629,0,0.802091477538532,0.796570050396149
339T,0.0727126811509745,0.184164180238352,0.083261291477498,0.337093955766226,0.0636301303170392,0.25913776104991,0,0.789605530998972,0.617158215655839
342T,0.0777933688668277,0.349786114548051,0.0633341540450389,0.171169835151782,0.0848397834584952,0.253076743929806,0,0.844174316201829,0.671927488276722
345T,0,0.531654215785227,0.0926006609682916,0.131524500375779,0.0140942446908495,0.230126378179853,0,0.841777268673693,0.717998424273779
346T,0.0109899168592784,0.589385196643353,0.0364330673008676,0.048849358156419,0.0858622268754775,0.228480234164604,0,0.898113677117791,0.814161011906337
347T,0.0628859365000319,0.465992656308435,0.065168449988694,0.159433055199998,0.0533722645028688,0.193147637499972,0,0.891409593673362,0.653051551862538
348T,0.0792511610672027,0.243374780966385,0.0831157932321502,0.209780727449086,0.0398855967202222,0.344591940564954,0,0.859438338054271,0.610879828826222
349T,0,0.191911281118956,0.139577478617926,0.208346780761315,0.0978912492245183,0.362273210277284,0,0.836572985624185,0.631143089990281
350T,0.0246448755269169,0.418855080140792,0.0661859601408273,0.282965089574212,0.0733095556917164,0.134039438925535,0,0.907782043601763,0.467033983651858
351T,0.0370585680567508,0.460024871025112,0.0291853337140352,0.173279002582044,0.0698535426735025,0.230598681948556,0,0.836327287369287,0.670283380357371
352T,0.069436470136751,0.34578984727799,0.041307536968969,0.00534159309470691,0.0791933341261752,0.458931218395407,0,0.805710871716574,0.904767235102032
353T,0.098229498253597,0.422145520185801,0.0821613469872051,0.0676144821366689,0,0.329849152436728,0,0.709738875741575,0.857708706819187
354T,0.00664860987492116,0.542906510740428,0.035737140572642,0.0558543813761495,0.10768656570462,0.25116679173124,0,0.710981855051347,0.86010350405374
355T,0.0427141446826913,0.287976254803102,0.0738374007151063,0.20741463688931,0.0663335311465327,0.321724031763258,0,0.863364734770549,0.609551378223963
356T,0.0140756018294941,0.521709479667078,0.0523847749416606,0.112022689004392,0.041218098800838,0.258589355756537,0,0.867779611452312,0.737608034835706
357T,0.0619813351047188,0.259225741708167,0.103829396787904,0.180565496183191,0.0369468847797507,0.357451145436269,0,0.762725361525526,0.71444870932876
358T,0.0708643610447328,0.314116337965129,0.0945449782593967,0.289876499612421,0.0654260183846663,0.165171804733654,0,0.803553449481586,0.602548806655707
359T,0.0273148066429276,0.6265734122259,0.0527273439667693,0.124423556505352,0.0585725947037637,0.110388285955288,0,0.798198622910683,0.74462132996213
360T,0,0.482334840548716,0.0795877720976051,0.0956021373236727,0.0673564831075412,0.275118766922465,0,0.870139120686938,0.764741303776597
361T,0.0958868217875235,0.72318099344898,0.0255448498894026,0,0.109749510621395,0.0456378242526983,0,0.79454242865335,0.853181496347608
362T,0.0722806251845497,0.313023436606471,0.0562227463147999,0.0990419324656999,0.0565838545002543,0.402847404928225,0,0.670442521553926,0.841433429807332
363T,0.0350317904388927,0.512358215712262,0.0562349127680694,0.0970591636755806,0.0531694824745386,0.246146434930656,0,0.845042306775131,0.770737516599848
