Mixture,LVECt,Other,LSEC,Hepatocytes,LVEC,Carcinoma,P-value,Correlation,RMSE
GSM3536106,0,0.327870041654607,0.0789252752632259,0.114740733142456,0.146844892770533,0.331619057169177,0,0.739830944936636,0.797806124179649
GSM3536087,0.0221398502749035,0.142389788255645,0.0706464923356633,0.273612044974517,0.14934485841326,0.341866965746012,0,0.870158698520909,0.529079927216099
GSM3536053,0,0.293584281262395,0.0777603575680376,0.338050318280189,0.17861984950551,0.111985193383869,0,0.882051109518289,0.475332532060834
GSM3536098,0,0.327262599544213,0.0580132444075204,0.160209949684201,0.108701338834109,0.345812867529957,0,0.578013401038748,0.831804546311205
GSM3536115,0.0477724478867183,0.288346997937009,0.0347101690744443,0.127545683113418,0.0590193046612402,0.442605397327171,0,0.536572162732916,0.866802688465825
GSM3536084,0.0476224333952613,0.389940049763199,0.0042333729300279,0.118396813859176,0.214427964472695,0.225379365579641,0,0.671973199718132,0.820014389719053
GSM3536074,0,0.135637487011197,0.0800292356068269,0.362097212581657,0.191440724763515,0.230795340036804,0,0.546549665632696,0.90671268867303
GSM3536095,0.0553944457879782,0.534079645149802,0.0395281944072327,0.0662527096463566,0.0990932957578434,0.205651709250787,0,0.814044590163641,0.830839018099092
GSM3536073,0,0.135008400622739,0.0886511554239788,0.326838982688561,0.226317682324534,0.223183778940187,0,0.545920936240152,0.878171629560379
GSM3536081,0,0.286073830236416,0.0484415946806525,0.279160447481974,0.174584301341043,0.211739826259915,0,0.740423584728578,0.674125709120752
GSM3536069,0.006933856978298,0.352792336635224,0.0741602329888171,0.235766554226984,0.132452122197281,0.197894896973396,0,0.750939503016901,0.678846499179472
GSM3536060,0,0.265455803123729,0.0674780789916219,0.357336258900451,0.138890256600297,0.170839602383901,0,0.887224064004956,0.463902650016305
GSM3536096,0.00778297929074083,0.260636223906147,0.0744335150077228,0.250928702247955,0.115694344016406,0.290524235531028,0,0.688213199985844,0.728176502319439
GSM3536112,0.0346174474050005,0.368355541194222,0.0440969107077598,0.13217806344976,0.13498424954162,0.285767787701638,0,0.783226708089037,0.756909564061967
GSM3536097,0.0533767337244318,0.307591047880919,0.110157926536757,0.0686698460865673,0.0952232973934443,0.364981148377881,0,0.52475992719448,0.908447940016825
GSM3536100,0.029745092840305,0.297055570195199,0.0252821905022579,0.0985210079184037,0.11331064360247,0.436085494941365,0,0.626211937675013,0.856374800794037
GSM3536094,0.0205842983334333,0.329212948557663,0.0899312015159325,0.234650872595096,0.0998401224104442,0.225780556587432,0,0.66683083523427,0.749099877079704
GSM3536076,0.0179038064806075,0.292623148172565,0.0905079852846695,0.279288733784517,0.0913056304088281,0.228370695868814,0,0.855945243795264,0.54191614677572
GSM3536067,0.0243252370810072,0.293874961333494,0.0591837599431301,0.285154067329228,0.122507650035672,0.214954324277468,0,0.849441018902092,0.546698079504439
GSM3536079,0.00757173719898304,0.402674405577599,0.0627768171075409,0.235646399673537,0.103252138236622,0.188078502205717,0,0.754538982816734,0.675414824369292
GSM3536116,0.0283253482523321,0.231029867099301,0.0485256584492542,0.184954260249557,0.146050727735597,0.361114138213959,0,0.821406093207699,0.669858457837986
GSM3536114,0.0718016108327915,0.151214976512173,0.0310304982865256,0.104357316753322,0.0706952676306655,0.570900329984522,0,0.508133729026542,0.891060589950307
GSM3536055,0.00213427966842113,0.217425584055272,0.0741897333749638,0.354045623692172,0.14703632850939,0.205168450699782,0,0.969121398626682,0.269054720993924
GSM3536102,0,0.344564471300678,0.0647176223581113,0.0581218421219714,0.145375966505045,0.387220097714195,0,0.64034091043141,0.891009739875436
GSM3536072,0,0.383547057860049,0.0555758742709914,0.255600814083705,0.105696400061933,0.199579853723322,0,0.743935501913637,0.676239222136999
GSM3536118,0.0216590510315224,0.283804281936773,0.0192042020831128,0.040077218332098,0.133426410646999,0.501828835969495,0,0.601851579835233,0.918510481943493
GSM3536105,0.0445525251191282,0.397211330257503,0.0262630260224892,0.0707333903054947,0.110059970234546,0.351179758060839,0,0.696272337782057,0.863075163832498
GSM3536083,0.0114751101822665,0.248392585912039,0.0943897155457249,0.327119104485745,0.119449316298658,0.199174167575568,0,0.814265387596477,0.581874523032019
GSM3536063,0,0.170262973611668,0.0642440069302972,0.329361636138631,0.227460265679662,0.208671117639741,0,0.850798881283695,0.528391355999387
GSM3536050,0,0.168693848978749,0.120116590546455,0.319602325265815,0.143852377520042,0.24773485768894,0,0.926287900724963,0.402463817522745
GSM3536092,0,0.174984154098852,0.087822580329784,0.222115518425872,0.172968514865271,0.342109232280221,0,0.465813674957362,0.889497608444801
GSM3536113,0.0585417771709536,0.0329727993239306,0.0951493196896587,0.150878695644419,0.0613670621636498,0.601090346007388,0,0.494211013421293,0.875748796098343
GSM3536049,0,0.19795850725464,0.043676026620509,0.340673986475753,0.150443804750857,0.267247674898241,0,0.866698247602343,0.501456843302895
GSM3536057,0.0318739370551896,0.280962602740012,0.0449864504721331,0.118827171395539,0.124175069455833,0.399174768881294,0,0.718284684977144,0.802976930236997
GSM3536071,0,0.156502642910732,0.0900516424374731,0.327399461373816,0.188273844407063,0.237772408870916,0,0.535442482498106,0.888322123900976
GSM3536075,0,0.174020764478075,0.0342820787803675,0.291461752082476,0.280478835977998,0.219756568681083,0,0.534216764082839,0.866208947885688
GSM3536088,0,0.244428487010651,0.0996087903178904,0.145407986234417,0.153910024038641,0.356644712398401,0,0.606925492029756,0.826733041674322
GSM3536065,0,0.236298066134548,0.0793443917860268,0.331742860194851,0.13154313260924,0.221071549275334,0,0.828451951245457,0.561635452785084
GSM3536068,0,0.318865724194014,0.071975075589897,0.292501548191855,0.120965783891197,0.195691868133036,0,0.78188312622758,0.626449061106065
GSM3536089,0.0466296651899495,0.0838893177008587,0.0821474162772286,0.206179715081348,0.221986042789075,0.35916784296154,0,0.598294721340012,0.805257891384124
GSM3536058,0,0.27252501610331,0.138544902520844,0.193884566664236,0.123098352110444,0.271947162601166,0,0.347392163916793,0.948831828175676
GSM3536078,0,0.0870388948173234,0.0843900518671079,0.367221328300832,0.217948205758593,0.243401519256143,0,0.778419970373156,0.641883025805886
GSM3536085,0.0126931546659223,0.289530560271231,0.093886320158326,0.065969672180947,0.0687589024680155,0.469161390255558,0,0.569325182082876,0.900426874726441
GSM3536104,0.0618215805320075,0.345885149902954,0.0278384468399584,0.0331516943230751,0.126433608017708,0.404869520384296,0,0.698070422829918,0.907610671517566
GSM3536108,0.0691763543721642,0.192559059317949,0.0777407234090219,0.19085350212578,0.145138063585526,0.324532297189559,0,0.537800327716127,0.844689606126412
GSM3536062,0,0.162999030324497,0.0793130283239634,0.316023288129245,0.210271125000941,0.231393528221354,0,0.843910258042325,0.541400793870704
GSM3536080,0,0.224335706512629,0.0615932013047293,0.31326639000085,0.245051238757654,0.155753463424138,0,0.694834044592924,0.724388733903368
GSM3536111,0,0.286222547555182,0.0831155256002971,0.155234501471397,0.0970802004290971,0.378347224944026,0,0.711208024823139,0.767376988522413
GSM3536061,0,0.290166566966921,0.0872423835912529,0.303000316060278,0.122980676094081,0.196610057287467,0,0.779977160303508,0.627255824072785
GSM3536056,0,0.187504461554915,0.0995998360369107,0.28830421077757,0.155837311474886,0.268754180155718,0,0.406023160788878,0.965156022423343
GSM3536052,0,0.20882483861486,0.103752182502305,0.313921529767378,0.204101070724334,0.169400378391123,0,0.767658137259832,0.64187997071988
GSM3536099,0.0233672546245008,0.251162732808446,0.0780859910255747,0.194916665014798,0.0799243307198418,0.372543025806839,0,0.872239562016425,0.617729163725822
GSM3536103,0,0.278614429417564,0.0475556127540488,0.043786965611632,0.119708300892581,0.510334691324175,0,0.574442899480316,0.919350942842039
GSM3536077,0,0.151697684997927,0.0517769092748489,0.305076469584667,0.247279204920698,0.244169731221858,0,0.526552589947511,0.880573116121585
GSM3536070,0,0.305391669130784,0.0664814642339771,0.305464566965696,0.149237099900863,0.173425199768679,0,0.755763309246534,0.655663501137968
GSM3536082,0,0.326674458401055,0.0799027488932571,0.294751829533467,0.120236011782923,0.178434951389299,0,0.74975331778342,0.662581668167303
GSM3536117,0.0385030716239865,0.420681657552763,0,0,0.400093265053944,0.140722005769307,0,0.534621356673376,0.944483176530489
GSM3536107,0.0506680961348269,0.305770740037596,0.0230270101800406,0.116538944585495,0.130299172570069,0.373696036491973,0,0.594796564017641,0.851971616431819
GSM3536090,0.0330684231163365,0.146640210557835,0.0442882990345899,0.333085902432397,0.175927659817394,0.266989505041448,0,0.879585000030066,0.481169908122071
GSM3536109,0.0523866501849098,0.253489375332247,0.0119237159188032,0.0961892946204562,0.130187689680624,0.455823274262961,0,0.63366116853018,0.857484155752301
GSM3536051,0,0.173325691142496,0.0883604398398132,0.373169627611753,0.198036639276822,0.167107602129116,0,0.863087583469298,0.510699731001782
GSM3536091,0,0.168043060008284,0.0495811319220939,0.173265893038925,0.173945524521419,0.435164390509278,0,0.526897216583105,0.853998849132684
GSM3536054,0.0172251917958504,0.157834694518534,0.0817085348192947,0.314187596595901,0.164562617151364,0.264481365119056,0,0.87091438300242,0.501769987348803
GSM3536093,0,0.378338171973917,0.0412685223643627,0.00289601451695024,0.214850885099441,0.362646406045329,0,0.408635219390266,0.960404097670816
GSM3536086,0.0356303224331052,0.326407234419159,0.0293161906535609,0.0837313041563214,0.106044304726789,0.418870643611065,0,0.681454766463959,0.854445918047738
GSM3536110,0,0.282044934319961,0.0037745840048659,0.0449708247248971,0.197167737417181,0.472041919533094,0,0.713357273145373,0.894871626917942
GSM3536066,0,0.047595068820148,0.108750344681963,0.382466744551454,0.181272970657854,0.279914871288581,0,0.895125359719051,0.451433724838152
GSM3536059,0,0.31345748973696,0.0513386575037283,0.0872482547579464,0.135727138249172,0.412228459752194,0,0.604405940026759,0.872568326072625
GSM3536101,0.0511092490516869,0.192133173476687,0.0593770018378971,0.181596547122352,0.114271446752995,0.401512581758382,0,0.5514387930224,0.838900792984735
GSM3536064,0.013966234262416,0.173585195825235,0.104800544306821,0.362387763841657,0.0928239060843463,0.252436355679525,0,0.908760993257169,0.420680491157365
