Mixture,CD8+ Cells,Tregs,Non-immune cluster,Nk Cells,CD4+ Cells,B Cells,Myeloid,Mast Cells,P-value,Correlation,RMSE
098699N,0.102086983638903,0.0378665515171992,0.688101181186787,0.0362870710088888,0.0403532734310493,0.0345003832153825,0.046232212780314,0.0145723432214764,0,0.807681436039723,0.60546635750895
090608N,0.0964554025694536,0.0740935406277405,0.635799734155288,0.0352634750684611,0.0793080208119202,0.0485487473650448,0.0265755304610817,0.00395554894101034,0,0.737187923873217,0.688811013311363
81023N,0.104712924954624,0.00219446831401462,0.585295367391505,0.0427305188444386,0.0582810196792681,0.00673330647389638,0.180580550047936,0.019471844294317,0,0.822758922172283,0.610716737635226
099535N,0.0618527607135385,0.0347782267269785,0.631334356930615,0.0840902120968759,0.113809841300243,0.0104350819507381,0.0636995202810119,0,0,0.722633526926426,0.702986576519619
11770N,0.0529577769477119,0.0499898130264022,0.562319022551068,0.087545635062738,0.0640504364655096,0.0399103120762825,0.130318125743492,0.0129088781267951,0,0.838909205756549,0.610629780326342
81032N,0.0806515433653251,0.029035703847117,0.511569440295786,0.119899570135902,0.0571020950343765,0.0183961515307141,0.161263183791459,0.0220823119993203,0,0.704508434453351,0.729570708830407
85421N,0.116895236757948,0.0566009885541915,0.557283315137776,0.0482315533420194,0.054896678294428,0.017180904329168,0.12041067966558,0.0285006439188895,0,0.839688348966275,0.601761219117018
86279N,0.0651985367992253,0.0327721579176182,0.616896543949436,0.078390378055528,0.0609242042229608,0.013314451125249,0.113843947312918,0.0186597806170639,0,0.768060618558772,0.657616522594735
86960N,0.0892344830830696,0.0576877882850401,0.629925962653235,0.0509708453526848,0.00774901070338442,0.0222703415598373,0.12004796339163,0.0221136049711189,0,0.828532482454983,0.591969360449254
87823N,0.0545201922093495,0.0456894062760744,0.475511243929375,0.080367420238951,0.0892392691539805,0.0374045309225381,0.20682363689663,0.0104443003731017,0,0.724036244278668,0.727914959689041
88659N,0.0594159447161188,0.053253606115212,0.587206443087196,0.0554250100267879,0.0931453169839175,0.0235504077554191,0.116075377520202,0.0119278937951472,0,0.757657978266247,0.676343374458918
88674N,0.093190503002389,0.0461168339058853,0.644429342808661,0.00716555565288367,0.0534950039207109,0.0276666020752049,0.107882307341601,0.0200538512926638,0,0.775065912149907,0.645111599121431
88724N,0.101492220830837,0.0771852850424661,0.646524085725692,0.022670993735212,0.00470390838933031,0.0389020310632144,0.069050326300196,0.0394711489130523,0,0.791306531566525,0.622393976036153
89290N,0.0750017340817834,0.0155659993538923,0.653945578030957,0.0660932010743601,0.0676645710220585,0.0154434866230033,0.0881034651365979,0.0181819646773477,0,0.715198603860176,0.701993892187412
96484N,0.105405646606781,0.0181300671268165,0.673407331246173,0.0443449457329184,0.032341193023734,0.0195264119868531,0.0943941687744985,0.0124502355022254,0,0.711020004738646,0.705124883690797
099535T,0.0802924098037491,0.178734324072567,0.26217169663613,0.107766448330147,0.176863134047037,0.0849768784218924,0.109195108688477,0,0,0.519589303198819,0.890399079208953
090608T,0,0.302109009900648,0.122781124557177,0.112626823209224,0.233156560019016,0.158360789200477,0.0653570731532736,0.00560861996018485,0,0.262986639824567,0.97044291563507
098699T,0.120377414388525,0.18975873533065,0.221537696789128,0.0942267392610664,0.156819709898795,0.103017548904258,0.104945682347416,0.00931647308016033,0,0.305896491102753,0.955397116591824
11770T,0.0204843710285581,0.156851371622199,0.0769023750861107,0.180008398588806,0.161167258177548,0.0846308639874582,0.319955361509321,0,0,0.550947987652524,0.897382369840096
81023T,0.046409080187271,0.17622314646542,0.17094150898108,0.125766940351795,0.186691448465277,0.0767449431384175,0.217222932410739,0,0,0.302375278499636,0.95834373779459
81032T,0.101767675633342,0.119021240103121,0.14479505713807,0.0458096104793274,0.326496581143028,0.0968910728669038,0.161315128681282,0.00390363395492524,0,0.435999753091996,0.931665500545972
85421T,0.0624997403079566,0.148766020194863,0.252938126326434,0.0876774101695309,0.219926788636466,0.0547231425021887,0.166962965789843,0.00650580607271793,0,0.496539643622235,0.89486202759117
86279T,0.0603911548805306,0.171191416615691,0.198194449709547,0.0916168390792206,0.209558865207777,0.0952914818954241,0.17375579261181,0,0,0.455485771755387,0.917781718931618
86960T,0.0325542877626022,0.155647665839682,0.170682768099974,0.117898457802861,0.243885177943767,0.072493249836782,0.206838392714331,0,0,0.458866974580069,0.920042269447774
87823T,0.0975157300501448,0.121596519366589,0.0934271588262315,0.183696944890457,0.0442091089274264,0.11198751356365,0.3475670243755,0,0,0.521988269314046,0.897843784650812
88659T,0.179925912281534,0.210185265251553,0.423304039310734,0.0485894632988573,0,0.0634097058565671,0.0523681439834812,0.0222174700172727,0,0.329677640181575,0.950817137702409
88674T,0.0525078099594972,0.121493952629914,0.0640339467388084,0.12201352384173,0.165039981658368,0.0276220479692873,0.447288737202396,0,0,0.647841058588777,0.851190387780332
88724T,0.0717232292595067,0.103237785284777,0.256403104307612,0.110198322644877,0.137788899254655,0.0821297390745708,0.234920299989142,0.00359862018486062,0,0.601808033953702,0.853317836892344
89290T,0.105722679598043,0.218400179770721,0.193037264498268,0.052819086536941,0.237931597893045,0.0810321314652556,0.101486211273428,0.00957084896429759,0,0.585957994428168,0.885375756773068
96484T,0.12065924752826,0.187436656336254,0.113801731801017,0.0721856021709428,0.229908331426892,0.122602064816651,0.153406365919983,0,0,0.517112257990295,0.919857697451413
