Mixture,CD8+ Cells,Tregs,Non-immune cluster,Nk Cells,CD4+ Cells,B Cells,Myeloid,Mast Cells,P-value,Correlation,RMSE
S17N,0.123327406103427,0.0379560996841602,0.4968482604452,0.105923219122185,0.0993473432293291,0.0458304631228539,0.0852899230908509,0.00547728520199367,0,0.788318545684536,0.74933425166523
S17T,0.137234577936911,0.0919828084089549,0.473589515670753,0.117144185882581,0.0345424939233621,0.0665545178486666,0.0696068756059134,0.00934502472285721,0,0.74680322485699,0.772024707205627
S18N,0.0764605018318523,0.0561168648525013,0.484677110729531,0.102199674706891,0.0783452446379899,0.0458321910932731,0.147350318831223,0.00901809331673821,0,0.816736210293248,0.733644182620976
S18T,0.101992505707241,0.0742666098355805,0.453822906437533,0.144523546122124,0.0665406550987582,0.0774516634023028,0.0726127706074229,0.00878934278903862,0,0.777803293443095,0.760140759387039
S19N,0.112420115042134,0.0232253257323178,0.481184425867202,0.129004493325137,0.0902869876386161,0.0274875175688784,0.131169614787602,0.00522152003811311,0,0.75041764904072,0.770470809050425
S19T,0.106216557602811,0.0488164292639001,0.402716511411839,0.132428998628073,0.132005799274502,0.0495021833638061,0.123767113567825,0.00454640688724413,0,0.781767838199748,0.776786263935909
S20N,0.108589907472482,0.0425890380774721,0.443918706575718,0.146418267991973,0.0504607617697494,0.0390768529624016,0.163153369958555,0.00579309519164925,0,0.812232449157275,0.748680558553082
S20T,0.133466086349082,0.0642792672735877,0.432310663901243,0.142415960758533,0.0221200250694574,0.0608732057454836,0.136992283854907,0.00754250704770705,0,0.745495795807448,0.78046857313823
S21N,0.142365239754488,0.0227819241600399,0.381851356748512,0.169681486834471,0.101434834976718,0.0174465258533497,0.164438631672423,0,0,0.717036178247251,0.808012565494568
S21T,0.152783856725671,0.12572345043482,0.455556832831091,0.0871772908022228,0.0220269790821237,0.0482117163821934,0.0927097469248069,0.0158101268170706,0,0.725719439898933,0.787908040803107
S22N,0.166194552823947,0.00612038129147609,0.540817935200056,0.0270528204505938,0.137483293026442,0.0280879337681109,0.089758097084335,0.00448498635503911,0,0.799633579376895,0.731252676527374
S22T,0.149469383560297,0.0711437441590591,0.426203088110817,0.116021117196827,0.0521464499745643,0.0416704413950031,0.133199291752232,0.0101464838512002,0,0.790297649297642,0.767011472344086
S23N,0.190321090261544,0,0.522348013387756,0.00252917468157083,0.124874889702666,0.0264122663154992,0.133514565650963,0,0,0.763278176399415,0.752113366982091
S23T,0.134794085024753,0.0857017345352991,0.441627192685743,0.101312420066473,0.0453592902237478,0.0543716761575954,0.131876152081216,0.00495744922517307,0,0.773610055717068,0.767150802454823
S24N,0.103303088125642,0.0489462851279662,0.480719979416523,0.0956837151641663,0.0780838568228405,0.039819159804595,0.147523891004024,0.00592002453424256,0,0.835060059324662,0.727023456258077
S24T,0.12791531713262,0.0372777862528315,0.524644967163716,0.107894789039777,0.0675403976636402,0.0339051553642304,0.0946729582932123,0.00614862908997286,0,0.820363388752921,0.725124530092148
S25N,0.0875944642603629,0.0380337520354283,0.487018057528473,0.126960081068218,0.109210813009043,0.027895042771131,0.119620721568512,0.00366706775883232,0,0.803470576957362,0.744396830557626
S25T,0.0388636317205077,0.0926107385968441,0.108837958141249,0.236532696633504,0.0472079506355523,0.0361867771803734,0.437431967618716,0.00232827947325361,0,0.651620097870305,0.828365074975404
S26N,0.0806769720264697,0.0178417894923297,0.493356444216419,0.0773781682914265,0.124236245949981,0.0367542756583817,0.164614422532123,0.00514168183286991,0,0.843341476740807,0.716339139445963
S26T,0.146097469813555,0.0528727321789861,0.425252763014942,0.127346325690429,0.0274032694630435,0.0531671013897427,0.156254768377165,0.0116055700721367,0,0.76273003974621,0.774903881129696
S27N,0.0796270386268736,0.0476228534364367,0.433416541043843,0.138357394355083,0.091719285364558,0.0583280371800213,0.148015639891807,0.00291321010137752,0,0.831212685036669,0.740964052433784
S27T,0.109116899925287,0.0705875973501437,0.428068473115245,0.121842320575705,0.0668603279046296,0.0610351670942751,0.133277920913263,0.00921129312145119,0,0.798504969750099,0.758619608267413
S28N,0.11556740906569,0.0592662315119447,0.456541673899341,0.11678542005104,0.0797666660842297,0.0406008929211934,0.124367737517055,0.00710396894950585,0,0.815155470803497,0.747283702465877
S28T,0.136320149896868,0.115726167250083,0.432416638213724,0.104856567163319,0.0737688916253713,0.0432612911521505,0.0848722643636889,0.00877803033479553,0,0.740727444810273,0.788812824935609
S29N,0.0539209907377297,0.0813714486543412,0.490031353741873,0.135726802775204,0.0462330572844359,0.0461833123209498,0.140950779933506,0.00558225455196062,0,0.795398309502758,0.742498744206574
S29T,0.181959082839953,0.0851317650373906,0.35342376420063,0.153127786989217,0.0516230099227032,0.0589670184755667,0.104638928654445,0.0111286438800938,0,0.66987536875386,0.830540994546628
