Mixture,CD8+ Cells,Tregs,Non-immune cluster,Nk Cells,CD4+ Cells,B Cells,Myeloid,Mast Cells,P-value,Correlation,RMSE
GSM2480436,0.0964673420002349,0.082476967099175,0.70598364495905,0,0,0.074003587895686,0.0299110629467168,0.0111573950991378,0,0.565763473693317,0.825972322226711
GSM2480437,0.108129242432508,0,0.692735801979823,0,0.00998598623598873,0.059730327551086,0.115266672987893,0.0141519688127008,0,0.670930595546315,0.744930162048499
GSM2480438,0.122291723755594,0.0310191085183697,0.707667377220635,0,0,0.0681067776486859,0.0646696680340062,0.00624534482270882,0,0.638022625374674,0.77057465401826
GSM2480439,0.122626909565163,0.00939131996739847,0.683919181622759,0,0,0.0764885497201551,0.0888804306376104,0.0186936084869136,0,0.58618414272902,0.810642609821775
GSM2480440,0.122942915019289,0.064218088714876,0.638274316097668,0,0,0.06451784044178,0.10003767064362,0.0100091690827668,0,0.515643287120324,0.857813787561942
GSM2480441,0.0971089610941162,0.0208645065870579,0.705730421518784,0,0,0.0629961263903967,0.0955945891745551,0.0177053952350901,0,0.628951062329856,0.77813307475035
GSM2480442,0.139932967966713,0.106154419931108,0.477557042841859,0.0171287803839731,0,0.101589740655192,0.145761345655358,0.011875702565797,0,0.451754595210117,0.891972956713793
GSM2480443,0.136201774240019,0.0140381519722725,0.700112150004395,0,0,0.0481431780386138,0.0839895674889474,0.0175151782557522,0,0.613447560473803,0.790071673910551
GSM2480444,0.149063602685613,0.0589189245423494,0.669139646116846,0,0,0.047642977745819,0.0663083569552372,0.00892649195413566,0,0.607995701511121,0.794460509890459
GSM2480445,0.152351336015692,0.00179470380986429,0.672269451179708,0,0,0.0500544222995005,0.112664211201277,0.0108658754939583,0,0.656267313124789,0.757998404746088
GSM2480446,0.118242368284957,0.143284875688158,0.213316272252663,0.052993608302387,0.0168516899392623,0.152037427333561,0.286735932152057,0.0165378260469543,0,0.522563285596046,0.875943021140831
GSM2480447,0.095180609235393,0,0.621450795614877,0,0.0377363587996569,0.0990142157657606,0.132257736486989,0.0143602840973236,0,0.638966110700962,0.774095398035806
GSM2480448,0.133143448742929,0.0425366311267939,0.598399022698578,0,0,0.0964900742329887,0.118638776682109,0.0107920465166009,0,0.585611273642842,0.812357920955746
GSM2480449,0.127528775599918,0.000226035782132003,0.678225662010413,0,0.00322312758299769,0.0565347085547499,0.120880832999049,0.0133808574707403,0,0.635941782914554,0.773281105683131
GSM2480450,0.107540438786592,0.0312522348562966,0.66026752719548,0,0.0433597356597537,0.0787731923775395,0.0605431271837501,0.0182637439405881,0,0.572779929800522,0.819852719137365
GSM2480451,0.110280910444338,0.00708776030117797,0.702420248538219,0,0,0.0715688278260478,0.0933391910979293,0.0153030617922884,0,0.643476040946258,0.766618245495634
GSM2480452,0.114022451830868,0.0705136987939694,0.519826978669554,0,0,0.0651691117778699,0.222365424351299,0.00810233457644011,0,0.570719194689567,0.826123127789294
