NAME	Central_venous_LSECs	Cholangiocytes	Other	Hepatocyte	Portal_endothelial_Cells	Periportal_LSECs	Hepatic_Stellate_Cells	Erythroid_Cells
MIF	399.914343050398	660.880760605556	273.894891864486	378.420941776351	200.587556612464	165.598594277544	372.17943078084	1
MINOS1	149.325454521301	247.053848039741	152.609523782022	136.172157997256	91.0599953292106	118.445125767649	1	1
MINPP1	1	1	1	1	1	1	1	65.1056542503974
MIR4458HG	1	1	1	105.460319751258	1	1	1	1
MKI67	1	1	1	1	1	1	1	62.7174936285572
MKKS	1	91.6812028249954	1	69.9219731623446	1	1	1	1
MKRN1	1	1	1	1	1	1	1	217.295887624125
MLEC	1	1	1	80.5926858204679	1	1	1	1
MLF2	1	1	1	64.0223894226034	1	1	1	1
MLLT4	104.009883510803	1	1	1	1	1	1	1
MLXIPL	1	1	1	148.395864456141	1	1	1	1
MMAB	1	1	1	87.7897337536541	1	1	1	1
MMADHC	1	1	1	52.3584342738129	1	1	1	48.2634767017953
MMP23B	1	1	1	1	1	1	107.490831687701	1
MMRN1	187.176069815845	1	1	1	280.637625433419	1	1	1
MMRN2	167.518629258359	1	1	1	178.19248486927	212.03522314206	1	1
MOB1A	1	1	89.9230143744318	1	1	1	1	1
MORF4L2	1	1	1	78.6300022326496	1	1	488.422765175102	1
MOSPD1	1	1	1	1	1	1	1	94.159241514192
MPC1	1	234.646572485766	1	160.446856403358	1	1	1	1
MPC2	1	641.347170019334	1	292.815670879401	1	1	1	128.04685130636
MPEG1	1	1	110.906966826759	1	1	1	1	1
MPHOSPH8	136.613447298658	1	97.1925577808031	1	1	108.816375579599	1	1
MPP1	1	1	1	1	1	1	1	191.606635856814
MPST	1	176.830155370406	1	269.968471041325	104.55079055822	1	1	1
MRC1	1406.16508447976	1	1	1	310.831060127526	141.633735781925	1	1
MRO	122.570742132664	1	1	1	1	1	1	1
MRPL12	1	1	1	88.3221583858984	1	1	1	1
MRPL14	1	1	1	134.06552220778	1	1	1	1
MRPL20	119.772361043732	1	103.057433015325	157.242556721805	1	1	1	52.907270983629
MRPL23	1	1	86.8134680633987	65.8340054115989	1	1	1	1
MRPL27	1	1	1	87.0348317672129	1	1	1	1
MRPL33	126.16425706749	1	116.291940458249	99.0117812339738	135.71798811445	188.168997740186	1	1
MRPL34	1	1	1	116.153260528466	1	1	1	1
MRPL37	1	1	1	60.2684534061822	1	1	1	1
MRPL41	124.024539929901	148.802862143679	90.592079594506	387.966926019165	1	1	121.575194394762	1
MRPL51	144.803913383576	1	116.413963236556	149.672928640425	148.823671562511	104.214496641876	1	1
MRPL52	119.614126007521	111.689489846559	104.493757328318	113.503414482034	1	1	1	1
MRPL54	1	1	75.6536754463979	99.1224378722768	1	1	1	1
MRPL55	1	1	1	103.425082831089	1	1	1	1
MRPS15	1	1	1	52.3137608492974	1	1	1	47.5038354219579
MRPS18C	1	1	1	72.3798383741523	1	1	1	1
MRPS33	1	1	1	88.0358941446316	1	1	1	1
MRPS34	1	1	75.3803974305137	61.0507039462352	1	1	1	1
MRPS36	1	1	1	84.6521016018367	1	1	1	1
MS4A4A	119.918957364175	1	111.515076609625	1	1	1	1	1
MS4A6A	2599.83274343422	1	446.782527287871	1	1	1	1	1
MS4A7	1	1	259.502717525655	1	1	1	1	1
MSMO1	1	1	1	242.989069491483	1	1	1	1
MSN	1	1	136.410630418036	1	111.773449736036	1	1	1
MSRB1	1	1	1	115.47532902542	1	1	1	1
MSRB2	1	1	1	67.6795460894376	1	1	1	1
MST1	1	1	1	188.344987090551	1	1	1	1
MT1A	1	1	1	143.96012865409	1	1	1	1
MT1E	1	826.925541255487	157.638452695395	2013.22588897252	109.87167703649	370.488778189481	977.90542523866	127.884414811384
MT1F	1	240.517357783529	90.1397699757358	657.536372742098	1	1	1	67.0575669939783
MT1H	1	1	1	1696.50285624062	1	1	1	63.3042062628733
MT1M	1	1	1	745.058174861027	1	115.370960797207	111.817868965296	67.5312720061769
MTCH2	1	1	1	117.974013593277	1	1	1	1
MTHFD1	1	1	1	63.2284598341575	1	1	1	1
MTHFS	1	1	1	75.4044726188604	1	1	1	1
MTIF3	1	1	1	89.3574404990134	1	1	1	1
MTPN	1	1	98.328620280778	1	88.7812831447354	1	1	1
MTTP	1	1	1	103.667420890094	1	1	1	1
MUC1	1	270.523737797789	1	1	1	1	1	1
MUC5B	1	531.645092857969	1	1	1	1	1	1
MXD4	105.716509750308	1	1	1	105.184281460199	1	1	1
MXI1	1	1	1	1	1	1	1	163.251571175294
MYADM	1	1	1	1	1	219.499719884458	296.128488440309	1
MYC	1	1	1	1	162.600340088855	182.774304193343	118.002029707766	1
MYCT1	306.222741058814	1	1	1	229.260637844931	226.759261709419	1	1
MYDGF	176.708021170858	1	168.284865773116	77.2861594995691	1	1	84.6605139034737	1
MYH11	1	1	1	1	1	1	198.698221413039	1
MYH9	1	1	82.2832840838509	1	81.9518241704284	90.3377266162101	298.716014086682	1
MYL4	1	1	1	1	1	1	1	201.479526360447
MYL9	1	1	1	1	1	1	2949.38002946492	1
MYLIP	1	1	80.51551990227	1	1	1	1	1
MYLK	1	1	1	94.326410158211	1	1	599.013738783821	1
MYO10	153.670954184474	1	1	1	83.9206306952189	1	1	1
MYO1B	1	1	1	199.345076634381	1	1	1	1
MYO1C	115.669141294978	1	1	1	1	1	1	1
MYO1F	1	1	175.185536890885	1	1	1	1	1
MZB1	1	1	376.212494387667	1	1	1	1	1
MZT2A	107.292644543888	1	97.666862257742	1	1	1	1	1
NAA38	297.765374042525	1	146.252757359173	166.369904670265	156.63746128498	206.284407516314	1	1
NADK2	1	1	1	93.893458192348	1	1	1	1
NAP1L1	202.857042429164	159.860150274706	323.23875447075	1	270.484402161458	286.608470157216	386.902681695301	69.2741205832115
NAP1L4	1	1	1	1	1	1	1	50.9414597304846
NARF	1	1	1	1	1	1	1	127.418763324208
NCF1	1	1	78.9851790563375	1	1	1	1	1
NCL	1	112.071546585675	167.795683232025	101.416295740503	156.256778924363	1	187.268829727555	50.9999530659247
NCOA4	1	1	1	66.4667259642578	1	1	1	213.786176666522
NCOA7	104.392353766989	1	1	1	1	104.817452593206	1	1
NCOR1	1	1	86.9504158617735	1	1	1	1	45.2998982480318
NDFIP1	122.750754431339	1	78.7361639163478	62.6419367708798	1	1	1	74.7737358336803
NDRG1	1	1	1	1	176.482114230455	130.590481681517	1	1
NDRG2	1	111.46597159184	1	89.2214833870486	1	170.477973736201	253.060018555757	1
NDUFA12	1	1	77.8724342435606	54.0652747839357	1	1	1	1
NDUFA5	1	1	1	64.5961458210409	1	1	1	1
NDUFA8	1	1	1	1	119.382115310029	1	1	1
NDUFAB1	1	1	75.5255914056749	120.285331651476	1	1	1	1
NDUFAF3	99.8812040675071	1	1	56.4041580228607	1	81.3989449198908	1	1
NDUFB10	112.80841409161	286.791120479186	145.443375814212	182.355560167446	132.142938546387	139.152160454312	1	53.1020094174113
NDUFB3	1	1	89.1316910257262	104.087989223282	1	1	1	1
NDUFB4	135.194594900157	313.709138947543	178.083590230827	223.823876566286	238.928169184433	211.767005347718	1	63.808767779131
NDUFB5	99.1213945433072	1	87.1512929250099	1	1	1	1	1
NDUFB6	98.2944815198064	1	1	68.6430842262343	1	1	1	86.956531904824
NDUFC1	1	191.696282629757	76.6094598498145	186.488504935568	119.128173977057	148.898529999587	1	64.9608553453223
NDUFS2	1	1	1	87.0099125892322	1	1	1	1
NDUFS4	1	1	1	47.8182543963054	82.0876024496077	81.1479469493342	1	1
NDUFS7	1	142.679939757106	101.413546890063	95.8743763125874	1	1	1	1
NDUFS8	1	104.275777043178	105.038491363988	88.2753469967388	1	1	1	1
NDUFV3	1	1	1	143.976819258325	1	1	1	45.8253587352368
NECAP2	163.481451264343	1	1	1	1	1	1	1
NENF	82.7810333554845	1	1	78.7061088699642	88.5131132818372	123.5320735784	110.543094626579	1
NEXN	1	1	1	1	1	1	450.143584086209	1
NFE2	1	1	1	1	1	1	1	114.135843003194
NFE2L1	1	1	1	52.415306830428	86.495276534669	1	1	1
NFE2L2	109.387267637956	1	1	1	67.7058009500491	101.385050567537	1	1
NFIA	133.967175864337	1	1	139.507152187565	346.994955518401	177.06852043654	388.131020591383	41.7080582160123
NFIB	153.067359509724	181.121705520316	1	1	173.33009869027	298.579319045872	1	1
NFIC	1	273.25268095834	1	173.034743595761	1	1	81.1262642480247	1
NFIX	1	1	1	1	1	1	1	73.6498689232214
NFKBIA	436.54545777905	506.505407587776	493.567741653654	61.0162362721103	245.943498303058	315.075553444989	123.782020848926	1
NGFRAP1	314.783709790112	147.384369947957	1	66.7931612902196	229.172860288517	309.316202081463	452.043479766966	1
NHP2	1	1	77.6202200085194	66.1804644589756	1	1	1	1
NID1	544.423756511648	1	1	1	1	1	152.07155867825	1
NISCH	111.935564553574	1	1	1	1	1	1	1
NIT2	1	1	1	71.1724025408793	1	1	1	1
NKG7	1	1	1819.89592530654	1	1	1	1	86.7560929781758
NKTR	157.443756891682	1	1	1	107.114614210157	1	1	1
NME4	1	1	1	1	1	1	37.4846776041977	93.4216113016392
NMT1	1	1	79.433322479748	147.553971549935	1	1	1	1
NNT	1	1	1	138.157318489731	1	1	1	1
NONO	1	1	79.222729130303	51.5108249835171	1	1	97.7106176129005	1
NOSIP	103.217723881789	1	1	1	1	1	1	1
NOSTRIN	344.306109417836	1	1	1	122.01635292989	115.015347791989	1	1
NOTCH4	388.66787864965	1	1	1	165.245625101549	121.61010482275	1	1
NPDC1	662.194759961091	1	1	1	431.310635358555	392.51146217395	1	1
NPL	236.223117405072	1	1	1	1	1	1	1
NPR1	195.035578385089	1	1	1	276.946020364949	1	1	1
NPRL3	1	1	1	1	1	1	1	73.4831524330375
NPY1R	390.580921742814	1	1	1	107.380647597333	1	1	1
NQO1	1	1	1	1	113.69386440503	1	1	1
NQO2	1	1	1	79.6035704078374	1	1	1	1
NR0B2	1	1	1	64.0057409524296	1	1	1	1
NR2F1	439.495854357745	1	1	1	649.361290556414	1	207.573694229689	1
NR2F2	403.719381995616	160.310706709402	1	1	547.660935357747	470.296000608378	141.14033337332	1
NR3C1	1	1	1	78.5356265197679	1	1	1	1
NR4A1	1	1	1	1	1	429.356177487311	147.763036200056	1
NR4A2	1	1	106.742922104514	1	1	1	1	1
NRN1	1	1	1	1	120.240787660173	192.910551109897	1	1
NRP1	560.613788705735	1	1	1	1	1	1	1
NRP2	282.602705448315	1	1	1	306.834409239937	1	1	1
NSA2	1	1	149.056197166548	84.9456341053787	89.1976163530446	145.874103696482	1	1
NSRP1	1	1	1	59.5489276802189	128.088421416572	93.7157748624734	1	1
NT5C3A	1	1	1	1	1	1	1	43.1074975985382
NTHL1	1	1	1	424.391025183891	1	1	1	1
NTN4	1114.52756300627	1	1	1	142.374747960845	163.469083873453	1	1
NUAK1	155.669370255194	1	1	1	265.985222936269	105.519802212391	1	1
NUCB1	123.153022520299	1	1	63.4568376671172	1	1	1	1
NUCB2	1	1	1	53.4101215844118	1	87.2923373449372	1	1
NUDC	1	1	76.5559391247727	300.199152350929	102.494516500294	1	1	1
NUDT16	116.961850117668	1	1	1	1	1	1	1
NUDT4	1	1	1	1	1	1	1	230.543404960545
NUDT8	1	1	1	95.0669280016862	1	1	1	1
NUMB	97.9464192250786	1	1	1	1	1	1	1
NUPR1	387.446558045887	1	1	335.436124496306	598.50352616014	253.2095196222	399.409427941643	1
NUSAP1	1	1	1	1	1	1	1	97.4450053537193
OAF	1	1	1	95.1501221877499	1	1	1	1
OAT	1	1	1	73.3067828669701	1	1	1	146.466234890024
OAZ2	1	1	1	1	1	120.766417749274	1	1
OCIAD1	132.46599896057	1	1	63.5421396325635	1	84.884719800588	1	1
OCIAD2	1	131.972713621223	1	70.5514152514286	1	1	1	1
ODF2L	1	1	1	1	85.7334687963454	1	1	1
OIT3	1556.47869814081	1	1	1	1	1	1	1
OLFM1	111.811759346733	1	1	1	1	1	1	1
OLFML3	1	1	1	1	1	1	937.82358324745	1
OPTN	1	1	1	1	1	1	1	48.88975849295
OS9	1	1	1	65.3391569401343	1	1	1	1
OSBP2	1	1	1	1	1	1	1	40.4265134532512
OSMR	121.574130213696	1	1	1	1	1	1	1
OSTC	92.8412454384933	1	109.490636789251	69.0039646011237	1	1	72.3493555519569	1
OSTF1	124.601569483363	1	100.686803958091	1	1	1	1	1
PA2G4	1	1	146.380252970309	81.1623907096656	132.593927838017	1	1	212.377834229984
PABPC4	1	1	200.331095552594	64.7000479248027	1	1	1	1
PAH	1	312.805047835307	1	408.511668503883	1	1	1	1
PAIP2	138.342681677052	1	112.774214279685	1	1	1	1	58.7353259202338
PAK2	1	1	82.4104418441066	54.7673322636405	1	1	1	1
PALLD	1	1	1	1	1	1	291.15411521269	1
PALMD	1	1	1	1	1	175.540753536445	1	1
PANK1	1	1	1	59.7695657210127	1	1	1	1
PAPOLA	102.910998215259	1	83.6866394471028	1	1	1	1	1
PARP14	101.908846082842	1	1	1	1	1	1	1
PBLD	1	1	1	88.8706661833877	1	1	1	1
PC	1	1	1	91.0595542544393	1	1	1	1
PCAT19	911.068892907123	1	1	1	894.834069360764	373.763939710765	1	1
PCBD1	1	1	1	253.199054506168	1	1	1	1
PCDH17	125.348332655875	1	1	1	1	1	1	1
PCGF5	1	1	1	1	1	1	1	46.9009131533092
PCK1	1	1	1	636.246342047767	1	1	1	1
PCK2	1	1	1	138.435637511791	1	1	1	1
PCMT1	1	1	1	1	1	1	1	54.0453304501886
PCMTD1	1	1	1	1	101.167159510604	1	1	1
PCNP	1	1	84.2454434263148	1	1	1	1	88.9401571595357
PCOLCE	1	1	1	1	1	1	509.796875156496	1
PCSK6	1	1	1	93.5076844064146	1	1	1	1
PCSK7	1	1	124.986860777834	1	1	1	1	1
PCYOX1	1	1	1	73.8365091110909	1	1	1	1
PCYT2	1	1	1	67.9570870518075	1	1	1	1
PDAP1	1	1	1	1	1	1	1	52.6340839612402
PDCD10	1	1	1	1	1	1	1	32.2298729528839
PDCD4	1	1	121.907470605359	1	1	1	1	1
PDCD5	1	1	1	54.8051550292242	1	1	160.505914398578	1
PDE2A	216.551543798928	1	1	1	200.911664122515	1	1	1
PDGFRA	1	1	1	1	1	1	201.464492099694	1
PDIA4	145.728874421881	1	97.0341633758444	302.62292791786	1	1	1	1
PDIA6	462.849196778612	1	152.307342559098	155.663400624791	102.931784144183	118.06927393016	1	1
PDK4	360.19114877278	1	1	58.7698505987604	132.186728908568	141.407515378579	1	1
PDLIM1	380.238597489389	168.537089616408	1	1	571.197519689667	578.555841384284	446.205852785912	1
PDLIM2	1	1	1	1	1	1	257.500674947195	1
PDLIM5	138.628879630584	1	1	89.5788435943868	193.333429488369	107.665676343428	1	1
PDZK1IP1	1	324.085132116364	1	1	1	1	1	71.9830184199718
PEA15	82.0974999484177	1	1	1	72.5300246932574	1	1	1
PEBP1	227.535370746202	1103.36679284453	178.581776450445	1107.20948693801	222.334357079489	214.442307010424	472.804272524603	39.7320323515413
PECAM1	146.871563444009	1	1	1	732.716069506361	426.040709864548	1	1
PEMT	1	1	1	83.1513547298806	1	1	1	1
PEPD	1	1	1	71.6193846112843	1	1	1	1
PERP	1	201.546758348888	1	65.1079961585234	1	1	1	1
PGAM1	110.575405873893	1	128.914268314069	77.9133046569221	78.3731380820855	1	1	1
PGK1	174.918511527413	1	172.066593747569	86.6691920692373	1	106.196087045619	1	1
PGLS	95.1310468101237	1	114.016936409424	1	1	1	1	1
PGLYRP2	1	1	1	66.8048917973137	1	1	1	1
PGM1	1	1	1	85.7964217081407	1	1	1	1
PGM5	1	1	1	1	101.449802080797	1	1	1
PGRMC1	1	1	1	238.907460403447	1	1	1	1
PHACTR2	236.697270698124	1	1	1	1	1	1	1
PHB2	1	1	83.8059229770489	64.9783571940818	1	1	1	1
PHPT1	1	1	80.240219832235	72.7624936672358	64.7114894294666	1	236.862368898845	1
PIGR	1	1330.97162347637	1	1	1	1	1	1
PIK3C2A	136.012189088659	1	1	1	1	1	1	1
PIK3IP1	1	1	90.0252618320891	1	1	1	1	1
PIK3R1	1	1	1	85.5988673888122	1	1	1	1
PIM1	1	1	1	1	1	1	1	174.260938312998
PIM2	1	1	97.7896077114041	1	1	1	1	1
PIN4	1	1	1	125.151720055923	1	1	1	1
PIP4K2A	102.446365338	1	158.519873882824	1	1	1	1	123.398560463582
PIPOX	1	1	1	92.781097954355	1	1	1	1
PIR	1	1	1	1	157.557813030726	1	1	1
PITHD1	1	1	1	1	1	1	1	53.4807614025537
PJA2	103.249705772417	1	1	1	1	1	1	1
PKM	1	1	164.538318822055	1	1	1	1	1
PKN1	1	1	1	1	90.1392374764701	1	1	1
PLA2G16	198.538845080568	1	1	92.7649065478441	245.86633277372	128.645584764898	1	1
PLA2G2A	1	1	1	144.389682224191	1	1	1	1
PLAC8	383.783611173529	1	318.248248770279	1	1557.83738710613	1	1	1
PLAC9	1	1	1	1	328.321400621039	158.882720775268	145.606109408287	1
PLCXD2	1	1	1	62.1653138909147	1	1	1	1
PLD3	117.670377352262	1	1	1	1	1	1	1
PLEK	1	1	115.394099061956	1	1	1	1	1
PLG	1	1	1	939.198635484105	1	1	1	1
PLIN2	142.14253376945	1	87.5474326040378	249.515373744587	1	1	81.9524892530869	1
PLP2	1	1	88.9652838151755	1	1	1	1	1
PLPP1	287.829030922077	1	1	1	506.764481824162	345.725100637334	1	1
PLPP2	1	178.25947342112	1	1	1	1	1	1
PLPP3	1968.22013784043	1	1	50.5295180896918	326.837948618893	591.300390737881	1	1
PLSCR1	123.993277321387	1	1	1	89.5726266893087	103.240309192247	1	1
PLSCR4	100.237471608104	1	1	1	160.325095079566	82.214390488358	1	1
PLTP	279.18069668582	1	1	1	1	1	1	1
PLVAP	1	1	1	1	1	91.16634505939	1	1
PLXDC2	120.463577475637	1	1	1	1	1	1	1
PLXND1	254.899415803382	1	1	1	1	87.4263009092629	1	1
PMP22	1	1	1	1	124.415628291184	1	1	1
PNISR	128.588854317867	1	170.829040940511	1	136.086427701541	137.621803293889	79.8453591238833	40.0109146265071
PNKD	106.331341866729	1	1	104.452105254414	76.9305578429062	1	1	1
PNN	1	1	82.5729970942428	1	1	1	73.5132175308463	1
PNP	1	1	1	1	1	1	1	124.128511041432
PNPLA2	1	1	1	1	102.588002042245	95.8843517922145	1	1
PNRC2	1	1	1	1	1	1	1	57.4376318374182
POLR1D	100.816528862882	1	113.011283421913	1	1	1	1	43.8927616132858
POLR2F	97.4645580577314	1	70.3352840429013	118.975896358761	128.608102207442	1	112.831985275724	1
POLR2G	1	1	89.2966398638403	1	1	1	1	1
POLR2I	1	1	1	111.462068349977	92.4178848426113	82.6169148042295	1	83.6710205134892
POLR2J	1	1	81.4728923067951	78.4075076544598	1	1	1	61.0864086075263
POLR2J3	196.833514197597	1	120.229077569921	1	145.859671996302	100.948333803592	1	1
PON1	1	1	1	195.370170091413	1	1	1	1
PON3	1	1	1	209.998414266563	1	1	1	1
POR	1	1	1	253.302475152636	1	1	1	1
POSTN	1	1	1	1	268.7590346373	1	1	1
PPA1	1	170.217789928162	69.1523179661727	52.9178772447232	1	1	1	1
PPDPF	256.662809022387	1306.49288652844	319.094797895717	87.615505132056	411.774221497827	444.289905255075	589.158844365397	142.167894622165
PPFIBP1	299.675235836258	1	1	1	95.5007570860223	1	1	1
PPIB	501.672070261649	280.481881095508	340.156061721666	190.726993001335	193.928891033633	194.871233455601	676.093228336205	1
PPIC	1	1	1	1	77.7294612664458	1	110.442186069093	1
PPIG	1	1	98.6331112587888	75.6834935480402	1	102.27066930192	1	51.0352268441287
PPM1A	1	1	1	1	1	1	1	43.9703006723114
PPP1CA	1	1	198.103938071342	1	1	1	1	1
PPP1CB	1	1	103.791339233638	1	93.934289604257	111.352955332598	284.409901526021	80.5561585505249
PPP1CC	1	1	79.4417264246765	1	1	1	1	1
PPP1R14A	135.660318653579	1	1	1	116.898173706977	257.779944327434	944.911956943326	1
PPP1R15A	127.124954667613	1	174.337800991539	1	140.088104481561	143.957855496004	1	106.211717816475
PPP1R16A	1	138.433493537356	1	83.1794247845217	1	1	1	1
PPP1R18	1	1	144.025184601313	1	1	1	1	1
PPP1R1A	1	1	1	88.7646999871258	1	1	1	1
PPP1R2	1	1	83.202297011725	1	1	1	1	1
PPP1R3B	1	1	1	78.7252897269537	1	1	1	1
PPP2CB	120.54394990979	1	1	1	1	1	1	1
PPP2R1A	104.299441931877	1	1	1	1	1	1	1
PPP2R5C	1	1	225.024969630508	1	1	1	1	1
PPP4C	1	1	75.9392340086897	1	1	1	1	1
PQLC1	1	1	1	73.8280881473143	1	1	1	1
PRAP1	1	1	1	466.057187175382	1	1	1	1
PRCP	824.097403449795	1	1	1	237.257178701909	187.984987606888	1	1
PRDX2	103.249631429272	264.919365868108	90.5364513653167	204.685786536993	1	107.722847634317	1	1485.41748586694
PRDX3	1	1	1	168.001967588117	1	1	1	1
PRDX4	1	1	1	216.810662834033	1	1	1	1
PRELID1	122.728569166166	101.014025180372	196.301522998973	98.4532314592118	1	1	1	1
PRELP	1	1	1	1	1	1	222.817099659395	1
PRF1	1	1	295.789101265721	1	1	1	1	1
PRG4	1	1	1	159.842467812624	1	1	1	1
PRKAR1A	244.193362088714	1	88.9642570554163	1	79.3956487176494	70.6821349994236	171.318649209721	1
PRKCB	1	1	99.4477580894281	1	1	1	1	1
PRKCDBP	1	1	1	1	1	1	317.72449656186	1
PRMT1	158.914788494309	1	1	1	1	1	1	1
PRMT2	1	1	136.11547549461	1	82.1519249803468	153.142772091238	1	1
PROC	1	1	1	216.087473479337	1	1	1	1
PROCR	1	1	1	1	162.375687592483	1	1	1
PRODH2	1	1	1	67.7383894421633	1	1	1	1
PROS1	1	1	1	135.493499982914	1	1	1	1
PROX1	1	1	1	132.462201602061	1	1	1	1
PRPF38B	106.777689519799	1	140.059157319219	1	91.6004447298436	1	1	1
PRR13	1	149.977171576154	184.89825435469	57.758469719939	1	1	1	1
PRR5	1	1	1	1	1	1	1	40.2580815844233
PRRC2C	1	1	150.187710102398	1	120.794229430863	104.938997849074	154.156498350388	1
PRSS23	744.426538646386	1	1	1	3806.99729068139	777.90853373857	308.219643032622	1
PSAT1	1	1	1	67.015703563562	1	1	1	1
PSMA1	101.964750638899	1	101.894534057058	46.4271758970788	1	1	199.370077803195	1
PSMA2	1	1	125.006556666578	79.9745288323651	1	1	1	44.4116092218007
PSMA4	131.528596334074	1	124.136551210753	75.4966433280454	1	1	1	45.5234767846913
PSMB2	1	1	82.325598062624	59.6586121852698	1	1	1	1
PSMB4	1	1	1	58.8356900854456	1	1	1	1
PSMB5	1	1	1	59.927561435497	1	1	1	1
PSMB6	91.2347874898819	1	88.4500008333119	88.1403094481625	1	1	1	55.9679385853488
PSMB7	1	1	89.6291344177208	107.534560655968	100.657926309308	1	1	1
PSMB8	1	1	146.161140394941	1	1	1	1	1
PSMB9	117.129859749639	1	185.017079231402	1	113.668532053868	1	1	1
PSMC1	1	1	1	82.9269318323629	1	1	1	1
PSMC3	1	1	1	55.2734706924429	1	1	1	46.2811874158616
PSMC5	1	1	77.1929347015268	52.6499517240351	1	1	1	1
PSMD11	1	1	1	1	1	1	1	31.0443696988051
PSMD2	1	1	1	1	1	1	1	34.0148495892199
PSMD4	1	1	72.0473142176653	1	1	1	1	1
PSMD8	1	1	100.134338136282	1	1	1	1	37.6711440098626
PSMD9	1	1	1	1	1	1	1	55.6512734759237
PSME2	1	1	171.97210869647	99.8769578629267	1	1	1	1
PSMF1	1	1	1	1	1	1	1	73.3124702921581
PSMG2	91.4904448601287	1	1	1	1	1	1	1
PTEN	1	1	1	1	1	1	184.433820229745	1
PTGDS	1	1	1	1	1287.25155320611	1	510.014132694435	1
PTGIS	1	1	1	1	292.969072564819	232.949373464448	1	1
PTGR1	1	259.461238710982	1	383.072342451137	1	1	1	1
PTGS1	1	1	1	1	197.466816035228	1	1	1
PTH1R	1	1	1	1	1	1	293.14147348226	1
PTMS	206.108514309213	1	1	329.958852557485	380.080906683274	356.290680001965	416.741492203783	107.995430942994
PTP4A1	1	162.547596431628	1	246.880305481934	1	1	1	1
PTP4A2	1	122.513422869732	157.886143105039	66.3327059202107	98.8775338452563	1	1	60.4132248218031
PTPN12	144.827928109545	1	1	1	1	90.2208916330351	1	1
PTPN2	1	1	72.8024432506249	1	1	1	1	1
PTPN6	1	1	98.2215543603377	1	1	1	1	1
PTPN7	1	1	76.0826153411808	1	1	1	1	1
PTPRB	992.53924303809	1	1	1	1129.6175329292	593.31731976948	1	1
PTPRC	1	1	315.028440093745	1	1	1	1	1
PTPRF	1	1	1	63.0839591785632	1	1	1	1
PTPRG	1	1	1	1	126.484468329663	1	1	1
PTPRS	1	1	1	1	1	1	154.639088109546	1
PTRF	227.842227388363	1	1	1	433.707389179599	449.04931975086	372.647712414544	1
PTTG1	1	1	1	1	1	1	1	265.683577029936
PTTG1IP	1	1	1	1	109.515783706728	128.065096601316	1	1
PURA	1	1	1	1	103.304429710079	1	1	1
PVRL2	173.272236488594	1	1	1	1	1	1	1
PXDN	133.925576321037	1	1	1	1	1	1	1
PXMP2	1	102.836457868628	1	234.425798818818	1	1	1	1
PXN	1	1	1	1	96.9474072654568	1	1	1
PYCARD	1	1	175.038852713347	1	1	1	1	1
PYHIN1	1	1	93.0156132517316	1	1	1	1	1
PYURF	107.28620806616	1	79.9875199677912	49.1827979158243	1	1	1	1
QDPR	1	1	1	136.794830458587	1	1	1	1
QKI	183.299726231918	1	1	1	1	1	115.571012837568	1
QPRT	1	1	1	150.203494206871	1	1	1	1
QSOX1	1	1	1	1	1	1	842.33664589769	1
R3HDM4	1	1	1	1	1	1	1	39.783432625584
RAB11A	344.125774877679	1	1	1	331.386096025526	220.079379317515	1	1
RAB13	120.215583339627	1	1	49.8413873076744	190.322749488694	192.902544416022	1	1
RAB1A	123.592454555411	1	1	70.8626862074801	83.3684297967657	1	1	1
RAB20	121.905181722709	1	1	1	1	1	1	1
RAB2A	89.8824790950421	1	1	105.974583862901	1	1	76.8847206043506	1
RAB4A	1	115.708241027066	1	1	1	1	1	1
RAB5C	203.546528629536	1	88.4071113080064	1	108.872147956982	118.774465694861	1	1
RAB7A	168.377296034269	1	103.514012089906	52.1080162158616	101.029116253143	1	1	1
RAC2	1	1	302.98425217523	1	1	1	1	1
RAD21	1	1	1	1	1	1	1	54.795597123105
RAD23A	1	1	1	1	1	1	1	465.374720969907
RAD23B	1	1	1	86.9298188155065	1	1	1	1
RALA	1	1	1	1	97.7224989604173	1	1	1
RALB	79.1586077604853	1	1	1	1	1	1	1
RALBP1	1	1	1	1	1	1	1	43.8767705630836
RALY	1	1	91.5116033525138	1	1	1	1	1
RAMP1	1	1	1	1	1	1	860.216358538284	1
RAMP2	299.650988079395	1	1	1	387.384106569048	472.421208373802	1	1
RAMP3	1576.35372990302	1	1	1	2385.03348690227	311.999282142144	1	1
RANBP1	1	1	100.403601025781	62.3722865147787	1	1	1	74.5403183677774
RAP1A	94.4944084670444	1	112.95230680686	1	1	1	1	66.758001821855
RAP1B	97.1858100678152	1	111.835056320979	1	1	1	1	1
RAPGEF5	139.824491788846	1	1	1	1	1	1	1
RARRES1	1	1	1	1	86.056966191792	1	1	1
RARRES2	1	582.579887966529	1	1335.49818393864	1	1	745.123172357586	1
RARRES3	1	1	210.524411804046	1	1	1	1	1
RASGEF1B	1	1	1	1	1	118.361314897976	1	1
RASGRP3	108.040918874898	1	1	1	1	1	1	1
RASIP1	126.346096504608	1	1	1	1	1	1	1
RB1CC1	1	1	1	1	1	1	1	31.4730911559422
RBM25	106.876397404388	1	109.013975320494	1	1	1	1	1
RBM3	169.96145278673	1	291.509055901015	1	114.29049110556	154.974687659962	256.227446216848	1
RBM38	1	1	1	1	1	1	1	124.777740662478
