NAME	Central_venous_LSECs	Cholangiocytes	Other	Hepatocyte	Portal_endothelial_Cells	Periportal_LSECs	Hepatic_Stellate_Cells	Erythroid_Cells
CKLF	1	1	143.185229033313	1	1	1	1	1
CKS1B	1	1	1	1	1	1	1	65.5044346800008
CKS2	1	1	1	1	1	1	1	97.9330308791048
CLDN1	1	168.985683075759	1	81.3690620657534	1	1	1	1
CLDN10	1	304.809798896555	1	1	1	1	1	1
CLDN11	1	1	1	1	236.261019442008	1	229.378619411697	1
CLDN3	1	257.974313504261	1	1	1	1	1	1
CLDN4	1	299.415093863892	1	1	1	1	1	1
CLDN5	1796.91208549534	1	1	1	1	636.378894703064	1	1
CLDN7	1	141.622161194357	1	1	1	1	1	1
CLEC14A	180.28657986274	1	1	1	121.720652873405	1120.68205331473	1	1
CLEC1B	2327.49947627193	1	1	1	1	1	1	1
CLEC2B	300.476298732442	1	124.755611521558	1	1	1	1	1
CLEC2D	1	1	77.2957541600083	1	1	1	1	1
CLEC4G	3427.98017514339	1	1	1	1	1	1	1
CLEC4M	1144.35143455811	1	1	1	1	1	1	1
CLEC7A	1	1	97.4587107549787	1	1	1	1	1
CLIC4	107.34507148716	1	1	1	1	1	1	1
CLK1	1	1	102.985748002792	1	1	1	1	1
CLTB	1	1	1	1	1	1	152.304466339333	1
CLTC	301.437186737987	1	1	78.769887171858	66.2094576975538	1	1	1
CLU	1	4313.05663891566	96.6305343210987	2221.37988526929	1411.78367378801	2407.56210988508	610.525897699593	61.5046087120759
CMAS	1	1	1	1	1	1	1	72.9560712193286
CMBL	1	1	1	62.7281950542739	1	1	1	1
CMC1	1	1	888.220152936962	1	1	1	1	1
CMPK1	1	1	90.5955056936998	104.991296988781	1	1	1	31.3231119366957
CMPK2	1	1	1	1	1	1	1	30.3018167062483
CMTM6	163.362943567412	1	130.007920136518	147.543036021443	1	1	1	1
CNBP	165.373228405224	1	140.971397910947	48.3222963458352	160.958889431115	127.88968128146	1	47.8824036353675
CNKSR3	112.442701348166	1	1	1	1	1	1	1
CNN3	693.997014934395	1	1	62.923056849674	192.951269344122	263.954472164288	536.633185636452	1
CNPY2	1	1	77.6214470964319	64.702016308258	1	1	1	1
CNPY3	1	1	86.1049550546957	1	1	1	1	1
CNTNAP3B	126.25259186363	1	1	1	1	1	1	1
COA3	1	1	1	161.292105657082	1	1	1	1
COA4	1	1	1	68.652686024687	1	1	1	1
COL14A1	1	1	1	1	1	1	426.92481654854	1
COL18A1	1	1	1	247.83104700558	1	1	1	1
COL1A1	1	1	1	1	1	1	5614.26921462363	1
COL1A2	1	1	1	1	1	1	4488.75016516286	1
COL3A1	1	1	1	1	1	1	4204.61834440939	1
COL4A1	223.721686636004	1	1	1	1	1	430.872921503728	1
COL4A2	168.375770109557	1	1	1	1	1	617.647925826255	1
COL5A1	1	1	1	1	1	1	188.179021448364	1
COL5A2	1	1	1	1	1	1	398.899223321702	1
COL6A1	1	1	1	1	1	1	1255.0514741725	1
COL6A2	123.417663234782	1	1	1	1	1	1311.87015504895	1
COL6A3	1	1	1	1	1	1	260.707106444558	1
COL8A1	1	1	1	1	95.6624144210375	158.270409771026	1	1
COLEC11	1	1	1	1	1	1	1537.36745535871	1
COMT	1	1	1	97.4831653532237	1	1	1	1
COPE	1	1	187.793271429598	56.3202210890807	1	1	77.8216888125407	1
COPS3	1	1	1	1	1	1	1	36.7202182208365
CORO1A	1	1	691.522153984821	1	1	1	1	1
COTL1	483.673040850448	1	356.394251317502	1	94.4194776394444	1	111.13834378588	1
COX14	85.2238710775899	1	97.54256183529	163.059167174064	1	1	1	1
COX17	1	212.102405877806	155.493404371323	359.474853588817	95.2900916099249	134.568185856528	1	67.4594971108132
COX20	1	183.056080672443	1	121.992810052073	1	1	1	1
COX5A	127.85235078716	217.062955070033	180.589613992639	205.194317979321	1	1	1	37.5387358879615
COX7A1	350.715980111212	1	1	1	293.442921874849	219.336995460431	305.082900833886	1
COX7A2L	1	1	159.87464518104	87.2987255568551	1	93.4143886380423	79.5077862664544	62.1372933217008
CP	1	1	1	843.538609715925	1	1	1	1
CPB2	1	149.046306512439	1	672.306594002024	1	1	1	1
CPE	1	1	1	1	274.624251263837	560.904324569228	1	1
CPEB4	105.734524288768	1	1	58.6732568204092	1	1	1	194.784174602848
CPM	156.06731045831	1	1	1	1	1	1	1
CPN2	1	1	1	70.161694115076	1	1	1	1
CPNE2	111.717299508681	1	1	1	1	1	1	1
CPOX	1	1	1	1	1	1	1	164.699455112985
CPS1	1	1	1	1122.53909392837	1	1	1	1
CR1L	1	1	1	1	1	1	1	29.0883652555691
CRACR2B	96.2863335334447	1	1	1	1	1	1	1
CREG1	1	1	151.129749093551	1	1	1	1	51.023428239965
CRHBP	5456.70156604898	1	1	1	1	308.142422563451	1	1
CRIM1	127.120609883636	1	1	1	593.211351677566	324.524914052615	1	1
CRIP1	1	1	159.869447365302	1	1	1	1	1
CRIP2	178.683018121991	1	1	1	447.046400606715	489.225440217547	1	1
CRIPT	1	1	1	1	1	1	1	52.2138735961562
CRISPLD2	1	1	1	1	1	1	503.707232362222	1
CRLS1	1	1	1	85.9633395345505	1	1	1	1
CRP	111.471082086962	208.772403282749	104.044816943923	2160.6740811571	1	1	1	100.724609191975
CRTAP	90.5230939357933	1	1	1	127.184475610149	94.5676162193116	1	1
CRYAB	1	1	1	1	1	1	283.115741331175	1
CRYL1	1	1	1	124.561228419848	1	1	1	1
CRYZ	1	1	1	81.2068056410487	1	1	1	1
CSDE1	128.353868798702	1	134.849768970851	77.7366077990126	219.378113139331	137.728493166602	1	64.7265688132136
CSNK1A1	393.326909071955	1	91.6852684879232	1	102.617132963782	148.190700934976	96.1681914151406	51.303449386032
CSNK2B	1	1	105.099107020183	1	98.1688459217971	117.831716834189	1	1
CSRP1	1	1	1	1	1	1	303.2435710751	1
CST3	399.199507904264	2096.11126539297	1280.42478442777	1277.082136462	427.69944695233	605.829976718702	2873.19522217562	64.6084334477175
CST7	1	1	322.763781798863	1	1	1	1	1
CSTA	1	1	156.41910522413	1	1	1	1	1
CTD.2336O2.1	1	1	1	1	1	1	1	32.6790049129417
CTGF	1	1	1	1	1989.93619860975	1026.76842826919	2896.29166710297	1
CTH	1	1	1	61.6667031164765	1	1	1	1
CTHRC1	1	1	1	1	1	1	287.455490109483	1
CTNNA1	85.797822588983	1	1	1	1	1	1	1
CTNNAL1	1	1	1	1	261.466067365096	282.901283241463	1	1
CTNNB1	1	1	1	75.951973648982	160.426426471681	165.86659639364	295.053575418976	1
CTNND1	121.019376930844	1	1	53.7868721328666	111.496736708729	1	1	1
CTSA	186.397883552874	1	1	1	1	1	1	1
CTSC	1	1	181.023761687807	1	1	1	1	1
CTSH	1	340.102436924861	1	1	1	1	1	1
CTSL	2169.95187198925	1	1	1	517.180645559101	130.253861304455	312.207104695089	83.6184463952351
CTSS	1	1	680.189115512955	1	1	1	1	1
CTSW	1	1	196.81558902636	1	1	1	1	1
CTSZ	1	1	116.476352184002	174.927635007525	1	1	1	1
CXADR	163.601920416461	1	1	51.6698414856716	1	1	1	1
CXCL1	1	779.142339028489	1	1	1	1	1	1
CXCL12	1	1	1	1	1	1	574.136540501453	1
CXCL14	1	1	1	1	1	1	1290.21706138375	1
CXCL16	416.095363340798	1	1	1	1	1	1	1
CXCL2	1	866.223832673073	1	144.970709500752	472.098363339662	784.636761451079	1	1
CXCL6	1	509.109862376097	1	1	1	1	1	1
CXCL8	1	213.146498517695	1	1	1	1	1	1
CXCR4	1	1	667.734316300433	1	1	1	1	1
CYB5A	196.058511308693	1077.70372995521	93.6391234114259	1629.0069397674	214.714853203798	161.418058580543	231.48208467133	82.422093317836
CYB5R3	1	1	1	94.6898416069958	114.889573147427	219.406492182323	1	42.8084119058158
CYBA	602.222510503937	335.484328568227	1158.85495643719	1	215.773919822247	220.66387538295	640.051913377815	41.9169879079065
CYBB	1	1	111.401141388398	1	1	1	1	1
CYC1	1	135.241735180663	68.9452511984357	91.9147423234775	1	1	1	1
CYCS	1	1	225.880065497079	80.5788275143318	1	1	1	55.653460672535
CYP26B1	1	1	1	1	142.047622818456	1	1	1
CYP27A1	1	1	1	187.474684112701	1	1	1	1
CYP2A6	1	1	1	145.404175045974	1	1	1	1
CYP2B6	1	1	1	200.764917986905	1	1	1	1
CYP2C8	1	177.732263943728	1	975.938760171701	1	1	1	32.8593512024338
CYP2C9	1	1	1	866.223117035795	1	1	1	1
CYP2D6	1	1	1	232.233560392925	1	1	1	1
CYP2E1	1	1	1	3285.29275203031	69.1229749498479	1	1	40.6013863602059
CYP3A4	1	1	1	1495.88397713067	1	1	1	1
CYP3A5	1	393.048465906012	1	218.268698378338	1	1	1	1
CYP4A11	1	1	1	266.891733727962	1	1	1	1
CYP4F3	1	1	1	292.741713796818	1	1	1	1
CYP8B1	1	1	1	461.817878356632	1	1	1	1
CYR61	1	148.321379392115	1	1	1	169.524603997263	2195.10036225598	1
CYSTM1	1	435.677264873355	1	1	219.105509350508	110.675603528557	1	1
CYTIP	1	1	109.731397795811	1	1	1	1	1
CYYR1	1	1	1	1	102.786500360688	1	1	1
DAAM1	165.944308782303	1	1	1	1	1	242.163648375835	58.7995598177871
DAB2	435.061432896708	1	1	1	86.3451024275807	1	1	1
DAPK1	108.517193884042	1	1	1	1	1	1	1
DAZAP2	250.46921583196	1	212.468716055328	71.8902200220017	100.47628124166	116.657284679829	1	1
DBI	154.155358272733	867.612660692703	247.438148122193	1066.0626369051	122.153119918612	180.346510581751	165.111362526065	1
DCAF11	1	1	1	64.1714854823008	1	1	1	82.0993749410489
DCAF12	1	1	1	1	1	1	1	179.266246610184
DCAF6	1	1	1	1	1	1	1	37.4507915728943
DCK	1	1	1	1	1	1	1	126.818350471745
DCN	1	1	1	1	1	1	5892.86931211183	1
DCTN3	1	1	75.0758236339477	1	1	1	1	53.7422455074586
DCUN1D1	1	1	1	1	1	1	1	37.9255427362377
DDIT4	188.199498879575	1	220.071075660325	1	265.785526305482	362.311068667917	1	1
DDX18	109.910006139843	1	113.535652671166	74.4316637974199	105.067137756683	1	105.362863491188	1
DDX21	1	1	106.692529322401	87.9419896452565	171.372347085708	1	107.738368128635	1
DDX24	142.157172492191	1	114.132893970665	1	83.1298628092204	1	1	1
DDX3X	175.475391794493	1	121.727030083082	73.4639359360402	161.605210293849	109.876851852233	1	36.5987304309001
DDX46	1	1	104.905969561772	1	1	1	1	1
DDX6	1	1	74.8401525762229	1	1	1	1	1
DECR1	1	1	1	101.012610129018	1	1	1	1
DEFB1	1	4524.93740111027	1	132.674744133612	1	1	1	1
DEK	1	1	137.149578524883	1	1	1	1	174.195196529855
DENND2D	1	1	84.6511541009689	1	1	1	1	1
DGCR6L	1	1	1	60.9387885819855	1	1	1	1
DGUOK	1	1	68.1673778105241	1	1	1	1	1
DHCR24	345.569683673393	141.94023555473	1	587.36761220146	1	1	1	41.6634678444451
DHCR7	1	1	1	64.7380797367614	1	1	1	1
DHRS13	1	1	1	1	1	1	1	42.5088143462134
DHRS3	1	1	1	72.5835647603201	203.294079399041	1	1	1
DHRS4L2	1	1	1	76.5479375053373	1	1	1	1
DHRS7	1	1	1	62.1875404345237	1	1	1	1
DHTKD1	1	1	1	101.089186202877	1	1	1	1
DIXDC1	1	1	1	1	155.046843862683	1	1	1
DLC1	337.75590455359	1	1	1	180.472053486752	104.314667492874	1	1
DMTN	1	1	1	1	1	1	1	127.130801024664
DNAJA1	106.716041068813	1	132.022437091238	49.7831235337782	104.140649545981	123.82133790977	1	70.5925391926649
DNAJA4	1	1	1	1	1	1	1	47.049827899503
DNAJB1	1	1	165.713032673122	1	93.3922375140158	1	184.769739923898	1
DNAJB2	1	1	1	1	1	1	1	43.0774192826078
DNAJB6	1	1	96.2760888620927	1	1	1	1	45.3971110607353
DNAJB9	1	1	1	71.4242621801586	1	1	1	1
DNAJC15	1	1	78.4780763700257	90.3038974367832	1	1	1	1
DNAJC19	1	1	1	58.8839687172531	1	1	1	1
DNAJC8	1	1	77.8301408787218	1	86.6164228392447	1	1	37.0707723171482
DNAJC9	1	1	1	1	1	1	1	53.0703499673162
DNASE1L3	6685.54649976683	1	1	1	3891.85014654302	661.002699214989	727.384793688061	1
DNM3OS	114.148613746985	1	1	1	1	1	1	1
DNPH1	1	1	1	83.57166970822	1	1	1	1
DOK2	1	1	104.000854507109	1	1	1	1	1
DPM2	1	1	1	1	1	1	1	90.0550077052289
DPM3	1	1	1	111.005718550381	1	1	1	1
DPP7	1	1	86.8541024038172	1	1	1	1	1
DPT	1	1	1	1	1	1	295.182651760495	1
DPY19L4	114.937077766718	1	1	1	1	1	1	1
DPYS	1	1	1	218.961824987712	1	1	1	1
DPYSL2	427.728684431275	1	1	1	358.259250870694	147.315884958655	1	1
DRAP1	1	1	126.322165381323	1	1	1	1	72.82933347409
DSP	1	1	1	83.3278222382485	1	1	1	1
DSTN	324.955174923309	1132.43783855979	103.499396718977	263.789174538305	571.023102883562	480.918083279732	1661.54015953263	1
DUSP2	1	1	264.532898359491	1	1	1	81.0994349176955	1
DUSP23	1	1	1	97.0823835992477	214.344093401934	1	1	1
DUSP5	323.418770951301	1	1	1	106.706905455596	1	1	1
DUSP6	290.730108460593	1	89.4361616436873	56.6545324952322	1	115.6055289166	1	1
DUT	1	1	88.5590704606725	1	1	1	1	104.907247570584
DYNLRB1	189.774241506184	1	92.4358689504433	1	115.529972987797	117.873345041491	1	1
DYNLT1	102.335176356486	168.036291592281	1	1	154.995923949033	1	183.577167026845	1
E2F4	1	1	1	1	1	1	1	64.1332003675154
EBP	1	1	1	294.248588998191	1	1	1	1
EBPL	1	1	1	121.608102566084	1	1	1	1
ECE1	115.195930551745	1	1	1	1	1	1	1
ECH1	1	146.823986582556	103.809857654455	230.331334051092	1	1	128.025283776127	38.9177240616802
ECHDC2	1	1	1	441.754904029524	1	1	1	1
ECHS1	1	169.742301754946	1	721.682067205733	1	1	177.333985117017	1
ECI1	1	1	1	91.773791974021	1	1	1	1
ECI2	1	1	1	61.9524311346374	1	1	1	1
ECM1	1	1	1	1	1	1	214.918932892866	1
EDN1	1	1	1	1	417.680388775476	276.335536041989	1	1
EDNRB	102.18936172825	1	1	1	1	1	1	1
EFEMP1	1	1	1	1	1	1	180.005449781267	1
EFHD2	1	1	118.664032320028	1	1	1	1	1
EFNA1	111.192951264164	1	1	55.570110899598	1	88.1144777582405	1	1
EFNB1	149.424014789008	1	1	1	1	175.391293842799	1	1
EFNB2	204.574778323777	1	1	1	1	209.059433202002	1	1
EGFL7	1250.26239071977	1	1	1	457.076014304693	440.363509937803	1	1
EGR1	184.326665510224	602.027071364177	110.123302100405	81.4226296970621	106.151564779741	657.283140878169	388.775639738072	1
EHD3	433.184854024509	1	1	1	1	1	1	1
EHHADH	1	1	1	127.105320093732	1	1	1	1
EI24	1	1	1	281.800754555694	1	1	1	1
EIF1AY	1	1	1	1	1	1	1	356.058724120468
EIF1B	95.3794052322122	1	91.1911212399405	1	1	1	1	154.023249921179
EIF2AK1	1	1	1	1	1	1	1	167.78669257071
EIF2S3	1	1	74.6688819471338	1	1	1	1	1
EIF3A	1	1	104.654243177332	75.4502222433534	1	1	138.940820567003	1
EIF3D	1	1	149.516091118301	1	144.316260902384	82.4649994338196	1	1
EIF3G	1	100.96822818928	281.816187304072	1	142.926021851527	154.279064580518	66.6497774077576	1
EIF3H	99.4165366852262	1	261.097312947352	1	157.177595684475	174.318860502773	1	64.2642177076508
EIF3I	1	1	85.445701704188	1	1	1	1	1
EIF3J	1	1	84.0160891200175	178.424056700572	92.176645672818	77.4314458601891	1	38.9762844158534
EIF3L	1	221.612496668725	220.412659857281	1	144.191733070518	180.230983345504	1	62.3217666583892
EIF3M	1	1	136.636906403906	1	99.5965988841392	1	1	1
EIF4A1	166.915778021118	1	119.084946196323	1	170.58862236426	138.360337739843	158.78497813241	1
EIF4B	145.191687138457	179.372376413784	183.646161487118	88.7424838432415	284.299471874061	216.339364758366	1	1
EIF4E	1	1	1	1	1	1	1	63.4287354654753
EIF4EBP1	100.259100284115	1	1	1	1	1	1	1
EIF4EBP2	1	1	1	60.6161450585739	1	1	1	1
EIF4G1	1	1	1	61.8266997448666	1	1	1	1
EIF4H	99.9082609099905	1	1	1	1	1	1	1
EIF5	171.945046107008	1	123.586591553207	98.5814217187034	78.2412697128576	1	1	164.887223922044
EIF5A	1	111.341350864569	157.856866632761	105.500823324834	159.467511535959	1	224.663699052562	140.463926059776
EIF6	1	1	1	82.34890472267	1	1	1	1
ELF1	1	1	103.478176640411	1	1	117.978313566762	1	1
ELF3	1	702.979819564054	1	1	1	1	1	1
ELK3	219.18976782828	1	1	1	129.342668880668	101.024181702331	1	1
ELN	1	1	1	1	1	1	200.996177615722	1
EMC3	1	1	1	1	1	1	1	138.712496424489
EMCN	149.270814225215	1	1	1	1	177.296677048701	1	1
EMILIN1	1	1	1	1	1	1	177.491473668086	1
EMP1	1	1	1	1	1	279.873389979844	197.472956310932	1
EMP2	1	1	1	89.7169621882254	217.598140102633	211.989929968042	1	1
EMP3	1	1	267.102133813447	1	241.797822252322	137.351072172882	202.519738681434	1
ENG	1595.50276138862	1	1	1	1654.86336705667	407.065648257699	306.86813796546	1
ENO1	123.297370257148	337.267194580832	262.524015789771	148.034174933961	117.626300139216	89.336609772423	166.401953213906	1
ENSA	1	1	96.8530006836368	1	1	1	1	41.4843759063447
EPAS1	540.323275873842	1	1	1	329.571904253784	786.052079395435	479.435472376167	1
EPB41	1	1	1	1	1	1	1	76.7098172533028
EPB42	1	1	1	1	1	1	1	235.519135596571
EPCAM	1	147.179714665451	1	1	1	1	1	1
EPHB4	130.341898720741	1	1	1	126.032309758782	83.322332999305	1	1
EPHX1	1	1	1	366.394360161733	75.5227177101709	1	1	1
EPN1	106.61751854332	1	1	1	1	1	1	1
EPOR	120.133003883279	1	1	1	1	1	1	37.1666748145651
EPS15	140.244289023995	1	1	1	1	1	1	1
ERGIC1	1	1	1	103.709415222745	1	1	1	1
ERGIC3	105.937623530061	1	85.4634599534034	54.2467604217151	125.525694532791	116.791989883084	1	1
ERRFI1	1	164.863414678713	1	382.191085711052	1	1	1	1
ESAM	185.62010942697	1	1	1	71.3220525710552	96.8825319465584	1	1
ESD	112.893232281272	1	1	58.6648176127119	72.0569053224788	120.17817938705	1	1
ESRRA	1	1	1	114.580334117609	1	1	1	1
ETFA	1	1	1	153.233530304141	1	1	1	1
ETNK2	1	1	1	80.453003879401	1	1	1	1
ETS1	342.373463765516	1	103.439559156084	1	224.836943599732	118.151116116085	1	1
ETS2	472.375992125451	1	1	121.550231023129	1	170.660693721238	1	1
EVA1B	134.961267872452	1	1	1	1	1	1	1
EVI2A	1	1	91.0057448347595	1	1	1	1	1
EVI2B	1	1	204.40386278605	1	1	1	1	1
EVI5	1	1	1	1	1	1	78.8473001687768	1
EVL	1	1	204.616038986724	1	1	1	1	1
EWSR1	86.5109811445639	1	1	1	1	1	1	1
F10	1	1	1	77.0151773562805	1	1	1	1
F12	1	1	1	279.996403184673	1	1	1	1
F2	1	1	1	487.805916034039	1	1	1	1
F2R	692.313176287699	1	1	1	165.90410047826	196.889927925074	1	1
F3	1	1	1	1	1	1	143.957677337431	1
F5	1	1	1	107.419031868153	1	1	1	1
F7	1	1	1	60.3738246085633	1	1	1	1
F8	788.523545344126	1	1	1	140.596160935198	345.753309698458	1	1
F9	1	1	1	296.108963502056	1	1	1	1
FAH	1	1	1	111.115466534184	1	1	1	1
FAM101B	123.210856723558	1	1	1	1	1	1	1
FAM102A	170.409358389259	1	1	1	1	1	1	1
FAM104A	1	1	1	1	1	1	1	29.6251671731145
FAM107A	1	1	1	1	98.1705747703494	250.767529031602	1	1
FAM107B	1	1	1	71.0085010954205	1	1	1	1
FAM117A	1	1	1	1	1	1	1	39.3912582043608
FAM120A	1	1	1	78.2975651857166	1	1	1	1
FAM127A	1	1	1	1	1	1	109.136218541938	1
FAM133B	123.22469937577	1	89.5411869590713	1	1	100.431007319657	115.604283821433	54.0860595146386
FAM162A	1	1	1	110.969704012883	1	1	1	1
FAM167B	470.547297753896	1	1	1	360.329222663657	98.4341640244727	1	1
FAM177A1	1	1	1	96.5594728466416	88.323642718419	1	1	1
FAM195A	1	1	1	78.6676225195162	1	1	1	1
FAM204A	1	1	1	1	134.856039690631	1	1	1
FAM210B	1	1	1	57.3643878325567	1	1	1	188.542395029524
FAM213A	134.327724711035	1	1	98.3451470038416	121.259369441728	225.944434911768	1	1
FAM26F	1	1	95.7550799353658	1	1	1	1	1
FAM43A	149.13777137484	1	1	1	1	1	1	1
FAM46C	1	1	1	1	1	1	1	63.6627340729998
FAM49B	1	1	184.985060300294	1	1	1	1	1
FAM65B	1	1	79.8887837585187	1	1	1	1	1
FAM84B	1	1	1	1	147.620640773048	1	1	1
FAM96A	1	1	1	103.131825772433	1	1	1	1
FAM96B	1	1	85.6288397969307	65.9119234875084	98.132614157979	1	1	1
FAM99A	1	1	1	69.4362066625686	1	1	1	1
FASN	1	1	1	106.821308034661	1	1	1	1
FAXDC2	1	1	1	1	1	1	1	46.2371495781228
FBL	1	1	107.801138791492	1	1	1	1	1
FBLN1	1	1	1	1	1	1	787.138312774781	1
FBLN2	1	1	1	1	120.628491845758	1	1	1
FBLN5	1	1	1	1	1	1	523.089894951899	1
FBN1	1	1	1	1	1	1	121.941688192279	1
FBP1	1	1	1	222.608765982333	1	1	1	1
FBXO7	1	1	1	1	1	1	1	317.186373304726
FBXO9	1	1	1	1	1	1	1	81.8600563377667
FCER1G	1	1	891.027965104098	1	1	1	1	1
FCGR2B	1419.72827519514	1	1	1	198.249790569991	1	1	1
FCGR3A	1	1	295.893136354116	1	1	1	1	1
FCGRT	1274.47577531518	1	234.285268350714	138.429181825842	751.893614934442	527.770712588858	209.935236105643	1
FCHO2	92.6219004558937	1	1	1	1	1	1	1
FCN2	5726.547423666	1	1	1	375.890517020723	1	679.918556027504	1
FCN3	11448.6253849689	1	1	1	1688.88234317275	872.583497423696	662.341598353004	1
FDFT1	1	1	1	93.0293703875868	1	1	1	22.9319589449726
FDPS	161.168774864545	1	1	152.588267737395	105.585600067053	159.045944110824	1	46.3826093479459
FDX1	1	1	1	68.4602500380536	1	1	1	1
FECH	1	1	1	1	1	1	1	212.631140934717
FERMT2	159.512145031976	1	1	1	1	1	310.40345962928	1
FEZ2	110.577085650007	1	1	1	1	1	1	1
FGD5	1	1	1	1	81.6525211039478	1	1	1
FGFR1	1	1	1	1	112.344344861594	1	1	1
FGFR1OP2	1	1	1	1	1	1	1	104.623657282949
FGFR2	1	217.446120745729	1	1	1	1	1	1
FGGY	1	305.825565560054	1	51.2262045946606	1	1	1	1
FGL2	1	1	134.023837671619	1	163.345615929	1	1	1
FGR	1	1	86.1236651839482	1	1	1	1	1
FHL1	161.369764387467	1	1	1	1	1	250.485904638853	1
FILIP1L	1	1	1	1	1	1	179.896550064312	1
FIS1	140.326338102287	1	114.86599946309	155.791115991185	154.386387613161	155.539585285927	1	210.49282218328
FKBP11	1	1	235.85950603105	1	1	1	109.136218541938	1
FKBP1A	497.60178080331	82.7869665556427	226.767637939242	1	590.888282816674	924.740434438638	241.329414730793	1
FKBP2	175.778536232318	353.680651204336	118.880594542426	346.282615999916	125.406053027865	135.355261825441	244.820353904685	1
FKBP5	181.963845618495	1	162.085558348423	92.5958433537088	91.993149293934	1	1	1
FKBP8	1	1	110.673004841889	1	1	1	1	381.512542489589
FLCN	1	1	1	1	1	1	1	50.0339287473078
FLNA	1	1	1	1	1	1	681.708241929747	1
FLNB	144.034211238859	1	1	1	253.293122126342	137.688791187547	1	1
FLOT1	154.351812279352	1	1	1	81.9204882768186	127.89728615073	1	1
FLT1	611.60110819623	1	1	1	187.089226653886	124.312052654368	1	1
FLT4	113.724563700099	1	1	1	1	1	1	1
FMNL1	1	1	77.0954883511491	1	1	1	1	1
FMO3	1	1	1	185.132777019577	1	1	1	1
FMO5	1	1	1	110.924520136879	1	1	1	1
FN1	1	1	1	522.998248728743	1	298.334174432875	931.11062803068	1
FNBP1	1	1	145.914421866779	1	1	1	1	1
FNIP2	1	1	1	1	1	90.1218341233464	1	1
FOS	962.841690169632	2390.90801975268	1953.03299271196	103.358343290814	1296.26065052556	2524.24388682426	283.158412669305	109.138133534675
FOSB	250.146020063522	581.099661784961	310.543598601501	1	320.454244268928	622.781736881691	189.954923108632	1
FOXC1	1	1	1	1	137.799312541725	1	1	1
FOXO3	87.4318279395212	1	1	1	1	1	1	101.318428335388
FOXP1	1	1	86.6499640264671	1	184.383225201369	222.264581308935	196.866055608661	1
FRG1	1	1	1	50.0309012314382	1	1	1	33.7627593629426
FRMD4A	1	1	1	1	1	1	1	49.5794783229131
FRMD4B	111.992015340264	1	1	1	1	1	1	1
FSCN1	152.697799157895	1	1	1	1	1	1	1
FSTL1	248.835392494503	1	1	1	82.1191882967507	1	595.132036747587	1
FSTL3	1	1	1	1	1	1	131.128264172835	1
FTCD	1	126.436759456015	1	232.479846066074	1	1	1	39.7729845318623
FUOM	1	1	1	244.889797068454	1	1	1	1
FUS	273.647410149882	1	185.067662499025	1	157.640320529856	89.8720814196428	1	1
FXYD1	1	1	1	293.707252287579	1	1	346.268610033793	1
FXYD2	1	2601.52430754777	1	1	1	1	1	1
FXYD3	1	169.817355182866	1	1	1	1	1	1
FXYD5	300.60772725163	1	268.71515767329	1	432.068092878084	368.600552092748	1	1
FXYD6	235.068978598787	1	1	1	86.4228826261525	86.9828224820936	1	1
FYB	1	1	217.783740947769	1	1	1	1	1
FYN	1	1	152.848534132522	1	1	1	1	1
FZD4	181.749794487165	1	1	1	84.2600974734348	1	1	1
G0S2	1	1	1	66.9036056236499	1	1	1	1
G3BP1	1	1	1	72.7814965235026	1	1	1	1
G6PC	1	1	1	102.737542707621	1	1	1	1
GABARAPL2	229.040195075158	1	116.861822897714	1	190.250419164082	207.548594354356	1	228.703206287174
GABPB1	1	1	86.8983061920391	1	1	1	1	1
GADD45A	1	1	1	1	1	1	1	59.8646974557715
GADD45B	1	199.118677763577	142.831901839553	49.1532854184751	96.016845834184	123.365843494597	391.636135529225	1
GADD45G	1	1	1	90.628581965118	1	1	1	1
GAMT	1	1	1	319.172665426961	1	1	1	1
GAS2L1	99.7564576026095	1	1	1	1	1	1	1
GAS6	89.1630277067709	1	1	1	1	196.238781675629	1	1
GATA1	1	1	1	1	1	1	1	49.5836285375993
GATM	1	185.8128944152	1	779.546088135075	1	1	1	1
GBP4	1	1	1	1	90.6381278880642	1	1	1
GC	1	2516.20168037825	1	1458.67505207996	1	1	1	1
GCHFR	1	1	1	355.792775382302	1	1	1	1
GCLC	1	1	1	48.6133218677689	1	1	1	48.2210766029809
GCLM	1	1	1	1	1	1	1	149.224041551878
GCSH	1	1	1	140.78066806509	1	1	1	1
GDE1	1	1	1	1	1	1	1	25.9234103240659
GDI2	99.7257939895549	1	145.772774533291	53.9804008226857	173.581560098223	1	1	1
GGCX	1	1	1	63.466211515364	1	1	1	1
GGH	1	1	1	87.9678581444207	1	1	1	1
GGT5	1	1	1	1	1	1	594.099492291452	1
GHITM	1	136.867620686741	110.218988415666	133.322492308956	1	1	1	96.6057005412215
GIMAP1	110.974699747666	1	109.393342153522	1	1	89.6130119895095	1	1
GIMAP4	323.590472013442	1	160.860231151379	1	261.47775795001	172.573708187186	1	1
GIMAP7	414.472828368676	1	285.989496245431	1	195.108864960671	309.985016363371	1	1
GIMAP8	106.959851326172	1	1	1	1	1	1	1
GINM1	1	1	1	1	76.0495826454318	1	1	1
GJA4	442.75010252935	1	1	1	217.66732569492	180.295653920318	1	1
GJB1	1	1	1	118.074022978775	1	1	1	1
GLG1	1	1	1	1	83.5699129575435	1	1	1
GLIPR1	1	1	117.11382970394	1	1	1	1	1
