"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PSMA5.2",0.00837605638876126,0.373913735554714,0.26,0.231,1,"gamma-delta_T_Cells","PSMA5"
"HNRNPU.3",0.0084905552708727,0.323554088078931,0.353,0.332,1,"gamma-delta_T_Cells","HNRNPU"
"MPG.2",0.00863579123673249,0.277943445565099,0.207,0.17,1,"gamma-delta_T_Cells","MPG"
"ADAM10.3",0.00893034525307203,0.419858561761156,0.169,0.138,1,"gamma-delta_T_Cells","ADAM10"
"DNAJB14.3",0.00893870456030577,0.365128133414189,0.149,0.118,1,"gamma-delta_T_Cells","DNAJB14"
"TRA2A.2",0.0089736707422636,0.344074024186065,0.25,0.217,1,"gamma-delta_T_Cells","TRA2A"
"RFXANK",0.00939457871792252,0.315372350356977,0.118,0.088,1,"gamma-delta_T_Cells","RFXANK"
"SNX17.3",0.00945060510268772,0.278621805455157,0.23,0.194,1,"gamma-delta_T_Cells","SNX17"
"ABTB1.3",0.00995047544086854,0.264293691951486,0.104,0.076,1,"gamma-delta_T_Cells","ABTB1"
"TUBB.3",0.00996315209543162,0.491419064124416,0.397,0.45,1,"gamma-delta_T_Cells","TUBB"
"CPS1.7",0,3.16313197656106,0.923,0.052,0,"Hepatocyte","CPS1"
"TAT-AS1.7",0,3.01023110483025,0.797,0.031,0,"Hepatocyte","TAT-AS1"
"LEAP2.7",0,2.97094310864607,0.82,0.041,0,"Hepatocyte","LEAP2"
"ANG.6",0,2.95071235755517,0.933,0.141,0,"Hepatocyte","ANG"
"APOA5.7",0,2.9400046345473,0.827,0.031,0,"Hepatocyte","APOA5"
"HSD17B6.7",0,2.90000081083033,0.939,0.083,0,"Hepatocyte","HSD17B6"
"TAT.7",0,2.89743840744572,0.978,0.149,0,"Hepatocyte","TAT"
"CYP8B1.7",0,2.88433328452979,0.806,0.02,0,"Hepatocyte","CYP8B1"
"CYP2E1.7",0,2.87499264579043,0.974,0.187,0,"Hepatocyte","CYP2E1"
"PLG.7",0,2.86961454132649,0.927,0.086,0,"Hepatocyte","PLG"
"CPB2.6",0,2.86880321138014,0.888,0.062,0,"Hepatocyte","CPB2"
"SAA4.7",0,2.8624352894979,0.875,0.076,0,"Hepatocyte","SAA4"
"SERPINC1.7",0,2.85072825650238,0.951,0.128,0,"Hepatocyte","SERPINC1"
"CYP2C9.7",0,2.82057030115561,0.846,0.074,0,"Hepatocyte","CYP2C9"
"TF.7",0,2.8057117470179,0.981,0.228,0,"Hepatocyte","TF"
"APCS.6",0,2.79446548089416,0.971,0.165,0,"Hepatocyte","APCS"
"RARRES2.6",0,2.77551404426472,0.945,0.133,0,"Hepatocyte","RARRES2"
"SLC22A1.7",0,2.76204367973153,0.827,0.04,0,"Hepatocyte","SLC22A1"
"SULT2A1.7",0,2.75182359837643,0.873,0.074,0,"Hepatocyte","SULT2A1"
"ITIH1.7",0,2.74719777159728,0.853,0.061,0,"Hepatocyte","ITIH1"
"KNG1.7",0,2.74511600089031,0.934,0.108,0,"Hepatocyte","KNG1"
"IGFBP1.7",0,2.74501032859152,0.725,0.025,0,"Hepatocyte","IGFBP1"
"APOC2.7",0,2.73479453188138,0.801,0.042,0,"Hepatocyte","APOC2"
"C1S.7",0,2.71122907676072,0.954,0.162,0,"Hepatocyte","C1S"
"C8G.7",0,2.70250425783168,0.823,0.051,0,"Hepatocyte","C8G"
"MAT1A.7",0,2.69494750541362,0.983,0.207,0,"Hepatocyte","MAT1A"
"C9.7",0,2.6809347863988,0.934,0.126,0,"Hepatocyte","C9"
"ACSM2B.7",0,2.67880062669122,0.852,0.06,0,"Hepatocyte","ACSM2B"
"HMGCS2.7",0,2.66308345897673,0.848,0.063,0,"Hepatocyte","HMGCS2"
"BAAT.6",0,2.65273052800586,0.796,0.048,0,"Hepatocyte","BAAT"
"ALDOB.7",0,2.64656359993879,0.965,0.159,0,"Hepatocyte","ALDOB"
"SERPINF2.7",0,2.64590879063981,0.859,0.072,0,"Hepatocyte","SERPINF2"
"APOB.6",0,2.64252556304572,0.953,0.177,0,"Hepatocyte","APOB"
"UGT2B4.7",0,2.64073489377333,0.766,0.037,0,"Hepatocyte","UGT2B4"
"CYP3A4.7",0,2.63724697441182,0.632,0.083,0,"Hepatocyte","CYP3A4"
"PRAP1.7",0,2.63464263908792,0.763,0.045,0,"Hepatocyte","PRAP1"
"AHSG.7",0,2.61797451497905,0.848,0.073,0,"Hepatocyte","AHSG"
"AZGP1.6",0,2.61587455072676,0.975,0.208,0,"Hepatocyte","AZGP1"
"SPINK1.6",0,2.61305915923733,0.698,0.088,0,"Hepatocyte","SPINK1"
"MGST1.6",0,2.59477503394699,0.977,0.215,0,"Hepatocyte","MGST1"
"ADH1B.7",0,2.56742007320743,0.943,0.206,0,"Hepatocyte","ADH1B"
"AADAC.7",0,2.5497950938017,0.733,0.032,0,"Hepatocyte","AADAC"
"F2.7",0,2.54588577583991,0.82,0.076,0,"Hepatocyte","F2"
"PCK1.7",0,2.5390579815486,0.794,0.073,0,"Hepatocyte","PCK1"
"GATM.6",0,2.53142718441251,0.853,0.115,0,"Hepatocyte","GATM"
"APOH.7",0,2.53093056474732,0.989,0.282,0,"Hepatocyte","APOH"
"RBP4.6",0,2.51522302027363,0.991,0.327,0,"Hepatocyte","RBP4"
"ASGR1.7",0,2.50078187240823,0.848,0.096,0,"Hepatocyte","ASGR1"
"MT1H.7",0,2.49214517068289,0.866,0.159,0,"Hepatocyte","MT1H"
"TDO2.6",0,2.48218754174788,0.845,0.091,0,"Hepatocyte","TDO2"
"AGXT.7",0,2.48201234913302,0.937,0.156,0,"Hepatocyte","AGXT"
"TMEM176A.6",0,2.4810332984122,0.8,0.079,0,"Hepatocyte","TMEM176A"
"C4BPA.7",0,2.47945509317694,0.845,0.09,0,"Hepatocyte","C4BPA"
"TTR.6",0,2.45909034403922,0.975,0.361,0,"Hepatocyte","TTR"
"GC.7",0,2.456173488261,0.952,0.185,0,"Hepatocyte","GC"
"CFH.7",0,2.44415697906571,0.865,0.112,0,"Hepatocyte","CFH"
"ASGR2.6",0,2.43792715625423,0.823,0.079,0,"Hepatocyte","ASGR2"
"CYP2D6.7",0,2.43783131823376,0.632,0.012,0,"Hepatocyte","CYP2D6"
"AGT.7",0,2.43615092980006,0.944,0.165,0,"Hepatocyte","AGT"
"PAH.6",0,2.43477235705367,0.805,0.066,0,"Hepatocyte","PAH"
"C1R.6",0,2.43434005604238,0.914,0.143,0,"Hepatocyte","C1R"
"ARG1.7",0,2.42887964996616,0.818,0.076,0,"Hepatocyte","ARG1"
"LINC00844.7",0,2.42854719487173,0.701,0.044,0,"Hepatocyte","LINC00844"
"MASP2.7",0,2.42724529839213,0.698,0.03,0,"Hepatocyte","MASP2"
"CYP4A11.7",0,2.4247768904858,0.683,0.023,0,"Hepatocyte","CYP4A11"
"FN1.7",0,2.42065718669243,0.802,0.079,0,"Hepatocyte","FN1"
"LRG1.7",0,2.41653678818287,0.763,0.064,0,"Hepatocyte","LRG1"
"HPX.7",0,2.40620539531482,0.99,0.31,0,"Hepatocyte","HPX"
"CYP4F3.7",0,2.40456156142369,0.694,0.031,0,"Hepatocyte","CYP4F3"
"TMEM176B.6",0,2.39707205584244,0.837,0.107,0,"Hepatocyte","TMEM176B"
"AOX1.7",0,2.39368308631346,0.758,0.054,0,"Hepatocyte","AOX1"
"HSD11B1.7",0,2.39366282561287,0.664,0.024,0,"Hepatocyte","HSD11B1"
"ACSM2A.7",0,2.38961480403717,0.76,0.055,0,"Hepatocyte","ACSM2A"
"CP.7",0,2.38811727868437,0.877,0.12,0,"Hepatocyte","CP"
"CYP2C8.7",0,2.38142165376624,0.903,0.163,0,"Hepatocyte","CYP2C8"
"ADH4.7",0,2.38101724448746,0.726,0.067,0,"Hepatocyte","ADH4"
"BHMT.7",0,2.3714325472178,0.691,0.035,0,"Hepatocyte","BHMT"
"ERRFI1.6",0,2.36991120254805,0.692,0.054,0,"Hepatocyte","ERRFI1"
"HPD.7",0,2.36668790709789,0.877,0.124,0,"Hepatocyte","HPD"
"SERPINF1.7",0,2.36117670387076,0.756,0.069,0,"Hepatocyte","SERPINF1"
"SORD.7",0,2.3374423542122,0.717,0.053,0,"Hepatocyte","SORD"
"ACSL1.7",0,2.32713098375617,0.855,0.122,0,"Hepatocyte","ACSL1"
"F9.7",0,2.32212982351964,0.719,0.046,0,"Hepatocyte","F9"
"C5.7",0,2.32073970386948,0.685,0.034,0,"Hepatocyte","C5"
"ECHDC2.6",0,2.31267591266597,0.801,0.102,0,"Hepatocyte","ECHDC2"
"HULC.7",0,2.30335737985435,0.57,0.04,0,"Hepatocyte","HULC"
"ORM2.7",0,2.30316887429505,0.985,0.351,0,"Hepatocyte","ORM2"
"FGA.7",0,2.29668701954809,0.995,0.458,0,"Hepatocyte","FGA"
"ATF5.7",0,2.28526200103163,0.871,0.144,0,"Hepatocyte","ATF5"
"UGT2B7.7",0,2.28525772644951,0.635,0.036,0,"Hepatocyte","UGT2B7"
"SERPINA4.7",0,2.28038341591613,0.658,0.032,0,"Hepatocyte","SERPINA4"
"FABP1.7",0,2.27308909073732,0.969,0.305,0,"Hepatocyte","FABP1"
"C4BPB.7",0,2.26523561730519,0.665,0.039,0,"Hepatocyte","C4BPB"
"APOM.7",0,2.26067692506176,0.637,0.042,0,"Hepatocyte","APOM"
"TSKU.7",0,2.25877269366346,0.602,0.022,0,"Hepatocyte","TSKU"
"SERPING1.7",0,2.24790806154959,0.966,0.261,0,"Hepatocyte","SERPING1"
"ITIH2.6",0,2.24318187352896,0.657,0.033,0,"Hepatocyte","ITIH2"
"NNMT.7",0,2.23497180958643,0.962,0.272,0,"Hepatocyte","NNMT"
"HAMP.7",0,2.23405447205482,0.632,0.134,0,"Hepatocyte","HAMP"
"AKR1C4.7",0,2.22689864519649,0.641,0.042,0,"Hepatocyte","AKR1C4"
"ANGPTL3.7",0,2.22617563466452,0.669,0.045,0,"Hepatocyte","ANGPTL3"
"CES1.6",0,2.21470742093011,0.921,0.232,0,"Hepatocyte","CES1"
"PROC.7",0,2.20909941310846,0.636,0.035,0,"Hepatocyte","PROC"
"SLC2A2.6",0,2.20303033499431,0.624,0.028,0,"Hepatocyte","SLC2A2"
"VTN.7",0,2.20105432011316,0.993,0.335,0,"Hepatocyte","VTN"
"HPN.6",0,2.20052934550214,0.643,0.033,0,"Hepatocyte","HPN"
"LBP.7",0,2.19384901342988,0.595,0.025,0,"Hepatocyte","LBP"
"FXYD1.7",0,2.1900547259683,0.674,0.047,0,"Hepatocyte","FXYD1"
"PTGR1.6",0,2.18836474704616,0.722,0.087,0,"Hepatocyte","PTGR1"
"SDC1.7",0,2.18728415452724,0.721,0.062,0,"Hepatocyte","SDC1"
"ALDH1L1.7",0,2.18543823026319,0.712,0.069,0,"Hepatocyte","ALDH1L1"
"NTHL1.7",0,2.18045595246328,0.714,0.099,0,"Hepatocyte","NTHL1"
"CFI.6",0,2.17779764917723,0.715,0.08,0,"Hepatocyte","CFI"
"SLC39A14.7",0,2.17568604881529,0.702,0.065,0,"Hepatocyte","SLC39A14"
"FGL1.7",0,2.16891720770374,0.994,0.398,0,"Hepatocyte","FGL1"
"AMBP.7",0,2.16709257555446,0.997,0.407,0,"Hepatocyte","AMBP"
"F12.7",0,2.16627754120012,0.69,0.06,0,"Hepatocyte","F12"
"HGD.6",0,2.16491976587152,0.679,0.053,0,"Hepatocyte","HGD"
"PON3.7",0,2.15858755505597,0.584,0.027,0,"Hepatocyte","PON3"
"LINC00261.6",0,2.15270007245354,0.57,0.019,0,"Hepatocyte","LINC00261"
"A1BG.7",0,2.15141302895503,0.885,0.202,0,"Hepatocyte","A1BG"
"EPHX1.6",0,2.14633537697918,0.698,0.104,0,"Hepatocyte","EPHX1"
"STARD10.7",0,2.14288880511513,0.734,0.087,0,"Hepatocyte","STARD10"
"HPR.7",0,2.13912097731347,0.578,0.028,0,"Hepatocyte","HPR"
"KHK.7",0,2.12155311595101,0.611,0.035,0,"Hepatocyte","KHK"
"DPYS.7",0,2.11621187656932,0.636,0.041,0,"Hepatocyte","DPYS"
"GAMT.6",0,2.10601773997145,0.717,0.085,0,"Hepatocyte","GAMT"
"CYB5A.7",0,2.10510572662611,0.941,0.302,0,"Hepatocyte","CYB5A"
"MYO1B.6",0,2.10345388199054,0.609,0.029,0,"Hepatocyte","MYO1B"
"GPX2.6",0,2.09902774196108,0.682,0.076,0,"Hepatocyte","GPX2"
"TFR2.7",0,2.09885434519138,0.63,0.04,0,"Hepatocyte","TFR2"
"HRG.7",0,2.09747424070349,0.618,0.042,0,"Hepatocyte","HRG"
"TTC36.7",0,2.08906859711572,0.599,0.035,0,"Hepatocyte","TTC36"
"CYP27A1.7",0,2.08687258782972,0.598,0.036,0,"Hepatocyte","CYP27A1"
"ACADSB.7",0,2.08230864448883,0.653,0.053,0,"Hepatocyte","ACADSB"
"ASS1.6",0,2.07998507508672,0.835,0.151,0,"Hepatocyte","ASS1"
"HRSP12.6",0,2.07055405106233,0.771,0.116,0,"Hepatocyte","HRSP12"
"PON1.7",0,2.0673665186006,0.584,0.031,0,"Hepatocyte","PON1"
"APOA2.7",0,2.06514990854977,1,0.608,0,"Hepatocyte","APOA2"
"FMO3.7",0,2.06459385694942,0.592,0.027,0,"Hepatocyte","FMO3"
"C6.6",0,2.06002272899323,0.58,0.031,0,"Hepatocyte","C6"
"FGG.6",0,2.05975048060185,0.996,0.449,0,"Hepatocyte","FGG"
"C3.6",0,2.05846747814612,0.966,0.335,0,"Hepatocyte","C3"
"IGF2.7",0,2.05173291693189,0.667,0.049,0,"Hepatocyte","IGF2"
"MST1.6",0,2.05144857654969,0.564,0.038,0,"Hepatocyte","MST1"
"ALDH4A1.7",0,2.05110820424384,0.61,0.043,0,"Hepatocyte","ALDH4A1"
"MT1E.6",0,2.04648124843126,0.943,0.295,0,"Hepatocyte","MT1E"
"COL18A1.6",0,2.04565875495081,0.66,0.072,0,"Hepatocyte","COL18A1"
"GNMT.7",0,2.04487326837104,0.689,0.088,0,"Hepatocyte","GNMT"
"ECHS1.6",0,2.0414424514695,0.882,0.227,0,"Hepatocyte","ECHS1"
"SLC27A5.7",0,2.03949707710197,0.643,0.059,0,"Hepatocyte","SLC27A5"
"CES2.6",0,2.03516020474386,0.684,0.084,0,"Hepatocyte","CES2"
"CRP.7",0,2.0280134951889,0.772,0.262,0,"Hepatocyte","CRP"
"GSTA1.6",0,2.02580862098079,0.612,0.083,0,"Hepatocyte","GSTA1"
"PRG4.7",0,2.01040385391947,0.553,0.024,0,"Hepatocyte","PRG4"
"RDH16.7",0,2.00345716244386,0.549,0.018,0,"Hepatocyte","RDH16"
"POR.6",0,1.99768705676954,0.659,0.082,0,"Hepatocyte","POR"
"CYP2B6.7",0,1.9951386397184,0.512,0.029,0,"Hepatocyte","CYP2B6"
"INSIG1.7",0,1.98186007943658,0.706,0.131,0,"Hepatocyte","INSIG1"
"DHCR24.5",0,1.98137381798134,0.852,0.178,0,"Hepatocyte","DHCR24"
"TM4SF4.7",0,1.98058811303306,0.659,0.046,0,"Hepatocyte","TM4SF4"
"MT1X.7",0,1.97981573441048,0.99,0.477,0,"Hepatocyte","MT1X"
"KRT18.7",0,1.97901340379281,0.649,0.061,0,"Hepatocyte","KRT18"
"BCHE.7",0,1.97637008408295,0.518,0.021,0,"Hepatocyte","BCHE"
"SERPINA6.7",0,1.97438993874512,0.58,0.043,0,"Hepatocyte","SERPINA6"
"IGFBP2.7",0,1.97183040566275,0.628,0.085,0,"Hepatocyte","IGFBP2"
"AKR1C1.7",0,1.96943221745165,0.566,0.062,0,"Hepatocyte","AKR1C1"
"CLU.7",0,1.96561874806613,0.985,0.317,0,"Hepatocyte","CLU"
"FGB.7",0,1.95568952497607,0.998,0.573,0,"Hepatocyte","FGB"
"RP11-434D9.1.7",0,1.9514730742266,0.536,0.019,0,"Hepatocyte","RP11-434D9.1"
"SLC25A47.7",0,1.94754766826568,0.474,0.007,0,"Hepatocyte","SLC25A47"
"CYP3A5.7",0,1.94745070898296,0.566,0.048,0,"Hepatocyte","CYP3A5"
"AFM.7",0,1.93570462313772,0.502,0.015,0,"Hepatocyte","AFM"
"PXMP2.6",0,1.9228165565259,0.634,0.086,0,"Hepatocyte","PXMP2"
"C8B.7",0,1.91834427740902,0.498,0.022,0,"Hepatocyte","C8B"
"ADH6.7",0,1.9144978451199,0.534,0.022,0,"Hepatocyte","ADH6"
"SLC38A4.7",0,1.909102790935,0.496,0.016,0,"Hepatocyte","SLC38A4"
"SERPIND1.7",0,1.90715767108742,0.498,0.017,0,"Hepatocyte","SERPIND1"
"KLKB1.7",0,1.90153966521959,0.496,0.016,0,"Hepatocyte","KLKB1"
"APOE.7",0,1.90068666872496,0.993,0.467,0,"Hepatocyte","APOE"
"GRHPR.6",0,1.89838230107268,0.767,0.176,0,"Hepatocyte","GRHPR"
"HAO1.7",0,1.89510390166878,0.516,0.017,0,"Hepatocyte","HAO1"
"APOF.7",0,1.8943479098868,0.513,0.028,0,"Hepatocyte","APOF"
"C8A.7",0,1.89196279451438,0.504,0.022,0,"Hepatocyte","C8A"
"ASL.6",0,1.88479464825957,0.714,0.131,0,"Hepatocyte","ASL"
"RBP5.7",0,1.88273638288599,0.514,0.022,0,"Hepatocyte","RBP5"
"ADH1C.6",0,1.8824561106678,0.554,0.045,0,"Hepatocyte","ADH1C"
"MT1M.7",0,1.88229030507794,0.782,0.188,0,"Hepatocyte","MT1M"
"QPRT.7",0,1.88131591226621,0.554,0.04,0,"Hepatocyte","QPRT"
"SLC22A7.7",0,1.88003515411866,0.462,0.009,0,"Hepatocyte","SLC22A7"
"DDT.6",0,1.87335910668525,0.939,0.43,0,"Hepatocyte","DDT"
"GCHFR.7",0,1.8675397916328,0.714,0.138,0,"Hepatocyte","GCHFR"
"A1CF.7",0,1.86130637692579,0.538,0.035,0,"Hepatocyte","A1CF"
"DCXR.7",0,1.86063620590901,0.951,0.361,0,"Hepatocyte","DCXR"
"MFSD2A.7",0,1.86029498233479,0.502,0.022,0,"Hepatocyte","MFSD2A"
"GJB1.7",0,1.85897850545278,0.507,0.022,0,"Hepatocyte","GJB1"
"ABCB4.7",0,1.84948941573,0.467,0.009,0,"Hepatocyte","ABCB4"
"APOC1.7",0,1.84742783179516,1,0.647,0,"Hepatocyte","APOC1"
"PROX1.6",0,1.84286131292707,0.489,0.02,0,"Hepatocyte","PROX1"
"SERPINA10.7",0,1.82449164117165,0.45,0.011,0,"Hepatocyte","SERPINA10"
"GLYAT.7",0,1.82358093705799,0.526,0.03,0,"Hepatocyte","GLYAT"
"RP11-403I13.5.7",0,1.8195123649112,0.501,0.027,0,"Hepatocyte","RP11-403I13.5"
"SERPINA11.7",0,1.81545744581921,0.451,0.017,0,"Hepatocyte","SERPINA11"
"AQP9.7",0,1.80698074586363,0.526,0.032,0,"Hepatocyte","AQP9"
"SLPI.7",0,1.80209837084001,0.496,0.049,0,"Hepatocyte","SLPI"
"PGRMC1.6",0,1.79590427235712,0.68,0.118,0,"Hepatocyte","PGRMC1"
"MLXIPL.6",0,1.79430789378297,0.502,0.041,0,"Hepatocyte","MLXIPL"
"SELENBP1.6",0,1.79072087292354,0.655,0.085,0,"Hepatocyte","SELENBP1"
"APOC3.7",0,1.78327053213921,1,0.763,0,"Hepatocyte","APOC3"
"C2.7",0,1.77829109408175,0.589,0.077,0,"Hepatocyte","C2"
"FUOM.7",0,1.7753358007176,0.655,0.113,0,"Hepatocyte","FUOM"
"MTTP.7",0,1.7718416926458,0.452,0.012,0,"Hepatocyte","MTTP"
"ITIH3.7",0,1.76966054197942,0.859,0.209,0,"Hepatocyte","ITIH3"
"TST.7",0,1.76630904058726,0.602,0.088,0,"Hepatocyte","TST"
"KIF22.7",0,1.76128321304131,0.658,0.127,0,"Hepatocyte","KIF22"
"AKR1C2.7",0,1.76051154963356,0.442,0.038,0,"Hepatocyte","AKR1C2"
"MT1G.7",0,1.75925578410472,0.993,0.498,0,"Hepatocyte","MT1G"
"SLC13A5.7",0,1.75765908137518,0.581,0.064,0,"Hepatocyte","SLC13A5"
"MT1F.6",0,1.75739878712076,0.748,0.206,0,"Hepatocyte","MT1F"
"ACAA1.6",0,1.75644763260181,0.731,0.167,0,"Hepatocyte","ACAA1"
"REEP6.6",0,1.75237705786426,0.47,0.028,0,"Hepatocyte","REEP6"
"AR.7",0,1.75075027858461,0.471,0.022,0,"Hepatocyte","AR"
"ALDH6A1.6",0,1.73999052453813,0.65,0.11,0,"Hepatocyte","ALDH6A1"
"UGT2B10.7",0,1.73723216798229,0.447,0.016,0,"Hepatocyte","UGT2B10"
"F5.6",0,1.73668058184824,0.459,0.025,0,"Hepatocyte","F5"
"FBP1.6",0,1.731476197362,0.602,0.095,0,"Hepatocyte","FBP1"
"MBL2.7",0,1.72756638853192,0.436,0.008,0,"Hepatocyte","MBL2"
"SMLR1.7",0,1.72688881963114,0.43,0.009,0,"Hepatocyte","SMLR1"
"FTCD.6",0,1.72632807615407,0.638,0.099,0,"Hepatocyte","FTCD"
"PCSK6.7",0,1.7218993480051,0.426,0.017,0,"Hepatocyte","PCSK6"
"IL1RAP.6",0,1.71876936802086,0.476,0.037,0,"Hepatocyte","IL1RAP"
"EHHADH.7",0,1.71855946954918,0.511,0.037,0,"Hepatocyte","EHHADH"
"MSMO1.7",0,1.71779970449946,0.552,0.097,0,"Hepatocyte","MSMO1"
"CCL16.7",0,1.71710482794304,0.455,0.017,0,"Hepatocyte","CCL16"
"SLC7A2.6",0,1.71325693588516,0.431,0.021,0,"Hepatocyte","SLC7A2"
"LINC01485.7",0,1.70346285258146,0.411,0.01,0,"Hepatocyte","LINC01485"
"CHCHD10.6",0,1.69715013155212,0.884,0.32,0,"Hepatocyte","CHCHD10"
"G6PC.6",0,1.696933610549,0.425,0.011,0,"Hepatocyte","G6PC"
"PCK2.7",0,1.6965708260158,0.521,0.059,0,"Hepatocyte","PCK2"
"ACAA2.6",0,1.69543822752707,0.75,0.193,0,"Hepatocyte","ACAA2"
"GSTZ1.6",0,1.69529982769883,0.553,0.079,0,"Hepatocyte","GSTZ1"
"PCBD1.6",0,1.69157010684282,0.646,0.138,0,"Hepatocyte","PCBD1"
"ABHD2.6",0,1.68791804349424,0.602,0.099,0,"Hepatocyte","ABHD2"
"ALDH1A1.5",0,1.68790952759857,0.69,0.151,0,"Hepatocyte","ALDH1A1"
"HAO2.7",0,1.68692371564033,0.458,0.018,0,"Hepatocyte","HAO2"
"C11orf54.7",0,1.6865064084166,0.58,0.087,0,"Hepatocyte","C11orf54"
"FMO5.7",0,1.68204051745034,0.462,0.029,0,"Hepatocyte","FMO5"
"SPP2.7",0,1.68044927913005,0.42,0.011,0,"Hepatocyte","SPP2"
"MT1A.7",0,1.67892773000191,0.446,0.041,0,"Hepatocyte","MT1A"
"APOA1.7",0,1.6769503423323,0.999,0.676,0,"Hepatocyte","APOA1"
"EI24.6",0,1.67694864044193,0.69,0.165,0,"Hepatocyte","EI24"
"TM4SF5.6",0,1.67129559788396,0.357,0.015,0,"Hepatocyte","TM4SF5"
"CALD1.7",0,1.66429595392578,0.724,0.138,0,"Hepatocyte","CALD1"
"EBP.6",0,1.65459469585045,0.651,0.154,0,"Hepatocyte","EBP"
"MAOB.6",0,1.65436406377506,0.442,0.023,0,"Hepatocyte","MAOB"
"TMEM56.7",0,1.65246471055516,0.474,0.028,0,"Hepatocyte","TMEM56"
"PTP4A1.6",0,1.64622209486922,0.682,0.153,0,"Hepatocyte","PTP4A1"
"ACSM5.7",0,1.64565627627716,0.448,0.02,0,"Hepatocyte","ACSM5"
"AK4.6",0,1.63924288917385,0.459,0.029,0,"Hepatocyte","AK4"
"PIPOX.7",0,1.63610042712795,0.431,0.018,0,"Hepatocyte","PIPOX"
"VKORC1.6",0,1.63417934317537,0.731,0.207,0,"Hepatocyte","VKORC1"
"SMIM14.6",0,1.63181191343567,0.681,0.155,0,"Hepatocyte","SMIM14"
"GLYATL1.7",0,1.62596564206032,0.443,0.02,0,"Hepatocyte","GLYATL1"
"BHMT2.7",0,1.62499161364323,0.404,0.01,0,"Hepatocyte","BHMT2"
"SLCO1B3.7",0,1.62415782820584,0.356,0.003,0,"Hepatocyte","SLCO1B3"
"SLC27A2.7",0,1.62415087977318,0.398,0.01,0,"Hepatocyte","SLC27A2"
"NUPR1.6",0,1.61471739677951,0.726,0.169,0,"Hepatocyte","NUPR1"
"ABAT.7",0,1.61160719125928,0.476,0.042,0,"Hepatocyte","ABAT"
"LCAT.7",0,1.60569973421023,0.41,0.02,0,"Hepatocyte","LCAT"
"SDC4.7",0,1.60421482379596,0.459,0.044,0,"Hepatocyte","SDC4"
"ALDH2.5",0,1.60054007060299,0.795,0.233,0,"Hepatocyte","ALDH2"
"ADI1.6",0,1.59361277637455,0.842,0.308,0,"Hepatocyte","ADI1"
"ACAT1.7",0,1.59161690471471,0.718,0.19,0,"Hepatocyte","ACAT1"
"PPP1R1A.7",0,1.58301749659627,0.405,0.015,0,"Hepatocyte","PPP1R1A"
"XIST.6",0,1.58091268386595,0.479,0.047,0,"Hepatocyte","XIST"
"ETFB.6",0,1.58089687855916,0.799,0.296,0,"Hepatocyte","ETFB"
"FAH.7",0,1.57919294909913,0.465,0.043,0,"Hepatocyte","FAH"
"SHMT1.6",0,1.57735878949642,0.51,0.076,0,"Hepatocyte","SHMT1"
"PROS1.6",0,1.57611035993205,0.52,0.075,0,"Hepatocyte","PROS1"
"KRT8.7",0,1.57371080719289,0.496,0.048,0,"Hepatocyte","KRT8"
"ACOX1.6",0,1.57128283280526,0.511,0.069,0,"Hepatocyte","ACOX1"
"PC.7",0,1.56654615082754,0.398,0.022,0,"Hepatocyte","PC"
"OAF.6",0,1.56607286385714,0.416,0.032,0,"Hepatocyte","OAF"
"HABP2.7",0,1.56489073137133,0.421,0.031,0,"Hepatocyte","HABP2"
"CYP2A6.7",0,1.56139189819089,0.378,0.037,0,"Hepatocyte","CYP2A6"
"FASN.6",0,1.55953264161127,0.402,0.04,0,"Hepatocyte","FASN"
"BNIP3.6",0,1.55831605700536,0.592,0.121,0,"Hepatocyte","BNIP3"
"MYLK.6",0,1.55595875738649,0.411,0.024,0,"Hepatocyte","MYLK"
"ETNK2.7",0,1.55106040591417,0.4,0.015,0,"Hepatocyte","ETNK2"
"CISD3.6",0,1.54973894520274,0.692,0.19,0,"Hepatocyte","CISD3"
"PBLD.6",0,1.54472436496384,0.425,0.028,0,"Hepatocyte","PBLD"
"DSP.7",0,1.54194345790784,0.389,0.017,0,"Hepatocyte","DSP"
"F10.7",0,1.52860928835936,0.366,0.016,0,"Hepatocyte","F10"
"IGF1.7",0,1.5245956700023,0.419,0.039,0,"Hepatocyte","IGF1"
"HNF4A.6",0,1.52387115763252,0.367,0.014,0,"Hepatocyte","HNF4A"
"CLDN1.7",0,1.51601332708257,0.384,0.017,0,"Hepatocyte","CLDN1"
"METTL7A.5",0,1.51109347573531,0.841,0.288,0,"Hepatocyte","METTL7A"
"SDC2.6",0,1.51104684502601,0.442,0.035,0,"Hepatocyte","SDC2"
"GCSH.6",0,1.50778306518349,0.53,0.096,0,"Hepatocyte","GCSH"
"CFB.6",0,1.5068783071062,0.404,0.057,0,"Hepatocyte","CFB"
"CPN2.7",0,1.50369588613728,0.36,0.006,0,"Hepatocyte","CPN2"
"DHTKD1.6",0,1.50171399355541,0.437,0.04,0,"Hepatocyte","DHTKD1"
"PEBP1.7",0,1.50032002912075,0.929,0.425,0,"Hepatocyte","PEBP1"
"SERPINA7.7",0,1.4993135550658,0.346,0.014,0,"Hepatocyte","SERPINA7"
"NADK2.6",0,1.49930071556497,0.413,0.034,0,"Hepatocyte","NADK2"
