"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RALBP1",3.05163293759127e-05,0.351384791511913,0.378,0.208,0.610540201823885,"Cholangiocytes","RALBP1"
"MRFAP1L1",3.10754792293065e-05,0.338879374966406,0.218,0.098,0.621727112940735,"Cholangiocytes","MRFAP1L1"
"GPX3.1",3.18766905571506e-05,-1.0990984239418,0.109,0.266,0.637756947976911,"Cholangiocytes","GPX3"
"CAPNS1.1",3.20790984357345e-05,0.332116931945422,0.445,0.251,0.64180652240374,"Cholangiocytes","CAPNS1"
"CLTA.1",3.28892341903834e-05,0.335599116350939,0.622,0.388,0.658014908447001,"Cholangiocytes","CLTA"
"CLEC2B.1",3.32846022181971e-05,-0.969716435197833,0.042,0.19,0.665925036579469,"Cholangiocytes","CLEC2B"
"ETNK2.1",3.43695269614329e-05,-0.860244484813623,0.034,0.177,0.687631125917388,"Cholangiocytes","ETNK2"
"BRI3BP",3.43956268001945e-05,0.321065999092187,0.16,0.064,0.688153305391492,"Cholangiocytes","BRI3BP"
"ETS1.1",3.48680728109721e-05,-1.00292186334537,0.025,0.166,0.697605532729119,"Cholangiocytes","ETS1"
"RPS27L.1",3.54623046517143e-05,0.39369803655157,0.866,0.62,0.709494329166848,"Cholangiocytes","RPS27L"
"WWP2",3.58065568573957e-05,0.318137341164638,0.118,0.041,0.716381783045916,"Cholangiocytes","WWP2"
"HMGN3",3.60916568800526e-05,0.343068893241402,0.639,0.412,0.722085779199213,"Cholangiocytes","HMGN3"
"C5orf15",3.62025572018054e-05,0.353543412713358,0.218,0.101,0.724304561936521,"Cholangiocytes","C5orf15"
"APLP2.1",3.70998841070262e-05,0.360459041265451,0.681,0.43,0.742257381329274,"Cholangiocytes","APLP2"
"NTHL1.1",3.72400148567912e-05,-1.10043498517794,0.227,0.355,0.745060977239822,"Cholangiocytes","NTHL1"
"DDAH2",3.76015002802514e-05,0.300659316795138,0.261,0.126,0.752293216106989,"Cholangiocytes","DDAH2"
"EIF2AK2",3.79862943757316e-05,0.296967642657831,0.176,0.074,0.759991791575262,"Cholangiocytes","EIF2AK2"
"CDA.1",3.80253191763411e-05,-0.68063266686109,0.008,0.141,0.760772560761057,"Cholangiocytes","CDA"
"PURA",3.81282429354107e-05,0.383894878623464,0.286,0.143,0.762831756408762,"Cholangiocytes","PURA"
"GHR.1",3.81442461344511e-05,-0.782900078120484,0.008,0.138,0.763151932411962,"Cholangiocytes","GHR"
"DUSP2.1",3.88797809447283e-05,-1.27490090943844,0.017,0.15,0.777867777361178,"Cholangiocytes","DUSP2"
"FYN",3.92381530717052e-05,-1.00608824254449,0.076,0.228,0.785037728505606,"Cholangiocytes","FYN"
"RANGAP1",4.00789356111056e-05,0.259824844985499,0.143,0.054,0.801859264771389,"Cholangiocytes","RANGAP1"
"THAP7",4.04261619112428e-05,0.317920336529917,0.193,0.084,0.808806221358235,"Cholangiocytes","THAP7"
"SPTBN1.1",4.07698203662146e-05,0.377728076681657,0.437,0.256,0.815681796066855,"Cholangiocytes","SPTBN1"
"MPC1.1",4.11580515120746e-05,0.34378375392721,0.538,0.332,0.823449136602076,"Cholangiocytes","MPC1"
"KDELR1",4.14644287373023e-05,0.300839616441176,0.387,0.211,0.829578825747206,"Cholangiocytes","KDELR1"
"RGS1.1",4.23916845301839e-05,-1.12162183081421,0.008,0.139,0.84813043239539,"Cholangiocytes","RGS1"
"TRBC1.1",4.31655313807395e-05,-1.19033532330234,0,0.124,0.863612786334456,"Cholangiocytes","TRBC1"
"NELFCD",4.34206765554593e-05,0.334854077792349,0.21,0.094,0.868717475845073,"Cholangiocytes","NELFCD"
"C8B.1",4.34703227558294e-05,-0.881158639399353,0.067,0.222,0.869710747375878,"Cholangiocytes","C8B"
"RAB11A.1",4.50430450853864e-05,0.277757411537459,0.437,0.246,0.901176203023326,"Cholangiocytes","RAB11A"
"ATRAID",4.51364072236176e-05,0.322773851866938,0.42,0.239,0.903044099322918,"Cholangiocytes","ATRAID"
"COX6A1.1",4.54050527388022e-05,0.39158172630257,0.899,0.667,0.908418890145215,"Cholangiocytes","COX6A1"
"F10.1",4.56684749181492e-05,-0.832030655646884,0.025,0.163,0.91368917768741,"Cholangiocytes","F10"
"PHKG1",4.62317751118354e-05,0.384776829359523,0.193,0.085,0.924959124662491,"Cholangiocytes","PHKG1"
"VTN.1",4.67358219496675e-05,0.374393613724489,0.899,0.604,0.935043589746998,"Cholangiocytes","VTN"
"CYB5A.1",4.85161348259324e-05,0.415453122997646,0.882,0.563,0.970662309462429,"Cholangiocytes","CYB5A"
"KLHL36",4.85252800533768e-05,0.261183151824102,0.16,0.064,0.97084527802791,"Cholangiocytes","KLHL36"
"ANGPTL4.1",4.86859403693248e-05,-0.750084176777613,0.008,0.138,0.974059608969081,"Cholangiocytes","ANGPTL4"
"CTSZ.1",5.00745816233085e-05,-0.893274409506765,0.252,0.389,1,"Cholangiocytes","CTSZ"
"BIN2.1",5.05153167084712e-05,-0.971464092004621,0.008,0.135,1,"Cholangiocytes","BIN2"
"PTMS",5.08579493141884e-05,-0.776509574562475,0.328,0.449,1,"Cholangiocytes","PTMS"
"GLIPR1.1",5.09046945477977e-05,-0.923904073558795,0.017,0.15,1,"Cholangiocytes","GLIPR1"
"SARDH.1",5.13126581301793e-05,-0.724405893153191,0,0.122,1,"Cholangiocytes","SARDH"
"AC004862.6",5.27395306185863e-05,0.429810534350939,0.193,0.086,1,"Cholangiocytes","AC004862.6"
"VIMP",5.32207478931797e-05,0.388035799575669,0.513,0.319,1,"Cholangiocytes","VIMP"
"TMEM50B.1",5.33477234837968e-05,0.277838081471792,0.269,0.132,1,"Cholangiocytes","TMEM50B"
"CCNG1",5.3518815406037e-05,0.295288012668631,0.311,0.162,1,"Cholangiocytes","CCNG1"
"CLN5",5.39100832807704e-05,0.311704435040597,0.16,0.065,1,"Cholangiocytes","CLN5"
"ALDH8A1.1",5.41898782587499e-05,-0.729195646194166,0.008,0.136,1,"Cholangiocytes","ALDH8A1"
"THYN1",5.43631652107874e-05,0.328071109259845,0.235,0.112,1,"Cholangiocytes","THYN1"
"TMEM45A.1",5.52580600661441e-05,-0.775337990180394,0.008,0.134,1,"Cholangiocytes","TMEM45A"
"CD247.1",5.53728181291054e-05,-1.10904015150143,0.008,0.134,1,"Cholangiocytes","CD247"
"CRIP1.1",5.59771497562511e-05,-1.08651304718912,0.017,0.146,1,"Cholangiocytes","CRIP1"
"BAG6",5.69469218427544e-05,0.257357027174051,0.244,0.116,1,"Cholangiocytes","BAG6"
"ATP5H.1",5.75052745685133e-05,0.375660740325366,0.689,0.461,1,"Cholangiocytes","ATP5H"
"CYP4A11.1",5.78459347725299e-05,-0.879728917727905,0.143,0.299,1,"Cholangiocytes","CYP4A11"
"RTKN",5.80109231050648e-05,0.362389620994926,0.134,0.052,1,"Cholangiocytes","RTKN"
"GOLPH3L",5.84787026057076e-05,0.268367275614689,0.109,0.037,1,"Cholangiocytes","GOLPH3L"
"FGA.1",5.94205628718603e-05,-0.80995386042644,0.807,0.679,1,"Cholangiocytes","FGA"
"CCT8",5.97218448439736e-05,0.344066213424207,0.361,0.198,1,"Cholangiocytes","CCT8"
"IL2RG.1",5.99024556870963e-05,-0.986113329575029,0.008,0.134,1,"Cholangiocytes","IL2RG"
"PCK2.1",6.0539024776038e-05,-0.895297524627252,0.101,0.253,1,"Cholangiocytes","PCK2"
"FAM127B.1",6.09794512562912e-05,0.251412478754883,0.168,0.07,1,"Cholangiocytes","FAM127B"
"HSBP1",6.10570808916488e-05,0.354716208741032,0.496,0.306,1,"Cholangiocytes","HSBP1"
"POLR2A",6.16040698369874e-05,0.263131640741033,0.21,0.095,1,"Cholangiocytes","POLR2A"
"CADM1",6.21456192903114e-05,0.370541111080954,0.16,0.066,1,"Cholangiocytes","CADM1"
"FLNB.1",6.25871221680646e-05,0.347636841676363,0.244,0.117,1,"Cholangiocytes","FLNB"
"ACAP1.1",6.29097375726385e-05,-1.2142276160864,0.042,0.176,1,"Cholangiocytes","ACAP1"
"EIF2B2",6.32100714949967e-05,0.281106273616307,0.126,0.046,1,"Cholangiocytes","EIF2B2"
"DGAT2.1",6.33376087272876e-05,-0.701407825660853,0,0.119,1,"Cholangiocytes","DGAT2"
"PLEK.1",6.3458614994319e-05,-0.975451746390675,0.008,0.132,1,"Cholangiocytes","PLEK"
"CD3D.1",6.35205496930365e-05,-1.25412386483171,0.008,0.133,1,"Cholangiocytes","CD3D"
"MTRNR2L12",6.49197044187536e-05,0.267283488954453,0.546,0.323,1,"Cholangiocytes","MTRNR2L12"
"HNRNPA1.1",6.59650245382693e-05,0.338104180314633,0.857,0.599,1,"Cholangiocytes","HNRNPA1"
"ASPDH.1",6.72537574876756e-05,-0.748534562629092,0.008,0.131,1,"Cholangiocytes","ASPDH"
"GOT1.1",6.75316424688323e-05,0.370920385836964,0.328,0.177,1,"Cholangiocytes","GOT1"
"AFF1.1",6.80267949044625e-05,0.309199473614988,0.21,0.096,1,"Cholangiocytes","AFF1"
"ABHD12",6.84047660058114e-05,0.341988042214354,0.151,0.061,1,"Cholangiocytes","ABHD12"
"RABGGTB",6.84119483125232e-05,0.344842640560451,0.294,0.153,1,"Cholangiocytes","RABGGTB"
"CALR.1",6.92635758163617e-05,-0.644831219796412,0.454,0.545,1,"Cholangiocytes","CALR"
"NPM1.1",7.22048220182983e-05,0.32800528482993,0.815,0.577,1,"Cholangiocytes","NPM1"
"LEAP2.1",7.30132924045543e-05,-1.10963951441063,0.252,0.366,1,"Cholangiocytes","LEAP2"
"PAICS.1",7.39216132055982e-05,0.413099226766953,0.244,0.12,1,"Cholangiocytes","PAICS"
"CD69.1",7.40059327988041e-05,-1.3598328549675,0.034,0.164,1,"Cholangiocytes","CD69"
"TGOLN2.1",7.54647525996871e-05,0.319688170716596,0.555,0.335,1,"Cholangiocytes","TGOLN2"
"COA3.1",7.5749363049259e-05,0.294893143496724,0.571,0.342,1,"Cholangiocytes","COA3"
"NOL7",7.60168393210446e-05,0.255914186830288,0.328,0.173,1,"Cholangiocytes","NOL7"
"TOMM20",7.87444206040371e-05,0.316779172437129,0.538,0.332,1,"Cholangiocytes","TOMM20"
"ESRP2",7.89872563712498e-05,0.275312115806413,0.109,0.038,1,"Cholangiocytes","ESRP2"
"CLIP1.1",7.95821483824807e-05,0.274832380370342,0.235,0.113,1,"Cholangiocytes","CLIP1"
"NFIA",8.01368435734743e-05,0.304607290845605,0.513,0.303,1,"Cholangiocytes","NFIA"
"SKAP1.1",8.11435711831448e-05,-0.822386002754371,0,0.116,1,"Cholangiocytes","SKAP1"
"RNF26",8.1823483276664e-05,0.31798055583867,0.134,0.052,1,"Cholangiocytes","RNF26"
"TRBC2.1",8.41193362011573e-05,-1.21269831984854,0.025,0.153,1,"Cholangiocytes","TRBC2"
"AKR1D1.1",8.42873154366719e-05,-0.65457831398682,0,0.116,1,"Cholangiocytes","AKR1D1"
"TCEAL8.1",8.61767020085063e-05,0.305025310129174,0.42,0.242,1,"Cholangiocytes","TCEAL8"
"SEC11A",8.78258498304157e-05,0.348715241979879,0.597,0.393,1,"Cholangiocytes","SEC11A"
"TIMP3.1",8.82111747487065e-05,-1.10354660408506,0.059,0.197,1,"Cholangiocytes","TIMP3"
"TMEM115",8.8970764558813e-05,0.35797588298338,0.134,0.052,1,"Cholangiocytes","TMEM115"
"PPP1R18.1",9.13120100520186e-05,-1.00885269086487,0.05,0.185,1,"Cholangiocytes","PPP1R18"
"PECAM1.1",9.2527527704642e-05,-0.922125475381829,0.008,0.128,1,"Cholangiocytes","PECAM1"
"RAMP1",9.26765733899326e-05,0.321815445849362,0.185,0.082,1,"Cholangiocytes","RAMP1"
"TGFB1",9.30721100040063e-05,-0.943588716195523,0.025,0.151,1,"Cholangiocytes","TGFB1"
"NDUFS5.1",9.60049852286161e-05,0.334008434759685,0.807,0.574,1,"Cholangiocytes","NDUFS5"
"TCP1",9.71464283689745e-05,0.263485222024688,0.303,0.159,1,"Cholangiocytes","TCP1"
"NHP2.1",9.77284510280519e-05,0.310605350731459,0.479,0.282,1,"Cholangiocytes","NHP2"
"CCND1.1",0.000100174378197445,0.497115424892637,0.311,0.174,1,"Cholangiocytes","CCND1"
"TSHZ1",0.000100230444720613,0.257600042501022,0.134,0.052,1,"Cholangiocytes","TSHZ1"
"CRYZL1",0.0001020568088435,0.284677794458247,0.151,0.062,1,"Cholangiocytes","CRYZL1"
"PEBP1.1",0.000103642107805566,0.379435970602175,0.899,0.631,1,"Cholangiocytes","PEBP1"
"SKAP2.1",0.00010443388484612,-0.824381574558495,0.017,0.14,1,"Cholangiocytes","SKAP2"
"AMDHD1.1",0.000106771352698263,-0.734691233584638,0.008,0.126,1,"Cholangiocytes","AMDHD1"
"TRAF3IP3.1",0.000110851797617089,-0.989671666807004,0.017,0.138,1,"Cholangiocytes","TRAF3IP3"
"GIMAP6.1",0.000110941959973261,-0.787215523369067,0,0.112,1,"Cholangiocytes","GIMAP6"
"NEU4.1",0.000111740603844077,-0.697327207532585,0.008,0.126,1,"Cholangiocytes","NEU4"
"DAD1",0.000112739054651358,0.319408728899743,0.597,0.388,1,"Cholangiocytes","DAD1"
"CTSW.1",0.000117880945001069,-1.1457930326179,0.017,0.137,1,"Cholangiocytes","CTSW"
"NDUFS7.1",0.000117896425766742,0.354023586788774,0.538,0.348,1,"Cholangiocytes","NDUFS7"
"EVI2A.1",0.00012078324286523,-0.850528265021042,0,0.111,1,"Cholangiocytes","EVI2A"
"SYNPO",0.000123858044973833,0.383982364984097,0.16,0.069,1,"Cholangiocytes","SYNPO"
"ZFP36L1.1",0.000123964924247975,0.376149349972684,0.756,0.547,1,"Cholangiocytes","ZFP36L1"
"ALOX5AP.1",0.000124823406432795,-1.10821005375168,0.042,0.171,1,"Cholangiocytes","ALOX5AP"
"CIC",0.000125011034023219,0.257623060507581,0.126,0.048,1,"Cholangiocytes","CIC"
"PSAP",0.00012723740068651,-0.647583109873643,0.555,0.603,1,"Cholangiocytes","PSAP"
"DNAJC19.1",0.000130676997146961,0.345837813845226,0.403,0.24,1,"Cholangiocytes","DNAJC19"
"CACUL1",0.000133339592885924,0.285891954666292,0.218,0.105,1,"Cholangiocytes","CACUL1"
"GJB1.1",0.000134121321346183,0.262092143549578,0.395,0.221,1,"Cholangiocytes","GJB1"
"IKZF1.1",0.000137818897302815,-0.819727742181347,0,0.109,1,"Cholangiocytes","IKZF1"
"CFAP97",0.000138380702371441,0.307827345796466,0.252,0.128,1,"Cholangiocytes","CFAP97"
"PTBP1.1",0.000138855524711279,0.378552460364895,0.345,0.194,1,"Cholangiocytes","PTBP1"
"SOD2.1",0.000139098741170298,0.509066805489286,0.546,0.377,1,"Cholangiocytes","SOD2"
"REPIN1",0.000140717861435803,0.296642431811987,0.235,0.115,1,"Cholangiocytes","REPIN1"
"GZMK.1",0.000143061388141097,-1.19543541302941,0.008,0.122,1,"Cholangiocytes","GZMK"
"EIF2A",0.000143347307499368,0.266225867637528,0.286,0.149,1,"Cholangiocytes","EIF2A"
"AFP.1",0.000149993595455224,-0.62414003426857,0,0.108,1,"Cholangiocytes","AFP"
"MS4A7.1",0.000151409836947484,-1.13631793787895,0,0.108,1,"Cholangiocytes","MS4A7"
"ELL2.1",0.00015405901113957,-0.839290458523694,0.059,0.19,1,"Cholangiocytes","ELL2"
"UGT1A1.1",0.000154281818005959,-0.628463437555321,0,0.108,1,"Cholangiocytes","UGT1A1"
"ZNF428.1",0.000155867272679692,0.253005224838165,0.294,0.156,1,"Cholangiocytes","ZNF428"
"FNBP1.1",0.000156489821780373,-0.997510780989605,0.076,0.207,1,"Cholangiocytes","FNBP1"
"DPYS.1",0.000156929911993671,-0.90160055668613,0.151,0.29,1,"Cholangiocytes","DPYS"
"WAS.1",0.000158690343731827,-0.796533684306326,0,0.108,1,"Cholangiocytes","WAS"
"TRIAP1",0.000162252605340495,0.288211298778393,0.235,0.118,1,"Cholangiocytes","TRIAP1"
"KTN1",0.000162736490484881,0.314825673597795,0.689,0.463,1,"Cholangiocytes","KTN1"
"LINC00998.1",0.000163238982114221,0.259496195754253,0.319,0.174,1,"Cholangiocytes","LINC00998"
"PEMT.1",0.000164127050986795,-0.774796645029624,0.059,0.192,1,"Cholangiocytes","PEMT"
"FGR.1",0.000166314270958899,-0.840840296782691,0,0.107,1,"Cholangiocytes","FGR"
"UPB1.1",0.000167603209422808,-0.768232763524101,0.025,0.145,1,"Cholangiocytes","UPB1"
"RHOBTB3.1",0.000168635202768596,0.295147442368332,0.227,0.112,1,"Cholangiocytes","RHOBTB3"
"MYADM",0.000168910289658474,0.293177291972122,0.277,0.143,1,"Cholangiocytes","MYADM"
"AHI1",0.000172340538231737,0.253238075344339,0.118,0.044,1,"Cholangiocytes","AHI1"
"MYL6.1",0.00017565294634952,0.264604205410972,0.975,0.82,1,"Cholangiocytes","MYL6"
"UBXN4",0.00018057249909993,0.274244455800068,0.521,0.323,1,"Cholangiocytes","UBXN4"
"HFE2.1",0.000183012262407639,-0.692268421910651,0.034,0.16,1,"Cholangiocytes","HFE2"
"HEBP1.1",0.000184365218041091,0.308136179645275,0.37,0.214,1,"Cholangiocytes","HEBP1"
"C1orf162.1",0.000186970667670909,-1.12418657978524,0.042,0.165,1,"Cholangiocytes","C1orf162"
"PGLYRP2.1",0.000190896573810576,-0.756116434865047,0.025,0.145,1,"Cholangiocytes","PGLYRP2"
"AADAC.1",0.000193380951760238,-1.01992408843326,0.21,0.324,1,"Cholangiocytes","AADAC"
"APIP",0.000195579633652565,0.260892053829431,0.176,0.08,1,"Cholangiocytes","APIP"
"PCSK6.1",0.000196719134074676,-0.830843122327906,0.059,0.189,1,"Cholangiocytes","PCSK6"
"GDE1",0.000198961599604562,0.295381294597774,0.176,0.08,1,"Cholangiocytes","GDE1"
"PSMB5",0.000200942934002713,0.363644268359162,0.395,0.242,1,"Cholangiocytes","PSMB5"
"MATK",0.00020245723455362,-0.908017638563577,0,0.105,1,"Cholangiocytes","MATK"
"LINC01554.1",0.000202918954214999,-0.758905128368467,0.008,0.118,1,"Cholangiocytes","LINC01554"
"LCAT.1",0.00020445420544274,-0.688426270622906,0.05,0.184,1,"Cholangiocytes","LCAT"
"LAMTOR5.1",0.000205139571518352,0.339342522620833,0.605,0.401,1,"Cholangiocytes","LAMTOR5"
"CYP4A22.1",0.000205182942655819,-0.701994426229687,0.017,0.13,1,"Cholangiocytes","CYP4A22"
"PRKCB.1",0.00020949744663825,-0.799052865510961,0.017,0.133,1,"Cholangiocytes","PRKCB"
"SMLR1.1",0.000215424192271128,-0.82794735356782,0.059,0.185,1,"Cholangiocytes","SMLR1"
"EHHADH.1",0.000228897965165567,-0.842639439214563,0.101,0.235,1,"Cholangiocytes","EHHADH"
"NEDD9.1",0.000229148682056841,0.268009797031369,0.193,0.09,1,"Cholangiocytes","NEDD9"
"INSR.1",0.000229410875679211,0.350244200028244,0.429,0.261,1,"Cholangiocytes","INSR"
"STK4.1",0.000231780766152497,-1.05007614252843,0.076,0.2,1,"Cholangiocytes","STK4"
"EIF3L.1",0.000234322262023031,0.269130612790323,0.588,0.379,1,"Cholangiocytes","EIF3L"
"ATF7IP2.1",0.000236778976511436,-0.724775034178451,0.042,0.165,1,"Cholangiocytes","ATF7IP2"
"NDUFC1.1",0.000238490677360304,0.301846018144985,0.622,0.405,1,"Cholangiocytes","NDUFC1"
"CYTIP.1",0.000244039937689418,-0.94341988625734,0.025,0.14,1,"Cholangiocytes","CYTIP"
"MRPS35.1",0.00024457162838721,0.32141821051785,0.244,0.126,1,"Cholangiocytes","MRPS35"
"TCF4.1",0.000245213458356149,-0.845412654294022,0.017,0.129,1,"Cholangiocytes","TCF4"
"ZNF106",0.000248362978668194,0.269133811711019,0.277,0.145,1,"Cholangiocytes","ZNF106"
"CRYZ.1",0.000250790870387955,0.267590510416502,0.353,0.198,1,"Cholangiocytes","CRYZ"
"DDX17.1",0.000252331294299455,0.271306693312782,0.597,0.386,1,"Cholangiocytes","DDX17"
"SORT1",0.00025235994637939,0.286423666031012,0.118,0.046,1,"Cholangiocytes","SORT1"
"GIMAP2",0.000252947928080618,-0.758303776403589,0.008,0.115,1,"Cholangiocytes","GIMAP2"
"ATP5G2.1",0.000259058131574598,0.267404489387141,0.933,0.758,1,"Cholangiocytes","ATP5G2"
"AR.1",0.000260343219389861,-0.707512334950839,0.076,0.21,1,"Cholangiocytes","AR"
"SMYD2",0.000260368532248307,0.290216251314841,0.134,0.056,1,"Cholangiocytes","SMYD2"
"ZNF444",0.000262717314193586,0.298904072250007,0.16,0.071,1,"Cholangiocytes","ZNF444"
"ARL6IP1.1",0.000263158383642694,0.327756550185214,0.655,0.465,1,"Cholangiocytes","ARL6IP1"
"KLKB1.1",0.000265367959416142,-0.794687896492397,0.084,0.217,1,"Cholangiocytes","KLKB1"
"SEPW1.1",0.000265833429242261,0.301625663844964,0.454,0.28,1,"Cholangiocytes","SEPW1"
"PON2",0.000266015278609246,0.275534239305378,0.303,0.165,1,"Cholangiocytes","PON2"
"NPTN.1",0.000266056424001315,0.310889409359371,0.218,0.108,1,"Cholangiocytes","NPTN"
"GNPTG",0.000272142152084631,0.268768012120136,0.185,0.086,1,"Cholangiocytes","GNPTG"
"TXNDC17",0.000273341133257642,0.312651011568884,0.563,0.358,1,"Cholangiocytes","TXNDC17"
"ANKRD13A",0.000276172318085787,0.30481137496399,0.151,0.066,1,"Cholangiocytes","ANKRD13A"
"PDIA4.1",0.000286897841856421,-0.770013076117665,0.336,0.433,1,"Cholangiocytes","PDIA4"
"MS4A6A.1",0.000289580532937045,-1.23551966106097,0.076,0.201,1,"Cholangiocytes","MS4A6A"
"ACAT1.1",0.000289788195883734,-0.73093075616856,0.286,0.411,1,"Cholangiocytes","ACAT1"
"DOCK5",0.000292865924864174,0.344074597889222,0.151,0.066,1,"Cholangiocytes","DOCK5"
"AKR1C4.1",0.000296301521074525,-1.05058677219415,0.176,0.292,1,"Cholangiocytes","AKR1C4"
"CBX6",0.000297733016902788,0.330331395758306,0.227,0.115,1,"Cholangiocytes","CBX6"
"LST1.1",0.000303312427093342,-1.27097563524063,0.042,0.158,1,"Cholangiocytes","LST1"
"LRP1.1",0.000309235389669339,-0.751696664223485,0.084,0.218,1,"Cholangiocytes","LRP1"
"RBMS3.1",0.000309401547277322,0.259089534619848,0.134,0.055,1,"Cholangiocytes","RBMS3"
"VAMP8",0.000310866185432287,0.276364055419611,0.748,0.524,1,"Cholangiocytes","VAMP8"
"GNG5",0.00031187659358075,0.326954912308828,0.681,0.49,1,"Cholangiocytes","GNG5"
"TMED4",0.000313714005747137,0.265266255521191,0.277,0.15,1,"Cholangiocytes","TMED4"
"TMEM141",0.000313930355330015,0.34716293648011,0.395,0.241,1,"Cholangiocytes","TMEM141"
"LCP2",0.000315204577116389,-0.763125462288016,0.008,0.112,1,"Cholangiocytes","LCP2"
"LPP.1",0.000317114461365301,0.262532863055006,0.328,0.185,1,"Cholangiocytes","LPP"
"DCTN6.1",0.000317754598790954,0.280545788117236,0.227,0.116,1,"Cholangiocytes","DCTN6"
"PIP4K2A",0.000330012812436918,-1.06622223582802,0.076,0.197,1,"Cholangiocytes","PIP4K2A"
"AKNA.1",0.000338023947207342,-0.912033808965833,0.025,0.135,1,"Cholangiocytes","AKNA"
"CCT3",0.000349202681254513,0.290119552551042,0.37,0.217,1,"Cholangiocytes","CCT3"
"CDK13",0.000361717367368482,0.298840333192449,0.151,0.066,1,"Cholangiocytes","CDK13"
"PCM1",0.000367059351903747,0.259419685630379,0.294,0.16,1,"Cholangiocytes","PCM1"
"TIMMDC1",0.000378577878381834,0.306038419983852,0.218,0.112,1,"Cholangiocytes","TIMMDC1"
"C7orf50",0.000386034297927727,0.260929176507993,0.227,0.116,1,"Cholangiocytes","C7orf50"
"RP11-6B4.1.1",0.000397527562741615,-0.631821257415878,0.008,0.109,1,"Cholangiocytes","RP11-6B4.1"
"SLC25A33",0.000398851628420923,0.278818518751935,0.176,0.083,1,"Cholangiocytes","SLC25A33"
"LRG1.1",0.000401504851576031,-0.820465512144181,0.235,0.356,1,"Cholangiocytes","LRG1"
"SRP9",0.000415337718126874,0.278580610493874,0.546,0.357,1,"Cholangiocytes","SRP9"
"JKAMP",0.00042652637387303,0.250652658294325,0.218,0.11,1,"Cholangiocytes","JKAMP"
"ZFP91",0.00043638417303973,0.39031534545434,0.21,0.108,1,"Cholangiocytes","ZFP91"
"ICAM2.1",0.000437357059710067,-0.769470735954491,0.008,0.108,1,"Cholangiocytes","ICAM2"
"GZMM.1",0.00043777533685415,-0.920163954418237,0.008,0.108,1,"Cholangiocytes","GZMM"
"AKR1C2.1",0.000447519710854202,0.309637000706976,0.353,0.203,1,"Cholangiocytes","AKR1C2"
"PPARGC1A",0.000449281133311789,0.304364608807245,0.193,0.094,1,"Cholangiocytes","PPARGC1A"
"CFP.1",0.000457620902334168,-0.767687024311275,0.008,0.109,1,"Cholangiocytes","CFP"
"KLF6.1",0.000458641275335038,0.290053081078282,0.739,0.52,1,"Cholangiocytes","KLF6"
"HOOK1",0.000480468058808724,0.251016434223193,0.151,0.067,1,"Cholangiocytes","HOOK1"
"CYP4F3.1",0.000495554633017397,-0.863716845596189,0.185,0.308,1,"Cholangiocytes","CYP4F3"
"ESRRA.1",0.000496443871551051,0.267455637866566,0.412,0.25,1,"Cholangiocytes","ESRRA"
"AIF1.1",0.000496715258877013,-1.2617671487454,0.067,0.184,1,"Cholangiocytes","AIF1"
"AGXT2.1",0.000499908070114135,-0.601321501025599,0.008,0.108,1,"Cholangiocytes","AGXT2"
"UBA1.1",0.000505580749053728,0.293236556670567,0.235,0.124,1,"Cholangiocytes","UBA1"
"GOSR1",0.000506002552975617,0.272203176762474,0.21,0.107,1,"Cholangiocytes","GOSR1"
"C5.1",0.000507312205510316,-0.858103883459352,0.185,0.306,1,"Cholangiocytes","C5"
"NUDT2",0.000514400041637262,0.364842718799698,0.185,0.091,1,"Cholangiocytes","NUDT2"
"DNPEP",0.000531960013896164,0.257073765617978,0.218,0.112,1,"Cholangiocytes","DNPEP"
"ITGA1.1",0.00054374016405654,-0.718972388142119,0.034,0.142,1,"Cholangiocytes","ITGA1"
"C1orf43",0.000552820381099031,0.269596396795544,0.445,0.281,1,"Cholangiocytes","C1orf43"
"TBC1D10C.1",0.000554666122604554,-0.903416680318468,0.017,0.117,1,"Cholangiocytes","TBC1D10C"
"CFHR5.1",0.000562867940942696,-0.602660916343069,0.008,0.105,1,"Cholangiocytes","CFHR5"
"ETF1",0.00057449459535653,0.277811387052934,0.235,0.123,1,"Cholangiocytes","ETF1"
"TMEM126B",0.000575496234920115,0.298452803044015,0.244,0.129,1,"Cholangiocytes","TMEM126B"
"FMNL1.1",0.000584741803704639,-0.685688023256164,0.008,0.107,1,"Cholangiocytes","FMNL1"
"PON3.1",0.000593644262806522,-0.905663243410958,0.143,0.26,1,"Cholangiocytes","PON3"
"TSHZ2.1",0.000602224008900193,0.279118474588373,0.218,0.113,1,"Cholangiocytes","TSHZ2"
"MRPS21.1",0.000602443551746445,0.314364630836138,0.672,0.453,1,"Cholangiocytes","MRPS21"
"AAMDC",0.000607426569090956,0.285085429511438,0.303,0.171,1,"Cholangiocytes","AAMDC"
"TMEM170A.1",0.00061901155710761,0.2867990990448,0.176,0.085,1,"Cholangiocytes","TMEM170A"
"MEF2C.1",0.000628358604714974,-0.91116311856235,0.042,0.15,1,"Cholangiocytes","MEF2C"
"CMC1.1",0.000637259408492771,-1.23403455288193,0.16,0.28,1,"Cholangiocytes","CMC1"
"HDGF.1",0.000638252352353941,0.26066225551877,0.37,0.224,1,"Cholangiocytes","HDGF"
