"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SORBS3",1.33850224381788e-26,-0.419110597999814,0.009,0.108,2.68731095491315e-22,"CD8+ Cells","SORBS3"
"SMIM15.1",1.39655965043472e-26,-0.289148270982724,0.077,0.23,2.80387281017779e-22,"CD8+ Cells","SMIM15"
"ALG8",1.39830388922711e-26,-0.347538627116293,0.032,0.151,2.80737471840127e-22,"CD8+ Cells","ALG8"
"YWHAH.1",1.45089934595366e-26,-0.366393838805166,0.043,0.171,2.91297061687117e-22,"CD8+ Cells","YWHAH"
"CXCL8.2",1.58948989147445e-26,-0.587868170390348,0.012,0.114,3.19121885511324e-22,"CD8+ Cells","CXCL8"
"S1PR1.1",1.65334358000491e-26,-0.550232192522674,0.022,0.133,3.31941790557587e-22,"CD8+ Cells","S1PR1"
"CETN2.1",1.66380036020624e-26,-0.307773063656734,0.052,0.187,3.34041198318607e-22,"CD8+ Cells","CETN2"
"GSTM3.2",1.67587048304994e-26,-0.356064258750775,0.025,0.139,3.36464516881937e-22,"CD8+ Cells","GSTM3"
"GCHFR",1.74803530627415e-26,-0.325568430703583,0.098,0.264,3.50953048440661e-22,"CD8+ Cells","GCHFR"
"TMED5",1.78332335654831e-26,-0.263959757951643,0.092,0.255,3.58037830294205e-22,"CD8+ Cells","TMED5"
"SLC25A25.1",1.78444880973364e-26,-0.460515516336981,0.005,0.101,3.58263787530223e-22,"CD8+ Cells","SLC25A25"
"SLC43A3.1",1.91512672845595e-26,-0.394173742164815,0.017,0.124,3.844999932721e-22,"CD8+ Cells","SLC43A3"
"TMED1",1.9499154423168e-26,-0.359992569661049,0.034,0.155,3.91484523353944e-22,"CD8+ Cells","TMED1"
"IL6ST.1",2.05447349509305e-26,-0.288781615185957,0.118,0.298,4.12476643609833e-22,"CD8+ Cells","IL6ST"
"PTS.1",2.16124693378514e-26,-0.258831578082829,0.069,0.216,4.33913546896043e-22,"CD8+ Cells","PTS"
"JOSD2.1",2.252117683591e-26,-0.330256639243038,0.076,0.225,4.52157667334566e-22,"CD8+ Cells","JOSD2"
"ACP2.1",2.41498504637673e-26,-0.402341042678139,0.014,0.117,4.84856547761057e-22,"CD8+ Cells","ACP2"
"NSFL1C.1",2.45339744774537e-26,-0.28749387507394,0.08,0.233,4.92568605583839e-22,"CD8+ Cells","NSFL1C"
"VAT1.1",2.51292333514412e-26,-0.43987791002897,0.009,0.107,5.04519617996884e-22,"CD8+ Cells","VAT1"
"SH2D2A.2",2.76869211574243e-26,0.686063546378569,0.31,0.209,5.55870316077608e-22,"CD8+ Cells","SH2D2A"
"PIK3R3",3.58093654085741e-26,-0.525421483492848,0.007,0.103,7.18944629307943e-22,"CD8+ Cells","PIK3R3"
"MMAB.1",3.71311005638071e-26,-0.374878598294818,0.024,0.136,7.45481106019555e-22,"CD8+ Cells","MMAB"
"GGCX",3.96579800548795e-26,-0.304813069467439,0.048,0.179,7.96213265561816e-22,"CD8+ Cells","GGCX"
"BAG6",4.02419597164876e-26,-0.316389352927725,0.054,0.189,8.07937825227922e-22,"CD8+ Cells","BAG6"
"MKLN1",4.33558475091821e-26,-0.348951086079099,0.041,0.166,8.70455350441848e-22,"CD8+ Cells","MKLN1"
"ABCD3.1",4.52620298386304e-26,-0.368227268517474,0.019,0.126,9.08725773070183e-22,"CD8+ Cells","ABCD3"
"MAOB.3",4.9286283321283e-26,-0.383761522009097,0.01,0.109,9.89520710241398e-22,"CD8+ Cells","MAOB"
"ZMAT5",4.9737141987249e-26,-0.364822242672989,0.032,0.149,9.98572599677998e-22,"CD8+ Cells","ZMAT5"
"BPHL.1",5.19044728652891e-26,-0.409151333539906,0.009,0.108,1.04208610171641e-21,"CD8+ Cells","BPHL"
"MTPN.1",5.23031991055536e-26,-0.250297185614663,0.18,0.403,1.0500913284422e-21,"CD8+ Cells","MTPN"
"GADD45B",5.53715303443468e-26,-0.34346772507617,0.297,0.604,1.11169421472345e-21,"CD8+ Cells","GADD45B"
"MAPK3.1",5.6231449775163e-26,-0.403944955803722,0.029,0.144,1.12895881713595e-21,"CD8+ Cells","MAPK3"
"BMPR2",5.71048588761457e-26,-0.426111549906075,0.027,0.14,1.14649425165638e-21,"CD8+ Cells","BMPR2"
"TP53TG1.1",5.85422828219001e-26,-0.307671423284196,0.064,0.204,1.17535341221529e-21,"CD8+ Cells","TP53TG1"
"EIF2S3",5.92906185509911e-26,-0.289033951607777,0.132,0.317,1.19037774864825e-21,"CD8+ Cells","EIF2S3"
"ETHE1.1",6.78536294961164e-26,-0.292948801277849,0.101,0.267,1.36229731939353e-21,"CD8+ Cells","ETHE1"
"HP.1",7.75114563288994e-26,-0.596877103844754,0.031,0.146,1.55619750871531e-21,"CD8+ Cells","HP"
"PLEKHA5.1",8.01153227755972e-26,-0.382800453110979,0.013,0.114,1.60847533536567e-21,"CD8+ Cells","PLEKHA5"
"DERA.1",8.9520351540916e-26,-0.316970033754521,0.036,0.156,1.79730009788697e-21,"CD8+ Cells","DERA"
"ACOX1",9.68140882454334e-26,-0.376906940287428,0.017,0.122,1.94373644970357e-21,"CD8+ Cells","ACOX1"
"CINP.1",9.72042791594669e-26,-0.360127536688398,0.045,0.17,1.95157031268462e-21,"CD8+ Cells","CINP"
"ALDH3A2.1",9.78636095938543e-26,-0.35463575220738,0.028,0.142,1.96480768981581e-21,"CD8+ Cells","ALDH3A2"
"LRRC28",1.00330089600133e-25,-0.344292056806738,0.021,0.128,2.01432720890188e-21,"CD8+ Cells","LRRC28"
"NFYB.1",1.08861890565781e-25,-0.404384439007561,0.029,0.143,2.18562017688919e-21,"CD8+ Cells","NFYB"
"IFRD2",1.09601584178485e-25,-0.351029882326931,0.025,0.136,2.20047100555145e-21,"CD8+ Cells","IFRD2"
"MPST.2",1.10905391888257e-25,-0.369158577455375,0.035,0.154,2.22664755294054e-21,"CD8+ Cells","MPST"
"GBE1",1.15095981159265e-25,-0.37936338542422,0.017,0.121,2.31078201373456e-21,"CD8+ Cells","GBE1"
"MAPK6.2",1.15899710018022e-25,-0.332349299783269,0.04,0.164,2.32691847803183e-21,"CD8+ Cells","MAPK6"
"MORF4L1.1",1.1659234753441e-25,0.25766651601313,0.613,0.775,2.34082456144835e-21,"CD8+ Cells","MORF4L1"
"KCNQ1OT1",1.17593293058835e-25,-0.313685948769465,0.076,0.225,2.36092054474223e-21,"CD8+ Cells","KCNQ1OT1"
"MKNK2",1.21348366157114e-25,-0.312737856547227,0.08,0.23,2.43631114733638e-21,"CD8+ Cells","MKNK2"
"SAP18",1.24232767094732e-25,0.250623252126566,0.601,0.759,2.49422126496094e-21,"CD8+ Cells","SAP18"
"ARPC5L.2",1.27607710944272e-25,-0.259518254311605,0.175,0.393,2.56198001262816e-21,"CD8+ Cells","ARPC5L"
"WBP4",1.28021053235092e-25,-0.338690463295707,0.055,0.188,2.57027868580093e-21,"CD8+ Cells","WBP4"
"NABP2",1.34929376037544e-25,-0.325278790983246,0.041,0.165,2.70897708270577e-21,"CD8+ Cells","NABP2"
"ITGA6.2",1.37977007825062e-25,-0.478641923122139,0.019,0.124,2.77016438610377e-21,"CD8+ Cells","ITGA6"
"MRPL48",1.45727216239016e-25,-0.320106093427821,0.051,0.18,2.92576532043072e-21,"CD8+ Cells","MRPL48"
"MAP4.1",1.47476688622199e-25,-0.278644831776796,0.103,0.27,2.96088947746789e-21,"CD8+ Cells","MAP4"
"ZBTB20.3",1.53550808845744e-25,-0.289942142415963,0.067,0.209,3.08283958919601e-21,"CD8+ Cells","ZBTB20"
"LINC00116",1.66568702666343e-25,-0.255331945107615,0.107,0.275,3.34419984343216e-21,"CD8+ Cells","LINC00116"
"LRRC59",1.77801324048297e-25,-0.254398640608451,0.1,0.264,3.56971718291767e-21,"CD8+ Cells","LRRC59"
"GOT2",1.82032691732581e-25,-0.325636352700642,0.04,0.163,3.65467035191502e-21,"CD8+ Cells","GOT2"
"WDR83OS",1.99774641809073e-25,-0.286425597788708,0.299,0.628,4.01087548360075e-21,"CD8+ Cells","WDR83OS"
"HIBCH.1",2.04719688810872e-25,-0.374533741232441,0.046,0.17,4.11015719225587e-21,"CD8+ Cells","HIBCH"
"ARID4B.1",2.07479277109209e-25,0.54724731961531,0.489,0.49,4.16556144652159e-21,"CD8+ Cells","ARID4B"
"CRYZL1",2.13047060036678e-25,-0.347577423537191,0.035,0.153,4.27734582435639e-21,"CD8+ Cells","CRYZL1"
"PARK7",2.20868381836357e-25,0.305670823364374,0.578,0.726,4.43437450212853e-21,"CD8+ Cells","PARK7"
"COMMD9.1",2.34178132936236e-25,-0.384039000964042,0.032,0.146,4.7015943749608e-21,"CD8+ Cells","COMMD9"
"PSMD2",2.34263648415315e-25,-0.25237625316167,0.114,0.288,4.70331126923427e-21,"CD8+ Cells","PSMD2"
"LDHB",2.62724804280832e-25,0.409667195704701,0.542,0.536,5.27472589554625e-21,"CD8+ Cells","LDHB"
"AGTRAP",2.83463255179662e-25,-0.382085910770611,0.054,0.185,5.69109177424208e-21,"CD8+ Cells","AGTRAP"
"TRAF7",3.06236607857043e-25,-0.390507884429432,0.018,0.121,6.14831237594585e-21,"CD8+ Cells","TRAF7"
"VPS72",3.21560126062661e-25,-0.34945525078425,0.032,0.146,6.45596265096005e-21,"CD8+ Cells","VPS72"
"NUDC",3.26636898328633e-25,-0.255328980632262,0.271,0.566,6.55788900774397e-21,"CD8+ Cells","NUDC"
"RP11-295G20.2",3.33561786129867e-25,-0.413634464230116,0.011,0.108,6.69691998012934e-21,"CD8+ Cells","RP11-295G20.2"
"ANKRD10.1",3.4455128342724e-25,-0.330584857093713,0.053,0.184,6.91755611736869e-21,"CD8+ Cells","ANKRD10"
"TSPAN3.1",4.05028102132898e-25,-0.390570379842087,0.012,0.11,8.1317492065222e-21,"CD8+ Cells","TSPAN3"
"BAZ2B",4.05384914734211e-25,-0.359980691117551,0.05,0.177,8.13891293311875e-21,"CD8+ Cells","BAZ2B"
"LYRM4.1",4.09229084225718e-25,-0.28037183146978,0.072,0.216,8.21609232399974e-21,"CD8+ Cells","LYRM4"
"RASGRP3.1",4.31319506387476e-25,-0.464148006946333,0.009,0.105,8.65960172974136e-21,"CD8+ Cells","RASGRP3"
"CAPN1.1",4.40908459362189e-25,-0.298115694236013,0.079,0.227,8.85211913861467e-21,"CD8+ Cells","CAPN1"
"MTRNR2L8.1",4.5889160515337e-25,-0.469757581787718,0.01,0.106,9.21316675666421e-21,"CD8+ Cells","MTRNR2L8"
"SDHAF3",4.62742968541592e-25,-0.376576667148224,0.039,0.157,9.29049057940954e-21,"CD8+ Cells","SDHAF3"
"GSTO1.1",4.69080455083889e-25,-0.273736967417754,0.253,0.535,9.41772829671923e-21,"CD8+ Cells","GSTO1"
"LST1.2",5.19371408838801e-25,-0.56754641382402,0.061,0.192,1.04274197752566e-20,"CD8+ Cells","LST1"
"SSBP3.1",5.25203593684281e-25,-0.391642611984057,0.013,0.111,1.05445125503993e-20,"CD8+ Cells","SSBP3"
"UBE2R2.1",5.72095248905787e-25,-0.338448154492746,0.042,0.164,1.14859563122815e-20,"CD8+ Cells","UBE2R2"
"PCK2",5.73023438597133e-25,-0.404159081221523,0.012,0.109,1.15045915767146e-20,"CD8+ Cells","PCK2"
"MRPS18A",6.20547854710685e-25,-0.267303818104621,0.069,0.21,1.24587392790264e-20,"CD8+ Cells","MRPS18A"
"GOT1.2",6.28358902722261e-25,-0.332385243806665,0.046,0.171,1.26155616899548e-20,"CD8+ Cells","GOT1"
"FABP5.2",6.59662199045695e-25,0.67387440447963,0.392,0.337,1.32440379702404e-20,"CD8+ Cells","FABP5"
"PARP14.1",6.8138782398532e-25,-0.266971558860598,0.107,0.275,1.36802233421533e-20,"CD8+ Cells","PARP14"
"APIP.2",7.08639687884583e-25,-0.290112106290813,0.054,0.185,1.42273590136588e-20,"CD8+ Cells","APIP"
"PSMG1",7.36081109332362e-25,-0.315916494559131,0.042,0.163,1.47783004320658e-20,"CD8+ Cells","PSMG1"
"HADH",7.38337470842799e-25,-0.349216248217149,0.032,0.145,1.48236014021109e-20,"CD8+ Cells","HADH"
"ATP6V1F.2",7.43413327668797e-25,-0.271248193867857,0.282,0.583,1.49255093796064e-20,"CD8+ Cells","ATP6V1F"
"TUBG1",7.48458004048636e-25,-0.379400925228928,0.011,0.107,1.50267913472845e-20,"CD8+ Cells","TUBG1"
"DLGAP4.1",7.73387728617705e-25,-0.386284311288522,0.024,0.131,1.55273054274577e-20,"CD8+ Cells","DLGAP4"
"LINC00467.1",7.74188146457385e-25,-0.382978337251457,0.015,0.113,1.55433754164249e-20,"CD8+ Cells","LINC00467"
"MX1.1",8.13981944254069e-25,-0.336245100871399,0.082,0.229,1.63423154947889e-20,"CD8+ Cells","MX1"
"ZWINT",8.59062591785023e-25,-0.434719359184339,0.013,0.11,1.72473996552679e-20,"CD8+ Cells","ZWINT"
"ERRFI1.2",8.78119858996775e-25,-0.351755231638425,0.023,0.13,1.76300124090782e-20,"CD8+ Cells","ERRFI1"
"HACD2",9.15182334861636e-25,-0.334944538466072,0.027,0.137,1.83741157370171e-20,"CD8+ Cells","HACD2"
"C4orf27",9.15483975410041e-25,-0.327901409979802,0.05,0.176,1.83801717743074e-20,"CD8+ Cells","C4orf27"
"TCAF1.1",1.05109254836885e-24,-0.335950513607552,0.025,0.132,2.11027850936015e-20,"CD8+ Cells","TCAF1"
"C12orf10",1.07596580370662e-24,-0.274676686999546,0.074,0.217,2.16021654410177e-20,"CD8+ Cells","C12orf10"
"PLXND1",1.09298561436885e-24,-0.444373932329271,0.018,0.12,2.19438721796835e-20,"CD8+ Cells","PLXND1"
"MBNL2",1.12250487052188e-24,-0.36674347244731,0.034,0.147,2.25365302854677e-20,"CD8+ Cells","MBNL2"
"AHR.3",1.1608468155157e-24,-0.368706663886485,0.044,0.165,2.33063215151087e-20,"CD8+ Cells","AHR"
"MPV17",1.21843401235209e-24,-0.321802452050121,0.04,0.158,2.44624996659929e-20,"CD8+ Cells","MPV17"
"KIAA0355.1",1.28178952130813e-24,-0.416913105015621,0.039,0.156,2.57344882193033e-20,"CD8+ Cells","KIAA0355"
"TAGLN",1.45863692122324e-24,-0.566605680700267,0.011,0.106,2.9285053467399e-20,"CD8+ Cells","TAGLN"
"PAK1.3",1.49621685879226e-24,-0.406493473454504,0.019,0.121,3.00395458739721e-20,"CD8+ Cells","PAK1"
"SNAP23.1",1.56385596173519e-24,-0.320174751376819,0.088,0.238,3.13975361437575e-20,"CD8+ Cells","SNAP23"
"MRPL16",1.61582454250383e-24,-0.284993080102166,0.071,0.211,3.24409093398493e-20,"CD8+ Cells","MRPL16"
"RAD51C",1.6689796875547e-24,-0.319600348744641,0.04,0.157,3.35081051870356e-20,"CD8+ Cells","RAD51C"
"WEE1.2",1.68513508271296e-24,-0.354423339227679,0.028,0.138,3.3832457055628e-20,"CD8+ Cells","WEE1"
"AKNA.1",1.68724533968936e-24,0.65196666637753,0.348,0.257,3.38748246849434e-20,"CD8+ Cells","AKNA"
"F11R.1",1.78532401236677e-24,-0.364152399572814,0.016,0.116,3.58439501962877e-20,"CD8+ Cells","F11R"
"NIT2",2.00072805909548e-24,-0.278851391445992,0.062,0.196,4.01686172424599e-20,"CD8+ Cells","NIT2"
"PHACTR2",2.08199771597285e-24,-0.32366807947644,0.066,0.202,4.1800268143587e-20,"CD8+ Cells","PHACTR2"
"FGGY.1",2.19590823270862e-24,-0.39015042694973,0.014,0.11,4.40872495880909e-20,"CD8+ Cells","FGGY"
"QPRT",2.23314887780614e-24,-0.421664040864307,0.009,0.1,4.48349300197139e-20,"CD8+ Cells","QPRT"
"YPEL2.1",2.30936542706679e-24,-0.420263538875353,0.02,0.121,4.63651296792199e-20,"CD8+ Cells","YPEL2"
"MRPL45",2.41668192585444e-24,-0.316308624604821,0.033,0.145,4.85197230253797e-20,"CD8+ Cells","MRPL45"
"SRRT",2.5733880865569e-24,0.89574728295994,0.247,0.158,5.1665912613803e-20,"CD8+ Cells","SRRT"
"IL6R.2",2.86071596507138e-24,-0.382654176356628,0.009,0.1,5.7434594430738e-20,"CD8+ Cells","IL6R"
"TMA16",2.88758464067882e-24,-0.328046589139418,0.05,0.174,5.79740368309086e-20,"CD8+ Cells","TMA16"
"POP5",2.93926645568402e-24,-0.267826483189939,0.078,0.222,5.90116526307681e-20,"CD8+ Cells","POP5"
"ANKRD28.1",3.45537614490806e-24,-0.392163999008485,0.107,0.263,6.9373586861319e-20,"CD8+ Cells","ANKRD28"
"COA5",3.53129240392645e-24,-0.324117374655968,0.043,0.162,7.08977575936313e-20,"CD8+ Cells","COA5"
"HIST1H2BD.2",3.92116786796989e-24,-0.375802993111148,0.021,0.124,7.87252872852316e-20,"CD8+ Cells","HIST1H2BD"
"SMIM20.1",4.12274505873467e-24,-0.294818904450182,0.053,0.179,8.2772352544216e-20,"CD8+ Cells","SMIM20"
"AC016831.7.1",4.35209074169393e-24,0.696836786336152,0.311,0.216,8.73769258209891e-20,"CD8+ Cells","AC016831.7"
"TMEM242",4.61077994842214e-24,-0.377478718139388,0.041,0.157,9.25706290244714e-20,"CD8+ Cells","TMEM242"
"PDZD11",4.69694353825411e-24,-0.273816436109241,0.064,0.197,9.43005354175277e-20,"CD8+ Cells","PDZD11"
"TNFSF13B.1",5.02951583409151e-24,-0.528383625898931,0.016,0.113,1.00977589401055e-19,"CD8+ Cells","TNFSF13B"
"MUT.1",5.22739823545303e-24,-0.356880301159365,0.018,0.117,1.0495047437319e-19,"CD8+ Cells","MUT"
"WDR18.1",5.31355236817711e-24,-0.305114157283119,0.047,0.169,1.06680190895892e-19,"CD8+ Cells","WDR18"
"PLEC.1",5.32000397884916e-24,-0.349627010311999,0.029,0.138,1.06809719883355e-19,"CD8+ Cells","PLEC"
"NKIRAS2.1",5.33115463477223e-24,-0.333869028815281,0.03,0.139,1.07033591602322e-19,"CD8+ Cells","NKIRAS2"
"DRG1",5.38263702200942e-24,-0.255186634255424,0.066,0.202,1.08067203490883e-19,"CD8+ Cells","DRG1"
"TTC37.1",5.64580283206193e-24,-0.365846416452852,0.034,0.145,1.13350783459307e-19,"CD8+ Cells","TTC37"
"ARL2BP",5.7387507801759e-24,-0.258415953588397,0.065,0.2,1.15216899413592e-19,"CD8+ Cells","ARL2BP"
"TIMMDC1",6.04696096202199e-24,-0.252179476037854,0.08,0.224,1.21404835234515e-19,"CD8+ Cells","TIMMDC1"
"BID.1",6.08819058098833e-24,-0.332825262708885,0.09,0.239,1.22232602294503e-19,"CD8+ Cells","BID"
"ROCK2",6.39967551739647e-24,-0.386308355722756,0.011,0.104,1.28486285362769e-19,"CD8+ Cells","ROCK2"
"VCL",6.41853706979826e-24,-0.394890169681985,0.017,0.115,1.2886496875034e-19,"CD8+ Cells","VCL"
"NFKBIL1.1",6.78947156989599e-24,-0.359764583122185,0.021,0.123,1.36312220708802e-19,"CD8+ Cells","NFKBIL1"
"PELI1",6.79359356722411e-24,-0.392227585744518,0.044,0.162,1.36394978049158e-19,"CD8+ Cells","PELI1"
"MAGOHB",6.94526011772174e-24,-0.271165373291621,0.065,0.199,1.39439987383499e-19,"CD8+ Cells","MAGOHB"
"SEC22B",7.06419411246836e-24,-0.282192768351995,0.073,0.212,1.41827825196027e-19,"CD8+ Cells","SEC22B"
"MORN2.1",7.44828482453827e-24,-0.324225587573043,0.013,0.107,1.49539214422255e-19,"CD8+ Cells","MORN2"
"AC013461.1.1",7.60431273938302e-24,-0.359187435021133,0.013,0.107,1.52671786868593e-19,"CD8+ Cells","AC013461.1"
"ST6GAL1",7.6624256193527e-24,-0.326830057539915,0.042,0.159,1.53838519159744e-19,"CD8+ Cells","ST6GAL1"
"C21orf59.2",8.01339487485248e-24,-0.287003323470944,0.082,0.227,1.60884928902413e-19,"CD8+ Cells","C21orf59"
"COQ5",8.42635361185056e-24,-0.328014012952771,0.032,0.141,1.69175901465124e-19,"CD8+ Cells","COQ5"
"RALB.2",8.72992871572676e-24,-0.357272563254001,0.044,0.162,1.75270778825646e-19,"CD8+ Cells","RALB"
"CNP",9.08964013627518e-24,-0.312140963406881,0.041,0.158,1.82492705015997e-19,"CD8+ Cells","CNP"
"LAG3",1.2231426487878e-23,0.744120217992379,0.15,0.072,2.45570349597126e-19,"CD8+ Cells","LAG3"
"APOA2.1",1.28020707961172e-23,-0.424895305833257,0.175,0.36,2.57027175373646e-19,"CD8+ Cells","APOA2"
"CHCHD3",1.31512792155795e-23,-0.272953194435103,0.064,0.197,2.6403823281119e-19,"CD8+ Cells","CHCHD3"
"LIPA.1",1.37019732846426e-23,-0.348817216837913,0.07,0.206,2.75094517635768e-19,"CD8+ Cells","LIPA"
"SH2B3.1",1.40077673078057e-23,-0.411149617489653,0.016,0.112,2.81233944238814e-19,"CD8+ Cells","SH2B3"
"ADAM17.1",1.45034173855174e-23,-0.375563641860185,0.042,0.158,2.91185110849033e-19,"CD8+ Cells","ADAM17"
"ABI2.1",1.49815069269614e-23,-0.370006904147797,0.026,0.129,3.00783714572604e-19,"CD8+ Cells","ABI2"
"CAMK2D.1",1.53638353911185e-23,-0.322080921975325,0.037,0.149,3.08459723147486e-19,"CD8+ Cells","CAMK2D"
"SDCCAG8.2",1.56416717612173e-23,-0.322933996104293,0.037,0.149,3.14037843949959e-19,"CD8+ Cells","SDCCAG8"
"BET1",1.64164044251083e-23,-0.261516475509236,0.056,0.182,3.295921516429e-19,"CD8+ Cells","BET1"
"BCL2L1.1",1.66061065954221e-23,-0.355646786127999,0.027,0.131,3.3340080211629e-19,"CD8+ Cells","BCL2L1"
"TMX2.1",1.78228232351049e-23,-0.272459017918591,0.069,0.203,3.57828822091202e-19,"CD8+ Cells","TMX2"
"IGFBP3.1",1.78358075912762e-23,-0.542674153198623,0.012,0.103,3.58089509010052e-19,"CD8+ Cells","IGFBP3"
"COPS7A",1.81871834791815e-23,-0.308057728695622,0.028,0.134,3.65144082711527e-19,"CD8+ Cells","COPS7A"
"HAUS1",1.83663644828103e-23,-0.322097164927716,0.042,0.158,3.68741499721382e-19,"CD8+ Cells","HAUS1"
"NMD3",1.89646888647924e-23,-0.265090049410338,0.061,0.19,3.80754058338436e-19,"CD8+ Cells","NMD3"
"SLC12A2.2",1.90392846484116e-23,-0.341054845987517,0.033,0.141,3.8225171788616e-19,"CD8+ Cells","SLC12A2"
"SLC37A4.1",2.00753927139108e-23,-0.36160510535894,0.01,0.1,4.03053659517187e-19,"CD8+ Cells","SLC37A4"
"EDEM2",2.01392098898416e-23,-0.350484317657571,0.028,0.134,4.04334916958349e-19,"CD8+ Cells","EDEM2"
"LYPLAL1.1",2.09110607718263e-23,-0.342433603753619,0.021,0.12,4.19831367115957e-19,"CD8+ Cells","LYPLAL1"
"FUNDC1.1",2.17084537532e-23,-0.344486426154164,0.021,0.12,4.35840626002996e-19,"CD8+ Cells","FUNDC1"
"SEL1L",2.22324498580724e-23,-0.271357020618108,0.056,0.182,4.4636089580052e-19,"CD8+ Cells","SEL1L"
"LPCAT3",2.30324880396084e-23,-0.318526566545985,0.025,0.128,4.62423262371217e-19,"CD8+ Cells","LPCAT3"
"INO80C.2",2.32493254065828e-23,-0.283980979783848,0.044,0.161,4.66776706187963e-19,"CD8+ Cells","INO80C"
"GPATCH4",2.55854319334227e-23,-0.275781220037137,0.058,0.184,5.13678716927328e-19,"CD8+ Cells","GPATCH4"
"TIMM9",2.92227284638993e-23,-0.26036907414811,0.064,0.194,5.86704719369705e-19,"CD8+ Cells","TIMM9"
"RPRD1A.1",3.12970093111443e-23,-0.320690482766591,0.028,0.133,6.28350055939845e-19,"CD8+ Cells","RPRD1A"
"TMEM38B",3.49129651442211e-23,-0.311692530498429,0.021,0.121,7.00947601200527e-19,"CD8+ Cells","TMEM38B"
"UBA1",4.07109905057137e-23,-0.271761479216837,0.06,0.188,8.17354556383215e-19,"CD8+ Cells","UBA1"
"AFMID",4.12624835091706e-23,-0.348101189548101,0.015,0.109,8.28426881413618e-19,"CD8+ Cells","AFMID"
"ISCA2",4.1885614345734e-23,-0.303097399853899,0.046,0.162,8.40937479219301e-19,"CD8+ Cells","ISCA2"
"POGZ.1",4.43798594787307e-23,-0.266148128696503,0.067,0.199,8.91014438754477e-19,"CD8+ Cells","POGZ"
"C1QA.1",4.55159439592539e-23,-0.64712543027719,0.015,0.107,9.1382360686994e-19,"CD8+ Cells","C1QA"
"AIMP2",4.74866453678473e-23,-0.331090846635887,0.025,0.126,9.5338937905027e-19,"CD8+ Cells","AIMP2"
"CDC27",5.1572758639676e-23,-0.297533108022591,0.046,0.163,1.03542627520877e-18,"CD8+ Cells","CDC27"
"PIGK",5.34422860443733e-23,-0.298777552901868,0.036,0.146,1.07296077691288e-18,"CD8+ Cells","PIGK"
"ZYX.1",5.56197714082842e-23,-0.284308110697108,0.055,0.178,1.11667815056412e-18,"CD8+ Cells","ZYX"
"COQ4",6.34716708149767e-23,-0.262929336582042,0.066,0.197,1.27432073495229e-18,"CD8+ Cells","COQ4"
"BNIP3.1",6.40315530582647e-23,-0.280570608245899,0.077,0.216,1.28556149075078e-18,"CD8+ Cells","BNIP3"
"ARHGAP9.1",7.06236506596611e-23,0.707075432151301,0.254,0.162,1.41791103429402e-18,"CD8+ Cells","ARHGAP9"
"BCL3.1",7.23919194277008e-23,-0.282102914626579,0.056,0.179,1.45341256634995e-18,"CD8+ Cells","BCL3"
"CRIM1.2",7.3341633443598e-23,-0.401881894915494,0.038,0.148,1.47247997464712e-18,"CD8+ Cells","CRIM1"
"ECHDC2.2",7.80737041807587e-23,-0.271037647749381,0.066,0.197,1.56748575883709e-18,"CD8+ Cells","ECHDC2"
"CEBPB.1",8.10676467788661e-23,-0.286134260029602,0.043,0.158,1.62759514437929e-18,"CD8+ Cells","CEBPB"
"IFIT3",8.17606793234962e-23,-0.426691021677248,0.013,0.103,1.64150915877783e-18,"CD8+ Cells","IFIT3"
"UPP1",9.01317266436074e-23,-0.287616634713994,0.139,0.314,1.80957467582371e-18,"CD8+ Cells","UPP1"
"SPNS1.2",1.0538496401589e-22,-0.34336701467965,0.027,0.128,2.11581392254702e-18,"CD8+ Cells","SPNS1"
"PPP3CA",1.08782331774993e-22,-0.350403710436077,0.061,0.186,2.18402287504653e-18,"CD8+ Cells","PPP3CA"
"RBM8A.3",1.28645888426137e-22,0.289572952088509,0.576,0.717,2.58282350193155e-18,"CD8+ Cells","RBM8A"
"HSCB",1.33742318808867e-22,-0.323159150158936,0.024,0.123,2.68514453472562e-18,"CD8+ Cells","HSCB"
"SLC25A1.1",1.34629526379584e-22,-0.305648524326222,0.025,0.125,2.70295700112291e-18,"CD8+ Cells","SLC25A1"
"AIFM1",1.37452748206109e-22,-0.323673224502034,0.023,0.122,2.75963882573405e-18,"CD8+ Cells","AIFM1"
"LSM12",1.37803135970479e-22,-0.268899755697228,0.06,0.185,2.7666735608793e-18,"CD8+ Cells","LSM12"
"SNX4.1",1.39024900015037e-22,-0.287863147721286,0.04,0.152,2.7912029176019e-18,"CD8+ Cells","SNX4"
"ITGAV.1",1.42444137384741e-22,-0.345038748709981,0.017,0.111,2.85985094627344e-18,"CD8+ Cells","ITGAV"
"TNFRSF4.3",1.42680050412132e-22,-0.534931602224928,0.066,0.189,2.86458737212437e-18,"CD8+ Cells","TNFRSF4"
"NUDT3.1",1.43981084582898e-22,-0.297180753770462,0.041,0.153,2.89070823517083e-18,"CD8+ Cells","NUDT3"
"PRKDC",1.45855323465558e-22,-0.256360715737594,0.089,0.233,2.92833732921801e-18,"CD8+ Cells","PRKDC"
"FCGR3A.1",1.50931137907422e-22,-0.577651046797339,0.024,0.121,3.03024445576731e-18,"CD8+ Cells","FCGR3A"
