"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AIF1",0,2.42053477415123,0.962,0.074,0,"Myeloid","AIF1"
"MS4A7",0,2.34411164957639,0.746,0.01,0,"Myeloid","MS4A7"
"C1QA",0,2.30190708117348,0.681,0.037,0,"Myeloid","C1QA"
"C1QB",0,2.28876913957895,0.679,0.04,0,"Myeloid","C1QB"
"C1QC",0,2.28383984915854,0.642,0.027,0,"Myeloid","C1QC"
"CD68",0,2.276521779264,0.789,0.045,0,"Myeloid","CD68"
"IGSF6",0,2.23225335267827,0.688,0.007,0,"Myeloid","IGSF6"
"CPVL",0,2.21919831868934,0.763,0.038,0,"Myeloid","CPVL"
"LYZ",0,2.14533036121211,0.949,0.135,0,"Myeloid","LYZ"
"RNASE6",0,2.13199452994065,0.719,0.02,0,"Myeloid","RNASE6"
"MS4A6A",0,2.12356396886091,0.761,0.045,0,"Myeloid","MS4A6A"
"LY86",0,2.07441985231712,0.693,0.008,0,"Myeloid","LY86"
"HLA-DMB",0,2.04384221191639,0.898,0.092,0,"Myeloid","HLA-DMB"
"FCGR2A",0,2.03826363304843,0.637,0.014,0,"Myeloid","FCGR2A"
"MNDA",0,2.03482038661012,0.648,0.011,0,"Myeloid","MNDA"
"LGALS2",0,2.02697399879745,0.605,0.025,0,"Myeloid","LGALS2"
"IFI30",0,1.9813745238063,0.71,0.046,0,"Myeloid","IFI30"
"FCER1G",0,1.97543410831006,0.921,0.108,0,"Myeloid","FCER1G"
"IL1B",0,1.95943735094205,0.524,0.009,0,"Myeloid","IL1B"
"LST1",0,1.94294745791647,0.935,0.099,0,"Myeloid","LST1"
"C1orf162",0,1.92379841350859,0.896,0.106,0,"Myeloid","C1orf162"
"CD86",0,1.92224747386506,0.611,0.008,0,"Myeloid","CD86"
"TNFSF13B",0,1.89505393023052,0.721,0.039,0,"Myeloid","TNFSF13B"
"CYBB",0,1.87161056250891,0.573,0.005,0,"Myeloid","CYBB"
"MS4A4A",0,1.85785949003996,0.498,0.005,0,"Myeloid","MS4A4A"
"CSF2RA",0,1.83309140399737,0.56,0.004,0,"Myeloid","CSF2RA"
"FGL2",0,1.8292816401183,0.788,0.079,0,"Myeloid","FGL2"
"C5AR1",0,1.80256997673567,0.492,0.008,0,"Myeloid","C5AR1"
"PLAUR",0,1.80008539224893,0.886,0.137,0,"Myeloid","PLAUR"
"RP11-1143G9.4",0,1.79962658958681,0.565,0.027,0,"Myeloid","RP11-1143G9.4"
"CLEC7A",0,1.79117311093149,0.586,0.013,0,"Myeloid","CLEC7A"
"CLEC10A",0,1.78964822588154,0.448,0.003,0,"Myeloid","CLEC10A"
"CST3",0,1.76878509301975,0.945,0.223,0,"Myeloid","CST3"
"GPNMB",0,1.76357670962509,0.431,0.016,0,"Myeloid","GPNMB"
"HCK",0,1.7515128236108,0.533,0.004,0,"Myeloid","HCK"
"MSR1",0,1.74863631211198,0.475,0.004,0,"Myeloid","MSR1"
"PILRA",0,1.73767551817208,0.505,0.004,0,"Myeloid","PILRA"
"TGFBI",0,1.73251216832895,0.59,0.04,0,"Myeloid","TGFBI"
"CXCL16",0,1.72879224280616,0.729,0.1,0,"Myeloid","CXCL16"
"VSIG4",0,1.71802639166233,0.442,0.003,0,"Myeloid","VSIG4"
"CD14",0,1.71254032834026,0.536,0.06,0,"Myeloid","CD14"
"HLA-DQA1",0,1.70755110791815,0.958,0.178,0,"Myeloid","HLA-DQA1"
"LILRB4",0,1.69990584505938,0.485,0.003,0,"Myeloid","LILRB4"
"MPEG1",0,1.68574534325985,0.481,0.004,0,"Myeloid","MPEG1"
"PHACTR1",0,1.6809514918237,0.54,0.029,0,"Myeloid","PHACTR1"
"CSF1R",0,1.68094090237116,0.489,0.003,0,"Myeloid","CSF1R"
"RAB31",0,1.65759594979341,0.611,0.054,0,"Myeloid","RAB31"
"TREM2",0,1.63689268387118,0.382,0.003,0,"Myeloid","TREM2"
"IL18",0,1.62894229970766,0.49,0.013,0,"Myeloid","IL18"
"C15orf48",0,1.62007501414808,0.663,0.108,0,"Myeloid","C15orf48"
"CTSZ",0,1.60290591361578,0.673,0.109,0,"Myeloid","CTSZ"
"THEMIS2",0,1.60230792537057,0.596,0.04,0,"Myeloid","THEMIS2"
"TYROBP",0,1.60104983852433,0.913,0.188,0,"Myeloid","TYROBP"
"HLA-DQA2",0,1.59716406027861,0.789,0.133,0,"Myeloid","HLA-DQA2"
"HLA-DQB1",0,1.59476413118284,0.977,0.225,0,"Myeloid","HLA-DQB1"
"HLA-DMA",0,1.59360521845544,0.976,0.218,0,"Myeloid","HLA-DMA"
"ITGAX",0,1.58821204295874,0.483,0.012,0,"Myeloid","ITGAX"
"LGMN",0,1.56516400056653,0.64,0.137,0,"Myeloid","LGMN"
"PLEK",0,1.56503331055229,0.755,0.094,0,"Myeloid","PLEK"
"CD163",0,1.54973217733367,0.405,0.003,0,"Myeloid","CD163"
"FOLR2",0,1.5130016859939,0.339,0.004,0,"Myeloid","FOLR2"
"MARCH1",0,1.5063377338347,0.424,0.003,0,"Myeloid","MARCH1"
"C1orf54",0,1.49921664291929,0.596,0.093,0,"Myeloid","C1orf54"
"FPR3",0,1.49685791062907,0.404,0.001,0,"Myeloid","FPR3"
"NCF2",0,1.496280118496,0.421,0.006,0,"Myeloid","NCF2"
"HMOX1",0,1.4784373883538,0.532,0.06,0,"Myeloid","HMOX1"
"SLC31A2",0,1.47389704903814,0.512,0.038,0,"Myeloid","SLC31A2"
"LY96",0,1.47022291141772,0.729,0.14,0,"Myeloid","LY96"
"FPR1",0,1.43635982464334,0.375,0.002,0,"Myeloid","FPR1"
"MAFB",0,1.423876723845,0.401,0.028,0,"Myeloid","MAFB"
"FCGR2B",0,1.42356340747664,0.365,0.015,0,"Myeloid","FCGR2B"
"SDS",0,1.4211066451939,0.406,0.036,0,"Myeloid","SDS"
"MFSD1",0,1.40892441322095,0.627,0.114,0,"Myeloid","MFSD1"
"BASP1",0,1.40129206305638,0.379,0.01,0,"Myeloid","BASP1"
"CTSH",0,1.39266343282917,0.804,0.216,0,"Myeloid","CTSH"
"SLC7A7",0,1.38946941541602,0.396,0.014,0,"Myeloid","SLC7A7"
"LGALS9",0,1.38384089309517,0.687,0.119,0,"Myeloid","LGALS9"
"FCGR1A",0,1.38160334213492,0.35,0.003,0,"Myeloid","FCGR1A"
"CD83",0,1.37508466906414,0.788,0.15,0,"Myeloid","CD83"
"FCGR3A",0,1.37486395151253,0.514,0.068,0,"Myeloid","FCGR3A"
"PPT1",0,1.37254038515265,0.813,0.189,0,"Myeloid","PPT1"
"PLA2G7",0,1.37043351857262,0.339,0.001,0,"Myeloid","PLA2G7"
"EREG",0,1.36931559589901,0.315,0.014,0,"Myeloid","EREG"
"RAB20",0,1.36610571723217,0.47,0.061,0,"Myeloid","RAB20"
"CECR1",0,1.36016398723827,0.535,0.054,0,"Myeloid","CECR1"
"LILRB2",0,1.35142735449002,0.365,0.003,0,"Myeloid","LILRB2"
"LAIR1",0,1.34699536714987,0.439,0.029,0,"Myeloid","LAIR1"
"AXL",0,1.33627696826915,0.379,0.028,0,"Myeloid","AXL"
"CD1C",0,1.33406102944476,0.28,0.002,0,"Myeloid","CD1C"
"VMO1",0,1.32685562809395,0.338,0.01,0,"Myeloid","VMO1"
"RNF130",0,1.32533893460978,0.48,0.063,0,"Myeloid","RNF130"
"CD4",0,1.32202985602719,0.621,0.087,0,"Myeloid","CD4"
"FAM49A",0,1.30823905767698,0.476,0.049,0,"Myeloid","FAM49A"
"HLA-DOA",0,1.30469823000331,0.382,0.01,0,"Myeloid","HLA-DOA"
"CAPG",0,1.30420539583013,0.686,0.122,0,"Myeloid","CAPG"
"PAK1",0,1.30406474148298,0.508,0.068,0,"Myeloid","PAK1"
"NPL",0,1.29313966611645,0.34,0.015,0,"Myeloid","NPL"
"CLEC4A",0,1.27769103664908,0.34,0.005,0,"Myeloid","CLEC4A"
"GRN",0,1.27561520118028,0.94,0.355,0,"Myeloid","GRN"
"BCL2A1",0,1.27224293456186,0.544,0.068,0,"Myeloid","BCL2A1"
"FCN1",0,1.27034398751807,0.257,0.002,0,"Myeloid","FCN1"
"LILRB3",0,1.25994223669846,0.338,0.007,0,"Myeloid","LILRB3"
"IRF8",0,1.25366290224444,0.414,0.039,0,"Myeloid","IRF8"
"CD72",0,1.24719660273435,0.367,0.015,0,"Myeloid","CD72"
"TBXAS1",0,1.24461064672285,0.412,0.032,0,"Myeloid","TBXAS1"
"SLAMF8",0,1.22478855305668,0.325,0.004,0,"Myeloid","SLAMF8"
"C3AR1",0,1.2219496784079,0.398,0.031,0,"Myeloid","C3AR1"
"OLR1",0,1.2173835271674,0.273,0.002,0,"Myeloid","OLR1"
"CFP",0,1.20724434220589,0.306,0.011,0,"Myeloid","CFP"
"CD1E",0,1.20494723668056,0.229,0.001,0,"Myeloid","CD1E"
"SLC1A3",0,1.19651510511738,0.296,0.005,0,"Myeloid","SLC1A3"
"GPR34",0,1.16068880994235,0.273,0.006,0,"Myeloid","GPR34"
"MRC1",0,1.15132639235475,0.314,0.018,0,"Myeloid","MRC1"
"OSM",0,1.1507121108273,0.333,0.024,0,"Myeloid","OSM"
"FAM26F",0,1.15009939473495,0.283,0.003,0,"Myeloid","FAM26F"
"ADAP2",0,1.13096971143486,0.305,0.017,0,"Myeloid","ADAP2"
"LRRC25",0,1.09706980472751,0.273,0.002,0,"Myeloid","LRRC25"
"CSF3R",0,1.08611725831597,0.27,0.001,0,"Myeloid","CSF3R"
"ZNF385A",0,1.08414521335751,0.287,0.011,0,"Myeloid","ZNF385A"
"SCIMP",0,1.0814981638324,0.273,0.004,0,"Myeloid","SCIMP"
"ADGRE2",0,1.07586360603353,0.274,0.005,0,"Myeloid","ADGRE2"
"CD33",0,1.07494055390362,0.27,0.003,0,"Myeloid","CD33"
"OTOA",0,1.06734409351629,0.242,0.006,0,"Myeloid","OTOA"
"SYK",0,1.06274380028543,0.296,0.011,0,"Myeloid","SYK"
"CLEC12A",0,1.03376374116463,0.279,0.01,0,"Myeloid","CLEC12A"
"TFEC",0,1.01495993627894,0.245,0.001,0,"Myeloid","TFEC"
"RGS18",0,0.99448728511624,0.251,0.005,0,"Myeloid","RGS18"
"ALOX5",0,0.994247990882403,0.248,0.005,0,"Myeloid","ALOX5"
"PTAFR",0,0.983813835526083,0.237,0.004,0,"Myeloid","PTAFR"
"MILR1",0,0.982303085943302,0.252,0.01,0,"Myeloid","MILR1"
"BTK",0,0.97518746620916,0.256,0.006,0,"Myeloid","BTK"
"FGD2",0,0.972956219698925,0.238,0.006,0,"Myeloid","FGD2"
"TLR2",0,0.941332581074763,0.223,0.003,0,"Myeloid","TLR2"
"F13A1",0,0.93759825168719,0.2,0.001,0,"Myeloid","F13A1"
"CLEC4E",0,0.934211008957729,0.201,0.001,0,"Myeloid","CLEC4E"
"TREM1",0,0.920081426773554,0.2,0.002,0,"Myeloid","TREM1"
"CIITA",0,0.910577826632246,0.229,0.006,0,"Myeloid","CIITA"
"EPB41L3",5.28550267583139e-307,0.88473621133112,0.215,0.005,1.06117037222667e-302,"Myeloid","EPB41L3"
"RASSF4",9.09202407338613e-307,1.28436185927157,0.436,0.055,1.82540567321373e-302,"Myeloid","RASSF4"
"FCER1A",7.91765715473454e-306,1.02184360095861,0.193,0.003,1.58962802695605e-301,"Myeloid","FCER1A"
"SIGLEC10",8.28579411347254e-305,0.827132288572516,0.186,0.002,1.66353888416188e-300,"Myeloid","SIGLEC10"
"CSTA",3.29585242497686e-303,1.33289304726179,0.449,0.06,6.61708291362604e-299,"Myeloid","CSTA"
"CXCL8",4.24171245181078e-303,1.51737375894843,0.465,0.064,8.5160860895005e-299,"Myeloid","CXCL8"
"S100A9",3.38238839597075e-301,1.34809604850181,0.405,0.045,6.79082118259048e-297,"Myeloid","S100A9"
"SNX10",2.12795828181564e-300,1.17769566470729,0.437,0.052,4.27230184240127e-296,"Myeloid","SNX10"
"NLRP3",9.58132813932216e-296,1.03680238089109,0.292,0.018,1.92364325053171e-291,"Myeloid","NLRP3"
"DSE",1.93918056475623e-292,1.11893420719407,0.345,0.031,3.89329281986108e-288,"Myeloid","DSE"
"RNF144B",6.97706199747016e-289,1.21090282055948,0.418,0.051,1.40078473723208e-284,"Myeloid","RNF144B"
"KYNU",1.47265411903522e-288,1.22450557252083,0.387,0.045,2.956647674787e-284,"Myeloid","KYNU"
"CTSS",2.51863369882687e-287,1.26404368063063,0.936,0.286,5.0566608771347e-283,"Myeloid","CTSS"
"RAB7B",6.9628378707347e-284,0.869106296085272,0.189,0.004,1.39792895930741e-279,"Myeloid","RAB7B"
"FCGRT",7.76875205224024e-284,1.21807722296707,0.911,0.331,1.55973234952827e-279,"Myeloid","FCGRT"
"SIGLEC1",1.41001453303927e-280,0.741726601808796,0.163,0.001,2.83088617798295e-276,"Myeloid","SIGLEC1"
"SLC43A2",1.61976995797928e-279,1.05814966849201,0.313,0.025,3.252012144635e-275,"Myeloid","SLC43A2"
"SAMHD1",6.64965686042762e-279,1.18609461682576,0.729,0.163,1.33505160786805e-274,"Myeloid","SAMHD1"
"COTL1",7.53230720609816e-279,1.13859799438239,0.693,0.137,1.51226131776833e-274,"Myeloid","COTL1"
"OGFRL1",3.91880675571932e-278,1.06529948334541,0.329,0.029,7.86778832345768e-274,"Myeloid","OGFRL1"
"STAC3",4.56525241373671e-278,0.770485775512685,0.181,0.003,9.16565727105919e-274,"Myeloid","STAC3"
"HLA-DRA",5.2482123092885e-277,1.20997415124793,0.999,0.407,1.05368358533585e-272,"Myeloid","HLA-DRA"
"RNASET2",1.75582040642176e-274,1.18857173599317,0.752,0.17,3.52516062997296e-270,"Myeloid","RNASET2"
"SGK1",3.92572287285282e-274,1.27465242915484,0.781,0.217,7.88167381182661e-270,"Myeloid","SGK1"
"MMP19",2.39481123881703e-273,0.945741150603537,0.217,0.008,4.80806252417296e-269,"Myeloid","MMP19"
"FCGR1B",9.83004553567135e-273,0.721296110225045,0.152,0,1.97357824219674e-268,"Myeloid","FCGR1B"
"PLTP",2.94929111688719e-271,1.26624333196114,0.329,0.032,5.9212917753744e-267,"Myeloid","PLTP"
"NPC2",1.69061239029364e-267,1.10494377819562,0.982,0.445,3.39424249599254e-263,"Myeloid","NPC2"
"TYMP",2.39619330550343e-267,1.20186532173994,0.73,0.178,4.81083729945924e-263,"Myeloid","TYMP"
"LINC01272",5.64239618833839e-265,0.859124890067249,0.187,0.005,1.1328238827327e-260,"Myeloid","LINC01272"
"PYCARD",1.10228651042734e-262,1.17628822474685,0.835,0.231,2.21306062698497e-258,"Myeloid","PYCARD"
"SHTN1",1.47695824320398e-262,1.15418745517506,0.357,0.042,2.96528906488063e-258,"Myeloid","SHTN1"
"BCAT1",1.68153281195119e-260,0.964323321494304,0.258,0.017,3.3760134265544e-256,"Myeloid","BCAT1"
"SIGLEC7",3.98267798527389e-258,0.744235229051821,0.171,0.003,7.99602259103438e-254,"Myeloid","SIGLEC7"
"HNMT",6.10615331859456e-254,1.28684785868608,0.483,0.092,1.22593240177423e-249,"Myeloid","HNMT"
"NR4A3",4.27404804294726e-253,1.15737984587231,0.571,0.108,8.58100625582521e-249,"Myeloid","NR4A3"
"LYN",4.03859622884596e-252,1.11028979796363,0.374,0.047,8.10828964865403e-248,"Myeloid","LYN"
"SPI1",3.34547911217765e-250,0.690232236769488,0.151,0.002,6.71671841351906e-246,"Myeloid","SPI1"
"HAVCR2",5.36744355635782e-250,1.03046529731797,0.539,0.09,1.07762164280996e-245,"Myeloid","HAVCR2"
"GM2A",5.64352345087073e-248,1.10493424828913,0.34,0.039,1.13305020323132e-243,"Myeloid","GM2A"
"IL1RN",7.37625937178245e-247,1.19654669916601,0.308,0.031,1.48093159407276e-242,"Myeloid","IL1RN"
"C19orf38",1.35730838454688e-246,0.775961737739457,0.186,0.006,2.72506804365478e-242,"Myeloid","C19orf38"
"LILRB1",1.92864929125885e-246,0.8347091907421,0.221,0.011,3.8721491820604e-242,"Myeloid","LILRB1"
"SLC8A1",2.42333074504448e-245,0.922027869555881,0.238,0.015,4.86532113682581e-241,"Myeloid","SLC8A1"
"ADORA3",2.47477146407069e-245,0.69753111978086,0.145,0.001,4.96859866841472e-241,"Myeloid","ADORA3"
"MMP9",2.39842485867107e-244,0.99626569750109,0.239,0.015,4.81531758875392e-240,"Myeloid","MMP9"
"PLD4",3.20427600553599e-243,0.699359700795363,0.14,0.001,6.4332249363146e-239,"Myeloid","PLD4"
"GCA",5.39020678627049e-243,1.15625486868557,0.465,0.081,1.08219181647953e-238,"Myeloid","GCA"
"WDFY4",4.0398238914283e-241,0.707020341245072,0.142,0.001,8.1107544268206e-237,"Myeloid","WDFY4"
"GPR183",4.10451926825611e-239,1.09795126609622,0.904,0.227,8.2406433348778e-235,"Myeloid","GPR183"
"CTSB",6.63867316465373e-238,1.17188701179438,0.848,0.354,1.33284641126753e-233,"Myeloid","CTSB"
"KIAA0226L",5.81140718598391e-237,0.756356381725041,0.163,0.004,1.16675622072999e-232,"Myeloid","KIAA0226L"
"SPIB",1.07760364418853e-236,0.812405843841143,0.171,0.005,2.16350483643732e-232,"Myeloid","SPIB"
"PLXDC2",1.12834762863627e-236,1.08736594745241,0.346,0.042,2.26538353401303e-232,"Myeloid","PLXDC2"
"ATP6V1B2",1.70774975626051e-236,1.15739506193252,0.554,0.117,3.42864918564422e-232,"Myeloid","ATP6V1B2"
"CFD",1.0665564882437e-235,0.879136600295281,0.195,0.008,2.14132546144688e-231,"Myeloid","CFD"
"CCDC88A",3.50071722281443e-235,1.13611343623101,0.471,0.086,7.02838996824453e-231,"Myeloid","CCDC88A"
"LILRB5",2.37052278231854e-234,0.702817177836753,0.139,0.001,4.75929859006094e-230,"Myeloid","LILRB5"
"CD300A",9.78867325740219e-234,0.983497140956776,0.39,0.052,1.96527192988864e-229,"Myeloid","CD300A"
"RENBP",1.44816824698938e-232,0.949970752675472,0.276,0.024,2.90748738948058e-228,"Myeloid","RENBP"
"ADAM28",2.61554902506466e-232,0.95770574598934,0.267,0.022,5.25123777762231e-228,"Myeloid","ADAM28"
"KCTD12",5.04087823934741e-232,1.12929033989317,0.525,0.099,1.01205712411378e-227,"Myeloid","KCTD12"
"HLA-DRB5",3.505965060105e-231,1.19482499048894,0.893,0.299,7.03892605117281e-227,"Myeloid","HLA-DRB5"
"PTPRE",6.43746315873404e-231,1.08639778202553,0.71,0.172,1.29244947837903e-226,"Myeloid","PTPRE"
"CD300C",1.08562635475517e-230,0.581226638290931,0.129,0,2.17961203244195e-226,"Myeloid","CD300C"
"IL1R2",1.31219252660847e-229,1.04930775962327,0.282,0.026,2.63448893567182e-225,"Myeloid","IL1R2"
"RGS10",1.94260981547986e-229,1.0905417647387,0.895,0.238,3.90017772653892e-225,"Myeloid","RGS10"
"G0S2",2.74514869063866e-228,1.43865837444703,0.536,0.131,5.51143502619525e-224,"Myeloid","G0S2"
"CCR1",2.90477515644596e-228,0.857891268579844,0.232,0.015,5.83191708159656e-224,"Myeloid","CCR1"
"AP1S2",3.43082892411501e-228,1.06328117201028,0.476,0.084,6.88807523094571e-224,"Myeloid","AP1S2"
"LILRA2",6.71262571564459e-228,0.638545250484597,0.137,0.001,1.34769386492997e-223,"Myeloid","LILRA2"
"NAGK",8.66963795863222e-227,1.09700356872906,0.608,0.143,1.74060321295459e-222,"Myeloid","NAGK"
"CD302",1.72954095532508e-226,1.16384110703733,0.421,0.074,3.47239937600616e-222,"Myeloid","CD302"
"LILRA5",1.36557532668747e-225,0.639065629811886,0.131,0.001,2.74166558339043e-221,"Myeloid","LILRA5"
"ACP5",2.32050163348681e-225,1.13861602485322,0.511,0.095,4.65887112955147e-221,"Myeloid","ACP5"
"GPX1",1.8188624552822e-224,0.941103957656406,0.987,0.522,3.65173015147007e-220,"Myeloid","GPX1"
"SLC15A3",2.16704765941973e-224,0.939510715723047,0.267,0.024,4.350781585817e-220,"Myeloid","SLC15A3"
"ANKRD22",2.87255658468507e-223,0.638033913174125,0.136,0.001,5.76723185507221e-219,"Myeloid","ANKRD22"
"RBM47",2.48417519365221e-222,1.1302590783781,0.401,0.068,4.98747853629554e-218,"Myeloid","RBM47"
"SIGLEC9",8.78559537452327e-222,0.603348693120439,0.143,0.002,1.76388398334304e-217,"Myeloid","SIGLEC9"
"GPAT3",2.46261072975181e-218,1.01998014970395,0.288,0.03,4.94418356212271e-214,"Myeloid","GPAT3"
"CTA-384D8.34",3.43290640661546e-216,0.78002779284642,0.188,0.009,6.89224619256186e-212,"Myeloid","CTA-384D8.34"
"IDO1",4.36105259217123e-214,0.905280272493684,0.175,0.007,8.75568528930218e-210,"Myeloid","IDO1"
"HLA-DPA1",1.6129298015389e-213,1.08488474359302,0.995,0.409,3.23827916254965e-209,"Myeloid","HLA-DPA1"
"LIPA",1.29347193635796e-212,1.2362670905233,0.586,0.149,2.59690360662588e-208,"Myeloid","LIPA"
"TPP1",5.33479599072635e-211,1.05752824092103,0.733,0.224,1.07106699105813e-206,"Myeloid","TPP1"
"MPP1",1.18635506698748e-210,1.03465976175488,0.363,0.054,2.38184506799077e-206,"Myeloid","MPP1"
"CLEC5A",3.56179296862948e-210,0.599941234950016,0.121,0.001,7.1510117431174e-206,"Myeloid","CLEC5A"
"SLC11A1",6.32229064905005e-209,0.859551522790404,0.205,0.013,1.26932629360978e-204,"Myeloid","SLC11A1"
"CCRL2",7.68922343747723e-209,0.965854105691424,0.323,0.04,1.5437653895423e-204,"Myeloid","CCRL2"
"IL32",2.12268967707157e-208,-1.31356337450701,0.501,0.868,4.2617240646566e-204,"Myeloid","IL32"
"NFKBID",1.38535744750485e-207,0.993577674016452,0.452,0.081,2.78138214735549e-203,"Myeloid","NFKBID"
"FGR",2.6166070129195e-207,0.955774143782852,0.343,0.046,5.25336189983848e-203,"Myeloid","FGR"
"EBI3",3.13720424061569e-207,0.753096577568442,0.182,0.009,6.29856495388413e-203,"Myeloid","EBI3"
"ASAH1",3.8385714056094e-207,1.12340897884291,0.735,0.258,7.70669981104198e-203,"Myeloid","ASAH1"
"IL10RB-AS1",4.59342362583518e-207,0.670285869092248,0.161,0.006,9.22221661358929e-203,"Myeloid","IL10RB-AS1"
"SLCO2B1",1.42361226557337e-206,0.959056777538824,0.24,0.021,2.85818634559166e-202,"Myeloid","SLCO2B1"
"P2RY13",5.16642698664324e-206,0.583786103547013,0.118,0.001,1.03726354610836e-201,"Myeloid","P2RY13"
"CLEC9A",8.79433651702942e-206,0.7554949849159,0.121,0.001,1.765638942524e-201,"Myeloid","CLEC9A"
"AP001055.6",2.21848442365893e-205,0.808191112015166,0.215,0.015,4.45405117738003e-201,"Myeloid","AP001055.6"
"RB1",7.42744759891294e-202,1.03478537919465,0.414,0.073,1.49120865443375e-197,"Myeloid","RB1"
"CD300LF",3.24568734604148e-201,0.568370087608021,0.125,0.002,6.51636648464749e-197,"Myeloid","CD300LF"
"GAPT",4.82621198996398e-200,0.633320157996854,0.13,0.002,9.68958581225067e-196,"Myeloid","GAPT"
"PSAP",1.7748397350662e-199,0.915923883616494,0.97,0.513,3.56334573609242e-195,"Myeloid","PSAP"
"CYP2S1",4.80546579971234e-199,0.574366462245301,0.119,0.001,9.64793368608246e-195,"Myeloid","CYP2S1"
"NAIP",7.02727590715687e-199,0.874480091641525,0.237,0.021,1.41086618387988e-194,"Myeloid","NAIP"
"SH2B3",2.20935485455185e-197,1.00898870890658,0.4,0.07,4.43572174148375e-193,"Myeloid","SH2B3"
"FABP3",1.01217381042335e-196,0.69764091927366,0.142,0.004,2.03214135918696e-192,"Myeloid","FABP3"
"UBE2E2",1.58189096273946e-196,0.996226485060705,0.315,0.044,3.17596248589201e-192,"Myeloid","UBE2E2"
"C9orf72",3.71101430957517e-196,0.918573378464078,0.31,0.041,7.45060342933408e-192,"Myeloid","C9orf72"
"KCNMA1",4.83026546738559e-196,0.644533475618409,0.138,0.003,9.69772397887005e-192,"Myeloid","KCNMA1"
"GLUL",9.12163189168815e-196,1.03555950324653,0.848,0.323,1.83135003489423e-191,"Myeloid","GLUL"
"TNFAIP8L2",1.54732720714433e-195,0.744608300301173,0.195,0.012,3.10656883378368e-191,"Myeloid","TNFAIP8L2"
"BID",1.70715041952068e-194,1.04495975832795,0.642,0.178,3.42744589727168e-190,"Myeloid","BID"
"LAT2",7.32009647870144e-193,0.899213403365733,0.389,0.063,1.46965577002889e-188,"Myeloid","LAT2"
"NAGA",1.89437662321259e-192,0.982401921166944,0.332,0.05,3.80333994642391e-188,"Myeloid","NAGA"
"CXCL9",3.29166831681068e-191,0.802805340432451,0.16,0.007,6.60868247966079e-187,"Myeloid","CXCL9"
"PKIB",9.65499784798073e-191,1.08786168493427,0.332,0.052,1.93843391793909e-186,"Myeloid","PKIB"
"DRAM2",1.01148626142027e-190,1.02040682148502,0.662,0.199,2.03076096705347e-186,"Myeloid","DRAM2"
"AC079767.4",1.10240119301398e-190,0.501423530135804,0.11,0.001,2.21329087521418e-186,"Myeloid","AC079767.4"
"FNIP2",3.94631401703963e-190,1.0943808589016,0.514,0.126,7.92301465201047e-186,"Myeloid","FNIP2"
"DHRS9",4.80801599382108e-190,0.688293810190356,0.139,0.004,9.65305371079458e-186,"Myeloid","DHRS9"
"TNNI2",1.5999711367383e-188,0.638867891599866,0.14,0.004,3.21226205122948e-184,"Myeloid","TNNI2"
"DMXL2",1.85445020091052e-187,0.853015301464303,0.215,0.019,3.72317966836805e-183,"Myeloid","DMXL2"
"GSN",1.31818443517579e-186,1.06127585177068,0.713,0.217,2.64651889050243e-182,"Myeloid","GSN"
"DAPP1",1.3237428622207e-186,0.879545628409735,0.286,0.035,2.65767854448049e-182,"Myeloid","DAPP1"
"MXD1",2.53211956418829e-186,1.03860319764428,0.537,0.131,5.08373644902082e-182,"Myeloid","MXD1"
"MIR3945HG",5.36813125501703e-184,0.563796743142015,0.11,0.001,1.07775971206977e-179,"Myeloid","MIR3945HG"
"PPIF",6.71099716665323e-184,0.980813904673283,0.314,0.047,1.34736690114897e-179,"Myeloid","PPIF"
"TTYH3",3.59975633369374e-183,0.857712393414889,0.249,0.027,7.22723079115693e-179,"Myeloid","TTYH3"
"AVPI1",6.68363001167365e-183,1.01829984148994,0.495,0.115,1.34187239744372e-178,"Myeloid","AVPI1"
"GNA13",2.34754988230966e-181,0.953463688051027,0.561,0.14,4.7131758987131e-177,"Myeloid","GNA13"
"HLA-DQB2",9.11337903347828e-181,0.650622332869275,0.126,0.003,1.82969310855143e-176,"Myeloid","HLA-DQB2"
"LGALS3",5.00301311330891e-180,1.0376584674604,0.769,0.254,1.00445494275903e-175,"Myeloid","LGALS3"
"ALDH3B1",2.18082872817854e-179,0.630846318127025,0.148,0.006,4.37844983756405e-175,"Myeloid","ALDH3B1"
"GPR157",1.12887545653715e-178,0.744570826314471,0.163,0.009,2.26644325408964e-174,"Myeloid","GPR157"
"PLAU",1.0772935707336e-176,0.809665977323084,0.2,0.016,2.16288230196184e-172,"Myeloid","PLAU"
"MGAT1",2.9368239854389e-176,0.987652306393802,0.645,0.197,5.89626151556568e-172,"Myeloid","MGAT1"
"SPINT2",3.53642145933608e-176,1.03282580408073,0.485,0.118,7.10007336390904e-172,"Myeloid","SPINT2"
"ADAMDEC1",2.59290679478983e-175,0.56416256619916,0.101,0.001,5.20577897189954e-171,"Myeloid","ADAMDEC1"
"PARVG",1.63687338865619e-174,0.853459176716489,0.488,0.102,3.28635070240502e-170,"Myeloid","PARVG"
"DAPK1",6.32930451592353e-174,0.815860874002572,0.219,0.022,1.27073446766197e-169,"Myeloid","DAPK1"
"TNFAIP2",6.5868054141134e-174,1.03795565728497,0.345,0.062,1.32243292299155e-169,"Myeloid","TNFAIP2"
