"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PCBP1.3",0.000233461608793731,0.598402051453444,0.419,0.281,1,"Proliferation","PCBP1"
"ACADVL.6",0.000233993808521193,0.544004074123386,0.256,0.135,1,"Proliferation","ACADVL"
"TMSB10.4",0.000241008280134237,0.324488101704287,0.872,0.716,1,"Proliferation","TMSB10"
"MAPK1",0.000242650264891968,0.642863519533819,0.171,0.079,1,"Proliferation","MAPK1"
"SEPT9",0.000242801252821233,0.812004008722684,0.12,0.047,1,"Proliferation","SEPT9"
"MTHFD1.1",0.000245469954637859,0.389443325734555,0.128,0.052,1,"Proliferation","MTHFD1"
"UBE2A",0.000246075999081179,0.512187354942214,0.154,0.067,1,"Proliferation","UBE2A"
"KHSRP",0.000246944648584336,0.397518264933118,0.145,0.062,1,"Proliferation","KHSRP"
"CHD4",0.000250216647292081,0.659783156660082,0.222,0.112,1,"Proliferation","CHD4"
"RPS19.5",0.000253778240839116,0.25333697737697,0.872,0.687,1,"Proliferation","RPS19"
"FLII",0.000256794913229775,0.419366776812878,0.145,0.061,1,"Proliferation","FLII"
"EEF1B2.5",0.000258865715735382,0.531534234531724,0.53,0.364,1,"Proliferation","EEF1B2"
"AL365205.1",0.000273500065440459,0.445916197505722,0.256,0.139,1,"Proliferation","AL365205.1"
"NAP1L4",0.000274957173196656,0.52593563079992,0.128,0.053,1,"Proliferation","NAP1L4"
"SNX17.1",0.000278263611602709,0.403700259561336,0.162,0.072,1,"Proliferation","SNX17"
"PCNP",0.000278971803809175,0.469618815186827,0.179,0.083,1,"Proliferation","PCNP"
"AC107871.1",0.000286840863248487,0.332025491267402,0.137,0.057,1,"Proliferation","AC107871.1"
"ADRM1.1",0.000287789545676271,0.413382283419061,0.154,0.067,1,"Proliferation","ADRM1"
"LUC7L2",0.00029056501766539,0.480920263389791,0.145,0.062,1,"Proliferation","LUC7L2"
"HLA-DPB1.7",0.000291070677821777,0.255980835966001,0.53,0.342,1,"Proliferation","HLA-DPB1"
"NDUFB11.3",0.000300195391844347,0.253420896711043,0.248,0.13,1,"Proliferation","NDUFB11"
"ARHGAP4",0.000302434228124382,0.376023026007296,0.128,0.052,1,"Proliferation","ARHGAP4"
"ATP5EP2.3",0.000303571646020923,0.368249931856989,0.385,0.233,1,"Proliferation","ATP5EP2"
"HLA-C.6",0.000306374043905386,0.355167169036452,0.718,0.555,1,"Proliferation","HLA-C"
"DBI.7",0.000316246314014428,0.367378543920839,0.333,0.194,1,"Proliferation","DBI"
"HAT1",0.000318145846373846,0.342982966564456,0.103,0.038,1,"Proliferation","HAT1"
"MOB1A.3",0.00032453188794215,0.330244773713449,0.231,0.118,1,"Proliferation","MOB1A"
"EIF4E",0.000328698040138186,0.294098237106789,0.111,0.042,1,"Proliferation","EIF4E"
"CD44.7",0.000331022469259038,0.291221098450099,0.248,0.127,1,"Proliferation","CD44"
"AL513165.2.1",0.000336031496427977,0.33819400191319,0.171,0.079,1,"Proliferation","AL513165.2"
"GRSF1",0.000341885854965024,0.373175911879864,0.154,0.068,1,"Proliferation","GRSF1"
"POLR2A",0.000343773789070823,0.435846032806369,0.12,0.048,1,"Proliferation","POLR2A"
"HLA-B.8",0.00035354106717821,0.347562125752354,0.915,0.771,1,"Proliferation","HLA-B"
"HNRNPR",0.000353810247516866,0.388692992842101,0.171,0.079,1,"Proliferation","HNRNPR"
"CAP1.4",0.00035564809995697,0.323983986075614,0.436,0.273,1,"Proliferation","CAP1"
"IARS",0.000365192753157436,0.550197391508653,0.111,0.043,1,"Proliferation","IARS"
"CANT1",0.000365930539893678,0.343106071349762,0.103,0.038,1,"Proliferation","CANT1"
"A2M.7",0.000369530288117603,-1.21755663799867,0.162,0.305,1,"Proliferation","A2M"
"PTBP1",0.000383056269927754,0.371683822380293,0.231,0.12,1,"Proliferation","PTBP1"
"GRAP2.1",0.000387915683422084,0.486904113013316,0.162,0.075,1,"Proliferation","GRAP2"
"RPL36A.4",0.00039131808196146,0.380791628958786,0.718,0.56,1,"Proliferation","RPL36A"
"MRPL27",0.000393151361694676,0.411439253598148,0.12,0.048,1,"Proliferation","MRPL27"
"TIMP3.7",0.000403239250736892,-1.53201535378103,0.034,0.151,1,"Proliferation","TIMP3"
"PDAP1",0.000406999639073325,0.260166999937171,0.171,0.079,1,"Proliferation","PDAP1"
"COX5B.3",0.000421289697138063,0.533978089703451,0.368,0.224,1,"Proliferation","COX5B"
"LILRB4.2",0.000424976136444944,0.820129779458091,0.12,0.049,1,"Proliferation","LILRB4"
"STARD7.1",0.000434322128149824,0.572468074039433,0.179,0.087,1,"Proliferation","STARD7"
"SNRPE.2",0.000446422223048066,0.288162299116983,0.188,0.091,1,"Proliferation","SNRPE"
"SBNO1",0.00044947769665639,0.428025019152677,0.111,0.043,1,"Proliferation","SBNO1"
"NDUFA13.4",0.000453120836870792,0.421490907035306,0.291,0.166,1,"Proliferation","NDUFA13"
"PSMD13",0.000456268640356224,0.702230469931125,0.128,0.055,1,"Proliferation","PSMD13"
"NAGA",0.000488841690649293,0.495408819033329,0.12,0.049,1,"Proliferation","NAGA"
"FAM192A",0.000491233368467734,0.357127444509553,0.12,0.049,1,"Proliferation","FAM192A"
"HDGF.4",0.000491737091407438,0.476388243666895,0.291,0.168,1,"Proliferation","HDGF"
"CLPP",0.000512143586168558,0.595075122721971,0.111,0.044,1,"Proliferation","CLPP"
"RPL32.6",0.0005225703273495,0.252879026689866,0.838,0.652,1,"Proliferation","RPL32"
"PPIG.1",0.000523492234895121,0.51575542079943,0.239,0.128,1,"Proliferation","PPIG"
"COPS9.1",0.000533926123750263,0.261532551477791,0.214,0.109,1,"Proliferation","COPS9"
"COX6B1.4",0.000549719306401373,0.371407488197197,0.359,0.214,1,"Proliferation","COX6B1"
"TXN2",0.000551921620328005,0.475060627758507,0.162,0.077,1,"Proliferation","TXN2"
"ZNF90.3",0.000554253600986249,0.3117464536415,0.333,0.195,1,"Proliferation","ZNF90"
"SLC20A1",0.000578182770065969,0.422330511070284,0.128,0.054,1,"Proliferation","SLC20A1"
"RPL37.4",0.000588502078340138,0.35659741581952,0.846,0.727,1,"Proliferation","RPL37"
"VOPP1.1",0.000589753764985528,0.37368215588415,0.171,0.081,1,"Proliferation","VOPP1"
"OSBPL8.1",0.00059413280737023,0.478691249902861,0.145,0.065,1,"Proliferation","OSBPL8"
"PHB2.1",0.000596817141025576,0.500557524212116,0.222,0.117,1,"Proliferation","PHB2"
"NDUFA12.2",0.000613748217787456,0.342443506490118,0.214,0.111,1,"Proliferation","NDUFA12"
"AIP",0.000615232828476332,0.647326970379719,0.111,0.044,1,"Proliferation","AIP"
"AC008982.1",0.000626563590590704,0.357468172826653,0.12,0.049,1,"Proliferation","AC008982.1"
"XPO5",0.000633142738394354,0.298786625569176,0.171,0.081,1,"Proliferation","XPO5"
"PSMD11",0.000633966645818601,0.428465277808964,0.128,0.055,1,"Proliferation","PSMD11"
"PSMD1.1",0.000636434089613123,0.494662837129253,0.154,0.071,1,"Proliferation","PSMD1"
"U2AF2",0.000644053770444033,0.553127416096892,0.103,0.04,1,"Proliferation","U2AF2"
"SRSF6",0.000650758845718148,0.274314007405352,0.128,0.055,1,"Proliferation","SRSF6"
"AC068631.2",0.00066351244019036,0.314248575068334,0.162,0.076,1,"Proliferation","AC068631.2"
"HINT1.5",0.000676039427467997,0.377142985409309,0.385,0.241,1,"Proliferation","HINT1"
"RPL35.4",0.00068754771285391,0.302479020965023,0.692,0.533,1,"Proliferation","RPL35"
"COX7B.5",0.000688137102592945,0.616714009950101,0.291,0.171,1,"Proliferation","COX7B"
"ANKRD36C",0.000716911950600184,0.465109385600809,0.111,0.045,1,"Proliferation","ANKRD36C"
"C9.6",0.00075317777992898,-1.01374577571867,0.051,0.163,1,"Proliferation","C9"
"SPARCL1.8",0.000765169712503471,-1.99536956835488,0.009,0.103,1,"Proliferation","SPARCL1"
"VPS29",0.000766089739223046,0.384619307735426,0.179,0.088,1,"Proliferation","VPS29"
"RPS20.4",0.000773833900719682,0.306160099200818,0.821,0.651,1,"Proliferation","RPS20"
"NFATC3",0.000789905447391272,0.48986762401079,0.128,0.056,1,"Proliferation","NFATC3"
"OGFRL1.1",0.000796140257120131,0.26755545069018,0.145,0.065,1,"Proliferation","OGFRL1"
"PICALM.3",0.00080622143462863,0.27591577219029,0.256,0.141,1,"Proliferation","PICALM"
"NR2F2.6",0.000815301880009413,-1.23114474983788,0.017,0.115,1,"Proliferation","NR2F2"
"HSPE1.5",0.00082205041193139,0.440037756102675,0.333,0.201,1,"Proliferation","HSPE1"
"TFPI.7",0.000825778961011608,-1.088604851143,0.009,0.103,1,"Proliferation","TFPI"
"RHOG.3",0.000829302826971175,0.58700151182172,0.162,0.077,1,"Proliferation","RHOG"
"PQBP1",0.000835404967322928,0.646022522034916,0.111,0.046,1,"Proliferation","PQBP1"
"EFHD2.5",0.000868983066879697,0.390236235753682,0.197,0.099,1,"Proliferation","EFHD2"
"ATL3",0.000891837419190037,0.521482552591128,0.145,0.067,1,"Proliferation","ATL3"
"HNRNPU.1",0.000895746349361258,0.347423408162471,0.359,0.223,1,"Proliferation","HNRNPU"
"RPS5.3",0.000907934897569488,0.484690666912751,0.632,0.49,1,"Proliferation","RPS5"
"SLC38A1.1",0.000926098107783906,0.511807776962176,0.137,0.062,1,"Proliferation","SLC38A1"
"SEPT11",0.000937686589293086,0.253717802391165,0.137,0.061,1,"Proliferation","SEPT11"
"PABPC1.6",0.000949895720810915,0.30230846746043,0.641,0.476,1,"Proliferation","PABPC1"
"NONO.6",0.00095451771014395,0.30047020893671,0.274,0.156,1,"Proliferation","NONO"
"TXNDC12",0.000961381486290708,0.350488609770961,0.171,0.083,1,"Proliferation","TXNDC12"
"DAZAP1",0.00104656835794597,0.290058913333586,0.111,0.046,1,"Proliferation","DAZAP1"
"COX17.3",0.00105575308533235,0.447957916379782,0.188,0.097,1,"Proliferation","COX17"
"RCSD1.1",0.00106774582043762,0.867673658578156,0.103,0.042,1,"Proliferation","RCSD1"
"LRRFIP1.3",0.00107278876453571,0.606716177226239,0.325,0.2,1,"Proliferation","LRRFIP1"
"POLR2K",0.00109314555369522,0.462994868906711,0.137,0.062,1,"Proliferation","POLR2K"
"SIAH2",0.00111901652659761,0.286719858766613,0.111,0.046,1,"Proliferation","SIAH2"
"CCT8.4",0.00114479197853275,0.42385025741944,0.188,0.096,1,"Proliferation","CCT8"
"ZMAT2",0.00115839008626796,0.33469328581789,0.137,0.062,1,"Proliferation","ZMAT2"
"ENSA.1",0.0011723278841295,0.322317595890969,0.248,0.138,1,"Proliferation","ENSA"
"CDK4",0.00118198158022393,0.378814526797083,0.137,0.062,1,"Proliferation","CDK4"
"ZNF706.3",0.00118527881497871,0.404823960760252,0.188,0.097,1,"Proliferation","ZNF706"
"PSMB3.1",0.00118606991823181,0.314426666246983,0.197,0.103,1,"Proliferation","PSMB3"
"CEP57",0.00118778806951763,0.266727372675671,0.111,0.046,1,"Proliferation","CEP57"
"CUL1",0.00119526734830619,0.413962194469218,0.111,0.046,1,"Proliferation","CUL1"
"SS18",0.00120022108651085,0.471767689126448,0.111,0.047,1,"Proliferation","SS18"
"HOOK2.5",0.0012439486825033,0.712667967023307,0.205,0.11,1,"Proliferation","HOOK2"
"ANP32A.1",0.00125305361515273,0.504553440309615,0.171,0.085,1,"Proliferation","ANP32A"
"STK4.1",0.00125919550399486,0.361173641368094,0.111,0.046,1,"Proliferation","STK4"
"RPL23A.6",0.00126472894526626,0.261043042590304,0.769,0.663,1,"Proliferation","RPL23A"
"HTATSF1",0.00127311699247676,0.30884976583301,0.111,0.046,1,"Proliferation","HTATSF1"
"PET100.4",0.00128097078037439,0.579442151099616,0.188,0.097,1,"Proliferation","PET100"
"PSMB7.4",0.0013167899129058,0.326864702788847,0.214,0.115,1,"Proliferation","PSMB7"
"IMMT",0.00133229623026138,0.51343786339601,0.128,0.057,1,"Proliferation","IMMT"
"CCDC88A.2",0.00134362879858448,0.566506572202299,0.162,0.08,1,"Proliferation","CCDC88A"
"MPC2.8",0.00135217552130153,0.513060055686393,0.239,0.136,1,"Proliferation","MPC2"
"UBA52.6",0.00137169946749485,0.467602376054792,0.65,0.51,1,"Proliferation","UBA52"
"UBXN4.2",0.00137843289408886,0.362333378410859,0.222,0.123,1,"Proliferation","UBXN4"
"NAA38.1",0.00141679198489743,0.680824630070013,0.162,0.081,1,"Proliferation","NAA38"
"ANKRD36",0.00146812584955953,0.423746734186053,0.111,0.047,1,"Proliferation","ANKRD36"
"GALNT1",0.00147072804786486,0.40736425178881,0.145,0.069,1,"Proliferation","GALNT1"
"HNRNPF.3",0.00148583792176445,0.25738759399426,0.248,0.141,1,"Proliferation","HNRNPF"
"PRKACB",0.00148734717870007,0.315155765054775,0.111,0.047,1,"Proliferation","PRKACB"
"AC120057.3.1",0.00149113682258471,0.368323642780692,0.171,0.086,1,"Proliferation","AC120057.3"
"PPP4R1",0.00153724117319375,0.324356252763798,0.103,0.042,1,"Proliferation","PPP4R1"
"SEPT6.1",0.00153954476739582,0.715582350823725,0.128,0.058,1,"Proliferation","SEPT6"
"THBS1.7",0.00157727900076712,-1.37235164691282,0.017,0.107,1,"Proliferation","THBS1"
"RPL39L",0.00159677489216942,0.27916532300029,0.137,0.064,1,"Proliferation","RPL39L"
"CORO1B.3",0.00161924025462633,0.41768236040692,0.145,0.069,1,"Proliferation","CORO1B"
"C12orf75",0.00163066814567089,0.412434372479629,0.145,0.069,1,"Proliferation","C12orf75"
"ILF3",0.00164388443388706,0.382547117254178,0.171,0.086,1,"Proliferation","ILF3"
"TCP1.3",0.00170694467795705,0.45235524323004,0.205,0.112,1,"Proliferation","TCP1"
"ARPC5L.1",0.00170815581500255,0.634447980226547,0.128,0.059,1,"Proliferation","ARPC5L"
"ERH.1",0.0017200662341085,0.715848134971531,0.179,0.095,1,"Proliferation","ERH"
"CD74.8",0.00172710311695719,0.323588022286205,0.778,0.625,1,"Proliferation","CD74"
"SH3BGRL3.7",0.00174227357197257,0.448847570458428,0.462,0.315,1,"Proliferation","SH3BGRL3"
"SNF8",0.00175216922616191,0.453779083041596,0.137,0.064,1,"Proliferation","SNF8"
"CHMP2A.3",0.0017832720735583,0.407444326831085,0.222,0.124,1,"Proliferation","CHMP2A"
"ZMPSTE24",0.0017845205291172,0.420916580479543,0.103,0.043,1,"Proliferation","ZMPSTE24"
"CAPZB.1",0.00186611886219222,0.659503767225161,0.205,0.116,1,"Proliferation","CAPZB"
"TXNRD1.4",0.00186672662183144,0.292761241708158,0.513,0.352,1,"Proliferation","TXNRD1"
"COL1A2.8",0.00187802108992347,-2.95457177090327,0.043,0.138,1,"Proliferation","COL1A2"
"AK2",0.00189201016687709,0.251356728749341,0.162,0.081,1,"Proliferation","AK2"
"TAGLN.7",0.00189914971713031,-2.32232944644437,0.026,0.116,1,"Proliferation","TAGLN"
"CYR61.7",0.00191985745964987,-1.47685043272894,0.034,0.13,1,"Proliferation","CYR61"
"RPS6KA3",0.00193534881050646,0.31750142391622,0.12,0.054,1,"Proliferation","RPS6KA3"
"PCMT1",0.00195953906741384,0.453146610042479,0.128,0.059,1,"Proliferation","PCMT1"
"GLUL.7",0.00200680282861068,-1.04667392979295,0.205,0.315,1,"Proliferation","GLUL"
"COPZ1",0.00200721711050999,0.390895879596918,0.171,0.088,1,"Proliferation","COPZ1"
"CS",0.0020166481712331,0.561211322053915,0.154,0.077,1,"Proliferation","CS"
"UBE2L3",0.00205078915617928,0.315282987947901,0.197,0.105,1,"Proliferation","UBE2L3"
"M6PR.2",0.00206975338961348,0.293843630795486,0.162,0.081,1,"Proliferation","M6PR"
"RPL27A.4",0.00207023504344623,0.393533849739141,0.812,0.705,1,"Proliferation","RPL27A"
"RPS7.6",0.00207454098736111,0.362051501143855,0.701,0.562,1,"Proliferation","RPS7"
"RBPJ.3",0.00209123567326278,0.412277352098224,0.188,0.1,1,"Proliferation","RBPJ"
"MS4A6A.7",0.00210644899326285,0.408588315867217,0.308,0.19,1,"Proliferation","MS4A6A"
"NDUFAF3",0.00210777685263709,0.296275481589646,0.145,0.07,1,"Proliferation","NDUFAF3"
"TMX4",0.00212549767940385,0.540059053111885,0.128,0.06,1,"Proliferation","TMX4"
"MYCBP2",0.00213711573412536,0.422422307503691,0.128,0.06,1,"Proliferation","MYCBP2"
"COX4I1.3",0.0021650800503037,0.361605697001641,0.487,0.345,1,"Proliferation","COX4I1"
"ABCF1",0.00217451649899145,0.259729357507779,0.145,0.07,1,"Proliferation","ABCF1"
"CHTOP",0.00220531341497871,0.256677291399331,0.111,0.048,1,"Proliferation","CHTOP"
"AMBRA1.3",0.00220758298445525,0.335882971898177,0.53,0.386,1,"Proliferation","AMBRA1"
"ST6GAL1.7",0.00226450834824552,-0.940378232721364,0.017,0.102,1,"Proliferation","ST6GAL1"
"SERPING1.5",0.00226607324038774,-1.23316067670902,0.162,0.268,1,"Proliferation","SERPING1"
"CAPRIN1",0.00230246928252505,0.470302389418998,0.154,0.078,1,"Proliferation","CAPRIN1"
"SRM",0.0024450238572485,0.676317992508639,0.128,0.061,1,"Proliferation","SRM"
"MT-ATP6.4",0.00246445373757726,-0.255211995248111,0.991,0.981,1,"Proliferation","MT-ATP6"
"RPS10-NUDT3.4",0.00246561863960048,0.255838873716764,0.718,0.545,1,"Proliferation","RPS10-NUDT3"
"CNN2.3",0.00249470573188314,0.391249211764172,0.197,0.107,1,"Proliferation","CNN2"
"PSMC3.1",0.00250869069164549,0.360062955282236,0.12,0.055,1,"Proliferation","PSMC3"
"GNG5.2",0.0025185234044435,0.462907876808789,0.316,0.2,1,"Proliferation","GNG5"
"DCN.8",0.00251984231602736,-2.42483426853686,0.034,0.124,1,"Proliferation","DCN"
"NET1",0.0025989391565475,0.471685511333928,0.128,0.061,1,"Proliferation","NET1"
"PPM1B",0.0026411046650841,0.315833954848274,0.103,0.044,1,"Proliferation","PPM1B"
"SF3B3",0.00272069425290845,0.437891268436672,0.103,0.044,1,"Proliferation","SF3B3"
"APRT.2",0.00274919837967309,0.596973523266658,0.197,0.112,1,"Proliferation","APRT"
"MRPS35",0.00276452522174845,0.251550439638506,0.128,0.06,1,"Proliferation","MRPS35"
"MYL9.7",0.00277927401886017,-1.79709305508183,0.026,0.111,1,"Proliferation","MYL9"
"HCLS1.6",0.00278874286282341,0.303476683317219,0.205,0.11,1,"Proliferation","HCLS1"
"MT1E.6",0.00284067416813339,-1.63988156495639,0.043,0.133,1,"Proliferation","MT1E"
"ENY2.1",0.00290525503936166,0.363644467187199,0.188,0.102,1,"Proliferation","ENY2"
"GATAD1",0.00291281779285077,0.729265190731334,0.103,0.046,1,"Proliferation","GATAD1"
"ALDH7A1.1",0.00293031752169193,0.458733890831097,0.111,0.05,1,"Proliferation","ALDH7A1"
"ELOVL1",0.00300687176412735,0.263752053576199,0.111,0.05,1,"Proliferation","ELOVL1"
"CDC123",0.00301186177955789,0.53861995493828,0.12,0.055,1,"Proliferation","CDC123"
"ADD3.2",0.00304706649938593,0.638763010660523,0.162,0.085,1,"Proliferation","ADD3"
"WBP11.1",0.00308522039419281,0.604303002969507,0.128,0.062,1,"Proliferation","WBP11"
"SLC40A1.6",0.00313041634803441,-1.59581729330111,0.077,0.172,1,"Proliferation","SLC40A1"
"FTH1.8",0.0031305376704058,-0.824322008520892,0.752,0.781,1,"Proliferation","FTH1"
"GPAA1",0.00313400522847208,0.277975262167456,0.128,0.061,1,"Proliferation","GPAA1"
"RALBP1",0.00317077675719271,0.603878667956193,0.145,0.072,1,"Proliferation","RALBP1"
"C1S.8",0.00320403036822187,-1.50459463477129,0.034,0.119,1,"Proliferation","C1S"
"LASP1.2",0.00324106704174296,0.307502787586258,0.222,0.129,1,"Proliferation","LASP1"
"LRPAP1.1",0.00324539771621135,0.629630733161347,0.171,0.09,1,"Proliferation","LRPAP1"
"RPL14.3",0.00325415906596473,0.354484980626165,0.701,0.534,1,"Proliferation","RPL14"
"WDPCP",0.00328482630032078,0.261044103570866,0.128,0.06,1,"Proliferation","WDPCP"
"UFD1",0.00329287964044335,0.474493223849217,0.12,0.056,1,"Proliferation","UFD1"
"POLR2G",0.00329660224573605,0.520641744567401,0.111,0.051,1,"Proliferation","POLR2G"
"FAM96B",0.00333076088358243,0.333604094557721,0.154,0.078,1,"Proliferation","FAM96B"
"MT-ND4L.4",0.00335384128664395,-0.279246084157245,0.991,0.993,1,"Proliferation","MT-ND4L"
"TRIR.2",0.00337763393532348,0.2742784587637,0.214,0.12,1,"Proliferation","TRIR"
"TMEM258.3",0.00340229603633689,0.488857633171576,0.274,0.171,1,"Proliferation","TMEM258"
"SLC3A2.1",0.00340606798724024,0.392399243862594,0.171,0.091,1,"Proliferation","SLC3A2"
"RPS23.5",0.00362544983900722,0.280400124789274,0.829,0.683,1,"Proliferation","RPS23"
"RFC1.1",0.00364212001802142,0.544008294912249,0.128,0.062,1,"Proliferation","RFC1"
"USP16.1",0.00371974487954223,0.373585779791822,0.128,0.062,1,"Proliferation","USP16"
"PSMB4.3",0.00376063610297127,0.251745312819029,0.299,0.181,1,"Proliferation","PSMB4"
"COL4A1.7",0.00377443132724202,-1.90912060254668,0.043,0.128,1,"Proliferation","COL4A1"
"RPS12.5",0.00377627526803305,0.300163593173013,0.855,0.729,1,"Proliferation","RPS12"
"POLR2E",0.00386450988411917,0.290844927597688,0.154,0.079,1,"Proliferation","POLR2E"
"ATG3.1",0.00388705894459714,0.338604666903132,0.137,0.068,1,"Proliferation","ATG3"
"STOML2",0.00392853835457715,0.332158980362141,0.111,0.051,1,"Proliferation","STOML2"
"TMEM109.2",0.00397380176344651,0.375828981623419,0.154,0.08,1,"Proliferation","TMEM109"
"SLC25A3.2",0.0041097947081469,0.370799254094922,0.385,0.259,1,"Proliferation","SLC25A3"
"ACO2",0.00413497551826556,0.315492565416044,0.128,0.061,1,"Proliferation","ACO2"
"COL3A1.8",0.00424279829580581,-2.58816836006188,0.06,0.149,1,"Proliferation","COL3A1"
"PIP4K2A.1",0.00426788715746543,0.280451336488599,0.145,0.072,1,"Proliferation","PIP4K2A"
"MBD2.1",0.00428008350003871,0.534788770916655,0.179,0.098,1,"Proliferation","MBD2"
"GHITM.2",0.00434373733676559,0.366907791230518,0.231,0.135,1,"Proliferation","GHITM"
"ATP5H.4",0.00441436039947197,0.320954939208785,0.316,0.199,1,"Proliferation","ATP5H"
"AC010422.5.1",0.00445639777793387,0.424488036055292,0.197,0.111,1,"Proliferation","AC010422.5"
"CCT6A.3",0.00446988559308101,0.531420702538194,0.197,0.111,1,"Proliferation","CCT6A"
"TSC22D1.6",0.00451751182069625,-1.43001047990661,0.068,0.159,1,"Proliferation","TSC22D1"
"RPS4X.5",0.0045395449140684,0.324627383180008,0.795,0.651,1,"Proliferation","RPS4X"
"NME4",0.00463130795107115,0.369426051838153,0.12,0.058,1,"Proliferation","NME4"
"IFI27.6",0.00463383855912148,-0.326773377008094,0.051,0.15,1,"Proliferation","IFI27"
"MRPL34.1",0.004661905365583,0.3964898573925,0.137,0.069,1,"Proliferation","MRPL34"
"C1R.8",0.00467157874241463,-1.48299881077694,0.043,0.126,1,"Proliferation","C1R"
"ACTA2.8",0.0049252649903307,-2.29109084411914,0.026,0.103,1,"Proliferation","ACTA2"
"AL589666.1",0.00492883347581724,0.479803311816599,0.154,0.081,1,"Proliferation","AL589666.1"
"APOE.8",0.00504197858943145,-0.31462899858038,0.162,0.287,1,"Proliferation","APOE"
"ALDH1A1.6",0.00507535258390937,-0.95869895477717,0.026,0.103,1,"Proliferation","ALDH1A1"
"TMEM208",0.00514178023455537,0.261924730576744,0.12,0.058,1,"Proliferation","TMEM208"
"PTCD1.4",0.0052217744066652,0.533285770263526,0.282,0.18,1,"Proliferation","PTCD1"
"SLC8A1.1",0.00530567960942464,0.273716874392121,0.103,0.046,1,"Proliferation","SLC8A1"
"PRRC2C",0.00542735976023928,0.317833837409946,0.325,0.209,1,"Proliferation","PRRC2C"
"CEP350",0.00544769955860258,0.270769837543785,0.145,0.075,1,"Proliferation","CEP350"
"PSMD14",0.00545642540300797,0.531226970836458,0.111,0.054,1,"Proliferation","PSMD14"
"WDR1",0.00546240892659569,0.266667449550269,0.239,0.145,1,"Proliferation","WDR1"
"FUCA2",0.00553800160058463,0.361895252950757,0.137,0.07,1,"Proliferation","FUCA2"
"TMOD3.2",0.00561598958615537,0.331794913802406,0.137,0.069,1,"Proliferation","TMOD3"
"ITM2B.7",0.00567512102591457,-0.563771494670409,0.368,0.458,1,"Proliferation","ITM2B"
"DNASE1L3.6",0.00581223534162411,-2.06002739281156,0.026,0.102,1,"Proliferation","DNASE1L3"
"CLU.7",0.0059258795420562,-1.16548943030077,0.103,0.199,1,"Proliferation","CLU"
"P4HB.5",0.00594426438341966,0.35689081622711,0.35,0.236,1,"Proliferation","P4HB"
"UQCRFS1.1",0.00602478363649439,0.523478306785205,0.179,0.103,1,"Proliferation","UQCRFS1"
"TNFAIP3.6",0.00625427300072182,0.464270215393418,0.231,0.142,1,"Proliferation","TNFAIP3"
"EIF2AK1",0.00628195272850268,0.616214029568112,0.162,0.09,1,"Proliferation","EIF2AK1"
"CD59.7",0.00633218153313476,-1.06090399474028,0.188,0.278,1,"Proliferation","CD59"
"LAP3.2",0.00641130476024144,0.433571697194334,0.171,0.095,1,"Proliferation","LAP3"
"ZC3H15.1",0.00647570177718217,0.40907634640066,0.162,0.089,1,"Proliferation","ZC3H15"
"HSPH1.6",0.00669747736348689,0.627620895902386,0.214,0.125,1,"Proliferation","HSPH1"
"MTRNR2L8.5",0.00669799660492763,-0.406152969872998,0.855,0.92,1,"Proliferation","MTRNR2L8"
"MANF.1",0.00680261932798875,0.472377259763103,0.145,0.078,1,"Proliferation","MANF"
"FN1.6",0.00691767969093223,-1.37465859777436,0.154,0.249,1,"Proliferation","FN1"
"ATP6V1G2-DDX39B.2",0.00697434597451148,0.457641613857333,0.171,0.096,1,"Proliferation","ATP6V1G2-DDX39B"
"MAP2K1",0.00705417933698373,0.534895797324242,0.128,0.066,1,"Proliferation","MAP2K1"
"LGMN.8",0.00712071117221484,-1.45994434504031,0.06,0.141,1,"Proliferation","LGMN"
"CCL4L2.3",0.00716717319377125,0.540151477269157,0.103,0.048,1,"Proliferation","CCL4L2"
"RPL7L1.2",0.00726586180171692,0.303604448019139,0.188,0.108,1,"Proliferation","RPL7L1"
"DAP3",0.0072704803871469,0.533036638079754,0.137,0.072,1,"Proliferation","DAP3"
"RABL6",0.00729719204736346,0.318329676846095,0.111,0.054,1,"Proliferation","RABL6"
"RPL36.4",0.00740660754583726,0.290171836934323,0.658,0.525,1,"Proliferation","RPL36"
"TPR.2",0.00748923453712345,0.267632137320933,0.188,0.107,1,"Proliferation","TPR"
"ZYX.5",0.00750668087944882,0.254914825747394,0.256,0.158,1,"Proliferation","ZYX"
"IQGAP1.2",0.00755168964614457,0.379867457525116,0.274,0.17,1,"Proliferation","IQGAP1"
"AIF1.8",0.00760133637455491,0.465129046428795,0.291,0.186,1,"Proliferation","AIF1"
"COX7A2.5",0.00762797537915877,0.254934964701574,0.35,0.238,1,"Proliferation","COX7A2"
"COL18A1.7",0.00764430324111138,-1.02918299783184,0.043,0.125,1,"Proliferation","COL18A1"
"SLC25A1.1",0.00766098446790565,0.612231306018882,0.111,0.054,1,"Proliferation","SLC25A1"
"XRCC6.2",0.00790140614909735,0.302113732386017,0.239,0.146,1,"Proliferation","XRCC6"
"CTCF",0.00806561807118451,0.401275427542457,0.103,0.049,1,"Proliferation","CTCF"
"POLR2L.2",0.00825725156236039,0.31507753933226,0.265,0.169,1,"Proliferation","POLR2L"
"EBP.1",0.0083750393565016,0.448503675112861,0.12,0.061,1,"Proliferation","EBP"
