"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PLVAP",0,3.45154360893257,0.535,0.034,0,"LVECt","PLVAP"
"PODXL",0,3.12530570055968,0.468,0.02,0,"LVECt","PODXL"
"SOX18",0,3.06259435029894,0.45,0.017,0,"LVECt","SOX18"
"CD34",2.2997638708012e-277,2.64058751448372,0.44,0.024,3.48690198090877e-273,"LVECt","CD34"
"EMCN",3.06588698934667e-210,2.41987914693814,0.394,0.027,4.64849785324742e-206,"LVECt","EMCN"
"RAMP2",6.16464468532815e-171,2.18439489098472,0.379,0.032,9.34683427189455e-167,"LVECt","RAMP2"
"BCL6B",1.24698626543163e-161,1.76165525385797,0.241,0.012,1.89068057564744e-157,"LVECt","BCL6B"
"FLT1",3.98136987595589e-161,2.62099561696696,0.493,0.062,6.03655300592432e-157,"LVECt","FLT1"
"ESAM",1.27381508114466e-160,2.20000165587273,0.411,0.041,1.93135842603154e-156,"LVECt","ESAM"
"PECAM1",8.58586029902495e-146,2.45299989964387,0.649,0.127,1.30178813853816e-141,"LVECt","PECAM1"
"SEMA3G",1.04524330185559e-145,1.2598260240374,0.11,0.001,1.58479789427345e-141,"LVECt","SEMA3G"
"SOX17",9.6107295015145e-144,1.86332536236967,0.17,0.006,1.45717880701963e-139,"LVECt","SOX17"
"FAM107A",3.78685087224239e-143,2.52044919488079,0.372,0.038,5.74162329249391e-139,"LVECt","FAM107A"
"CALCRL",3.74010258699111e-140,2.21108199477291,0.34,0.032,5.67074354239592e-136,"LVECt","CALCRL"
"CDH5",3.74275512203847e-139,1.96444332643359,0.351,0.034,5.67476531603472e-135,"LVECt","CDH5"
"CRIP2",2.68044396219657e-138,2.28995069586491,0.543,0.087,4.06408913548244e-134,"LVECt","CRIP2"
"PALMD",8.28452888335887e-133,2.17389318038464,0.291,0.024,1.25610026929487e-128,"LVECt","PALMD"
"ADGRL4",1.17751361975963e-128,2.0031078341085,0.312,0.029,1.78534615027956e-124,"LVECt","ADGRL4"
"SLC9A3R2",3.68027133109731e-126,2.43435629896771,0.387,0.049,5.58002739220974e-122,"LVECt","SLC9A3R2"
"KDR",7.66095106814345e-126,2.06827163389336,0.301,0.028,1.16155340095191e-121,"LVECt","KDR"
"S1PR1",1.12159113191448e-124,1.9327247821253,0.316,0.031,1.70055647420874e-120,"LVECt","S1PR1"
"PLPP1",1.18862738152141e-123,2.54841363740073,0.511,0.089,1.80219683586276e-119,"LVECt","PLPP1"
"EMP1",1.3195607653634e-120,2.66409621852487,0.475,0.077,2.00071803244398e-116,"LVECt","EMP1"
"CD93",2.40420527164732e-117,2.09977138893429,0.411,0.058,3.64525603287166e-113,"LVECt","CD93"
"SPARCL1",2.29471905154958e-115,2.16570812322669,0.504,0.086,3.47925302595948e-111,"LVECt","SPARCL1"
"ICAM2",3.37545019945137e-113,1.97444970807832,0.309,0.033,5.11785759240817e-109,"LVECt","ICAM2"
"HSPG2",1.58971826159301e-112,2.29659727352039,0.468,0.08,2.41033082822732e-108,"LVECt","HSPG2"
"EGFL7",5.32814143797345e-111,2.16618534349393,0.358,0.046,8.07852804825535e-107,"LVECt","EGFL7"
"KLF2",1.81917163942686e-109,2.28439089933017,0.493,0.091,2.75822803969901e-105,"LVECt","KLF2"
"TIMP3",1.74654586964097e-102,2.52665757775823,0.578,0.133,2.64811284754964e-98,"LVECt","TIMP3"
"SPRY1",9.70218738110407e-102,2.20214181395279,0.401,0.063,1.471045650723e-97,"LVECt","SPRY1"
"JCAD",1.04032979680604e-101,1.62538984674679,0.177,0.011,1.57734803791731e-97,"LVECt","JCAD"
"PCDH17",1.43529035994146e-99,1.90736386992597,0.206,0.016,2.17618724374323e-95,"LVECt","PCDH17"
"AC142391.1",1.52591945249868e-98,1.80021395254393,0.252,0.025,2.3135990738785e-94,"LVECt","AC142391.1"
"GNG11",3.15716713507341e-98,1.86409007537536,0.457,0.081,4.78689681019831e-94,"LVECt","GNG11"
"PIK3R3",7.91067458313628e-97,1.71738886771457,0.206,0.016,1.19941648029512e-92,"LVECt","PIK3R3"
"CLEC14A",2.91592184701362e-95,1.74778477146096,0.344,0.048,4.42112070444206e-91,"LVECt","CLEC14A"
"CYYR1",3.07550161084455e-91,1.53536248498331,0.238,0.024,4.6630755423625e-87,"LVECt","CYYR1"
"EPAS1",5.37958085380531e-89,2.13498760057681,0.539,0.13,8.15652049053961e-85,"LVECt","EPAS1"
"MMRN2",1.83586384204483e-87,1.71889784670974,0.273,0.033,2.78353675730837e-83,"LVECt","MMRN2"
"HYAL2",1.37239918029541e-86,1.99388232736698,0.379,0.065,2.0808316371639e-82,"LVECt","HYAL2"
"IFI27",3.85750619781219e-86,2.02602677061969,0.546,0.134,5.84875089712285e-82,"LVECt","IFI27"
"CLDN5",7.77373383968904e-86,2.23077306703838,0.234,0.025,1.17865352477365e-81,"LVECt","CLDN5"
"JAG2",1.10264844787714e-84,1.32546103224644,0.128,0.006,1.67183557667132e-80,"LVECt","JAG2"
"ADGRF5",1.12244520219724e-84,1.65544968595431,0.294,0.039,1.70185141557146e-80,"LVECt","ADGRF5"
"CAV1",1.65473825794138e-84,2.14441993015664,0.362,0.061,2.50891414669071e-80,"LVECt","CAV1"
"PCDH12",1.49752304102791e-83,1.23313170467171,0.131,0.007,2.27054443480651e-79,"LVECt","PCDH12"
"RASIP1",1.6824204427843e-83,1.50298511536874,0.202,0.019,2.55088587534955e-79,"LVECt","RASIP1"
"ERG",5.32087121151512e-83,1.64356770824284,0.248,0.029,8.06750493089923e-79,"LVECt","ERG"
"TM4SF1",5.0965063181451e-82,2.33827560321467,0.628,0.192,7.72732287957159e-78,"LVECt","TM4SF1"
"THBD",5.3272424931407e-82,1.80620967605599,0.344,0.056,8.07716506809992e-78,"LVECt","THBD"
"TIE1",1.79561377087636e-79,1.4705627563486,0.22,0.023,2.72250959940273e-75,"LVECt","TIE1"
"A2M",2.64490278479527e-79,1.89180740114953,0.752,0.287,4.01020160230659e-75,"LVECt","A2M"
"SH2D3C",9.89010240567654e-78,1.0578953403802,0.156,0.011,1.49953732674868e-73,"LVECt","SH2D3C"
"TM4SF18",9.94990721344684e-77,1.66070161926395,0.188,0.017,1.50860493170281e-72,"LVECt","TM4SF18"
"SYNPO",1.22866073501667e-75,1.76313256372578,0.333,0.058,1.86289540643228e-71,"LVECt","SYNPO"
"APOLD1",8.28229256540358e-75,1.96548961051152,0.401,0.083,1.25576119876649e-70,"LVECt","APOLD1"
"VWF",4.00365985571877e-74,2.15015587117652,0.259,0.035,6.0703490732408e-70,"LVECt","VWF"
"BDKRB2",1.14794416336649e-73,1.01386514184786,0.121,0.007,1.74051294049627e-69,"LVECt","BDKRB2"
"VEGFC",4.34626164665827e-73,1.21106274858698,0.131,0.008,6.58980190866327e-69,"LVECt","VEGFC"
"ID1",8.49660202472602e-73,2.00489499367421,0.479,0.121,1.28825479898896e-68,"LVECt","ID1"
"MMP2",2.47812892258587e-71,1.54833909468949,0.238,0.031,3.75733907242469e-67,"LVECt","MMP2"
"RBP7",1.07048379918389e-70,1.60047286596269,0.199,0.022,1.62306753632261e-66,"LVECt","RBP7"
"RGCC",1.56085525597415e-70,2.26051308164384,0.365,0.074,2.36656873910801e-66,"LVECt","RGCC"
"RNASE1",6.25208957189262e-69,1.43927403785098,0.415,0.089,9.47941820890359e-65,"LVECt","RNASE1"
"LMO2",8.77709447078602e-69,1.70182920811436,0.28,0.044,1.33078306366058e-64,"LVECt","LMO2"
"EDNRB",5.2481269733169e-68,1.88907818861691,0.238,0.032,7.95721011694308e-64,"LVECt","EDNRB"
"AC004691.2",5.50804782969737e-68,1.92470396954544,0.461,0.117,8.35130211938716e-64,"LVECt","AC004691.2"
"HEY1",2.30602325834578e-67,1.1935153626023,0.124,0.008,3.49639246430387e-63,"LVECt","HEY1"
"ITGA5",6.88445435758198e-67,1.84377358434868,0.309,0.055,1.04382096969658e-62,"LVECt","ITGA5"
"COL4A1",1.29948533786141e-66,1.69631324632014,0.465,0.115,1.97027966926547e-62,"LVECt","COL4A1"
"TCF4",6.80349578665937e-64,1.49894872571073,0.422,0.099,1.03154603117329e-59,"LVECt","TCF4"
"JAM2",8.13390855842181e-64,1.64412988047382,0.195,0.023,1.23326321562792e-59,"LVECt","JAM2"
"NES",3.30642933783972e-62,1.52089402558993,0.227,0.032,5.01320816203258e-58,"LVECt","NES"
"ADAMTS1",3.45205637724431e-61,2.32805542908532,0.326,0.066,5.23400787917783e-57,"LVECt","ADAMTS1"
"ADCY4",4.6999659270114e-59,1.19263655325147,0.117,0.008,7.12608833853468e-55,"LVECt","ADCY4"
"EFNB2",5.27037515321603e-58,1.53439012631302,0.234,0.036,7.99094280730615e-54,"LVECt","EFNB2"
"ADAMTS9",3.23112940291757e-57,1.51761926259512,0.152,0.016,4.89903840070361e-53,"LVECt","ADAMTS9"
"HEG1",4.68696796408239e-57,1.59740448115581,0.27,0.048,7.10638082714173e-53,"LVECt","HEG1"
"AIF1L",7.69715838601346e-57,1.03379465087467,0.103,0.007,1.16704315448736e-52,"LVECt","AIF1L"
"COL15A1",9.2508429735572e-57,1.62561162893316,0.149,0.015,1.40261281165074e-52,"LVECt","COL15A1"
"VWA1",3.41701811389104e-56,1.9230675006194,0.206,0.03,5.1808828642816e-52,"LVECt","VWA1"
"CAVIN1",9.58524782342029e-55,1.7794341524342,0.362,0.087,1.45331527498698e-50,"LVECt","CAVIN1"
"GJA4",2.16044184156836e-54,1.58297067491986,0.195,0.027,3.27566192018595e-50,"LVECt","GJA4"
"GRB10",4.91262969639132e-54,1.66863209363392,0.22,0.035,7.44852914566852e-50,"LVECt","GRB10"
"SPARC",8.76866348913634e-53,1.22270529416803,0.652,0.246,1.32950475822285e-48,"LVECt","SPARC"
"DOCK9",1.72345037079772e-52,1.28396869779099,0.156,0.018,2.61309545220351e-48,"LVECt","DOCK9"
"NEDD9",2.12525541135915e-52,1.63558079380552,0.344,0.083,3.22231225470275e-48,"LVECt","NEDD9"
"PTPRM",4.67074116114633e-52,1.28014988587206,0.188,0.026,7.08177774853007e-48,"LVECt","PTPRM"
"GJA1",3.99551123993505e-51,1.66927013625299,0.16,0.02,6.05799414198953e-47,"LVECt","GJA1"
"LIMS2",5.78131299780902e-51,1.4710694831644,0.209,0.033,8.76562676727803e-47,"LVECt","LIMS2"
"TSPAN18",1.77659820744001e-50,1.16243991547594,0.156,0.019,2.69367820212054e-46,"LVECt","TSPAN18"
"STC1",2.91597178970406e-50,2.0342658208757,0.181,0.026,4.42119642754929e-46,"LVECt","STC1"
"ARL15",3.82547350798344e-50,0.931497726139484,0.103,0.008,5.80018293280449e-46,"LVECt","ARL15"
"CAVIN2",3.92842670196692e-50,1.65265046568021,0.298,0.064,5.95628056552224e-46,"LVECt","CAVIN2"
"MALL",8.14620792771157e-50,1.32053139083479,0.142,0.016,1.23512804599963e-45,"LVECt","MALL"
"ETS1",1.83468048291682e-49,1.48743031017284,0.33,0.078,2.78174254819849e-45,"LVECt","ETS1"
"ELK3",8.20888595701077e-48,1.48100316374778,0.255,0.05,1.24463128880197e-43,"LVECt","ELK3"
"PNP",3.01556754132051e-47,1.81963291908134,0.305,0.073,4.57220350615016e-43,"LVECt","PNP"
"THSD7A",1.19898130338522e-46,1.2879023902619,0.106,0.009,1.81789545219266e-42,"LVECt","THSD7A"
"TEK",1.44439550921553e-46,1.35019383165445,0.135,0.015,2.18999247107259e-42,"LVECt","TEK"
"ZEB1",6.17273661203866e-46,1.25327862506888,0.202,0.034,9.35910325117301e-42,"LVECt","ZEB1"
"MYCT1",6.81776970452523e-46,1.08396717890206,0.199,0.032,1.03371024260012e-41,"LVECt","MYCT1"
"SHANK3",2.48847762237581e-45,1.48584581513233,0.188,0.03,3.77302977104621e-41,"LVECt","SHANK3"
"SPTBN1",3.32724781737761e-45,1.57182303194081,0.507,0.192,5.04477314070793e-41,"LVECt","SPTBN1"
"FTL",3.61873435552727e-44,-2.99459971020256,0.553,0.792,5.48672502985044e-40,"LVECt","FTL"
"IGFBP7",3.66327798956764e-44,0.716871529247588,0.702,0.283,5.55426208778246e-40,"LVECt","IGFBP7"
"VIM",9.0026410046827e-44,1.14620414552403,0.862,0.543,1.36498042912999e-39,"LVECt","VIM"
"TMTC1",1.06441717891127e-43,1.36089489900778,0.121,0.013,1.61386932666527e-39,"LVECt","TMTC1"
"HECW2",1.11057958690863e-43,1.13539711308154,0.149,0.02,1.68386076967087e-39,"LVECt","HECW2"
"ARHGAP23",2.07751191541392e-43,1.13178148492603,0.138,0.017,3.14992356615059e-39,"LVECt","ARHGAP23"
"EFNB1",4.96634660625594e-43,1.33827489148036,0.191,0.032,7.52997472440525e-39,"LVECt","EFNB1"
"KIAA0355",5.46727988204608e-43,1.14245872829054,0.206,0.037,8.28948975715827e-39,"LVECt","KIAA0355"
"DYSF",6.67934021333691e-43,1.1794464933828,0.142,0.018,1.01272156314614e-38,"LVECt","DYSF"
"PDGFB",9.23109108024042e-43,1.16483338541652,0.167,0.025,1.39961802958605e-38,"LVECt","PDGFB"
"FTH1",1.81291750830113e-42,-2.05638030773147,0.55,0.789,2.74874552608617e-38,"LVECt","FTH1"
"ID3",1.83272838678301e-42,1.45789441158768,0.408,0.127,2.7787827800404e-38,"LVECt","ID3"
"IFITM2",5.83826839235772e-42,1.31909389988408,0.709,0.388,8.85198253649278e-38,"LVECt","IFITM2"
"CD9",7.50024937466191e-42,1.4888128667464,0.482,0.178,1.13718781018624e-37,"LVECt","CD9"
"LAMA4",4.23784440830761e-41,1.37724634059583,0.191,0.034,6.425419691876e-37,"LVECt","LAMA4"
"LMCD1",7.58455782746356e-41,1.45859446141524,0.167,0.026,1.14997065780003e-36,"LVECt","LMCD1"
"BTNL9",8.5604133221413e-41,0.86258045890036,0.117,0.013,1.29792986790306e-36,"LVECt","BTNL9"
"ENG",1.40722922312597e-40,1.29195971639576,0.447,0.152,2.1336409481036e-36,"LVECt","ENG"
"GSN",3.53288651288735e-40,1.69199212569498,0.45,0.165,5.3565625308398e-36,"LVECt","GSN"
"DLC1",6.75044248995685e-40,1.13723699637301,0.273,0.064,1.02350209032726e-35,"LVECt","DLC1"
"KANK3",7.3974046087704e-40,1.18324723373514,0.131,0.017,1.12159448678177e-35,"LVECt","KANK3"
"NFIB",2.65439152624282e-39,1.4144165404661,0.319,0.089,4.02458843208936e-35,"LVECt","NFIB"
"PTPRB",3.28768003494016e-39,1.18371997304845,0.287,0.07,4.98478046897627e-35,"LVECt","PTPRB"
"MCAM",4.04825418040379e-39,1.20019744020645,0.252,0.056,6.13796298832822e-35,"LVECt","MCAM"
"ACE",4.22401961209353e-39,0.955277122728362,0.103,0.01,6.40445853585622e-35,"LVECt","ACE"
"SOX7",4.35308667055581e-39,1.00240292109049,0.113,0.013,6.60015000989673e-35,"LVECt","SOX7"
"NOS3",1.24318353947458e-38,0.907191855819975,0.106,0.011,1.88491488255135e-34,"LVECt","NOS3"
"IFITM3",1.53667460582184e-38,1.23905046307137,0.745,0.453,2.32990603734707e-34,"LVECt","IFITM3"
"AL136531.2",3.64819753148686e-38,1.50466124027933,0.468,0.181,5.53139709724038e-34,"LVECt","AL136531.2"
"MGP",1.65732763442915e-37,0.872196683141988,0.518,0.187,2.51284015932148e-33,"LVECt","MGP"
"JAG1",4.96002376966084e-37,1.58346688994346,0.209,0.044,7.52038803955976e-33,"LVECt","JAG1"
"COL4A2",9.42714071932095e-37,1.2649814764099,0.379,0.119,1.42934307586344e-32,"LVECt","COL4A2"
"SLCO2A1",1.0794568809374e-36,1.14706896291226,0.152,0.024,1.63667252287729e-32,"LVECt","SLCO2A1"
"LDB2",2.49152127077363e-36,0.984001799558783,0.238,0.053,3.77764455074697e-32,"LVECt","LDB2"
"IGF2",6.10990413033401e-36,1.9956098454641,0.291,0.083,9.26383664241242e-32,"LVECt","IGF2"
"TMEM255B",6.74508991120449e-36,1.08194037015559,0.121,0.016,1.02269053233682e-31,"LVECt","TMEM255B"
"GIMAP7",6.79774645188648e-36,1.11475254498494,0.22,0.047,1.03067431703503e-31,"LVECt","GIMAP7"
"LIMCH1",1.13395298522153e-35,1.20787722256599,0.206,0.043,1.71929951619288e-31,"LVECt","LIMCH1"
"ITGA6",3.56291376997745e-35,1.65338721385664,0.216,0.049,5.4020898580398e-31,"LVECt","ITGA6"
"APLNR",8.84967649491442e-35,1.28208930423464,0.128,0.018,1.34178795015892e-30,"LVECt","APLNR"
"DOCK6",2.30530565308721e-34,1.39466442818092,0.142,0.023,3.49530443121083e-30,"LVECt","DOCK6"
"SHE",2.42765688215099e-34,0.868506915760717,0.135,0.02,3.68081336471733e-30,"LVECt","SHE"
"LMNA",6.36649005160782e-34,1.69765054500155,0.422,0.165,9.65287221624778e-30,"LVECt","LMNA"
"STOM",1.05293182457217e-33,1.42368207311571,0.518,0.237,1.59645523241632e-29,"LVECt","STOM"
"ARHGAP29",1.78545412660339e-33,1.06934192549589,0.195,0.041,2.70710554675606e-29,"LVECt","ARHGAP29"
"RIPOR1",3.6571070046256e-33,1.47150877593145,0.184,0.038,5.54490564041333e-29,"LVECt","RIPOR1"
"PLEKHG1",1.09218134384798e-32,1.02050590520069,0.11,0.014,1.6559653535423e-28,"LVECt","PLEKHG1"
"TSC22D1",2.17140706901787e-32,1.46390605170168,0.401,0.148,3.29228739804489e-28,"LVECt","TSC22D1"
"AFAP1L1",1.84986524627601e-31,1.0332983787704,0.117,0.017,2.80476568640369e-27,"LVECt","AFAP1L1"
"SULF2",1.24435778556584e-30,1.23057653244575,0.199,0.046,1.88669527447493e-26,"LVECt","SULF2"
"SWAP70",2.27050369765184e-30,1.44031521773346,0.223,0.057,3.44253770637972e-26,"LVECt","SWAP70"
"VAMP5",2.95585195716289e-30,1.13622499560138,0.245,0.065,4.48166273745038e-26,"LVECt","VAMP5"
"ITM2A",4.84641665167509e-30,0.804690298376441,0.131,0.022,7.34813692726977e-26,"LVECt","ITM2A"
"MT-CO1",8.59618818308313e-30,-0.758765528250607,0.95,0.973,1.30335405231906e-25,"LVECt","MT-CO1"
"CD59",1.41999243506851e-29,1.40491449732354,0.528,0.267,2.15299253005087e-25,"LVECt","CD59"
"LAMB1",1.45658510786633e-29,1.4135391151084,0.266,0.078,2.20847434054693e-25,"LVECt","LAMB1"
"PLAT",1.46765444017944e-29,1.16345796207666,0.177,0.038,2.22525766220007e-25,"LVECt","PLAT"
"CLIC4",2.02797410784065e-29,1.23346428374678,0.245,0.068,3.07481434230799e-25,"LVECt","CLIC4"
"CST3",2.6290944497754e-29,-2.30883184641774,0.22,0.541,3.98623300474947e-25,"LVECt","CST3"
"KLF4",5.67110251545571e-29,1.33629508697556,0.372,0.139,8.59852563393395e-25,"LVECt","KLF4"
"PIK3C2A",9.6052109589334e-29,1.32139980639475,0.188,0.044,1.45634208559348e-24,"LVECt","PIK3C2A"
"INSR",1.41810513907401e-28,1.93708215182098,0.277,0.09,2.15013101186402e-24,"LVECt","INSR"
"HTRA1",2.09112790802798e-28,1.47423147348066,0.252,0.074,3.17056813415202e-24,"LVECt","HTRA1"
"IGFBP4",1.19667551429419e-27,1.10087927813438,0.422,0.173,1.81439941477286e-23,"LVECt","IGFBP4"
"AL807752.6",1.29215022572288e-27,1.30467933536165,0.213,0.056,1.95915817224104e-23,"LVECt","AL807752.6"
"UTRN",1.29663994760653e-27,1.34215035962781,0.333,0.12,1.96596548856101e-23,"LVECt","UTRN"
"GRASP",6.24429579254727e-27,1.24334218417017,0.199,0.05,9.46760128066017e-23,"LVECt","GRASP"
"FGD5",1.98128794500893e-26,1.00314010948175,0.103,0.016,3.00402878222254e-22,"LVECt","FGD5"
"MTUS1",2.16999935370578e-26,1.32144968253467,0.195,0.05,3.29015302008871e-22,"LVECt","MTUS1"
"HLA-E",2.7868151540791e-26,0.891012167665183,0.759,0.489,4.22536913661473e-22,"LVECt","HLA-E"
"ARHGAP31",6.65526304418352e-26,0.956101254970714,0.152,0.032,1.00907098275911e-21,"LVECt","ARHGAP31"
"TGFBR2",1.01756081251011e-25,1.16747649672744,0.312,0.112,1.54282570392783e-21,"LVECt","TGFBR2"
"TINAGL1",1.24204273137744e-25,1.24592935094232,0.23,0.068,1.88318518931448e-21,"LVECt","TINAGL1"
"GIMAP6",1.58096255357326e-25,0.84934064360139,0.117,0.02,2.39705542372778e-21,"LVECt","GIMAP6"
"PLXND1",7.76486699233814e-25,0.967515904525861,0.191,0.049,1.17730913337831e-20,"LVECt","PLXND1"
"EPHB4",3.3679440309711e-24,0.807562184205667,0.149,0.033,5.10647673975838e-20,"LVECt","EPHB4"
"EHD4",4.29757905827038e-24,1.10167488109635,0.188,0.05,6.51598936814955e-20,"LVECt","EHD4"
"MYH9",7.01783954148534e-24,1.03873725950255,0.543,0.289,1.06404483128001e-19,"LVECt","MYH9"
"ROBO4",8.63969645021441e-24,1.07523291522223,0.128,0.025,1.30995077578151e-19,"LVECt","ROBO4"
"LRRC32",1.05660455399715e-23,0.855157586056851,0.177,0.044,1.60202382477048e-19,"LVECt","LRRC32"
"DPYSL3",1.84952011540545e-23,1.07090414616041,0.16,0.038,2.80424239897774e-19,"LVECt","DPYSL3"
"RDX",3.80328925550746e-23,1.33113274841835,0.287,0.104,5.76654716920041e-19,"LVECt","RDX"
"FAM198B",3.95873263293022e-23,0.802299393875034,0.131,0.027,6.0022304180488e-19,"LVECt","FAM198B"
"NAV1",7.33676842401932e-23,0.944008866177335,0.121,0.024,1.11240082844981e-18,"LVECt","NAV1"
"CDK17",1.1517258803989e-22,0.855285234934971,0.106,0.019,1.74624677986081e-18,"LVECt","CDK17"
"TMEM204",1.2776957018251e-22,0.735802420320576,0.174,0.044,1.93724222310721e-18,"LVECt","TMEM204"
"OPA3",1.29583883131408e-22,0.8462297472056,0.121,0.024,1.96475083603841e-18,"LVECt","OPA3"
"PDLIM1",1.57882101080514e-22,1.24883842220343,0.362,0.154,2.39380841658275e-18,"LVECt","PDLIM1"
"C1QTNF5",2.04675214710615e-22,0.819106318259666,0.138,0.03,3.10328560544235e-18,"LVECt","C1QTNF5"
"CPNE2",2.07974110110986e-22,0.77544532441879,0.156,0.037,3.15330345750277e-18,"LVECt","CPNE2"
"SNRK",3.15552598787543e-22,0.99611498926029,0.16,0.039,4.78440850281673e-18,"LVECt","SNRK"
"MT-ATP6",5.12271352025673e-22,-0.557903204302784,0.961,0.982,7.76705823941326e-18,"LVECt","MT-ATP6"
"VASH1",7.88538238863054e-22,1.04441998247172,0.138,0.031,1.19558167776416e-17,"LVECt","VASH1"
"TYROBP",1.42354186148599e-21,-2.71289343512027,0.021,0.281,2.15837417038506e-17,"LVECt","TYROBP"
"IPO11",1.4737032266474e-21,0.918961159089421,0.117,0.024,2.23442883224279e-17,"LVECt","IPO11"
"GPSM3",1.86764600489946e-21,1.18320664124764,0.206,0.062,2.83172487262857e-17,"LVECt","GPSM3"
"LRRC8C",1.87671484125039e-21,0.944614097456671,0.121,0.025,2.84547504230385e-17,"LVECt","LRRC8C"
"AC007192.1",5.225208779469e-21,-2.8361244478639,0.039,0.294,7.9224615514309e-17,"LVECt","AC007192.1"
"MT-CO2",7.80677351925187e-21,-0.605284755226931,0.975,0.981,1.18366300098897e-16,"LVECt","MT-CO2"
"LRRC8A",7.97025670312041e-21,1.0000880258904,0.177,0.05,1.20845032132712e-16,"LVECt","LRRC8A"
"PALM2-AKAP2",1.09824724194498e-20,1.06982940926223,0.248,0.086,1.66516246823698e-16,"LVECt","PALM2-AKAP2"
"EXOSC7",1.59170499732531e-20,1.01564919742288,0.177,0.05,2.41334311694464e-16,"LVECt","EXOSC7"
"CALM1",2.1967943515873e-20,1.06243099091357,0.603,0.375,3.33077959587666e-16,"LVECt","CALM1"
"TACC1",2.38234305676518e-20,1.0377649858958,0.415,0.197,3.61210854266737e-16,"LVECt","TACC1"
"IGFBP3",2.85710717825917e-20,0.953985303148919,0.209,0.065,4.33194590367655e-16,"LVECt","IGFBP3"
"WWTR1",3.25117979579205e-20,1.17428932023387,0.227,0.077,4.92943880637991e-16,"LVECt","WWTR1"
"TMSB10",3.57677123558116e-20,0.736644954270152,0.858,0.713,5.42310054738815e-16,"LVECt","TMSB10"
"CXCL12",4.22401559264588e-20,0.931588892363521,0.252,0.088,6.40445244156969e-16,"LVECt","CXCL12"
"TUBB6",4.53060371588551e-20,1.01328727284397,0.191,0.058,6.86930135402561e-16,"LVECt","TUBB6"
"DUSP6",4.97177994169072e-20,1.38335826330459,0.255,0.096,7.53821274759147e-16,"LVECt","DUSP6"
"GALNT18",1.07647653849165e-19,0.946049147454546,0.11,0.023,1.63215372766104e-15,"LVECt","GALNT18"
"FXYD6-FXYD2",1.27893604625658e-19,0.616449612416121,0.195,0.058,1.93912283333422e-15,"LVECt","FXYD6-FXYD2"
"FERMT2",2.14146985921801e-19,0.911037926028354,0.184,0.055,3.24689660054635e-15,"LVECt","FERMT2"
"HLA-DPA1",2.21730071160361e-19,-2.74787788421396,0.156,0.39,3.36187133893339e-15,"LVECt","HLA-DPA1"
"PKIG",2.28403464523588e-19,1.11836797345338,0.16,0.044,3.46305332910665e-15,"LVECt","PKIG"
"ANXA2",3.14988980770883e-19,0.882536557517898,0.578,0.334,4.77586292644813e-15,"LVECt","ANXA2"
"MSN",3.2986715838086e-19,0.980780879707113,0.404,0.193,5.00144585537061e-15,"LVECt","MSN"
"RGS3",3.30289405013613e-19,1.38323878449392,0.142,0.037,5.0078479588164e-15,"LVECt","RGS3"
"RHOC",4.87989351176002e-19,1.07000307451764,0.337,0.15,7.39889454253055e-15,"LVECt","RHOC"
"SEC14L1",5.54144088233189e-19,0.875788817381882,0.294,0.116,8.40193266579162e-15,"LVECt","SEC14L1"
"SERPINA1",5.63870142745122e-19,-3.18665430969503,0.096,0.332,8.54939910430154e-15,"LVECt","SERPINA1"
"FSCN1",1.29468380744802e-18,0.995418778530116,0.138,0.035,1.96299958885269e-14,"LVECt","FSCN1"
"RFTN1",2.49897955157366e-18,1.02621626197427,0.135,0.034,3.78895279609598e-14,"LVECt","RFTN1"
"PTPRG",5.31478426581401e-18,0.826116980493752,0.113,0.026,8.05827590382721e-14,"LVECt","PTPRG"
"FBLN2",5.91847626624205e-18,1.00440894960507,0.103,0.022,8.9735937148762e-14,"LVECt","FBLN2"
"C1QB",6.72029919423141e-18,-3.46467768392126,0.011,0.228,1.01893176382937e-13,"LVECt","C1QB"
"HLA-DRA",1.23342678275971e-17,-2.71213656848442,0.216,0.423,1.87012168802028e-13,"LVECt","HLA-DRA"
"PCGF2",1.27360194829517e-17,0.921696150656281,0.113,0.026,1.93103527400513e-13,"LVECt","PCGF2"
"KIAA1671",1.32956187735785e-17,1.08084445250841,0.128,0.032,2.01588171844997e-13,"LVECt","KIAA1671"
"CTSS",1.41676403603271e-17,-2.18880842412114,0.046,0.273,2.14809763143279e-13,"LVECt","CTSS"
"SASH1",1.53403925166377e-17,0.87431787952897,0.152,0.043,2.3259103133726e-13,"LVECt","SASH1"
"NDRG1",1.67525152378875e-17,1.118754510006,0.27,0.11,2.5400163603685e-13,"LVECt","NDRG1"
"FZD4",2.15850154867768e-17,0.864891860204905,0.128,0.032,3.2727200481051e-13,"LVECt","FZD4"
"PSAP",3.41471300274958e-17,-1.66883856754094,0.255,0.482,5.17738785476891e-13,"LVECt","PSAP"
"ANKRD28",3.49003659642442e-17,0.871656889540861,0.106,0.024,5.2915934874987e-13,"LVECt","ANKRD28"
"PPM1F",4.50739218390055e-17,0.636533159243272,0.106,0.024,6.83410802923001e-13,"LVECt","PPM1F"
"ADGRG1",4.91767388484138e-17,1.00677715332119,0.177,0.057,7.4561771441965e-13,"LVECt","ADGRG1"
