Mixture,Immune cluster,Hepatocytes,Fibroblasts,Endothelial Cells,Bi-Potent Cells,P-value,Correlation,RMSE
GSM2053488,0.407280443993493,0.167469317075618,0.112663375594672,0.195495536001939,0.117091327334279,0,0.84345996303255,0.678741303560972
GSM2053487,0.309615888676793,0.331467861063975,0.068009575600986,0.238394248118652,0.0525124265395941,0,0.904788255457085,0.462476170646701
GSM2053486,0.305398515052454,0.268493277577427,0.110070404666886,0.2543981893304,0.0616396133728332,0,0.871028991906325,0.559644531225647
GSM2053463,0.410160530054934,0.127723893241325,0.169553187125837,0.242029160834825,0.0505332287430783,0,0.466089567258786,0.896691508644302
GSM2053440,0.175438281473728,0.512562447743794,0.0941316934726388,0.209084651633945,0.00878292567589397,0,0.91781359384768,0.427555669337883
GSM2053476,0.417079079689091,0.0220089378313137,0.155196155188791,0.226899485168933,0.178816342121871,0,0.733869120818647,0.860790528184991
GSM2053481,0.328863175725944,0.16925009286286,0.169836542900003,0.254193359738077,0.0778568287731157,0,0.778511301434144,0.724898096886482
GSM2053449,0.175458702153746,0.565231371495318,0.0821775640054186,0.176480338128325,0.000652024217192137,0,0.934054406940231,0.433607780373981
GSM2053493,0.400220548772458,0.148775519026551,0.107283685534652,0.27580202293588,0.0679182237304589,0,0.528340294149652,0.864103640240883
GSM2053437,0.120513378013019,0.61708209591526,0.076865862959959,0.184469354470955,0.0010693086408075,0,0.927997132848353,0.516384481566215
GSM2053490,0.260803172898308,0.245229110902193,0.145129159376699,0.274332245259884,0.0745063115629162,0,0.878184048916367,0.572672412037193
GSM2053436,0.18784010032838,0.463411254537696,0.125800512854256,0.210679435792389,0.0122686964872788,0,0.938631891853085,0.348152199471697
GSM2053474,0.346956603665611,0.125634724249497,0.159328957207071,0.278681057713172,0.0893986571646501,0,0.539714911824127,0.866018846137359
GSM2053465,0.381447660230407,0.0596858530178456,0.156738527383901,0.295726802531921,0.106401156835925,0,0.330946348885068,0.950030938701499
GSM2053455,0.306261291308609,0.346392935777251,0.101204809814439,0.182314560045138,0.0638264030545625,0,0.908419220759432,0.443642324608961
