Mixture,Immune cluster,Hepatocytes,Fibroblasts,Endothelial Cells,Bi-Potent Cells,P-value,Correlation,RMSE
GSM3536106,0.226984051046999,0.611671929605818,0.034728826370655,0.113409633048777,0.0132055599277509,0,0.789814706071814,0.828053065114529
GSM3536087,0.115200400901641,0.724881562717495,0.00995154480157769,0.149966491579286,0,0,0.772355149257404,1.02338549202081
GSM3536053,0.10037714881201,0.745237972224331,0.0140448648161783,0.140340014147481,0,0,0.954813946099764,0.728183101165603
GSM3536098,0.215135664817825,0.609711996635843,0.062621430689112,0.0847682542819288,0.0277626535752914,0,0.737388107976923,0.906300017956219
GSM3536115,0.347285655617498,0.503642216723273,0.0358133194128465,0.105584956795064,0.00767385145131826,0,0.713098958379851,0.813756785507731
GSM3536084,0.23113547795889,0.406092674390961,0.157737569227475,0.198618407363849,0.00641587105882481,0,0.698697265218425,0.750148932534668
GSM3536074,0.0463997175468265,0.834949187512376,0.013774831737846,0.104876263202952,0,0,0.875466183604014,1.04345557599609
GSM3536095,0.271549616873766,0.285069983789858,0.213130709771001,0.200181725494276,0.0300679640711004,0,0.725610357887889,0.689441803087087
GSM3536073,0.0185639198501293,0.853067194809647,0.00719264841797053,0.121176236922253,0,0,0.87581691601751,1.07554583324877
GSM3536081,0.0862775897925864,0.712301217813534,0.0181986762782129,0.183222516115667,0,0,0.90803348761688,0.767480533649106
GSM3536069,0.124003742491969,0.623727510650883,0.0629471565636874,0.189321590293461,0,0,0.928557390376619,0.577720401587055
GSM3536060,0,0.866013156651779,0.0130437535831059,0.120943089765115,0,0,0.962177998290333,0.942837796232421
GSM3536096,0.063184225101659,0.77998290186667,0.0346449308292226,0.122187942202448,0,0,0.83689294950845,1.01122482533685
GSM3536112,0.231471932142579,0.502517385841375,0.0878703997123222,0.168392507907593,0.00974777439612979,0,0.908528102528578,0.471495110031577
GSM3536097,0.298664336625712,0.408308006303899,0.0534338829705231,0.232396764447632,0.00719700965223307,0,0.687800036320763,0.76562342615739
GSM3536100,0.321458983522235,0.434164078546505,0.0489553836906168,0.133729512538766,0.0616920417018772,0,0.786746941502055,0.649749770419269
GSM3536094,0.146499043933049,0.613752001021419,0.0579982851572149,0.1804414491273,0.00130922076101777,0,0.902865014029789,0.620752461375496
GSM3536076,0.0716055217196327,0.793510366526647,0.00744867449164403,0.127435437262077,0,0,0.905377107648252,0.915687240521835
GSM3536067,0.0166622229574538,0.795763432082576,0.0183483835254359,0.169225961434534,0,0,0.94728798843166,0.837664596988321
GSM3536079,0.11667634759256,0.684232840881024,0.0174272289737962,0.18166358255262,0,0,0.919303478957694,0.697032031602065
GSM3536116,0.250284488931813,0.569785561564119,0.0514680590566943,0.128461890447373,0,0,0.912451297190936,0.538739366743266
GSM3536114,0.23916693826294,0.430043932692118,0.10852160957021,0.147295657171971,0.0749718623027603,0,0.711927551225551,0.751177550034657
GSM3536055,0.0636185729177268,0.738823562182411,0.0279160139800266,0.169641850919836,0,0,0.909479687087669,0.810088520134616
