Mixture,Immune cluster,Hepatocytes,Fibroblasts,Endothelial Cells,Bi-Potent Cells,P-value,Correlation,RMSE
098699N,0.0724406628642279,0.695013063982921,0.0818102901015794,0.128709575999736,0.0220264070515366,0,0.694621372404667,0.855776807209012
090608N,0.16988117837576,0.502167800510112,0.221681450606229,0.0869575426364038,0.0193120278714953,0,0.736018185106199,0.686914572828967
81023N,0.195771095217631,0.568041489032806,0.0377001710179045,0.18023327248533,0.0182539722463279,0,0.706197518689106,0.746781393519972
099535N,0.190715224070168,0.507999051036477,0.118873186677723,0.153163732755939,0.0292488054596933,0,0.590499848789182,0.847060801308227
11770N,0.222068324285503,0.575668398369223,0.0381893128197309,0.147553995786467,0.0165199687390753,0,0.677883243192765,0.785249597434653
81032N,0.243758279529285,0.434929797775974,0.0812394892950095,0.222607841505124,0.0174645918946073,0,0.554872402085596,0.84903634603096
85421N,0.199504482591641,0.575018369978953,0.0359088547653526,0.181336581603522,0.00823171106053142,0,0.854091394715824,0.532171796411653
86279N,0.138194811239192,0.576911648566441,0.0722683380756675,0.198733829373657,0.0138913727450422,0,0.525902042674588,0.952976132598523
86960N,0.143828346810278,0.63332615727434,0.044466441443713,0.173350882170686,0.00502817230098336,0,0.529687356572477,0.992662752875487
87823N,0.29349485180245,0.45512339024659,0.0700513574153566,0.170027560368994,0.0113028401666084,0,0.761005527087688,0.649286901929881
88659N,0.199675939504996,0.561225179497938,0.0416337723630251,0.168816927795046,0.0286481808389946,0,0.790511735353613,0.630680664570255
88674N,0.143191075525309,0.637897769951075,0.0336145269750147,0.164944965438441,0.0203516621101596,0,0.792499144088914,0.667642182078827
88724N,0.0658026233154212,0.762083455726032,0.0345639988956489,0.136846445140722,0.000703476922175878,0,0.472393658252477,1.18089182601406
89290N,0.151248550296378,0.603583252188665,0.0669467417927147,0.149248350520969,0.0289731052012726,0,0.501407017074895,0.999246722565995
96484N,0.0909878322456685,0.709311844463298,0.0519980075070535,0.147207175658145,0.000495140125834334,0,0.614277260515518,0.96704143105807
099535T,0.30436248662781,0.0497200112570714,0.218323245046064,0.129688736600745,0.297905520468309,0,0.662625205741684,0.783370475165011
090608T,0.456121841371306,0.0451202001390854,0.189326095984778,0.112856595303629,0.196575267201201,0,0.356185245370723,0.936949053016122
098699T,0.355543122237334,0.0748059142791937,0.273100018749534,0.168670878968308,0.12788006576563,0,0.281716016587099,0.961348418156998
11770T,0.589664611710323,0.0200978051475242,0.19190980229994,0.12109103389304,0.0772367469491723,0,0.590283592533013,0.883715316352213
81023T,0.314098960902313,0.0114082864013719,0.272791538379472,0.209615675506141,0.192085538810701,0,0.565046184316017,0.859442371397552
81032T,0.227879214383571,0,0.364994452585599,0.159575917844658,0.247550415186171,0,0.656041698952234,0.800373739165944
85421T,0.49161104784737,0.162870333304488,0.153803717948157,0.152546020233923,0.0391688806660611,0,0.390997495916123,0.924281815439717
86279T,0.22191935571003,0.0160185143245657,0.386950386026634,0.18928510574755,0.185826638191221,0,0.654118054618213,0.817163634431515
86960T,0.281620932618486,0.00813501509236066,0.291502874073258,0.247362359524952,0.171378818690944,0,0.562965761667806,0.862749182427258
87823T,0.356213166499689,0.0119511057611369,0.401145343383353,0.166489219000854,0.064201165354967,0,0.638944854529341,0.851594208934099
88659T,0.236962147563062,0.650317327000214,0.0229060135684861,0.0898145118682377,0,0,0.270256142658509,1.25008349382764
88674T,0.623857797391849,0.0221952816710946,0.10085315935011,0.185715759706576,0.0673780018803714,0,0.552746460342295,0.895319062860458
88724T,0.382763511449276,0.126267450023644,0.165655298365717,0.196975674297047,0.128338065864316,0,0.528137048401259,0.872591048846567
89290T,0.359894718639897,0.0640939892700015,0.219084329299701,0.17260735098393,0.184319611806472,0,0.537305897918946,0.869756340106138
96484T,0.415733935927326,0.0135823928195177,0.296487801911142,0.127887869619151,0.146307999722863,0,0.355945029625969,0.93964045965024
