Mixture,Other,Hepatocytes,Proliferation,vSMC,Stellate cells,CAFs,Pericytes,P-value,Correlation,RMSE
TCGA-FV-A495-01,0.443809462297853,0.261240734592138,0.0832569575346249,0.0167361238505382,0.0406560744017431,0.147451826613565,0.00684882070953874,0,0.956110150226089,0.378414592631795
TCGA-G3-A3CH-11,0.305871932383983,0.525304660848297,0.0170910511267878,0.0262832152698233,0.0691019292092305,0.00642766324325319,0.049919547918625,0,0.972299016790764,0.490150728955018
TCGA-CC-A3MB-01,0.540844838231667,0.180800727065348,0.0605130215716937,0,0.0973609522963696,0,0.120480460834922,0,0.940356448042044,0.54254674381906
TCGA-BC-A3KF-01,0.64893728616966,0.242698552930879,0,0.0167861068796557,0,0.0321264048524524,0.0594516491673538,0,0.948019959296312,0.413964135370827
TCGA-DD-A4NV-01,0.346874044106091,0.353282747394113,0,0.0560601730517076,0.0649657065259593,0.122436249946366,0.0563810789757638,0,0.925465108126619,0.382281447183128
TCGA-CC-A1HT-01,0.602426102417593,0,0.127597439616512,0.0140095552643701,0.0296413729878964,0.192867401273052,0.0334581284405765,0,0.701487887201615,0.921574470570341
TCGA-BD-A3EP-01,0.596204344248718,0.121960537384815,0.0282199854400572,0.0353937403690255,0.0577579987089411,0.117436712356532,0.0430266814919115,0,0.585676513095798,0.838098304272602
TCGA-FV-A3R2-11,0.341315256558618,0.448952731305485,0.0169845303464501,0.0451900634379255,0.064206942064676,0.0332428410355257,0.0501076352513203,0,0.972665557718484,0.330495009558143
TCGA-CC-A3MA-01,0.266765897219311,0.0302566061927553,0.0931164230604551,0.0129873861787523,0,0.398387080510779,0.198486606837947,0,0.696050316701975,0.912078983488712
TCGA-ZP-A9CV-01,0.498584242594302,0.290953495045628,0.02236517332907,0.0113862983078011,0.0546991134981494,0.0706503192992438,0.0513613579258059,0,0.915514874982308,0.420291375068999
TCGA-DD-AACY-01,0.419900173478912,0.346507781920736,0.0545561539552466,0.0192208508390634,0.0173246017898739,0.0518634279466991,0.0906270100694694,0,0.955971701127287,0.297407392293952
TCGA-XR-A8TG-01,0.477846244731809,0.296806008112633,0.00420744611108659,0.0663004381634764,0.0271887425946825,0.0891139633230603,0.0385371569632524,0,0.828022500928596,0.5617841440656
TCGA-CC-A9FW-01,0.680873543234193,0.120737785212317,0.0570215244327434,0.0023963501520123,0.0640134188902121,0.0109660649083033,0.0639913131702197,0,0.815839660093949,0.725345968785371
TCGA-BC-A10Y-01,0.423569188873533,0.340246603812101,0.0988304348001008,0.0231426525278088,0.0081352915405252,0.0265449801519464,0.079530848293985,0,0.870920833690054,0.495817232659904
TCGA-KR-A7K7-01,0.669435795741087,0.151233947629635,0.0904637611600372,0.00504500880601271,0.0139812062743556,0.0263648504213964,0.0434754299674762,0,0.813966926467551,0.683167279084756
TCGA-ED-A459-01,0.667116360528296,0.101843427252105,0.0636000122319356,0.00609350639713871,0.0304618112362348,0.0550622422060346,0.0758226401482553,0,0.749259890729905,0.783936146747665
TCGA-PD-A5DF-01,0.461431541316856,0.147154752251308,0.031938547810899,0.018091651161469,0.01998828717263,0.281193414641519,0.040201805645319,0,0.753428552347936,0.735139429952074
TCGA-ED-A5KG-01,0.569283990408402,0.0592285880853736,0.0946700237730976,0.00331172848289965,0.134168126526506,0.0366216375603268,0.102715905163394,0,0.82951745930004,0.826648910847243
TCGA-DD-AAVX-01,0.695759224596261,0.184082513628736,0.00260805449351124,0.0394064809713639,0.0427494106235883,0,0.0353943156865399,0,0.463162300660992,0.88916173616781
TCGA-ED-A7PY-01,0.565738821133693,0.201810920220644,0.054538693889754,0.0205828081081297,0.0835442169448213,0,0.0737845397029581,0,0.71589872020448,0.712495796168109
TCGA-RC-A7SF-01,0.444821683321181,0.348031325553032,0.0476141414079499,0.025278109673696,0.0210835895486957,0.0746671708740927,0.0385039796213532,0,0.955950639266499,0.297188374969618
TCGA-DD-AAW0-01,0.549790770136319,0.2025683622619,0,0.00955458991674668,0.0487276228059785,0.150163984703409,0.0391946701756464,0,0.905789130948606,0.539081597788121
TCGA-ED-A66X-01,0.535819241146646,0.114325174984502,0.0482260200204164,0.0127854898895743,0.0414438597696838,0.20622086196458,0.0411793522245983,0,0.90203050775829,0.70222729972754
TCGA-DD-AAC8-01,0.812260647751803,0.0493217094068716,0.029117096927413,0.0288712194349604,0.0140463611412154,0.00484506896050558,0.061537896377231,0,0.606208283441041,0.883315759152344
TCGA-FV-A3I1-01,0.635576861705926,0.151729492644844,0.0361582451244777,0.00104361021107035,0.027753641939313,0.109144727952504,0.0385934204218656,0,0.932773694101045,0.601839876566141
TCGA-RC-A7S9-01,0.37877542523177,0.349747089579987,0.121372448083536,0.0176462769703259,0.00176928418349932,0.0558170517948155,0.0748724241560664,0,0.935042380893418,0.357481482131044
TCGA-ZP-A9D2-01,0.624841182758832,0.0414267934502782,0.0258749625114009,0,0.0511643804522449,0.151405055221603,0.105287625605641,0,0.854111046120704,0.848425746996212
TCGA-G3-A5SL-01,0.453888585607041,0.352288746392746,0.0196637397465838,0.0742660823273694,0.0171955742776115,0,0.0826972716486485,0,0.953475611409121,0.304933545136893
TCGA-DD-A3A2-11,0.21741779950702,0.603815605800706,0.0193045401237024,0.0436078575888848,0.045985624583943,0.0190666595020323,0.050801912893711,0,0.966448971038604,0.685413970768705
TCGA-CC-A3M9-01,0.509329440489906,0,0.144468092224943,0,0,0.272051667177379,0.0741508001077714,0,0.604875501607831,0.938292521763438
TCGA-BC-A216-01,0.364091197092297,0.294291854776053,0.128620593649671,0.0372290584966401,0.0155778743300471,0.0313671347719971,0.128822286883295,0,0.950917999506448,0.346485705170792
TCGA-ED-A7XP-01,0.689238971291867,0.124638195423977,0.00181892266219396,0.0236186178685263,0.0224092661645063,0.0660715221155116,0.0722045044734178,0,0.794753761955333,0.731507419145176
TCGA-BC-A10T-11,0.226865926270241,0.540102549533794,0.0249326948771881,0.0565918072051084,0.0613112489358815,0.0195793308648051,0.0706164423129827,0,0.975727121921939,0.510255600877832
TCGA-DD-A11A-01,0.4843252888571,0.341678605148508,0.0166560454326391,0.0596030722309971,0.0148840399712977,0,0.0828529483594585,0,0.956658103838451,0.295776456051168
TCGA-DD-A73B-01,0.438305378283677,0.329840246372115,0.0870612161471262,0.0463852600467203,0.00549282221292118,0,0.0929150769374407,0,0.899827326593687,0.438086093311066
TCGA-DD-AACA-02,0.565800020170714,0.220158444455304,0.0650388286316462,0.0244310078362758,0,0.0380048366090354,0.0865668622970246,0,0.910865995794527,0.504718791206496
TCGA-DD-AACA-01,0.67692861673655,0.131670769864818,0.0297509778164803,0.0440295092687597,0,0.0279727486211727,0.0896473776922187,0,0.894889890039052,0.663799447678185
TCGA-DD-A1EH-01,0.440007388893703,0.198986373827763,0.0503438231449864,0.0223422483835613,0.0624891780576122,0.0743172647857717,0.151513722906603,0,0.905357065848422,0.550104948182088
TCGA-DD-AA3A-01,0.466428483834706,0.00721966625936485,0.20146139181278,0.0612929542745773,0.016079272967069,0.135532249407902,0.1119859814436,0,0.497021125030288,0.950214455754725
TCGA-DD-A3A6-11,0.346445528532722,0.474293448358332,0.0179562903895669,0.0755544361768434,0.0387997730685763,0,0.0469505234739591,0,0.982045654750557,0.347381773717521
TCGA-RG-A7D4-01,0.683960487072538,0.141233699767414,0.094586948113659,0.00608038880172974,0.00706472786702774,0.0317109941597448,0.0353627542178864,0,0.941575036267468,0.612039801323717
TCGA-FV-A2QR-11,0.382909724783669,0.337712775172889,0.0134718231045436,0.0631373377858758,0.130443587011207,0.044528630906005,0.0277961212358103,0,0.969925842955341,0.254208958309604
TCGA-DD-A73F-01,0.432945589168405,0.363904327022866,0.0574952530441904,0.0226778387322901,0,0.0242386814959647,0.0987383105362838,0,0.934119891165418,0.363477065694998
TCGA-WX-AA46-01,0.289279488391969,0.471206448074857,0.0220544283242271,0.0751998759385613,0.0791344828786916,0.0235627420144861,0.0395625343772083,0,0.962121430254277,0.404963559184163
TCGA-K7-AAU7-01,0.527630718708575,0.0712604999592306,0.0375846634279176,0.00765821837378792,0.0162065678909717,0.293215309112267,0.04644402252725,0,0.735577342692214,0.838119325304695
