NAME	Other	Hepatocytes	Proliferation	vSMC	Stellate cells	CAFs	Pericytes
PLPP1	1	1	1	1	345.060333973312	265.36468528101	1
PLPP3	381.906378536248	80.4190716844433	543.07840322347	1	224.444892390702	432.02514651763	1
PLS3	1	94.6412075785945	1	377.674251458063	176.627285311711	382.78995438501	578.829364789786
PLTP	1	1	1	1	309.020499947879	1	1
PLXDC1	1	1	1	1	1	345.419052742565	1262.02962552669
PLXDC2	1	1	198.911562057098	1	356.670528469411	530.723731767101	1
PLXNB2	1	1	114.046907712758	1	1	1	1
PMEPA1	1	1	1	1	1	1	646.217904800595
PMP22	1	1	1	1	259.72836727845	317.914728993881	1
PNPO	1	119.579419581907	1	1	1	1	1
PNRC2	1	1	232.927153927434	1	278.033371858425	1	1
PODN	1	1	1	1	359.807479788195	1	1
POLDIP2	1	93.2864727618781	1	1	1	1	1
POLE3	1	1	92.5521905822635	1	1	1	1
POLR2J	1	61.2821176683755	251.661576240638	1	1	1	1
POLR2K	1	1	171.321231276073	1	1	1	1
PON1	1	390.053626856909	1	1	1	1	1
PON2	1	153.970529986005	1	1	1	1	1
PON3	1	357.005834761423	1	1	1	1	1
POR	1	159.53776544424	1	1	1	1	1
POSTN	1	1	1	1	564.142253485079	2105.23723225945	1
PPA1	194.943419669255	135.392711772057	1	1	1	1	1
PPARA	1	121.682374631578	1	1	1	1	1
PPCS	1	85.080187054965	1	1	1	1	1
PPIC	1	1	1	1	162.839837671911	228.974075002834	1
PPIG	249.759754516129	80.583092675689	340.731171371141	309.89678246176	1	1	1
PPM1G	255.984648489422	1	196.557313932747	1	1	1	1
PPP1CA	1	1	379.184757895773	1	1	1	1
PPP1CB	223.238204237824	1	219.232297518872	1285.74066998874	300.098881370437	261.384783327404	1
PPP1CC	1	1	205.958446779111	1	1	1	1
PPP1R12A	1	1	149.05089790025	780.655185215681	1	321.431432343845	572.889930253517
PPP1R12B	1	1	1	561.023146950453	1	1	344.932442010954
PPP1R14A	1	1	1	734.210964564359	346.534198500276	483.95634465644	645.623791658242
PPP1R14B	1	1	118.717165782248	1	1	1	1
PPP1R15A	404.121500124704	1	389.553605776968	433.065159926416	243.951860344624	1	1
PPP1R18	1	1	148.145577408541	1	1	1	1
PPP1R1A	1	171.206943118913	1	1	1	1	1
PPP1R3B	1	140.823389245189	1	1	1	1	1
PPP2CB	1	57.3765721300437	1	293.423790153354	207.578100256609	1	1
PPP2R5C	1	1	117.004147956211	1	1	1	1
PPP4C	1	1	113.628421495891	1	1	1	1
PPT1	389.497735061352	1	344.29033667868	1	1	1	1
PRC1	1	1	381.838903487466	1	1	1	1
PRCP	324.05003661254	1	1	1	1	1	1
PRDX3	1	263.977510357758	109.492660794519	1	1	1	1
PRDX5	1	160.400504239944	1	1	1	1	1
PRELID1	223.98454169027	113.701042132495	252.699997279019	1	1	1	1
PRELP	1	1	1	370.515775960353	1624.78016633892	1579.99076489357	653.342167004677
PRG4	1	283.155416672926	1	1	1	1	1
PRKAR1A	1	61.8819273517707	153.673085981598	296.473320110602	267.610432672641	310.853183081997	451.64998293798
PRNP	1	1	1	1	207.911322598835	1	1
PROC	1	157.627694813444	1	1	1	1	1
PROS1	1	169.835644658765	1	1	565.130605681018	1	1
PRPF40A	210.261733416666	1	217.836477972049	1	1	1	1
PRR11	1	1	232.68994920839	1	1	1	1
PRR13	1	91.4439410332084	301.333574974072	1	1	1	1
PRSS23	1	1	1	1	540.592385087196	359.106913917531	323.832325958991
PSAT1	1	106.085208329034	1	1	1	1	1
PSIP1	1	1	308.184276333721	1	1	1	1
PSMA4	208.653097986973	85.4778065310973	422.573317151503	1	1	1	1
PSMB6	1	106.93762836031	201.729985474886	305.471580324128	1	1	1
PSMB8	1	1	357.227402142814	1	1	1	1
PSMB9	1	1	156.957588629437	1	1	1	1
PSMD1	1	1	192.246662852913	1	1	1	1
PSMD11	1	1	140.935763281056	1	1	1	1
PSMD13	1	1	210.598913528208	1	1	1	1
PSMD2	1	1	235.971281643016	1	1	1	1
PSMD4	1	114.426134352785	1	1	1	1	1
PSMD7	1	1	215.850367234802	1	1	1	1
PSMD8	1	97.5326238676022	308.091816439862	260.1326039585	225.419715755399	1	1
PSME2	237.545624485912	114.023723896299	329.232454024752	1	1	1	1
PSMF1	1	1	162.951358015316	1	1	1	1
PSMG2	1	1	113.768747134707	1	1	1	1
PTBP1	200.340772689712	1	314.913787235754	1	217.251040087854	340.444986230071	1
PTBP3	1	1	155.472833428599	1	1	1	1
PTCD1	294.556476952074	167.848740162211	395.348661564226	1	1	321.625379668396	1
PTEN	1	80.1069453722359	180.481417210544	302.767143927124	570.257551743872	694.81737210652	486.175134530258
PTGDS	1	1	1	1	1514.7440623895	1	1
PTGES3	250.304373380326	89.5953027933038	329.969111111411	1	264.515943842068	304.403503993237	498.658441922854
PTGIS	1	1	1	1	370.225268323615	1	1
PTGR1	1	359.212000739017	1	1	1	1	1
PTK2	1	1	1	1	1	1	276.029950432183
PTMS	1	255.822074715394	107.571093617808	393.090766615967	1	301.191322771971	428.507186232761
PTP4A1	255.26838510028	386.808571424714	118.639992670737	380.226030945424	1	1	1
PTP4A3	1	1	1	768.441080865509	1	1	1
PTPN1	1	1	109.221612588045	1	1	1	1
PTPN12	1	1	135.484306534934	1	1	1	1
PTPN18	1	1	140.337544366113	1	1	1	1
PTPRC	294.559567092518	1	431.041122096121	1	1	1	1
PTPRF	1	118.629694215274	1	1	1	1	1
PTTG1	1	1	386.875613751947	1	1	1	1
PXDC1	1	89.2376266243215	1	1	1	1	1
PXDN	1	1	1	1	357.745839384984	566.22249097543	1
PXMP2	1	245.594272841103	1	1	1	1	1
PYCARD	1	1	152.498795807449	1	1	1	1
QDPR	1	140.112934710118	1	1	1	1	1
QKI	1	1	226.071291004334	1	1	1	1
QPRT	1	135.878265104497	1	1	1	1	1
QSOX1	1	1	1	1	625.157856865482	1	1
RAB11A	239.035228003245	1	170.833733688673	1	1	1	1
RAB13	1	84.3986770321944	1	251.31890811579	1	1	1
RAB1A	209.726873603483	124.449841890875	1	1	1	310.052958864811	1
RAB31	349.105649070457	1	376.013056499911	1	439.447206694045	915.334352603655	828.619722183756
RAB3D	1	174.348053055022	1	1	1	1	1
RAB4A	1	105.167780633652	1	1	1	1	1
RAB8A	1	1	215.7050601423	1	1	1	1
RABAC1	1	1	1	261.934400141238	244.720626021149	246.38157994069	290.820977963964
RAC2	1	1	750.016940661395	1	1	1	1
RACGAP1	1	1	184.843519449067	1	1	1	1
RAD21	1	1	480.435330744285	1	1	1	1
RAD23A	204.897083275648	76.1701832033273	177.788847669328	314.554592688886	1	1	1
RALBP1	1	1	241.163012944773	1	1	1	1
RALY	1	1	200.22456651595	1	1	1	1
RAMP1	1	1	1	1	337.193859272868	1	1
RANBP1	1	65.8753164098307	292.667772471112	1	1	1	1
RANBP2	1	1	1	397.024791676986	1	1	1
RAP1A	1	66.8202568889334	1	329.796575559852	323.813925287624	1	1
RAP1B	207.101952665297	1	180.000432959138	1	1	1	1
RARRES2	1	632.623960899944	1	1	1021.61135846761	671.727616368135	1
RASD1	1	1	1	495.539338133568	1	1	1
RASSF3	1	1	1	299.070998193819	1	1	1
RASSF5	1	1	308.236143109798	1	1	1	1
RB1	1	1	148.44740170299	1	1	1	1
RBBP4	1	1	104.213752425414	1	1	1	319.762434359123
RBBP6	1	1	201.865178501933	1	1	1	1
RBBP7	1	1	297.711471817958	1	1	1	1
RBM17	1	1	162.531878436292	1	1	1	1
RBM25	259.361837115728	1	398.364142075711	470.417396386774	1	1	1
RBM39	327.539058043573	1	275.849523841859	332.956509598864	1	233.635609617113	389.932324509778
RBM8A	1	1	205.245269260981	1	1	1	1
RBMS1	1	1	1	1	379.807122515781	1	1
RBMS3	1	1	1	1	273.495341969155	1	1
RBMX	1	1	314.835601657143	1	193.168047043222	1	1
RBP1	1	1	1	1	1093.94237095157	1	1
RBP4	1	8320.27886924246	1	1	1	1	1
RBP5	1	139.09696792398	1	1	1	1	1
RBPJ	1	1	263.909796729914	1	1	1	1
RBPMS	1	1	1	751.93932824383	352.054272854068	350.648013986942	398.497599108741
RBPMS2	1	1	1	467.93535673281	1	1	1
RCAN2	1	1	1	967.585976109768	1	1	1
RCC2	1	1	224.596590234393	1	1	1	1
RCL1	1	106.794458862951	1	1	1	1	1
RCN1	1	73.6091647880483	1	1	227.783131594538	1	1
RDH16	1	175.260834178653	1	1	1	1	1
RDX	236.945030695187	72.9809290365375	1	1	1	1	1
REEP5	244.561464763656	162.948623956495	1	332.925930066362	1	410.442228648986	632.18972597115
REEP6	1	277.529119869637	1	1	1	1	1
REL	271.846001696336	1	237.568566784982	1	1	1	1
RER1	1	123.136445404757	1	1	191.543390183723	1	1
RERE	1	1	1	407.238526389133	1	1	1
RERGL	1	1	1	732.931903774183	1	1	1
REX1BD	1	1	196.176405912096	1	1	1	1
REXO2	1	1	1	1	200.953445342454	1	1
RFC1	1	1	142.672451930151	1	1	1	1
RGCC	1	1	1	1	236.682180711849	1	1
RGN	1	218.526481571457	1	1	1	1	1
RGS1	1366.89016353577	1	1950.93953123181	1	1	1	1
RGS10	1	1	221.094894191926	1	1	1	1
RGS5	1	1	1	2037.94477963614	606.588595121782	2348.7600968904	15525.4953037176
RHEB	1	55.484481273263	140.269464464109	1	1	1	533.47080831917
RHOB	657.117610423361	572.774601830676	1	3687.9636115456	807.365574937161	524.60261259135	691.155157390736
RHOC	294.92459534036	1	1	327.057461941286	333.68720925373	439.139558448297	653.77350239011
RHOG	1	1	297.834764825441	1	1	1	1
RHOQ	1	1	1	234.53510955286	1	1	1
RIDA	1	738.560452075295	1	1	1	1	1
RNASE1	410.652822039388	1	1	1	1	1	1
RNASE4	1	1292.49332084808	1	1	1	1	1
RNASE6	1	1	148.992424566901	1	1	1	1
RNASEH2B	1	1	136.580922122572	1	1	1	1
RNASEK.C17orf49	1	1	240.243773406849	1	1	1	1
RND3	1	93.9348485356875	1	282.010675337534	492.049288365055	336.918088956877	1
RNF130	363.864227533155	183.45026470065	340.382923987814	1	1	1	1
RNF181	1	117.74779457278	1	1	1	1	1
RNF213	1	1	256.248098771825	1	1	1	1
RNF5	1	112.171509082175	1	1	1	1	1
RNPS1	1	1	125.807307809044	1	1	1	1
ROCK1	256.122004781991	1	228.668105594408	373.678696308015	1	1	1
ROCK2	1	1	1	593.727522967141	239.690935881691	1	1
ROMO1	271.979055669215	150.049927943333	256.795963021717	1	263.96929319002	322.453584558792	1
RPA1	1	1	103.306986653118	1	1	1	1
RPA2	1	1	173.249847243516	1	1	1	1
RPA3	1	1	131.486287759036	1	1	1	1
RPL39L	1	1	119.345549769619	1	1	1	1
RPN2	295.363505030526	115.136782188096	304.936385677906	1	234.387927277662	324.25231877313	1
RRAS	1	1	1	295.693612030821	271.280495310339	1	423.442078651044
RRBP1	214.390402137535	71.6317008893417	1	1	351.314128771016	295.506710590374	1
RRM1	1	1	189.327821807861	1	1	1	1
RRM2	1	1	431.076557356658	1	1	1	1
RSL1D1	249.283239116732	1	1	1	216.539478994884	300.139372002847	1
RSRC2	1	1	235.184144930149	1	1	1	1
RSU1	1	1	1	355.782418081864	1	1	1
RTF1	1	1	152.887811182468	1	1	1	1
RTFDC1	1	1	130.592972223032	1	1	1	1
RTL8C	1	1	1	305.014737052211	1	1	1
RTRAF	1	84.9348783552709	275.766656815522	1	1	1	334.275029543419
RUNX3	1	1	230.76135667195	1	1	1	1
RWDD1	1	1	1	1	246.212431954724	1	1
RXRA	1	157.264622306701	1	1	1	1	1
S100A10	1211.31537439901	250.640833903134	976.236926192533	1	627.366065721484	358.731133930252	1
S100A13	1	1	1	1	351.003880352655	339.439105996154	1
S100A16	1	119.958952636116	1	1	1	1	1
S100A4	540.628629376934	1	800.932745381665	995.766953711836	1	1	440.026322654063
S1PR3	1	1	1	647.907536567897	203.867109517574	327.388891537777	789.86043645788
SAA1	1	494.499561613363	1	1	1	1	1
SAA2.SAA4	1	340.651156461301	1	1	1	1	1
SAA4	1	708.346517350473	1	1	1	1	1
SAE1	1	1	238.691240433913	1	1	1	1
SAMD1	1	1	117.411554893216	1	1	1	1
SAMHD1	502.553583617908	1	564.670392412397	1	1	1	1
SAP30	1	1	223.551190922808	1	1	1	1
SAR1A	1	61.5987419693718	1	1	175.760076934174	315.297644188987	1
SAR1B	1	97.1788477568556	1	1	1	1	1
SARS	1	1	1	1	1	1	370.1528904948
SAT1	1450.02108427896	441.173090598814	897.329919525856	1	377.648849377032	309.442616215999	450.692352994587
SAT2	1	194.395552424551	1	1	1	1	1
SBDS	204.365978946799	148.236063793419	1	735.0812398293	206.289519078729	381.344820886744	430.755182564404
SC5D	1	108.88240792099	1	1	1	1	1
SCAF11	261.953184198147	75.5221800522361	1	1	225.371081208065	1	1
SCARB1	1	96.7696616009871	1	1	1	1	1
SCARB2	290.146462529315	114.982127713261	147.293826519185	1	286.832246143003	443.061971402519	414.911038059243
SCCPDH	1	153.625349119899	1	1	1	1	1
SCD	1	577.152443235417	134.722271011534	1	1	1	1
SCO2	262.301927663947	1	1	1	1	1	1
SCP2	1	603.93302479305	232.371138820076	1	1	1	1
SCPEP1	1	1	1	1	229.982486561149	1	1
SDC1	1	152.262997299608	1	1	1	1	1
SDC2	1	245.08232755662	1	1	1	1	537.742049530909
SDC4	1	159.013552538528	1	1	1	1	1
SDCBP	382.018330568253	110.932034911773	162.971648272537	1	235.146717981506	1	1
SDHA	1	199.086709995489	1	1	1	1	1
SDHB	1	285.840047768275	250.333090166702	1	1	1	1
SDHC	1	96.6348075296189	1	1	1	1	1
SDHD	1	154.115847903357	1	1	1	1	1
SDS	1	309.597745428396	1	1	1	1	1
SEC11A	236.655953467863	144.21229066761	250.640945535847	1	1	339.176617102382	1
SEC11C	1	167.399257914443	1	1	1	1	1
SEC14L1	327.168755411017	1	167.832124627592	1	1	1	1
SEC14L2	1	108.686417498622	1	1	1	1	1
SEC61G	215.155847530689	99.1335163404159	251.299537799772	264.095180556428	1	276.487651092792	1
SELENBP1	1	216.892639030074	1	1	1	1	1
SELENOF	197.565810111474	106.16206264909	133.242561031658	1	347.996444706857	356.430954712797	1
SELENOK	1	88.1346999944297	156.214518220252	391.124878862571	1	1	1
SELENOM	1	1	1	815.120966499363	525.831859856326	565.064324442946	739.958869427552
SELENOP	621.559349495537	2220.06417750932	1	1	635.769668296379	1	1
SELENOW	277.854581156299	112.011400389253	111.360785354835	1215.32438716587	394.546722591202	631.450806466229	558.487593774818
SEPHS2	1	294.101149047036	1	1	1	1	1
SEPT11	1	1	134.958235721107	1	378.339065886876	448.512852059347	531.667516467664
SEPT2	321.372434234779	1	231.881753303149	296.719401500179	488.114043616156	516.147213888758	766.705995581094
SEPT4	1	1	1	1	432.348874804237	1	432.07142416664
SEPT6	1	1	342.12649511877	1	1	1	1
SEPT7	207.267400635603	1	271.758452836321	570.044274268467	430.504715829206	382.751407329685	840.039648028999
SEPT9	1	1	187.059703877264	1	1	1	1
SERINC1	1	83.2536017347003	1	1	262.938654202184	1	1
SERINC2	1	132.31581602771	1	1	1	1	1
SERP1	319.048467675528	168.395944094768	429.531759672278	1	232.592152395334	1	1
SERPINA1	1759.38806338302	13784.7949283381	734.761009863709	1	1	1	1
SERPINA10	1	158.602765412833	1	1	1	1	1
SERPINA11	1	300.259533090707	1	1	1	1	1
SERPINA5	1	334.376083301032	1	1	1	1	1
SERPINA6	1	383.458541165951	1	1	1	1	1
SERPINA7	1	160.069326162586	1	1	1	1	1
SERPINB1	249.785478774614	1	159.341502746914	1	1	1	1
SERPINB6	1	1	107.97706008453	1	1	1	1
SERPINC1	1	2210.62014008965	1	1	1	1	1
SERPIND1	1	470.240993050906	1	1	1	1	1
SERPINE1	1	1	1	1	1732.58726366425	2050.00659805118	1062.11974533659
SERPINE2	1	1	1	1	496.229540033051	1	1
SERPINF1	1	629.254615997797	1	1	1255.99194885796	380.625958484729	1
SERPINF2	1	400.136595244656	1	1	1	1	1
SERPINH1	1	1	1	1	704.136111963414	849.009936398082	718.286959766828
SERPINI1	1	1	1	358.41419587415	1	1	1
SF1	213.668717092055	66.4302662207112	162.592475534331	246.223085994644	1	1	1
SF3B1	253.404246999663	122.140532060195	296.091222593376	1	291.664915773782	235.663177287186	1
SFPQ	352.313252320311	1	292.118030880223	543.922973480471	404.228161857567	306.630800847748	1
SFRP4	1	1	1	1	287.087303595347	1	1
SFT2D2	1	1	190.127290384183	1	1	1	1
SGK1	519.793160522079	1	329.096769047541	1	1	1	1
SH3BGRL	1	1	248.930909906672	430.687770237917	222.911237056015	323.146848380164	401.090361456003
SH3BGRL3	1041.57260300697	111.980494276681	1175.78888707887	1	463.143039547411	400.792230532761	495.995581310089
SH3GLB1	1	1	227.660548399742	1	1	260.174939502841	1
SH3KBP1	1	1	338.343407734757	1	1	1	1
SHCBP1	1	1	170.956188749787	1	1	1	1
SHMT1	1	405.209831574615	1	1	1	1	1
SIK1	1	1	1	361.174585208936	1	1	1
SIVA1	1	53.8297616031325	164.925196359888	339.673801113112	1	1	1
SKA2	1	1	206.240460388162	1	1	1	1
SKAP2	1	1	167.950800938152	1	1	1	1
SLA	277.366326894187	1	390.166507383511	1	1	1	1
SLC10A1	1	360.436249235588	1	1	1	1	1
SLC15A3	1	1	190.535024569254	1	1	1	1
SLC1A5	1	1	122.749434052578	1	1	1	1
SLC20A1	1	1	148.967777161375	1	1	1	1
SLC22A1	1	471.932600299191	1	1	1	1	1
SLC22A7	1	95.1923896459187	1	1	1	1	1
SLC25A1	1	97.6321300896417	1	1	1	1	1
SLC25A4	1	75.6429917657885	1	584.418133972919	1	1	1
SLC25A47	1	93.3743254687987	1	1	1	1	1
SLC27A2	1	244.140592105825	1	1	1	1	1
SLC27A5	1	294.033327149595	1	1	1	1	1
SLC2A2	1	352.603391923682	1	1	1	1	1
SLC31A1	1	96.3617013486036	1	1	1	1	1
SLC35A4	1	1	165.391460939118	1	1	1	1
SLC35F1	355.14302336175	79.3795279120139	329.973471947419	1	306.9923645556	224.23806086071	1
SLC37A4	1	131.82270055206	1	1	1	1	1
SLC38A1	1	1	187.405366366676	1	1	1	1
SLC38A2	275.60293330849	164.026764460923	258.579047014175	344.263356690671	1130.63884012696	416.604202517835	1
SLC38A3	1	225.720139190893	1	1	1	1	1
SLC38A4	1	186.627222943178	1	1	1	1	1
SLC39A14	1	222.968334108314	1	1	1	1	1
SLC3A2	1	1	249.050748259628	1	1	1	1
SLC40A1	547.748208341067	185.138164925577	1	1	1	1	1
SLC44A1	1	97.3773884300103	1	1	1	299.325246791724	1
SLC51A	1	108.699423757844	1	1	1	1	1
SLC7A2	1	98.431408167572	1	768.679371280419	1	1	1
SLC9A3R1	1	129.669622555694	1	1	1	1	1
SLCO1B3	1	160.498715538258	1	1	1	1	1
SLIRP	1	119.932873468917	268.86249075936	1	1	266.079647242357	442.41789465101
SLIT3	1	1	1	462.863834500803	1	1	1
SMAP2	303.301845467275	1	304.39903453712	1	1	1	1
SMARCA4	1	667.839531416376	276.097495915705	1	1	1	1
SMARCA5	1	1	172.715406130391	1	284.967759484296	1	1
SMC1A	1	1	150.934727729691	1	1	1	1
SMC2	1	1	173.52390010531	1	1	1	1
SMC3	1	1	225.641453637601	1	1	1	1
SMC4	1	1	774.309414603366	1	1	1	1
SMDT1	1	92.429320092878	1	1	1	1	1
SMIM14	1	215.874937145705	1	1	1	1	1
SMIM3	1	1	1	1	244.888187628773	424.627601141474	1
SMTN	1	1	1	343.399862426946	1	1	1
SNF8	1	1	148.241751992173	1	1	1	1
SNRPA	1	1	203.5602648097	1	1	1	1
SNRPB	209.427524775762	1	267.960346069163	1	1	300.1000893991	1
SNRPB2	1	1	123.015509838769	1	1	1	1
SNRPC	1	1	204.615735223323	1	1	1	1
SNRPD1	1	1	182.223138727717	1	1	1	1
SNRPD3	1	82.9787860134992	334.329364335341	1	1	1	1
SNRPF	1	77.3887468642637	303.385750627441	1	1	1	1
SNRPG	1	84.9220867023293	350.964431499576	1	1	1	1
SNU13	1	96.3117741791421	171.422498937639	278.76909363036	1	1	1
SNW1	1	1	192.922416034592	1	1	1	1
SNX17	1	1	227.820258962857	1	1	1	1
SNX5	1	1	190.127137594391	1	1	1	1
SOCS3	1	1	1	274.223853071045	318.800014085401	1	1
SOD2	432.868324533803	390.287409111797	122.46001678289	1	487.176420450099	1	1
SOD3	1	1	1	2101.65744925829	383.138375132954	378.713198070189	929.704618987527
SORBS2	1	169.122631780274	1	671.655398222113	1	1	1
SORBS3	1	1	1	266.222767689982	1	1	1
SORD	1	192.528535092471	1	1	1	1	1
SORT1	1	1	1	506.775991423073	1	1	338.814821104966
SOX4	250.968256560401	1	1	1	1	1	1
SP100	251.344098082037	73.8694685652256	256.922456632422	1	1	1	1
SPARC	652.825449778139	1	1	1933.36990069928	7765.95095261753	12947.0385221384	13526.2560095751
SPARCL1	1	1	1	6266.33931265587	317.174256384107	1	2708.79543047387
SPATS2L	1	72.8294950510602	255.83052508461	1	409.685120949906	437.786202170268	649.907203623212
SPCS1	1	149.856552239909	224.645632282624	1	262.305307997457	256.241457436893	1
SPINT2	244.421187671292	1	192.811085268918	1	1	1	1
SPON2	1	1	1	1	336.448778392538	726.38152570451	500.39303949999
SPP1	3957.0447716095	464.583114187174	2805.07232351812	1	1	1	1
SPP2	1	307.39227685092	1	1	1	1	1
SPRY1	1	1	1	1	460.199629407804	481.02188802356	1
SPRY4	1	1	1	1	1	343.000980675625	1
SPTAN1	1	1	1	1	199.488211012063	1	1
SQOR	1	1	128.840992059805	1	1	1	1
SRGN	1917.30431118774	1	2149.79682815715	1	230.234024706002	1	1
SRI	1	1	158.12562857242	1	1	1	1
SRM	1	1	151.868971791011	1	1	1	1
SRP72	1	1	199.480825422708	1	1	1	1
SRP9	211.836440270047	166.131493448486	214.669710851389	1	1	274.54034090752	1
SRPX	1	1	1	1	395.046472075321	1	1
SRRM1	231.482318169114	1	282.795396045945	1	1	1	1
SRRM2	317.982937617143	1	348.158397645455	376.382526589777	240.910929400947	1	1
SRSF11	256.386240070354	1	1	1	1	1	1
SRSF2	240.408502048787	65.0341390959623	252.592068735075	368.170714826706	1	1	1
SRSF4	1	1	218.599145712369	1	1	1	1
SRSF5	1	116.197051016774	1	1	175.446204673729	1	1
SRSF7	223.031312015504	1	276.672159832865	250.767879745151	1	1	307.308665042414
SRSF9	1	1	183.342551622663	1	1	1	1
SSB	225.851410162046	1	1	184.272192636924	1	277.841559035701	241.45883214862
SSBP1	215.078336586084	124.399710927337	270.788415309954	248.689254371864	1	1	299.452329928586
SSR3	233.972233561406	81.090856816528	303.459722739641	1	1	309.052963788182	1
SSR4	826.508591754536	254.434928663024	386.731172107693	1	434.318218283254	414.538647435638	1
SSRP1	1	1	274.672031836413	1	1	1	1
ST5	1	1	1	1	1	298.006349254767	1
ST6GAL1	1	243.464021063242	1	1	1	1	1
STAG2	416.793092799115	193.917191247073	565.950104331462	268.262806705099	276.916449727069	1	1
STARD7	1	1	253.118583605902	1	1	1	1
STAT1	1	1	186.525614023771	1	1	1	1
STAT3	1	1	1	1	241.040736326276	1	1
STAT6	236.700917477625	163.477242912702	1	365.892050366031	280.331013425015	1	1
STAU1	1	137.487699724583	1	1	1	1	1
STEAP4	1	1	1	1	1013.30480562458	1	1
STK17B	1	1	189.217085465008	1	1	1	1
STMN1	1	1	1723.15919644336	1	1	1	1
STRAP	1	79.2800407569977	1	280.304232960982	1	1	1
SUCLG2	1	107.123053045238	1	1	1	1	1
SULF1	1	1	1	1	259.603410704061	643.755441799798	1
SULF2	1	1	1	1	215.975290732352	1	1
SULT1A1	1	198.834116840111	1	1	1	1	1
SULT2A1	1	1471.50340503353	1	1	1	1	1
SUMO3	1	1	187.525630381053	1	1	1	1
SUN2	1	1	149.868905979937	1	1	1	1
SURF4	1	119.369725602067	1	1	1	1	1
SUZ12	1	1	121.059731661517	1	1	1	1
SVEP1	1	1	1	1	342.715608686782	1	1
SYAP1	223.91849218954	84.0038657063674	182.926663348039	1	1	1	1
SYK	1	1	236.575016105132	1	1	1	1
SYNE1	1	1	1	408.440377245853	1	1	1
SYNE2	1	1	1	674.217147117139	1	1	383.443262270037
SYNGR2	289.564018504596	1	186.859721745473	1	1	1	1
SYNM	1	1	1	580.212516209157	1	1	1
SYNPO	1	1	1	265.662545985602	1	1	1
SYNPO2	1	1	1	591.483825496641	1	1	1
SYS1.DBNDD2	1	1	193.713300867023	527.941161993966	1	1	1
TACC1	473.761727523835	1	289.562379739202	878.491417848463	308.785854383182	540.096664580396	396.670098322613
TACC3	1	1	111.834725293163	1	1	1	1
TAGLN	1	1	1	12636.4384100984	2201.66941354625	2733.39631142577	3928.14625233635
TAGLN2	330.05135284957	1	477.097224711652	1	232.209569959429	359.372348132745	729.174271994285
TALDO1	1	84.3447391364302	406.152585930175	1	1	1	1
TAOK3	1	1	201.030187026293	1	1	1	1
TAP1	1	1	143.501450273701	1	1	1	1
TAPBP	384.968960306074	141.206644640345	376.66890657051	1	161.220960651732	1	1
TARDBP	1	1	1	1	1	1	371.652707470159
TAT	1	1358.59003547143	1	1	1	1	1
TAX1BP1	237.31659356205	94.8092730429348	251.302555627344	443.453298682905	1	1	1
TAX1BP3	1	1	1	1	1	264.764600330599	1
TBC1D1	1	1	1	559.968541590309	1	1	1
TBCA	1	206.171026205806	240.108723436191	1	198.968909691856	1	1
TBL1XR1	1	1	181.703772248044	1	1	1	1
TBX2	1	1	1	588.75003724943	1	252.732150453436	1047.43073303228
TCEA3	1	140.527701376132	1	1	1	1	1
TCEAL4	1	123.405055331707	1	1	427.820681380839	279.374748012399	504.164664328182
TCEAL9	1	1	1	1	503.996823379738	429.421939626204	486.140847701166
TCF4	1	1	1	269.946454389761	442.65170174172	896.723935761363	970.210454117547
TCP1	1	69.8816222886668	289.069020187464	256.634159891489	1	1	395.300510469386
TDO2	1	732.866282974539	1	1	1	1	1
TERF2IP	1	1	1	1	245.582937953359	1	1
TF	1	6779.18715613392	1	1	1	1	1
TFPI	1	196.9526023118	1	1	164.868006687209	1	261.140337687121
TFR2	1	266.274642082159	1	1	1	1	1
TGFB1	1	1	1	1	1	267.634809036972	1
TGFB1I1	1	1	1	372.221619809065	292.099293543799	317.280782350017	518.37263094683
TGFBI	512.811180377498	96.6985569705715	624.666377057626	1	756.471752512644	1078.04291017271	816.961287415197
TGFBR2	275.025971844262	1	1	1	318.360909866384	1	1
TGM2	1	133.394140372167	1	1	1	1	1
TGOLN2	323.939964207233	135.050212531565	185.246356021782	1	321.337740034656	1	401.444657580146
THBS1	1	111.452396161158	1	641.78098852772	1182.30992823403	571.638651737279	481.389515799938
THBS2	1	1	1	1	943.673610154941	1053.37316266559	1
THOC5	1	141.426184622111	1	1	1	1	1
THRAP3	1	1	161.033240489108	1	1	1	1
THRSP	1	161.828171976653	1	1	1	1	1
THY1	1	1	1	1	590.342739116516	1108.25346712443	2624.10245644758
TIMP1	1608.34682563155	781.067373259544	476.460557743345	660.660547479627	11721.1996609383	16045.7114566967	8047.67942956028
TIMP2	477.862285429301	1	290.771776927407	507.893065519004	1329.3532956431	1608.56652935669	1593.11868754393
TIMP3	416.928398205152	1	1	1534.97974724431	1224.33597947928	1816.01365671478	1041.84650023428
TINAGL1	1	1	1	584.386080945258	1	1	1
TIPARP	1	1	1	554.424902910246	1	1	1
TK1	1	1	531.840382391051	1	1	1	1
TKFC	1	120.174567634848	1	1	1	1	1
TKT	1	1	198.763709386942	1	1	1	1
TLN1	388.368116499322	1	386.67359069262	1085.06551207562	368.057383717728	505.361135776401	557.556213089545
TM4SF1	995.49252841131	202.189416131104	1	340.485649679208	153.331059597671	1	408.439056589375
TM4SF4	970.991327207435	876.172542263658	595.376041324339	1	1	1	1
