NAME	Other	Hepatocytes	Proliferation	vSMC	Stellate cells	CAFs	Pericytes
COX16	1	116.285113093239	1	1	1	1	1
COX17	1	146.129313923746	247.643061476528	1	1	1	364.515917321173
COX20	1	89.5023606497012	1	1	1	1	1
COX5A	238.041837966688	171.93165189441	310.504751153763	1	1	1	386.319257341213
COX7A1	1	1	1	324.806054515826	1	1	1
COX7B	307.267359811726	228.574561209508	490.034529685549	1	1	1	486.331601553177
CP	1	1139.131696132	1	1	1	1	1
CPB2	1	584.657195041223	1	1	1	1	1
CPE	1	1	1	459.30431300354	1	1	850.946566773068
CPEB4	1	91.2027674367283	1	1	1	1	1
CPM	305.34844401816	1	1	1	1	1	433.769510221063
CPN2	1	143.933369235493	1	1	1	1	1
CPS1	1	907.825828309402	1	1	1	1	1
CPVL	418.119942616756	1	462.207383959632	1	1	1	1
CREBBP	1	1	284.839270854708	1	1	1	1
CREG1	396.112988275528	192.319148866361	164.264700968877	1	1	1	1
CREM	1	1	1	627.645354936029	1	1	1
CRIM1	1	1	1	430.538977158922	185.373829012431	1	1
CRIP1	1	1	1029.34886554507	3751.84671335072	1	565.982786003544	2773.63655705122
CRIP2	1	1	1	1065.06097802618	175.720731921771	582.90737298342	925.273256360871
CRISPLD2	1	1	1	1570.25288969566	1244.60678945875	465.975423752152	796.098534432044
CRLS1	1	103.310402822799	1	1	1	1	1
CRP	1	334.414070548454	1	1	1	1	1
CRTAP	1	1	163.711218623397	677.491170691981	480.222941424688	314.044559494517	235.586558303541
CRTC3	1	1	1	1	1	1	319.0788852974
CRYAB	1	1	1	664.093283714107	1	369.237230634664	438.55605447298
CRYL1	1	118.940547741573	1	1	1	1	1
CRYZ	1	141.521079432471	1	1	1	1	1
CS	1	1	172.512932247059	1	1	1	1
CSF1R	343.845332179802	1	343.896048779017	1	1	1	1
CSNK2B	228.937619781936	93.9185616671863	347.629977489587	1	1	1	1
CSPG4	1	1	1	262.939520674013	1	1	463.135372010017
CSRNP1	1	1	1	406.439885485809	1	1	1
CSRP1	1	1	1	1316.29834243318	215.747588346726	367.194187547023	598.837167043083
CSRP2	1	1	1	248.849354265028	1	1	428.748467136643
CST1	1	1	1	1	1	1005.13155089955	1
CST2	1	1	1	1	1	567.175763424554	1
CSTB	599.301987965821	169.497484450718	489.077715590515	1	190.024932389992	258.852217581182	303.049902986813
CTAGE5	1	254.225084808803	1	581.948108650777	1	1	1
CTGF	1	1	1	370.746797386411	4070.40226983612	2572.5264186652	730.648525741735
CTHRC1	1	1	1	1	178.438631163519	903.961766372303	1
CTNNB1	1	1	1	1	1	253.029146268964	1
CTNND1	193.733886119759	71.0173821197484	1	1	1	1	1
CTSA	274.656039763511	1	186.808923094265	1	1	1	1
CTSB	2863.80586450755	466.680805654512	1129.28153260007	1	613.325007396108	896.253668337749	925.635640904912
CTSC	467.292179469516	1	422.345292458847	1	504.464258660972	394.400438284335	1
CTSH	392.311195025719	106.623515125094	410.671192369593	1	1	1	1
CTSK	1	1	1	1	280.103158876171	353.033457455594	1
CTSL	654.18166789654	65.0128509282547	1	1	1	1	1
CTSS	1080.82641885797	1	543.853104574209	1	1	1	1
CUTA	1	83.0293796751067	1	1	291.275010793466	1	1
CXADR	1	148.901847706047	1	1	1	1	1
CXCL12	1	1	1	1	4308.34363485933	1	1
CXCL14	1	64.4655854351376	134.714697917472	1	1554.90893150843	700.190009268791	1
CXCL16	395.736212006613	1	122.250162293704	1	1	1	1
CXCL2	290.193593489402	221.82523610942	1	1	1	1	1
CXCL8	475.125281877076	1	200.386042231023	1	1	1	1
CXCR4	867.540733927074	1	1067.6855675932	1	1	1	1
CYB5A	1	1274.73590481886	133.382994414332	1	1	1	1
CYBA	689.065565745139	1	799.470833909961	1	1	1	1
CYBRD1	1	1	1	1	478.030031240699	357.674855254248	317.544088318537
CYC1	1	101.258492344327	1	1	1	1	1
CYCS	259.398238971979	119.31063005607	253.912095797659	761.683765758406	1	1	1
CYGB	1	1	1	1	245.53343404449	338.18265735729	877.267620562465
CYP1A2	1	127.568917435842	1	1	1	1	1
CYP1B1	1	1	1	1	344.562661423373	301.313956352717	1
CYP27A1	1	260.316333725527	1	1	1	1	1
CYP2A6	1	401.982670581162	1	1	1	1	1
CYP2A7	1	289.016013038903	1	1	1	1	1
CYP2B6	1	258.468071859883	1	1	1	1	1
CYP2C18	1	110.453691830544	1	1	1	1	1
CYP2C8	1	1040.33191489322	1	1	1	1	1
CYP2C9	1	891.272006509624	1	1	1	1	1
CYP2D6	1	204.663456857831	1	1	1	1	1
CYP2E1	1	6181.55668411777	1	1	1	1	1
CYP3A4	1	3302.06729063859	1	1	1	1	1
CYP3A5	1	367.695542952596	1	1	1	1	1
CYP3A7.CYP3A51P	1	160.436157327774	1	1	1	1	1
CYP4A11	1	697.574265462355	1	1	1	1	1
CYP4A22	1	190.130229563062	1	1	1	1	1
CYP4F2	1	173.958079142228	1	1	1	1	1
CYP4F3	1	166.07288884848	1	1	1	1	1
CYP51A1	1	201.050803493608	1	1	1	1	1
CYP8B1	1	249.963788353065	1	1	1	1	1
CYR61	1	1	1	1	3035.97973358215	1552.58323216577	871.611090279062
CYSTM1	1	120.418343699999	1	330.485549281363	1	1	1
DAAM1	1	1	1	1	251.259461950326	1	1
DAGLB	252.172655668635	181.409932316116	172.707917453005	1	327.644697616804	425.83253583687	1
DAO	1	91.5683343152702	1	1	1	1	1
DAP	1	84.4984290968619	142.136869681018	1	210.914017209117	1	1
DCAF7	1	1	184.415600660292	1	1	1	1
DCK	1	1	247.56673500642	1	1	1	1
DCN	1	1	1	1	13462.3156658044	7813.01202107177	4352.85418955776
DCP2	1	1	161.79249157282	1	1	1	1
DCXR	1	1062.59205241953	1	1	1	1	1
DDIT4	1	1	300.751847198113	1	1	1	1
DDT	1	443.18147790067	249.544583459702	1	1	1	1
DDX18	1	1	326.439238888654	1	1	1	1
DDX21	258.272989178359	1	192.518461907349	338.442851841062	1	1	1
DDX24	1	1	1	216.703682883347	185.349714777041	1	1
DDX39A	1	1	136.737240374628	1	1	1	1
DDX3X	1	1	135.197578290088	1	234.957957427415	1	1
DDX46	1	1	165.442968088719	1	1	1	1
DECR1	1	435.575434992981	141.380225665547	1	1	1	1
DEFB1	727.765720881817	286.849894927833	300.236114652974	1	1	1	1
DEK	317.125293120291	96.5937230047454	786.402930063536	437.568644640506	1	1	373.089765859811
DGAT2	1	163.66872466671	1	1	1	1	1
DGUOK	1	1	192.580067842384	1	1	1	1
DHCR24	1	303.99039191854	1	1	1	1	1
DHFR	1	77.4416611968573	297.977150822703	1	1	1	1
DHRS1	1	100.616734473391	1	1	1	1	1
DHRS3	1	106.669488676078	1	1	1	1	1
DHRS7	212.878215481268	151.041478390487	1	1	1	1	1
DHTKD1	1	130.903510563257	1	1	1	1	1
DIAPH1	1	1	244.508766885964	1	1	1	1
DIO1	1	105.537253797796	1	1	1	1	1
DKK3	1	1	1	1	540.526867312362	1171.97744127789	1165.23039403424
DLC1	1	1	1	1	358.763925523631	1	419.230672618213
DMD	1	1	1	380.105397368558	1	1	1
DMGDH	1	100.732412341064	1	1	1	1	1
DNAJB6	1	1	203.274404939892	1	1	1	1
DNAJC1	1	1	156.075022348508	1	1	1	1
DNAJC8	1	1	136.316687251103	203.294019625346	1	1	1
DNAJC9	1	1	187.220395714763	1	1	1	1
DNASE1	248.49734632298	248.618702441322	192.426909532587	1	1	1	1
DNASE1L3	953.255941465265	1	1	1	1	1	1
DNMT1	1	1	154.618482773415	1	1	1	1
DNMT3A	336.292881002694	148.843410209113	359.151457076643	1	218.732260378456	1	1
DOCK8	1	1	135.92649515094	1	1	1	1
DPT	1	1	1	1	790.659851368454	1	1
DPYS	1	377.894719798756	1	1	1	1	1
DPYSL2	214.767486531799	1	237.690094104048	1	444.239410079999	1	521.982537673729
DPYSL3	1	1	1	1	358.451045446276	354.673081368233	1
DR1	1	1	191.558036917844	1	1	1	1
DSP	1	183.366582109853	1	1	1	1	1
DSTN	395.465278329328	232.504819247192	242.714767967707	4720.46458974712	671.32094185402	1239.18398222535	1666.34630768879
DTYMK	1	1	166.918057715909	1	1	1	1
DUSP2	335.237087222753	1	311.147854500309	1	1	1	1
DUSP6	1	1	1	1	279.714567017562	1	1
DUT	1	1	465.023095142646	1	1	1	1
DYNC1H1	1	1	1	370.492955030773	1	344.955382047057	558.248360537262
DYNC1LI2	1	1	1	1	205.901762412974	242.750044648513	1
DYNLT1	1	1	1	247.883356281545	1	297.396804044296	1
EBP	1	245.215158717202	1	1	1	1	1
EBPL	1	95.3639367822849	1	1	1	1	1
ECH1	224.803121921462	443.25239862651	1	313.450614454366	1	1	1
ECHDC2	1	191.342190524904	1	1	1	1	1
ECHS1	1	788.124476400764	1	1	1	1	1
ECI2	1	268.518216329196	1	1	1	1	1
ECM1	1	1	1	1	961.959968536422	1	1
EDNRA	1	1	1	357.04060573551	1	1	1
EDNRB	1	1	1	1	853.066099822745	1	1
EFCAB14	1	1	235.289651942002	1	1	1	1
EFEMP1	1	1	1	1	876.375553876667	1	1
EFEMP2	1	1	1	1	261.885719139773	1	1
EFHD1	1	1	1	590.510605339858	1	1	659.440554886639
EFHD2	1	1	247.577192699411	1	1	1	1
EFNA1	1	96.6137842076348	1	1	1	1	1
EHD2	1	1	1	592.819616928088	233.953102321381	1	473.670259594599
EHHADH	1	199.474954120369	1	1	1	1	1
EI24	1	184.255187593251	1	1	1	1	1
EIF1AX	1	114.601780575529	162.346165616078	368.632571147057	1	1	1
EIF1B	1	1	1	281.68769174498	1	1	1
EIF2AK1	1	118.730451360987	352.636355295088	1	1	1	1
EIF2S2	283.964965989362	117.402849370914	350.630698740578	1	266.482802271439	261.804783931007	1
EIF3A	304.103355809692	117.454315735134	274.428868975544	499.731024233544	1	1	1
EIF3D	225.224137612906	1	207.348201800958	1	199.801652797448	1	1
EIF3F	210.922319954812	67.1769247744417	228.530941897326	1	1	1	1
EIF3G	1	1	127.567229145149	1	1	1	1
EIF3M	1	90.8217061652369	141.441807627804	1	1	1	403.826414592673
EIF4A3	1	1	331.11919952367	1	1	1	1
EIF4EBP2	1	140.258005135166	113.073756997321	1	233.858664105923	1	1
EIF4H	1	97.9742044364045	1	1	1	1	1
EIF5	301.043106925472	151.492909836744	297.860837766869	318.93638175666	1	267.90051385893	1
EIF5B	252.624238317735	86.5096855648628	194.538753424377	395.807987769932	272.298314650164	1	1
ELF1	226.926963638904	1	181.949597000898	1	1	1	1
ELL2	1	69.8642297252229	1	431.634652201392	1	1	1
ELN	1	1	1	1	325.575526735143	1	1
ELOC	1	63.209441299199	206.95900219586	376.176480382121	1	1	1
EMB	1	1	147.562781922871	1	1	1	1
EMC4	1	78.0092911649495	179.868402688372	1	1	1	360.172126467331
EMILIN1	1	1	1	1	640.785031746508	479.513829811448	1
EML4	1	1	241.403694162767	1	1	1	1
EMP1	1	1	1	1	452.856585480772	1	1
EMP2	1	102.726828199398	1	1	1	1	1
ENAH	1	1	1	420.883812491323	1	261.16794830934	1
ENC1	1	1	1	1	1	278.057382332366	1
ENG	460.082839730308	1	1	1	1149.09659230949	2123.00437201577	1580.09315560249
ENPEP	1	1	1	386.650108900993	1	1	1
ENSA	267.59096546913	81.2406255766773	261.950427792782	1	1	1	1
ENTPD1	1	1	1	1	1	270.219571274851	280.271265135634
ENTPD5	1	176.691165808284	1	1	1	1	1
ENY2	1	66.1811794251046	245.496836970808	1	1	1	1
EP300	1	1	253.798451885612	1	1	1	1
EPAS1	374.284281738586	77.8712473979235	1	748.940768225051	571.331244305111	1	1070.29279944988
EPB41L1	1	1	1	1	1	1	407.863107156421
EPCAM	369.282997616745	1	253.883708231683	1	1	1	1
EPHX1	1	891.082015453769	1	1	1	1	1
EPHX2	1	109.531703144351	1	1	1	1	1
EPRS	1	1	1	1	187.569790384382	1	1
EPS8	1	1	1	1	338.373177755075	322.054954920141	581.980428288903
ERGIC3	258.788852897627	103.723499442579	233.007392178523	1	307.428576999799	342.764826505	1
ERH	1	60.6422512871888	320.089338606922	1	1	1	1
ERP29	1	108.744954812794	1	1	1	1	1
ERP44	1	95.4439576578907	1	1	1	1	1
ERRFI1	1	594.112222253816	1	1	368.252325381278	348.785331462008	1
ESAM	1	1	1	247.767305644359	1	1	352.748073828971
ESD	1	192.365241527106	194.706830871359	286.162166091848	1	343.102943792466	413.685604416926
ESYT2	1	1	1	528.921501383904	1	1	1
ETFB	1	319.123023833741	168.077252347578	1	1	1	1
ETNK2	1	106.698760457809	1	1	1	1	1
ETS1	1	1	151.22302523514	1	1	1	447.982112879407
ETS2	384.099614603247	127.21564350867	225.626328714871	613.196371505325	295.82921754092	1	1
ETV1	1	1	1	1	1	1	313.491830653676
EVI2B	1	1	196.284772341744	1	1	1	1
EWSR1	1	1	233.441725186347	1	1	1	1
EZR	290.065597289929	1	432.62583163811	1	1	1	1
F10	1	105.575573476864	1	1	1	1	1
F12	1	238.626288664464	1	1	1	1	1
F2	1	717.300500508024	1	1	1	1	1
F2R	1	1	1	1	489.358942309191	1147.89884255783	551.101660516753
F3	1	1	1	1	1	620.916160405209	532.720546964091
F5	1	242.545577053527	1	1	1	1	1
F7	1	106.70074679864	1	1	1	1	1
F9	1	214.986455932831	1	1	1	1	1
FABP1	1	3444.69969984946	1	1	1	1	1
FAF1	1	1	166.675383687571	1	1	1	1
FAH	1	165.30293381718	1	1	1	1	1
FAM111A	1	1	160.401497053582	1	1	1	1
FAM114A1	1	1	1	1	161.443559900497	1	1
FAM129A	1	1	1	617.66427938715	1	1	1
FAM13A	1	94.1423159662811	1	1	1	1	1
FAM162A	1	210.995535271904	1	1	1	1	1
FAM210B	1	99.4414622847916	1	1	1	1	1
FAM213A	1	168.810765705929	1	1	1	1	1
FAM241A	178.502668024769	1	167.447836810923	1	1	1	1
FAM49B	1	1	275.45638704128	1	1	1	1
FANCI	1	1	172.595233585494	1	1	1	1
FAT1	1	1	1	1	1	1	339.225588306577
FBL	194.395785572741	51.3192505616799	343.828526944919	1	1	1	1
FBLN1	1	1	1	1	878.425846235304	1	1
FBLN5	1	1	1	1	798.515225046838	1	1
FBN1	1	1	1	1	659.845620728097	440.331262076963	1
FBP1	1	449.319323539167	1	1	1	1	1
FBXL3	1	1	1	376.898937410878	1	1	1
FCER1G	690.333851971605	1	333.230737514069	1	1	1	1
FCGR2A	326.882990752373	1	133.524036954236	1	1	1	1
FCGR3A	640.354983582916	1	227.769593753389	1	1	1	1
FCGRT	617.801491705575	181.030903799149	203.124502299286	1	270.918780146425	1	1
FCN3	892.23280986821	1	1	1	1	1	1
FDFT1	1	92.3237641190562	1	1	1	1	1
FDPS	1	214.529342867871	173.986383316374	1	1	1	1
FEN1	1	1	126.419863455621	1	1	1	1
FERMT2	1	71.972576486732	1	264.493556405071	401.054447661571	245.058136710766	586.863117180006
FETUB	1	131.069086703732	1	1	1	1	1
FGA	1	5372.91509160558	1	1	1	1	1
FGB	1	8323.06251638731	1	1	1	1	1
FGF1	1	1	1	1	1	1	408.180501040759
FGFR1	1	1	1	1	212.133057755997	1	1
FGFR2	1	1	1	1	239.790867618931	1	1
FGG	281.37464372176	8036.89093071925	1	1	1	1	1
FGL1	1	1002.77749983232	1	1	1	1	1
FGL2	345.334352488244	1	190.344052188789	1	1	1	1
FH	1	145.552439294284	1	1	1	1	1
FHL1	1	1	1	750.437554432508	510.115003481227	1	1
FHL2	1	1	1	1	359.038317330051	493.372150159631	1
FIBP	1	1	132.040475992027	1	1	1	1
FILIP1	1	1	1	356.201837900674	1	1	1
FILIP1L	1	1	1	284.614413930422	982.254919580891	462.553834834398	844.352897418098
FKBP1C	219.613882411597	1	1	1	1	1	1
FKBP2	1	178.480885971348	1	1	1	1	347.9346187327
FKBP9	1	1	1	1	277.127730256905	303.882980513479	1
FLII	1	1	183.421166646671	1	1	1	1
FLNA	1	1	305.348178636181	2391.37970905749	577.84389768417	628.925120384984	790.088523265732
FLOT1	1	1	142.841384913027	1	1	1	1
FMNL1	1	1	115.629689390247	1	1	1	1
FMO3	1	442.350274771701	1	1	1	1	1
FMO5	1	259.378382293017	1	1	1	1	1
FMOD	1	1	1	1	451.345673589315	499.408562995239	360.207211413362
FN1	424.528049559469	1092.76237786778	352.061266287801	561.88079586005	3582.09623433869	7923.26904818972	8062.28276873834
FNBP1	1	1	202.38645111751	1	1	1	1
FNDC1	1	1	1	1	1	407.825550141502	1
FOSL2	1	1	1	488.77179792301	1	1	1
FOXC1	1	1	1	353.923245060681	1	1	1
FOXO1	1	97.0123272421296	1	1	1	1	1
FOXO3	1	1	1	233.431288872063	237.282901824394	1	1
FRZB	1	1	1	549.849957675347	1	1	949.884263148119
FSTL1	1	1	1	415.027912843819	1133.97979003699	1225.24701012072	1296.60464508336
FSTL3	1	1	1	1	361.518132642084	1	1
FTCD	1	292.480795915369	1	1	1	1	1
FTL	16399.2857946815	6050.15350145736	7575.18256089857	1604.77413990519	3250.7921224955	3374.41535925025	2467.54813591784
FUCA2	1	1	130.245057680051	1	1	1	1
FUOM	1	157.347228380787	1	1	1	1	1
FUS	221.075316504556	1	178.65439711324	1	167.490492949417	1	265.709914721299
FXYD1	1	138.264491751696	1	391.352317095951	1	1	1
FXYD2	556.169770559492	1	302.059140207296	1	1	1	1
FXYD5	409.637617765974	1	518.663469530686	1	1	1	1
FXYD6.FXYD2	1	1	1	1	316.087324827355	1	343.485743656924
FYB1	362.091529414981	1	320.49456090138	1	1	1	1
G3BP1	1	1	112.517563080585	1	1	1	1
G6PC	1	424.725625013221	1	1	1	1	1
GABARAPL1	1	95.2070724539278	1	290.578778162516	1	1	1
GABARAPL2	1	1	1	1	302.692222058481	1	1
GADD45A	1	155.213346603778	1	1	342.755474443861	389.485711708882	1
GADD45B	507.51997901801	176.088696890425	472.576186451215	2950.35280502257	445.460564885006	310.112735122047	489.107991498987
GALNT1	1	1	174.689780972741	1	1	1	1
GAMT	1	195.416062379891	1	1	1	1	1
GAS6	1	1	1	1	329.803922338466	1	1
GATA6	1	1	1	1	217.913150800637	1	1
GATM	1	968.156888180721	1	1	1	1	1
GC	290.578350572318	4326.82295672543	1	1	1	1	1
GEM	1	1	1	406.333056270119	508.050703771909	634.065380343514	354.833267684749
GGA2	1	1	210.656361356511	1	1	1	1
GGACT	265.688215808833	129.94578421917	213.197102318603	1	204.081878176944	274.879100537659	1
GGH	1	119.799594400495	1	1	1	1	1
GGNBP2	1	1	204.339150167271	1	1	1	1
GGT5	1	1	1	1	608.370790928697	407.929158459304	1
GHITM	223.31287612053	241.149558346902	267.73339213568	1	1	1	413.867090513486
GJA4	1	1	1	544.025252607489	1	1	686.489693068603
GJB1	1	142.427786529547	1	1	1	1	1
GJC1	1	1	1	1	1	1	387.008919113676
GLG1	1	1	119.799633802907	1	235.998973802379	213.179464320127	1
GLRX5	1	107.158192973581	1	1	1	1	1
GLUD1	1	345.210640307537	1	1	1	1	1
GLYAT	1	275.271041812666	1	1	1	1	1
GLYATL1	1	260.568769824977	1	1	1	1	1
GMFG	1	1	354.594427725773	1	1	1	1
GMNN	1	1	151.101089839247	1	1	1	1
GNG11	1	1	1	1	233.747997229126	1	1
GNG12	1	1	1	1	175.609547148327	1	1
GNG5	358.240540739728	146.119209682176	369.196674811601	1	185.224288043508	1	1
GNMT	1	204.257946444267	1	1	1	1	1
GNPNAT1	1	107.730938699737	1	1	1	1	1
GNS	224.859223280115	1	1	1	1	1	1
GOLGA4	266.050442719473	147.690965801736	1	1	1	1	1
GOLGB1	256.792431112436	1	1	413.25039547621	297.486055958239	302.5569238538	1
GOT1	1	202.081617417423	1	1	1	1	1
GOT2	1	231.955735019651	1	1	1	1	1
GPAM	1	104.032444490139	1	1	1	1	1
GPC6	1	1	1	1	240.781650022519	1	1
GPI	1	83.1753706132	260.532452076241	1	1	1	1
GPNMB	388.394888186152	1	1	1	209.028213612456	1	1
GPR183	1	1	321.740356241406	1	1	1	1
GPX1	1354.85077643111	250.59471900201	1192.13637527504	1	280.560589627365	285.075672460971	481.900893728648
GPX3	1	110.050000992577	1	1939.30966654907	2015.82531083688	1	692.97639103881
GRAP2	1	1	163.539608715506	1	1	1	1
GRB2	252.698179429329	1	188.136927673927	1	1	1	1
GREM1	1	47.314716879056	1	1	1	486.710472487622	1
GRHPR	1	600.252134846822	1	1	1	1	1
GRINA	279.832523352613	167.579222158583	1	1	245.131744808428	1	1
GRN	727.863675573941	1	407.846317787323	1	256.278156939924	297.906432473502	1
GRSF1	1	1	157.845971776536	1	1	1	1
GSDMD	1	1	270.775160069517	1	1	1	1
GSPT1	214.507935343146	95.6022176235163	152.349651034305	1	1	1	1
GSTA1	1	2104.71198704216	1	1	1	1	1
GSTA2	1	988.932496673621	1	1	1	1	1
GSTK1	229.35279498746	221.670569799917	221.895914892965	1	1	1	1
GSTM2	1	355.923035418852	1	1	1	1	1
GSTM3	1	1	1	1	298.024196829659	1	1
GSTM4	1	529.651139129488	1	1	1	1	1
GSTO1	286.215145148939	339.90899525091	230.94322091241	1	210.659465546119	474.409209552216	1
GSTZ1	1	106.991433915753	1	1	1	1	1
GTF3A	1	103.884792816113	1	1	1	1	1
GUCY1A3	1	1	1	319.314207741087	1	1	286.632867889023
GUCY1B3	1	1	1	1	1	1	366.001803057845
GXYLT2	312.938500833231	1	189.854695183345	1	1	1	1
H1FX	1	86.2102069256886	419.744614191447	1	1	1	1
H2AFJ	1	1	1	1	196.209824722304	1	1
H2AFV	1	84.3937680973612	858.347440439016	1	1	1	345.767940697271
H2AFX	1	1	363.464877347145	1	1	1	1
H2AFY	411.221916011383	114.479391488867	561.227642838589	1	1	1	1
H3F3C	212.570366957745	1	164.88464091492	1	1	1	1
HAAO	1	157.876675469825	1	1	1	1	1
HABP2	1	401.96200282234	1	1	1	1	1
HADHA	245.783339852448	205.669781655555	171.21978304633	1	1	1	1
HADHB	1	228.755502336552	1	1	1	1	1
HAGH	1	220.332611070935	1	1	1	1	1
HAMP	1	211.814924956477	1	1	1	1	1
HAO1	1	223.587237316019	1	1	1	1	1
HAO2	1	158.57845955539	1	1	1	1	1
HBEGF	275.803980145111	1	1	1	1	1	1
HCFC1R1	1	1	1	1	257.895695169335	1	1
HCLS1	292.823530710014	1	228.786292316781	1	1	1	1
HDAC1	1	1	173.607769677926	1	1	1	1
HDGF	273.351107578674	244.161739129688	364.54314367688	1	1	281.108167720745	1
HERPUD1	665.228374378033	111.905852234648	453.208343871161	1	174.492986676944	383.049998844177	1
HES4	1	1	1	721.224994349929	1	1	1
HEXB	1	73.0247962636134	161.671760117948	1	365.719530068894	324.625793524467	1
HEXIM1	1	1	1	302.575655946921	1	1	1
HEYL	1	1	1	386.336598884788	1	380.986347175791	619.597139015813
HFE2	1	129.753030499189	1	1	1	1	1
HGD	1	166.174891676779	1	1	1	1	1
HGF	1	1	1	1	555.131204494423	1	1
HHIP	1	1	1	1	340.591791440023	1	1
HIBADH	1	121.209845365735	1	1	1	1	1
HIF1A	232.923359557639	1	166.758833998039	385.245173432788	1	1	1
HIGD1B	1	1	1	1	1	1	393.329680046885
HINT2	1	109.881519925822	1	1	1	1	1
HIP1	1	1	1	1	1	1	298.665121544348
HIST1H1B	1	1	193.620144240246	1	1	1	1
HIST1H1C	1	1	928.92225169525	1	1	1	1
HIST1H1D	1	1	369.836919448651	1	1	1	1
HIST1H1E	1	1	267.096743092455	1	1	1	1
HIST1H4C	294.49621472452	168.260593911082	5468.38679488033	462.6289421719	1	426.55339957548	1
HIST2H2AA3	1	1	343.676614718563	1	1	1	1
HIST2H2AA4	1	1	507.824545106087	1	1	1	1
HIST2H2AC	1	1	206.052479354774	1	1	1	1
HLA.DMB	370.964153362094	1	303.936369685723	1	1	1	1
HLA.DPA1	3523.33239065582	1	3512.09171434484	1	585.993935693201	1	1
HLA.DPB1	2562.96283383974	1	2295.645484698	1	397.491678073841	1	1
HLA.DQA1	1261.23720976516	1	785.145840878092	1	1	1	1
HLA.DQA2	1	1	209.818135376422	1	1	1	1
HLA.DQB1	1308.01983665991	1	1485.21766695279	1	1	1	1
HLA.DRA	4387.273324307	1	4160.43228276101	1	468.936787354661	1	1
HLA.DRB1	4098.92394006685	1	4399.81897813938	1	1291.66437513617	1	1
HLA.DRB5	644.573268244788	1	558.503905424983	1	1	1	1
HLA.E	2589.98747629149	216.379039112989	1019.09889452838	313.248770997573	839.198325616334	793.54811543236	995.226861761176
HLA.F	257.113614385989	1	213.507117702399	1	1	1	1
HLF	1	139.903790231787	1	1	1	1	1
HMGA1	1	1	319.898380868221	1	1	1	1
HMGB2	1	1	2301.45711880395	1	1	1	1
HMGB3	1	1	111.784074322924	1	1	1	1
HMGCL	1	130.475171246534	1	1	1	1	1
HMGCS1	1	182.921805557034	1	1	1	1	1
HMGCS2	1	1163.90259622525	1	1	1	1	1
HMGN1	282.048205541268	62.8918436561555	616.122482768427	1	208.826420650296	1	1
HMGN2	1	1	405.119105294976	1	1	1	1
HMMR	1	1	230.598763263156	1	1	1	1
HNMT	1	129.936889592022	1	1	1	1	1
HNRNPAB	223.225407225636	95.1395052847128	379.054759386489	1	197.223890980465	1	567.159573998096
HNRNPF	248.544293691439	128.153376274244	275.499551907077	1	1	1	1
HNRNPH1	1	1	175.432138057417	1	1	1	1
HNRNPH3	1	1	1	398.258504879386	1	1	1
HNRNPM	203.400727094461	77.4143518545931	194.282405508261	1	1	1	1
HNRNPR	1	1	161.330934296593	1	1	1	1
HNRNPUL1	235.021824145081	1	368.525715346032	335.733339428398	1	1	1
HNRNPUL2.BSCL2	1	1	188.53052263287	1	1	1	1
HOOK2	1	273.220103739981	284.018666883023	1	1	1	1
HOOK3	1	1	134.045819881585	1	1	1	1
HOPX	1	1	1	1	1	1157.44856135506	498.479568972523
HP	300.839596409008	20210.9829731314	1	233.417029450243	328.341740695348	1	1
HP1BP3	1	1	447.705402723013	1	1	1	1
HPD	1	773.445357529817	1	1	1	1	1
HPGD	1	114.242294539104	1	1	1	1	1
HPN	1	254.758567898201	1	1	1	1	1
HPR	1	2562.05184971065	1	1	1	1	1
HPX	1	1890.04548085549	1	1	1	1	1
HRG	1	1874.65715430591	1	1	1	1	1
HSBP1	1	113.643422450564	266.821366029274	1	278.753289121515	275.617003762454	1
HSD11B1	1	444.026747328963	1	1	1	1	1
HSD17B12	1	96.8265470403998	1	1	1	1	1
HSD17B13	1	462.714955753539	1	1	1	1	1
HSD17B2	1	115.105925776302	1	1	1	1	1
HSD17B4	1	188.767038426768	1	1	1	1	1
HSD17B6	1	579.188884063504	1	1	1	1	1
HSDL2	1	120.237858750274	1	1	1	1	1
HSPA1B	508.323625686668	1	279.558933987551	1	286.267527549462	522.828739315451	471.514731568052
HSPA4	1	1	210.452930649428	1	1	1	1
HSPA9	198.342733643674	171.703207208651	158.978135930674	1	171.145700229816	1	1
HSPB6	1	1	1	818.031427865242	763.31907601251	1	1
HSPB8	1	1	1	394.148929618134	1	1	1
HSPG2	1	1	1	350.32515710127	1	1	1
HSPH1	362.851864971272	1	531.836458421818	1	1	417.881128702187	442.771879124455
HTRA1	1	1	1	1	445.778414328659	395.975252439553	1
HTRA3	1	1	1	1	1	637.732930743826	1
HUWE1	1	1	169.412465981273	1	1	1	1
ID1	383.670445159271	1	1	517.316373134936	1	1	1
ID3	308.364910433748	1	1	793.4783552773	609.885210808126	1332.04727837596	2224.45527764853
ID4	1	1	1	524.799234098337	1	1	344.033446642493
IDH1	1	232.876473728817	1	1	1	1	1
IDH2	1	157.739550329499	404.065115948977	1	1	1	1
IDH3B	1	1	121.156204647325	1	1	1	1
IDI1	1	138.919441562751	1	1	1	1	1
IER2	319.476592260379	1	139.700743349941	561.295134688696	1	1	1
IER3	744.24948200731	1	377.580559507632	371.554396585416	297.092548304524	330.065771387643	1
IER5	1	1	279.353030533765	1	1	1	1
