NAME	LVECt	Other	LSEC	Hepatocytes	LVEC	Carcinoma
CYR61	1215.06174360114	1	1	1	621.27215902984	377.500735237087
CYSTM1	1	1	1	112.077348705135	1	323.351205686883
CYYR1	387.175427507878	1	1	1	401.548474583823	1
DAO	1	1	1	101.448664620249	1	1
DAP	1	1	1	71.360990294136	1	190.038018688594
DCDC2	1	1	1	1	1	352.737905308098
DCN	1	1974.55849153597	1	1	1	1
DCTN2	1	1	1	1	1	134.506580389963
DCXR	1	1	1	1056.68405899133	1	1
DDIT4	481.771988142903	1	1	1	1	1
DDR1	1	1	1	1	1	236.343864404398
DDT	1	1	1	499.326021483978	1	144.285261221165
DDX1	1	1	1	1	1	139.778078103497
DDX18	1	1	1	1	1	131.286693440203
DDX21	479.608845330546	1	1	1	385.65125980649	188.373117764893
DDX24	365.367723309128	1	1	1	1	1
DDX3X	229.926731129008	1	1	1	170.323011308264	1
DDX46	252.878811463086	1	1	1	1	162.999989394763
DECR1	1	1	1	450.873588746586	1	218.023353218007
DEFB1	1	1	1	306.334987919574	1	2436.07255229043
DGAT2	1	1	1	173.291091741683	1	1
DHCR24	1	1	1	265.814353908424	1	1
DHFR	1	1	1	87.9543887941696	1	199.824432426698
DHRS1	1	1	1	94.6117857639768	1	1
DHRS3	239.858279957938	1	1	97.8106985852233	1	1
DHRS7	1	1	1	147.918753206754	1	334.178827247248
DHTKD1	1	1	1	137.921655793583	1	1
DIAPH1	197.490349480513	1	1	1	1	1
DIO1	1	1	1	92.7601627701152	1	1
DLC1	461.126628815308	1	526.765937386675	1	502.416231771252	1
DLGAP4	214.390068885362	1	1	1	1	1
DMGDH	1	1	1	87.1949996974546	1	1
DNAJB6	1	1	1	1	239.824042220382	1
DNAJC19	1	1	1	84.9062922779498	1	1
DNAJC3	1	1	1	1	1	144.364242010996
DNAJC8	1	1	1	1	213.951043965137	1
DNASE1	1	1	275.865665829702	214.602324404497	325.154353709168	222.833957785634
DNASE1L3	577.178791552628	1	10983.6434292781	1	1374.19835734805	1
DOCK6	337.613429701762	1	1	1	1	1
DOCK9	279.803363827853	1	1	1	1	1
DPYS	1	1	1	369.378822858688	1	1
DPYSL3	315.920757270323	1	1	1	236.855305396839	1
DSG2	1	1	1	1	1	270.282347611548
DSP	1	1	1	175.589936999674	1	515.663963652589
DST	245.536097422483	1	1	147.487036109896	1	421.930857853031
DUSP2	1	444.887155807031	1	1	1	1
DUSP23	1	1	1	73.2338669655245	1	142.429307476752
DUSP3	1	1	1	92.8349883135681	1	185.061844161081
DUSP5	1	1	452.068892268199	1	225.179305205765	1
DUSP6	687.160909316731	1	380.36490155671	1	521.31461300566	133.230298985223
DYNC1H1	302.141252627998	1	1	1	226.696354931169	163.228954787297
DYNC1I2	1	1	1	1	1	194.06355604702
DYNC1LI2	246.063165907618	1	1	1	1	144.750768251667
DYSF	217.480538356146	1	1	1	1	1
EBP	1	1	1	238.316226240397	1	1
EBPL	1	1	1	102.728575517051	1	1
ECE1	216.362245156119	1	1	1	1	1
ECHDC2	1	1	1	183.022283269293	1	1
ECHS1	1	1	1	799.62578925558	1	165.610942238634
ECI1	1	1	1	194.510570118982	1	191.244017840552
ECI2	1	1	1	278.914014964963	1	1
ECM1	1	1	357.601086655447	1	1	1
EDN1	1	1	1	1	418.316298751164	1
EDNRB	715.53823755023	1	1	1	390.872543699461	1
EFCAB14	391.895849488382	1	1	1	1	1
EFHD2	1	243.14943600728	1	1	1	1
EFNA1	334.588165809745	1	1	101.943187084094	1	266.714477684069
EFNB1	281.809877011528	1	1	1	238.197923049607	1
EFNB2	452.168138880408	1	279.287147544375	1	224.785870771714	1
EGFL7	872.708196917625	1	701.101474589158	1	498.187073015561	1
EHD3	1	1	531.313958539706	1	1	1
EHD4	278.276418153789	1	1	1	1	1
EHHADH	1	1	1	204.972988667685	1	1
EI24	1	1	1	190.149810746045	1	184.607748012423
EIF1AX	303.738286254231	1	1	131.752398998629	1	190.024821964549
EIF2AK1	1	1	1	86.933760123308	1	193.365023559828
EIF2S3	1	1	1	1	1	180.57809528628
EIF3B	1	1	1	1	1	137.578460957672
EIF3CL	1	1	1	1	1	164.946734874741
EIF3D	217.331064278504	1	1	1	265.630285901753	186.549255317474
EIF3G	1	1	1	1	1	170.861962363469
EIF3M	274.828692230344	1	1	100.036972074918	1	173.843802684864
EIF4EBP2	1	1	1	137.606807678814	1	164.039087405267
EIF4G1	200.096240250832	1	1	80.3633210056516	1	1
EIF4G3	1	1	1	1	262.824884287016	1
EIF4H	177.962868324039	1	1	90.4603582844741	1	180.427142727467
EIF5AL1	1	1	1	96.3546810985468	1	204.294908076699
ELF1	1	1	1	1	244.878369159816	1
ELF3	1	1	1	1	1	621.260873628383
ELK3	597.902520672884	1	320.749195739626	1	506.350645098685	1
ELOC	172.577032057773	1	1	74.2462388685022	266.738579633386	154.312430608867
EMC10	1	1	1	59.1792679114962	1	150.307522859064
EMC4	1	1	1	109.654634483761	1	213.609324706788
EMCN	1012.73073194258	1	1	1	507.533137932254	1
EML4	1	1	1	1	1	156.800042140292
EMP1	2332.42619799535	1	1	1	1987.94368413442	1
EMP2	258.188753568799	1	1	98.9932527943019	265.806867997666	1
ENG	1421.07857772101	493.092682067928	2952.86736259725	1	975.577866780465	1
ENTPD5	1	1	1	203.099413092379	1	1
EPAS1	1910.35787481452	1	958.994656868021	74.4120417261184	1580.09597080766	1
EPCAM	1	1	1	1	1	1189.25520584072
EPHB4	169.182196003154	1	1	1	251.730559181398	1
EPHX1	1	1	1	889.263291633373	1	1
EPHX2	1	1	1	120.259003230672	1	1
EPRS	1	1	1	1	1	162.976453189166
ERBB3	1	1	1	1	1	390.049651371058
ERG	483.638439423495	1	432.838058065959	1	305.138854972877	1
ERO1A	1	1	1	1	1	150.425768478923
ERP44	1	1	1	104.970362228371	1	1
ERRFI1	1	1	1	568.024993324775	1	377.862390234117
ESAM	974.365274542588	1	507.195175829148	1	444.145362745747	1
ESD	156.599443281152	1	1	182.463421390535	259.381742363334	160.725775209922
ETFB	1	1	1	336.278382156442	1	303.681156574064
ETNK2	1	1	1	112.537661910949	1	1
ETS1	834.935697655029	1	565.763863333542	1	614.137393712498	1
EVI2B	1	291.418561522684	1	1	1	1
EXOSC7	403.064984031433	1	573.868854429859	1	640.925522898236	1
EZR	1	285.70695574769	1	1	1	295.216829323867
F10	1	1	1	100.545400883312	1	1
F11R	1	1	1	54.9657545135452	1	245.291367084541
F12	1	1	1	255.599844527979	1	1
F2	1	1	1	708.238882823616	1	1
F2R	260.346710253446	1	880.466282307389	1	586.109728262159	1
F5	1	1	1	258.257894231574	1	255.54140299827
F7	1	1	1	96.8708011476888	1	1
F8	346.76762293068	1	1205.86993610977	1	818.56189100837	1
F9	1	1	1	200.693167774766	1	1
FABP1	1	1	1	3495.16999743938	1	396.824460122063
FAH	1	1	1	155.402227168366	1	1
FAM107A	1426.79049204239	1	1	1	1138.74766958217	1
FAM107B	1	1	1	91.4797966236104	1	219.123574441676
FAM120A	360.326387356627	1	1	64.0216156054521	1	155.874143404463
FAM13A	1	1	1	104.486029876739	1	1
FAM162A	1	1	1	198.286324716742	1	1
FAM171A1	1	1	1	1	1	154.907438873131
FAM177A1	1	1	1	1	1	174.203962780847
FAM198B	202.166826434931	1	1	1	1	1
FAM210B	1	1	1	106.016852319489	1	1
FAM213A	1	1	370.063359553767	187.225528085684	272.434801214007	1
FAM241A	255.58362922731	1	1	1	231.367859782239	176.529771096901
FAM49B	1	236.309032622348	1	1	1	1
FAM96A	1	1	1	165.516704112144	1	1
FARP1	1	1	1	1	1	190.167166582438
FASN	1	1	1	99.1631779858812	1	1
FAT1	1	1	1	1	1	168.392885183126
FBL	208.966758408618	1	1	51.732181330416	253.045990537842	218.921375599539
FBLN2	1	1	1	1	275.932744873499	1
FBP1	1	1	1	404.613452185244	1	1
FCER1G	1	962.582386317118	1	1	1	1
FCGR2A	1	434.619145587198	1	1	1	1
FCGR2B	1	1	1153.90476698949	1	1	1
FCGR3A	1	865.816209762372	1	1	1	1
FCN2	1	1	2718.9364379314	1	1	1
FCN3	333.623944410314	1	10692.2146637854	1	1147.35146177998	1
FDFT1	1	1	1	90.5927345859123	1	1
FDPS	166.110844730111	1	1	223.61858864334	1	143.226010651267
FDX1	1	1	1	88.8460451158336	1	1
FERMT2	293.089167880409	1	1	74.6859738682007	1	1
FETUB	1	1	1	129.55752255868	1	1
FGA	1	1	1	5093.0294260531	1	247.578831473094
FGB	1	1	1	8146.6831002857	1	1
FGFR1	1	1	378.815767739389	1	1	1
FGFR2	1	1	1	1	1	304.912495308765
FGG	1	1	362.326100570446	7706.76794681457	1	659.957649777178
FGL1	1	1	1	1028.45275374834	1	1
FGL2	1	468.231491605752	1	1	1	1
FH	1	1	1	138.426645933411	1	1
FHL1	1	1	294.51868498119	1	1	1
FILIP1	213.072578753344	1	1	1	224.832359295461	1
FILIP1L	168.066890571457	288.20821709487	1	1	1	1
FIS1	218.793833443741	1	1	101.327756771836	1	1
FKBP1C	547.146474554706	1	292.67007219614	1	534.787135516817	1
FKBP2	1	1	1	185.719489091245	1	245.133400149656
FLNA	202.604343270152	360.530631334095	1	1	1	172.044594596568
FLNB	305.408263691084	1	1	1	433.246788800831	181.898612429521
FLOT1	273.932298981785	1	1	1	274.222900205107	180.719236070322
FLRT2	1	1	1	1	227.210859545946	1
FLT1	1704.89358129903	1	1266.05241856817	1	735.278134501024	1
FLT4	1	1	236.434536068551	1	1	1
FMO3	1	1	1	432.525415447566	1	1
FMO5	1	1	1	289.001761435112	1	1
FN1	502.283970531085	1810.89668670713	1	1052.58281586637	433.351784699762	368.388556442921
FOSL2	324.771271082155	1	1	1	203.975859529822	1
FOXC1	1	1	1	1	286.154819633085	1
FOXO1	1	1	1	102.826970201685	260.270131057196	1
FSCN1	266.305489541633	1	292.058128190376	1	1	1
FSTL1	202.070000106662	1	1	1	231.934206462749	1
FTCD	1	1	1	305.756628520819	1	1
FTL	1636.94405200866	21526.3206600797	5715.33079782936	6335.54354444966	2670.43087905297	1974.37271878423
FUOM	1	1	1	143.745939195711	1	1
FURIN	1	1	1	93.2503358850305	1	1
FUS	1	1	268.832193127572	1	241.718719003846	230.844591557188
FXYD1	1	1	1	129.706809841594	1	1
FXYD2	1	1	1	1	1	1943.44494828177
FXYD3	1	1	1	1	1	530.659168662074
FXYD6.FXYD2	302.84481403704	1	803.941551058963	1	285.38683379512	1
FYB1	1	498.694020329987	1	1	1	1
FZD4	223.282160006392	1	680.82374552245	1	297.170804601126	1
G6PC	1	1	1	438.942399185063	1	1
GABARAPL1	1	1	1	92.2991700828822	1	1
GABARAPL2	193.672337836798	1	1	1	1	127.726297193206
GADD45A	289.298922980938	1	1	153.063201191554	258.130652825288	1
GAMT	1	1	1	198.074087019144	1	1
GAS6	377.934358839801	1	1	1	221.02050768706	1
GATM	1	1	1	893.335870160672	1	214.229047317391
GBP4	1	1	673.353776700367	1	302.444042905823	1
GC	1	1	1	4167.15108633495	1	799.731867975796
GCC2	1	1	1	1	1	212.232714141104
GDF15	1	1	1	1	1	589.568147601389
GGH	1	1	1	128.978187196835	1	1
GGNBP2	1	1	1	1	1	185.306586634676
GHITM	1	1	1	232.495839585358	1	213.861918533043
GIMAP1.GIMAP5	231.974687579683	1	352.588302042244	1	1	1
GIMAP4	338.042292576931	1	643.336930756103	1	404.112681937692	1
GIMAP7	443.179585718012	1	502.243977162604	1	549.476064243674	1
GIMAP8	319.271801051194	1	394.296015651574	1	305.653405769067	1
GJA1	382.61511516214	1	1	1	1	1
GJA4	527.728982363942	1	344.575189259485	1	1	1
GLIPR1	1	260.395098859933	1	1	1	1
GLO1	1	1	385.857885222615	154.864235370095	1	168.811909025356
GLRX	1	1	1	89.0195975858594	1	1
GLRX5	1	1	1	100.226554967104	1	1
GLUD1	1	1	1	335.820151195796	1	1
GLYAT	1	1	1	262.809275354091	1	1
GLYATL1	1	1	1	262.177479833663	1	1
GM2A	1	265.760460107802	1	1	1	1
GMFG	208.34399030173	291.905389356049	574.96454804261	1	1	1
GMNN	1	1	1	1	1	290.808595500187
GNB2	259.035122144931	1	307.065513422897	1	1	150.195834813859
GNG11	1157.75887716111	1	1265.79106028691	1	1051.28992605618	1
GNG12	1	1	1	1	1	134.441628820102
GNMT	1	1	1	208.107322706999	1	1
GNPTG	1	1	1	124.658212424111	1	160.771135429995
GNS	230.675719831612	248.399186564005	239.231289159241	1	1	1
GOLGA4	1	1	414.158994516714	135.825967342348	293.432491286962	220.250179078065
GOLGB1	256.779039033859	1	474.430124634248	1	363.07813077587	267.411987110186
GOLM1	1	1	1	1	1	200.281659857613
GOLPH3	1	1	1	1	1	143.994445943756
GOT1	1	1	1	169.05973635412	1	1
GOT2	1	1	1	214.563552983846	1	1
GPAM	1	1	1	85.0803305944047	1	1
GPI	1	1	1	86.0850050482283	1	218.530752279651
GPNMB	1	567.600017240044	1	1	1	1
GPR182	1	1	256.733114830925	1	1	1
GPR183	1	327.286126370654	1	1	1	1
GPSM3	449.609304914626	1	310.712109356849	1	1	1
GPX1	384.408599703653	1732.31555470546	984.947263620837	254.632337673316	362.274185676527	258.598877552007
GPX2	1	1	1	1	1	188.257354850772
GPX3	262.534139923744	1	514.636559088628	103.194537241408	773.274870223275	1
GRASP	427.168959635706	1	370.286538813491	1	267.960116276211	1
GRB10	507.18621905608	1	1	1	1	1
GRB2	1	304.46709862534	1	1	1	1
GRHPR	1	1	1	568.877994515493	1	1
GRINA	1	362.648609949735	1	153.070655233766	1	155.186883204072
GRN	213.186635872056	903.57063630607	442.042480751066	1	387.258723096085	211.594894427271
GSN	1325.83235277825	443.542277844444	1	1	516.077854507045	1
GSPT1	1	1	1	101.515063218302	234.496437781919	203.372441805077
GSTA1	1	1	1	2117.52247313098	1	1
GSTA2	1	1	1	990.016963354361	1	1
GSTK1	1	1	1	238.073934569896	1	258.830754510338
GSTM2	1	1	1	351.342251090604	1	1
GSTM4	1	1	1	520.445858924932	1	1
GSTP1	330.508557547128	544.83987976064	1	1	417.24282128114	457.926951669295
GSTZ1	1	1	1	103.910393569459	1	1
GTF3A	1	1	1	104.065825506453	1	1
GUCD1	1	1	1	97.647817308834	1	1
GXYLT2	1	413.873422728811	1	1	1	1
GYPC	1	1	207.44356055624	1	1	1
H1F0	1	1	1	1	1	210.255684264547
H1FX	237.007438620201	1	1	100.752289704398	1	172.151013938206
H2AFJ	1	1	1	1	1	148.546406366814
H2AFV	1	1	1	96.0381346690968	1	165.280826546409
H2AFY	175.90981849818	462.213446606786	1	124.621887512521	226.185852585582	311.528016293527
H3F3C	243.627932396803	1	1	1	247.490255210321	199.121081408652
HAAO	1	1	1	162.899924851625	1	1
HABP2	1	1	1	375.355640172874	1	304.694694721794
HACD3	1	1	1	85.1963341323106	1	164.253116564986
HADH	1	1	1	146.156994833466	1	1
HADHA	222.843405729743	1	1	170.830977443312	277.414790345668	238.17532007484
HADHB	1	1	1	251.6754854122	1	166.041080922563
HAGH	1	1	1	219.044732373653	1	1
HAMP	1	1	1	244.617918940344	1	1
HAO1	1	1	1	229.424376359833	1	1
HAO2	1	1	1	142.246868803788	1	1
HBEGF	367.802181400281	285.08428666523	1	1	280.181415476956	1
HCLS1	1	403.236476741571	1	1	1	1
HDGF	247.285783287404	1	1	245.670086154935	1	456.615595840956
HDGFL3	1	1	1	1	276.724816011572	1
HEBP2	1	1	1	163.828576525811	1	216.7803146815
HECTD1	222.41459421551	1	1	1	1	1
HECW2	234.802131818244	1	273.066222546779	1	1	1
HEG1	604.366789129332	1	1	1	440.467458443786	1
HERPUD1	293.498089988539	848.235248892387	1	117.739432011583	1	201.051049934123
HES1	538.563080948921	1	521.863047067941	1	302.13256340818	196.635653892051
HEXB	1	255.41260680178	263.9713713682	69.9696186438772	1	1
HEY1	228.678485448044	1	1	1	1	1
HFE2	1	1	1	134.018822971224	1	1
HGD	1	1	1	158.340744067509	1	1
HIBADH	1	1	1	114.449782111264	1	1
HIF1A	212.156655643776	251.328755778721	343.660027996792	1	330.961743175863	1
HINT2	1	1	1	120.945622327908	1	1
HIPK2	1	1	473.042436783001	1	1	1
HIST1H1C	1	1	1	1	1	526.737770523771
HIST1H2AC	1	1	1	1	1	199.320832391281
HIST1H4C	286.021628845718	424.45784579605	1	174.808706024329	1	448.602162161389
HIST2H2AA3	1	1	1	1	1	198.359020156303
HIST2H2AA4	1	1	1	1	1	280.701580829675
HLA.DMB	1	500.620901423243	1	1	1	1
HLA.DPA1	289.005333796888	4785.72649152897	457.004534427016	1	431.772681999219	1
HLA.DPB1	276.199737702285	3573.67543247329	284.49491179001	1	233.249765225173	1
HLA.DQA1	1	1655.97856039272	1	1	1	1
HLA.DQA2	1	355.631660655788	1	1	1	1
HLA.DQB1	1	1796.24617843114	1	1	1	1
HLA.DRA	401.836336047168	6047.80437419585	525.142702853219	1	490.870753672234	188.604125321767
HLA.DRB1	604.439688640894	5524.50423543017	829.143218115943	1	724.994990192755	1
HLA.DRB5	1	901.492983964505	1	1	1	1
HLA.E	3852.12264116716	2131.94396017552	6840.01742751815	191.364737226095	4324.47409955886	437.995074756122
HLA.F	398.555337749541	252.417818801871	432.460352468103	1	191.616742726664	1
HLF	1	1	1	152.229627477268	1	1
HM13	1	1	1	74.3952127337109	1	197.093007960021
HMGCL	1	1	1	135.434063957342	1	1
HMGCS1	1	1	1	133.319483771387	1	1
HMGCS2	1	1	1	1135.85499677606	1	1
HMGN1	266.38197380668	243.196627276623	1	80.5249257466292	1	359.611648013724
HMGN3	1	1	1	122.602020182212	247.314249287439	251.356782690179
HMOX1	1	445.111775633423	1	1	1	1
HNF1B	1	1	1	1	1	142.957311135417
HNMT	1	1	1	131.607808457356	1	178.202610725671
HNRNPH1	189.42452569296	1	1	1	1	1
HNRNPH3	332.93213904015	1	1	1	1	1
HNRNPM	257.249268169615	1	1	82.7134003799418	293.025346472417	183.745378405319
HNRNPUL1	198.972902493742	257.240765251126	1	1	1	196.72114551166
HNRNPUL2.BSCL2	1	1	1	1	1	141.330931233166
HOOK2	1	1	1	282.878786340538	1	299.741831622421
HP	296.723356958813	1	790.304306110143	19966.0828592568	344.321381244866	1
HP1BP3	195.507377962211	1	1	1	229.614803067898	178.11587070505
HPD	1	1	1	786.342121244372	1	1
HPGD	1	1	1	116.585356214599	1	1
HPN	1	1	1	255.217171180398	1	1
HPR	1	1	1	2603.33847599748	1	1
HPX	1	1	1	1859.91345931883	1	1
HRG	1	1	1	1926.42494822852	1	1
HSBP1	245.751095789352	1	1	97.5899754773847	212.979049428889	230.212926617997
HSD11B1	1	1	1	443.200937470682	1	1
HSD17B13	1	1	1	443.591994278703	1	1
HSD17B2	1	1	1	103.444640982951	1	151.181589418278
HSD17B4	1	1	1	191.663211118477	1	1
HSD17B6	1	1	1	544.532926720585	1	1
HSDL2	1	1	1	108.284461912091	1	1
HSPA1B	448.444557183279	661.316751664172	1	1	1	322.352461798515
HSPA4	1	1	1	1	1	157.793243525011
HSPA9	1	1	1	186.227997716202	1	214.253567474704
HSPG2	1528.4128721764	1	777.796353530673	1	1021.13985753117	1
HSPH1	395.078992914457	459.151562300982	1	1	1	217.563133095157
HTRA1	611.196273201386	1	1	1	1	1
HUWE1	1	1	1	1	1	170.811522263946
HYAL2	1051.09106832276	1	1078.53227985148	1	747.821293476317	1
ICAM2	681.38283315358	1	276.514580480689	1	1	1
ID1	1607.09423404735	1	746.151234150507	1	1315.91145420129	320.016990059422
ID3	1283.73472323842	357.831612281484	844.463227732785	1	1100.09035305998	1
IDI1	1	1	1	123.497193562401	1	1
IER3	1	781.000584049904	1	1	1	798.515569035219
IER5	1	352.519424852795	1	1	1	1
IFI27	1890.42791014713	1	2089.30730580291	70.0658895846256	1527.68290102547	1
IFI44L	1	1	1	1	239.472378812095	1
IFI6	251.577721907886	1	1	1	1	1
IFNGR1	308.888368035318	355.385188733568	1	1	1	1
IFNGR2	1	290.590998511887	1	1	1	135.420036225476
IGF1	1	1	1	91.2403287705202	1	1
IGF2	1331.62895327733	1	1	896.099255068073	1	1
IGFBP1	1	1	1	1098.59087652472	1	1
IGFBP2	1	1	1	122.30219290197	1	1
IGFBP3	855.684560308495	1	1	1	363.443241059604	1
IGFBP4	1001.04094188829	1	1396.86708712644	420.10853661093	1068.74102139075	1
IGFBP5	693.420671554455	1	1	1	1	1
IGFBP7	4632.24923613304	3818.04765857684	2405.11193803209	1	4566.46567931083	1
IGSF6	1	331.221401970061	1	1	1	1
IL13RA1	1	1	1	75.1927399380712	1	161.68950951011
IL13RA2	1	1	287.937470291249	1	1	1
IL1B	1	584.578887716223	1	1	1	1
IL1R1	1	1	568.836282756098	1	406.762329240655	1
IL1RAP	1	1	1	95.1359773219989	1	1
IL32	704.71413169998	1	1	331.508388231583	1	481.931672452012
IL33	304.876177443007	1	948.372140397596	1	1172.35144504992	1
IL6ST	732.856601028126	1	1541.0760918807	179.192552690489	916.268407436131	225.704026695908
ILF2	1	1	1	1	1	143.047911896765
ILF3	1	1	1	1	1	182.937119183115
ILK	219.75209802616	1	1	1	1	1
INMT	1	1	308.160144833941	1	1	1
INPP1	211.019838768588	1	1	1	256.583148130509	1
INSIG1	1	1	1	636.05173970616	1	1
IPO11	220.909621512035	1	1	1	233.970981473496	1
IQGAP2	1	1	1	197.606580610821	1	1
IRF2BP2	394.837522452909	1	1	112.360562306951	433.483991547029	278.527887301796
IRS2	1	1	1	103.82104123902	1	1
ISCU	1	1	1	96.742966090829	1	154.229795825326
ITGA1	301.175593396456	1	269.986459953551	67.4393714773278	1	1
ITGA5	732.532922441958	1	1	1	344.16909072993	1
ITGA6	471.784155612045	1	1	1	1	151.495164777856
ITGA9	1	1	280.017590824299	1	1	1
ITGB2	1	583.399334824801	1	1	1	1
ITGB4	1	1	1	1	1	156.269637534347
ITGB5	1	1	1	1	1	225.445992862167
ITIH1	1	1	1	610.277595949041	1	1
ITIH2	1	1	1	1032.40420550364	1	533.842735599669
ITIH3	1	1	1	355.444942423889	1	1
ITIH4	1	1	1	549.541100381189	1	1
ITIH5	1	1	1	1	1	188.542686043679
ITM2A	220.36105832867	1	1	1	261.524011995836	1
ITPRIP	302.345598936123	1	512.734056842698	1	476.791956286071	1
ITSN2	231.139382844764	1	1	1	1	1
IVD	1	1	1	142.778594136533	1	1
IVNS1ABP	313.879487484346	1	1	1	1	198.449146365918
JAG1	516.145395325599	1	1	1	1	1
JAG2	232.878441793542	1	1	1	1	1
JAM2	403.372020371029	1	1	1	373.086682008356	1
JCAD	380.570481840993	1	1	1	1	1
JMJD1C	445.14532353445	1	379.787661763982	1	542.384276676413	1
JTB	1	1	1	160.92784834898	208.993019682387	315.411913121008
JUP	262.237868619168	1	1	1	1	265.221359754155
KANK3	210.012060097722	1	1	1	1	1
KARS	1	1	1	1	1	141.334115102201
KBTBD2	1	1	1	1	201.434699156351	1
KCTD12	420.236324969231	316.04227636804	1	1	283.801721650199	1
KDELR1	1	1	1	51.9949374361055	1	259.018095009953
KDM5B	1	1	1	1	1	154.951281371233
KDR	731.430027536233	1	853.291340880573	1	1	1
KHK	1	1	1	158.985536644856	1	1
KIAA0355	334.764154113148	1	1	1	261.197642183963	1
KIAA1522	1	1	1	1	1	156.759486186739
KIAA1671	245.398059024787	1	1	1	1	1
KIF5B	159.525299000755	1	288.837153964006	1	264.031610427922	288.232424420517
KLC1	228.551922031635	1	1	1	1	1
KLF15	813.246835388291	747.503523769122	1	231.096783409334	1	311.146865059619
KLF2	1646.52298980865	1	364.214543299799	1	625.261292008575	1
KLF3	1	1	1	1	1	159.789751868313
KLF4	1048.41845222475	418.844892124851	263.065696474624	1	452.06682075195	1
KLF5	1	1	1	1	1	395.607139092669
KLF7	1	1	305.531547282211	1	1	1
KLF9	506.662324166786	1	371.718829911561	119.634738132227	482.055520002039	1
KLHDC2	1	1	1	89.6438727656082	1	1
KLHL20	1	1	1	1	202.477618979069	156.463964329951
KLKB1	1	1	1	96.7993649237432	1	1
KMT2E	243.824985678981	1	1	1	1	239.413084886601
KNG1	1	1	1	1906.5585683135	1	1
KPNA2	290.688496518682	1	1	1	1	1
KRT10	1	1	1	83.7562258940363	1	150.200090766365
KRT18	1	1	1	422.67148041616	1	2673.21805704709
KRT19	1	1	1	1	1	897.093356127011
KRT7	1	1	1	1	1	1046.96548021955
KRT8	1	1	1	296.632711552093	1	1726.7417825775
LAD1	1	1	1	1	1	284.156057568352
LAMA4	439.44223467447	1	1	1	1	1
LAMB1	838.764448405481	1	1	1	1	1
LAMB2	153.933055276986	1	1	1	226.304673453705	1
LAMC1	250.492249787503	1	1	1	1	1
LAMP2	1	1	1	229.859765151626	1	340.684164582753
LAMTOR5	1	1	1	69.3184131203677	1	217.406305570236
LAP3	330.534001935017	1	1	84.5064832962953	289.730934354675	1
LAPTM5	308.839671474736	2041.13795991529	366.352279432822	1	1	1
LARP1	1	1	1	1	1	132.399990428804
LASP1	196.137286352034	1	1	1	1	252.390501452984
LBP	1	1	1	185.389061044896	1	1
LCAT	1	1	1	117.814152664017	1	1
LCP1	1	911.961606965075	1	1	1	1
LCP2	1	337.707704075219	1	1	1	1
LDB2	392.248536834837	1	687.623173526867	1	969.351780294358	1
LDHB	253.929175637154	288.170947247535	1	1	268.129869164527	1
LDLR	309.23390047301	1	1	92.8839515890082	278.176819957225	188.617620556165
LEAP2	1	1	1	377.659046878484	1	1
LECT2	1	1	1	291.233319476898	1	1
LEPROT	270.990281376546	1	414.493250790007	1	376.660856648692	190.456822807862
LGALS1	481.737246537564	1484.74528659482	1	1	1	217.392116749024
LGALS3	314.884106376429	571.99607735408	1	1	1	1445.67566530592
LGALS3BP	1	275.228633733801	384.655649707325	107.949397347621	1	404.131106313401
LGALS4	1	1	1	86.5684065479418	1	931.048583192445
LGALS9	1	300.330257969435	1	1	1	1
LGMN	1	526.41998842646	947.572108867449	1	1	1
LIFR	1	1	921.217651012621	1	553.634362162996	1
LIMA1	226.050785504673	1	290.521806492527	1	233.708270289767	1
LIMCH1	391.644715992671	1	517.964742326552	1	346.852636757932	1
LIMS1	1	361.924040742408	1	1	1	1
LIMS2	410.864697977756	1	264.507534589036	1	337.089947897997	1
LIPA	1	534.544710251642	1	1	1	1
LIPC	1	1	1	130.841804819951	1	1
LLGL2	1	1	1	1	1	228.317044536323
LMAN1	1	1	1	179.897892617401	1	1
LMAN2	1	1	1	96.165339901013	1	170.392531835133
LMCD1	400.188766922768	1	1	1	1	1
LMNA	1330.07208607443	322.318789115767	1	1	1020.17769286538	311.157282131647
LMO2	668.729227455374	1	1	1	481.140639023696	1
LMO7	1	1	1	1	1	177.127937012214
LPIN2	1	1	1	139.645506568692	1	1
LPP	251.599500369416	1	1	85.8302366884972	1	169.703016688234
LRP1	1	325.949477362806	1	112.306634953431	1	1
LRP10	1	1	1	1	1	271.288718172046
LRRC32	308.021661004931	1	1	1	294.172937531987	1
LRRC8A	381.534127232429	1	251.92245347229	1	1	1
LRRC8C	216.421490695004	1	1	1	1	1
LRRFIP2	1	1	304.285119530572	1	1	1
LSM14A	225.490198035952	1	1	1	1	158.287667403394
LSM4	1	1	1	1	1	163.177936970464
LSP1	1	274.913658844224	1	1	1	1
LSR	1	1	1	119.573350244494	1	295.213186114498
LST1	1	440.688280298554	1	1	1	1
LTA4H	1	1	1	1	239.290444507743	1
LTBP4	1	1	1	1	412.247601077772	1
LUC7L3	298.353809064219	1	1	1	210.870382713598	397.921702169164
LUM	1	794.213842222652	1	1	1	1
LY6E	1	1	1	151.484471505211	1	1
LYN	1	296.123138899212	1	1	1	1
LYVE1	1	1	1997.17152778914	1	1	1
LYZ	1	1999.78318248462	1	1	1	1
MAF	1	1	838.143947570529	1	1	1
MAFB	1	594.47879820852	1	1	1	1
