Mixture,Other,Kupffer cells,TM1,SAMs,T cells,cDC2,cDC1,B cells,P-value,Correlation,RMSE
098699N,0.484444007222205,0.1094584699956,0.0132023972470016,0.180720829952237,0.0685048376063017,0.0647330185666078,0.0333197372292881,0.0456167021807592,0,0.593989331955782,0.806223592185347
090608N,0.469783601477947,0.077888384875016,0.0156039801165645,0.18300218449574,0.0944216937023786,0.0527260870190468,0.0498082881926665,0.0567657801206401,0,0.603822822110873,0.799441836662249
81023N,0.382193847075335,0.210583269865014,0.105215007016924,0.11898623356681,0.0747779010349097,0.0540059531343775,0.027396026957784,0.0268417613488454,0,0.581579459280713,0.816642547341518
099535N,0.467238543257193,0.0989192010445769,0.0557377081838695,0.21349537868289,0.108718635230995,0,0.0305380149542246,0.0253525186462508,0,0.590110068862022,0.809086036728398
11770N,0.313350052273526,0.215985369308391,0.0849995936561371,0.0916508134062601,0.125151256019402,0.0997151717548427,0.0220753804678611,0.0470723631135805,0,0.638932172564384,0.787742320804958
81032N,0.402623972875933,0.160825378781401,0.124640877397392,0.0981548144263846,0.103911200320988,0.0697021434656173,0.0281222092299929,0.0120194035022913,0,0.557826012154917,0.831471010838275
85421N,0.42168028751586,0.19071612624371,0.0428408346447476,0.0564481266665614,0.0650403070224341,0.165232750478551,0.0374516777016978,0.0205898897264375,0,0.618546353699479,0.791457333635966
86279N,0.425952306454769,0.194201682787004,0.0551551255062947,0.104947147473483,0.0834216066318701,0.0875820430229901,0.0177324742418112,0.0310076138817782,0,0.578597955806677,0.817384899013088
86960N,0.423251577071604,0.201653926842901,0.0555349758073748,0.101708965542548,0.122709434820403,0.047241009834901,0.0254943299396123,0.0224057801406559,0,0.591553948397644,0.808963270479444
87823N,0.312565734723162,0.302664938345177,0.101293621727684,0.0216934878237242,0.102679662374461,0.0917297584722364,0.0336849586498236,0.0336878378837314,0,0.533506784309679,0.846857585443566
88659N,0.389016324294165,0.174261642507044,0.00837835211310364,0.13217827406626,0.112048512720588,0.129366074742325,0.0279828715666419,0.0267679479898723,0,0.584647605926676,0.815609848509944
88674N,0.415347600012388,0.171468716753995,0,0.188931610274915,0.0495970654017914,0.0999561184134885,0.0402094963286848,0.0344893928147374,0,0.664843121091926,0.759203388603314
88724N,0.455033908340006,0.114611017515315,0.0181983674477855,0.161278563745073,0.0561119864168699,0.112373707637639,0.0387680724512219,0.0436243764460888,0,0.562822881099258,0.827704945610857
89290N,0.394337295065999,0.17774804282103,0.0255037776436957,0.148050134449428,0.0877708314998674,0.0995679158295169,0.0413292935153667,0.0256927091750969,0,0.507319855213291,0.862204624519233
96484N,0.432893490901963,0.217130435331414,0.0163637775201414,0.0913911432358099,0.0756154953470708,0.103704640335035,0.0319931391527634,0.0309078781758029,0,0.516680649981319,0.857450623461983
099535T,0.352818071403184,0,0.020146546845658,0.330013826524094,0.097039232018273,0.134053244907388,0.0376346750992401,0.0282944032021633,0,0.514412292201608,0.858388213349522
090608T,0.310194155380117,0.0051479975474832,0.0010491684183294,0.290586597898301,0.0862667725266626,0.121866631589988,0.0662941880276491,0.118594488611469,0,0.474744821563476,0.880807165204019
098699T,0.278689084779479,0,0,0.52539657159993,0.0510568249217696,0.0247212556646625,0.0860078086346896,0.0341284543994697,0,0.529474511167707,0.850173296962623
11770T,0.0953872796280355,0.045112088945373,0.0773212554537997,0.399286960711429,0.104013179265556,0.19024509841386,0.0606120877081258,0.0280220498738209,0,0.693840975436828,0.782227976247395
81023T,0.430434490854462,0.0224053448899075,0.012086507878589,0.313769606123492,0.0595387831289282,0.106193990566632,0.0269502093274884,0.0286210672305002,0,0.591055994902124,0.809353442108906
81032T,0.48902325996112,0,0.0456186373319683,0.306890093192257,0.0322068354388717,0.0829318145616272,0.0102215412280622,0.0331078182860937,0,0.726498639338619,0.703669483726611
85421T,0.269844703041707,0.0336789772370965,0.0427161922460945,0.36752407432637,0.129098757775296,0.0561550321000441,0.0652650813101379,0.0357171819632541,0,0.479495455996776,0.878308904478304
86279T,0.456819446303242,0,0.00663125796799147,0.358958822628316,0.0345160856598623,0.0774211778415822,0.0203368342438978,0.045316375355108,0,0.651428974209653,0.765016297759427
86960T,0.414573888956409,0.00315587952991704,0.0442930734458741,0.389517874520097,0.0653249653358928,0.0158584279550469,0.0267846536902326,0.0404912365665306,0,0.534594097919272,0.846075253633874
87823T,0.185840795441639,0.037802561904924,0.0916578546089643,0.427953075312698,0.103652614520917,0.0687999481651359,0.0410464819057656,0.0432466681399561,0,0.659582754455214,0.788132319031753
88659T,0.20663429223978,0,0,0.533703518591335,0.0708725590311571,0.0271901833317743,0.112735392307917,0.0488640544980374,0,0.164846451379487,1.02675924534334
88674T,0.0458666046274959,0.0679491726302637,0.243626261118947,0.414932829888166,0.0894656879062716,0.0608186010925989,0.0486593925861409,0.0286814501501162,0,0.694360337665047,0.770014200832027
88724T,0.305899078873703,0.0196648463546594,0.103013189895002,0.39310982541829,0.0733068584481917,0.00643538567652665,0.0444925817625367,0.0540782335710906,0,0.675099801534631,0.76345849807582
89290T,0.440484848402492,0,0.00933390425694113,0.280673744830534,0.0676838695142426,0.118737134979693,0.039744832813843,0.0433416652022544,0,0.675472415056519,0.750558269045107
96484T,0.191059870975929,0,0.0640574255821797,0.340990680021975,0.0812486188846094,0.168484825988658,0.0717123137442792,0.0824462648023699,0,0.664562277088042,0.784675254321699
