Mixture,Other,Kupffer cells,TM1,SAMs,T cells,cDC2,cDC1,B cells,P-value,Correlation,RMSE
GSM2480436,0.663590756120922,0.0406026631446987,0.0227864773301191,0.103820585048185,0.0373058716959437,0.0710895221777589,0.0588844965162437,0.00191962796612947,0,0.455250546482365,0.891703521290523
GSM2480437,0.714435339102771,0.107901288063776,0.098355328874222,0.0513615220323833,0.0219261083362431,0,0.00162553569790434,0.00439487789269948,0,0.563635735207156,0.835000463859552
GSM2480438,0.78460048001345,0.0252515236708221,0.00288502183089387,0.106530564458796,0.018025919619489,0.00979115758824544,0.0245037837653246,0.0284115490529785,0,0.529295903522556,0.852323970833411
GSM2480439,0.69659270578762,0.164147574509035,0.0168540687714826,0.0708611666704425,0.0459854323417863,0,0.00360775204734509,0.00195129987228825,0,0.504137856525764,0.864834464407985
GSM2480440,0.660965252894357,0.0332158790815661,0.00353886501521964,0.14585907642103,0.0738979096879842,0.012507553354868,0.0635833603877306,0.00643210315724459,0,0.374710705035447,0.927255475177216
GSM2480441,0.710253947515213,0.112518194532935,0,0.114500535906776,0.0309556645663643,0,0.0280380054117254,0.00373365206698589,0,0.511191010516439,0.861775383632188
GSM2480442,0.556733169960221,0.0232561090904951,0,0.240158717459925,0.0718080734030365,0.0294768567695599,0.0758413595256182,0.00272571379114423,0,0.572260664062631,0.839610508175585
GSM2480443,0.681908209035803,0.12468606418411,0.0158859785445998,0.0845392865187763,0.0746595170521905,0,0.0163569160934146,0.00196402857110539,0,0.47778141154751,0.879387938025788
GSM2480444,0.668160163923503,0.0191338363014099,0.0129629083803805,0.100864630108264,0.0537956116826981,0.0969206956971796,0.0460296459326077,0.00213250797395699,0,0.470197645651577,0.885431902789868
GSM2480445,0.706208302104916,0.164373995209397,0.0356156945957671,0.0612856645054095,0.0244671742174108,0,0.00723850934300449,0.000810660024094952,0,0.547699694028331,0.841202849393136
GSM2480446,0.420592022952885,0.0251038867009297,0.0440512282621202,0.163588702812663,0.0947818714302327,0.11876779619979,0.0389035430988465,0.0942109485425331,0,0.696301266729102,0.77616191353275
GSM2480447,0.627801809065362,0.169865415786524,0.0114301888656683,0.0646761663460382,0.0725939218169871,0.0176225559483897,0.0163107342883103,0.0196992078827208,0,0.521069423676264,0.857645028886325
GSM2480448,0.659896748841151,0.035102754180691,0.0179991796141166,0.219643436710286,0.0265564126002504,0,0.0321114323666366,0.0086900356868676,0,0.479902888853279,0.878769974480786
GSM2480449,0.688201425608983,0.188908347816047,0,0.0863735113825782,0.0225597454106002,0.0056488330419121,0.00776569643575186,0.000542440304127656,0,0.525706136775549,0.852384907239528
GSM2480450,0.75216232223516,0.0425437581917039,0,0.127134763262325,0.0280619089534244,0.011525817285847,0.0222098540917016,0.0163615759798375,0,0.491516523321264,0.87222878174414
GSM2480451,0.678326164104433,0.154502354047115,0,0.0641161363436259,0.0508611982219416,0.028260162321248,0.0198767037625542,0.00405728119908219,0,0.514509816237191,0.860364978399073
GSM2480452,0.504676333579134,0.103531015878329,0,0.294575740721373,0.033073313959059,0,0.0416148722697681,0.0225287235923364,0,0.507702485693269,0.863985384550731
GSM2480453,0.647121797673974,0.172566244486435,0.0402127668983215,0.0988034516802026,0.0364222060005676,0.00290040873371623,0,0.00197312452678282,0,0.511257453055601,0.86110765693281
GSM2480454,0.632100494220138,0.0717778879484125,0.0595179016468763,0.16013351466665,0.0368392357179708,0,0.0357338855499013,0.00389708025005112,0,0.50720679146433,0.866132618044837
GSM2480455,0.723448440429119,0.11365210905638,0,0.0898531050348177,0.0201955738414408,0.0257581464726984,0.0174386568777402,0.00965396828780299,0,0.517369041306062,0.858451403712208
GSM2480456,0.658892657410721,0.116140766472483,0.015940051366837,0.0944399844208089,0.0588576799575778,0.0151788323572079,0.0350050615049334,0.00554496650943086,0,0.517284360654577,0.860573204718668
GSM2480457,0.721238656067666,0.094035784847609,0.015362707948008,0.106305237020777,0.0287735972318664,0.00571386435901604,0.0100407044194779,0.0185294481055795,0,0.521453187482684,0.856636207036327
GSM2480458,0.740512196634386,0.0375971561889999,0.0295757580319265,0.120284085048126,0.0226431657960622,0.0266192860645732,0.018674292976747,0.00409405925918002,0,0.597354502934376,0.818344491135271
GSM2480459,0.700142678406728,0.150705865734655,0,0.0925205356978881,0.0279688790475174,0,0.0220859370405607,0.00657610407265091,0,0.526397609541037,0.853095803809292
GSM2480460,0.643221368788232,0.109707263033505,0.0604440460940129,0.12217913578263,0.0476802679578421,0,0.0152092587620775,0.00155865958170038,0,0.537553253549051,0.84993611547871
GSM2480461,0.710835438116979,0.129470639316067,0.0538099336019438,0.0827448997528924,0.01655672295272,0,0.000895743771005263,0.00568662248839331,0,0.534936346124657,0.848763186112729
GSM2480462,0.755521139790618,0.0293251944921786,0.00978231645704064,0.136241014477745,0.0276056398279853,0,0.0380875105831459,0.00343718437128665,0,0.436206017731153,0.899606353854615
GSM2480463,0.745714485882094,0.11845973428475,0.00844296448583336,0.0912965071361327,0.0150127146525307,0,0.0192510867936506,0.00182250676500846,0,0.529395956418077,0.851288157840726
GSM2480464,0.81109679918636,0.00951011744215319,0,0.114420764725144,0.00735180349024178,0.0154792379508234,0.0264625566996199,0.0156787205056579,0,0.439430999582216,0.898122367479194
GSM2480465,0.725299344967541,0.090598151217994,0.00638047863011572,0.0853344884325908,0.0366740819857956,0.0197893224767637,0.0174433482436866,0.0184807840455122,0,0.516815896444758,0.859526221825384
GSM2480466,0.437199043282584,0.0868081280293798,0.0283503061766985,0.186422836110392,0.151329916302419,0.012919068357834,0.0492666244647857,0.0477040772759067,0,0.58179919364384,0.836071509870504
GSM2480467,0.618474317013395,0.162424766558666,0.0778535285606824,0.0434598810334476,0.0680155067811613,0.0224271183032882,0.00285984719750231,0.00448503455185785,0,0.556061903979595,0.840666457615287
GSM2480468,0.684174092992997,0.0171593241662041,0.0194037432639817,0.152959313138571,0.03398462955875,0.0211778693214751,0.0552465646688955,0.0158944628891248,0,0.517128391494148,0.862212938261501
GSM2480469,0.653075087095853,0.192305051178439,0,0.0567727507244193,0.0447047392943743,0.0301716210930638,0.0122522189481283,0.0107185316657217,0,0.488511576713351,0.873160543849344
GSM2480470,0.749162064678071,0.0112490231717633,0,0.123101145202893,0.0410377536910838,0.02242074770651,0.0383346083905825,0.0146946571590969,0,0.470738920346442,0.88313573160403
GSM2480471,0.707512461960918,0.0966579934650695,0.0677462743709462,0.0487691231160487,0.0418472524980889,0.0112874193248152,0.0132978496092057,0.0128816256549078,0,0.558106128728083,0.839555904006683
GSM2480472,0.768776336100144,0.012006856753834,0,0.129956852886201,0.0275569727253333,0.0142523580997454,0.024233887129342,0.0232167363054004,0,0.514448774997426,0.860661747571038
GSM2480473,0.739404300027711,0.139273177193089,0.0323073277383359,0.0378012017022659,0.0231131981027962,0,0.0182140395531109,0.00988675568269148,0,0.523038309340396,0.855046148961745
GSM2480474,0.749836776706156,0.0744104480513408,0.000749958372552713,0.09854113560825,0.0485864839806857,0.00371443026427037,0.00973768148443411,0.01442308553231,0,0.663891025265724,0.779812329894883
GSM2480475,0.708352967584273,0.12160284686784,0.0257976539932712,0.0833385634364934,0.029532636069828,0,0.019965816523567,0.0114095155247271,0,0.549409278545128,0.841980594467697
